rid,CPC004_A375_6H:BRD-A41995253-001-03-7:10,CPC004_HA1E_6H:BRD-A41995253-001-03-7:10,CPC004_HA1E_24H:BRD-A41995253-001-03-7:10,CPC004_HCC515_6H:BRD-A41995253-001-03-7:10,CPC004_HCC515_24H:BRD-A41995253-001-03-7:10,CPC004_HEPG2_6H:BRD-A41995253-001-03-7:10,CPC004_HT29_6H:BRD-A41995253-001-03-7:10,CPC004_MCF7_6H:BRD-A41995253-001-03-7:10,CPC004_PC3_6H:BRD-A41995253-001-03-7:10,CPC004_PC3_24H:BRD-A41995253-001-03-7:10,CPC004_VCAP_6H:BRD-A41995253-001-03-7:10,CPC004_VCAP_24H:BRD-A41995253-001-03-7:10,CPC010_A375_6H:BRD-K68077509-001-08-1:10,CPC010_A549_6H:BRD-K68077509-001-08-1:10,CPC010_A549_24H:BRD-K68077509-001-08-1:10,CPC010_HA1E_6H:BRD-K68077509-001-08-1:10,CPC010_HCC515_6H:BRD-K68077509-001-08-1:10,CPC010_HEPG2_6H:BRD-K68077509-001-08-1:10,CPC010_HT29_6H:BRD-K68077509-001-08-1:10,CPC010_MCF7_6H:BRD-K68077509-001-08-1:10,CPC010_MCF7_24H:BRD-K68077509-001-08-1:10,CPC010_PC3_6H:BRD-K68077509-001-08-1:10,CPC010_PC3_24H:BRD-K68077509-001-08-1:10,CPC010_VCAP_6H:BRD-K68077509-001-08-1:10,CPC010_VCAP_24H:BRD-K68077509-001-08-1:10,CPC016_A375_6H:BRD-A41995253-001-03-7:10,CPC016_A549_6H:BRD-A41995253-001-03-7:10,CPC016_A549_24H:BRD-A41995253-001-03-7:10,CPC016_ASC_24H:BRD-A41995253-001-03-7:10,CPC016_HEPG2_6H:BRD-A41995253-001-03-7:10,CPC016_HT29_6H:BRD-A41995253-001-03-7:10,CPC016_MCF7_6H:BRD-A41995253-001-03-7:10,CPC016_MCF7_24H:BRD-A41995253-001-03-7:10,CPC016_NEU_24H:BRD-A41995253-001-03-7:10,CPC016_NPC_24H:BRD-A41995253-001-03-7:10,CPC016_SKB_24H:BRD-A41995253-001-03-7:10
5720,-5.96438694,0.991237998009,0.839166760445,-0.0828668698668,0.228799983859,0.101586900651,0.697505772114,-0.255301654339,-5.13201808929,0.0635469704866,-1.30956280231,0.312026202679,-2.06197094917,-1.00475001335,-1.3518999815,-0.629274666309,-1.60043227673,-0.0237084031105,0.170873314142,-4.66811275482,0.508971452713,-1.52180719376,1.01371347904,0.294216871262,-0.295825511217,-0.119141072035,-0.970350027084,-0.258927762508,-0.730233430862,0.70634996891,-0.639869630337,0.319016218185,-0.298650026321,-0.523900032043,0.649366021156,0.906280636787
466,0.61233407259,0.575519859791,0.834000051022,0.0838010385633,0.295599997044,0.0300259664655,-0.137150913477,-0.261426508427,-5.22921800613,0.409506440163,-0.618407428265,-0.436356037855,-1.20041680336,0.468850016594,-1.03509998322,0.0375247448683,-4.1603808403,0.189797729254,0.20538328588,-0.574654281139,-1.07589149475,-0.668567955494,-1.82946705818,0.72949385643,-0.96422213316,0.769491612911,-0.517799973488,-0.156137049198,0.27689999342,-0.45640000701,-1.95151352882,1.55258512497,-1.16754996777,0.213533356786,0.459644436836,0.730420827866
6009,0.868583440781,0.107355237007,1.25126671791,1.10121917725,0.973000049591,-0.228935450315,0.156461924314,-0.248932734132,-2.18260002136,0.877839386463,0.238451704383,-0.557035505772,1.56547141075,-1.39524996281,-0.856199979782,0.703430652618,0.94863986969,0.692069530487,-0.097291521728,0.494404494762,-0.242093071342,-0.576873421669,-0.0317647457123,1.27222919464,-0.0889730602503,0.731497168541,-0.653699994087,0.714079082012,-0.227633327246,1.15915000439,0.746050477028,0.341317951679,0.266775012016,1.01546669006,-0.165567457676,0.987968027592
2309,0.225666284561,0.105784580112,0.27746668458,0.330705821514,0.933749973774,0.719412982464,0.0191381424665,0.0395296998322,3.72394227982,-0.231323689222,-0.94193983078,-0.0974417328835,0.573994636536,0.0745500326157,-1.20070004463,-0.843947768211,-1.10501241684,0.11120569706,1.19884586334,0.329138994217,-0.0665929466486,0.224945381284,1.9446606636,-0.213159739971,0.897784590721,-0.188513725996,-0.53149998188,1.86922001839,-0.760633349419,-0.672199964523,0.36293977499,-0.599531948566,0.416924983263,-0.471333354712,-0.27490913868,-0.220472931862
387,2.03907513618,1.25292658806,0.236200004816,0.929339289665,0.544449985027,0.765518784523,0.354464203119,0.343002289534,2.88510131836,0.101295724511,-0.425487518311,-0.062054477632,-1.25420415401,-0.17159999907,-1.93869996071,-0.691970825195,1.60260725021,-0.786518216133,-1.23898077011,0.494229346514,-0.182350948453,-0.937926769257,1.3617682457,0.606716215611,0.328725606203,-0.486685097218,-1.49790000916,1.64622545242,-0.0319999754429,-0.00604999996722,0.745715677738,-0.433179438114,0.243174999952,0.785300016403,-1.07130980492,0.750662744045
3553,0.552180111408,-0.290180593729,0.216166675091,-0.611232817173,-0.508849978447,0.291171073914,0.214323565364,-0.160928219557,-0.59769821167,-0.10447435081,-0.456122338772,-0.117511421442,0.319318056107,2.40530014038,0.182400003076,-0.643924832344,0.62682980299,0.74705696106,-0.327996820211,0.02688645944,0.756488919258,-0.653017520905,0.556228220463,-0.988635838032,-0.117241300642,-0.878168165684,1.05065000057,-1.03494620323,0.378800004721,-1.02610003948,-1.10583019257,-0.698429942131,-0.202250003815,0.0498666763306,-0.555150210857,-1.27399301529
427,1.73756217957,0.782275795937,0.539266705513,0.353826403618,0.480300009251,0.516478478909,0.00935699231923,-0.694905757904,1.60613811016,0.310055077076,-0.439884662628,-0.14338837564,-0.0860558375716,0.989949941635,1.5611000061,0.204884812236,0.347099274397,0.291927158833,-0.951590061188,-0.282029509544,-1.06952357292,-1.14353787899,-1.86137533188,1.06665682793,0.31816214323,0.622743308544,-0.724349975586,-0.249846607447,1.42866659164,-0.173049986362,0.017177876085,0.51889783144,-0.0656750127673,-1.04556679726,-0.328243643045,0.680336773396
5898,0.688265800476,0.846927165985,0.171900004148,0.0433952957392,0.580099999905,1.31461071968,-0.266351938248,0.0799016952515,-5.33819437027,0.816543161869,-0.216397017241,-0.830482780933,-1.03574943542,0.995299994946,-1.83360004425,0.091089040041,1.01140761375,1.88640737534,-0.116685807705,0.23458006978,-1.04936218262,-1.28727841377,-4.72819852829,-0.0573230870068,-0.67767906189,-0.562424659729,-2.26810002327,-0.215896606445,-0.325599968433,-1.07760000229,-0.524398744106,-0.177359297872,-0.205724999309,-0.338333338499,-0.38340139389,1.06458008289
23365,-0.265676081181,-0.577795624733,-0.0961000323296,0.860266566277,1.15429997444,-0.484418094158,0.883385658264,1.10748291016,2.10326576233,0.859962403774,0.257553130388,1.0982927084,-1.30169057846,0.111999988556,-10.0,-0.522350251675,-0.49505084753,-1.15082883835,-2.76176357269,0.233028158545,-1.4413433075,-0.73319208622,-0.380102783442,-1.64430236816,-0.368445932865,-0.401683270931,-1.40575003624,-0.917692661285,0.44103333354,2.04100012779,-0.352178603411,-0.215938329697,-0.0417500138283,0.373666733503,0.439251899719,0.0978764295578
6657,0.645148158073,-0.747637271881,-0.230466678739,-0.278845667839,-0.637199997902,-0.0738127082586,-0.337765067816,-0.782775104046,-0.0229416973889,0.530820667744,1.12422251701,-1.16797304153,1.23348903656,0.271799981594,1.4768999815,-0.258355557919,0.0609745979309,0.0325402915478,-0.615401387215,-0.301751941442,1.24875366688,1.30357277393,-0.424351811409,-0.857038974762,-0.0577841065824,-0.4498231709,1.566650033,-1.09623634815,0.896133303642,-0.932200014591,-1.00843453407,-0.19261470437,0.16155000031,0.404933333397,-0.420655041933,-1.04791259766
