rid,DOS029_VCAP_24H:BRD-K20139170-001-01-9:5,DOS033_A375_24H:BRD-K20139170-001-01-9:5,DOS033_A549_24H:BRD-K20139170-001-01-9:5,DOS033_HT29_24H:BRD-K20139170-001-01-9:5,DOS033_MCF7_24H:BRD-K20139170-001-01-9:5,DOS033_PC3_24H:BRD-K20139170-001-01-9:5
5720,-0.312042325735,1.82376384735,0.694667518139,0.998586773872,0.715645194054,0.103496983647
466,-2.11008477211,-0.363493710756,0.361327707767,0.387233227491,0.460121423006,0.788668930531
6009,-0.590718090534,0.958564639091,1.08994424343,0.386497497559,2.00621008873,-0.429897129536
2309,0.530707597733,-0.205700159073,0.716439843178,0.122655235231,-1.05898368359,0.724622249603
387,-0.785588562489,-0.894599795341,0.706474542618,0.281895488501,-0.0402816981077,-0.0438733026385
3553,1.20387470722,-0.866800844669,-1.58789300919,-0.982763230801,-0.47986254096,0.129318803549
427,-1.58121466637,0.268775880337,-0.522532701492,0.267119765282,0.146735697985,-0.126313537359
5898,-1.5288476944,-2.5007109642,-2.68881225586,0.0632526278496,1.22251296043,0.638252496719
23365,0.543668746948,-1.16530644894,-0.312238931656,0.428181856871,-1.04290723801,1.72397887707
6657,1.59934639931,0.547134995461,-0.905146062374,-0.564520299435,0.512194514275,-1.0575094223
5054,0.484449744225,-3.64592170715,-0.462156772614,0.180638462305,-0.0971778929234,0.539597332478
3108,0.158253669739,1.21023726463,0.51318192482,-0.134083524346,-1.44824421406,-0.0253974795341
1950,-0.266976684332,0.218880623579,-1.03471302986,0.0872243195772,0.0723903924227,-0.633230686188
351,0.374069392681,-1.09393560886,-1.20186722279,0.00559222698212,0.0422061122954,-0.118615716696
4846,0.570437729359,-0.0294098854065,-0.186427116394,-0.268969804049,0.32639425993,-3.51468372345
1452,-1.53660798073,0.517217576504,0.0418846234679,-0.890514135361,-0.289679348469,0.631294310093
4776,0.535466432571,-0.829132020473,-0.887755870819,-0.790113210678,-0.281324416399,-0.382299900055
6908,-0.418048679829,0.971848189831,1.8937702179,0.815255224705,0.0819974243641,0.32454380393
672,-0.360931009054,-0.76969730854,0.419906258583,0.0954950004816,-1.27633261681,0.567984521389
5710,-0.994777143002,-0.173765987158,-1.92318153381,0.169973164797,-0.965573549271,-0.549739599228
2115,0.725171685219,0.829793334007,-1.14243268967,-0.976734936237,0.856703042984,0.259796410799
7015,-0.351975351572,-0.35310152173,-0.478607058525,-0.724088966846,0.301204323769,-1.36024332047
8726,-0.0348997488618,2.33332872391,1.13683331013,1.60741901398,0.596462965012,2.30042695999
2185,1.62217116356,-0.834676206112,-1.2435451746,-0.501134157181,-0.0498232245445,-1.02358388901
3315,1.03143084049,-0.418531417847,0.39454677701,0.0215647518635,-0.263513565063,-0.191865295172
5289,0.20110860467,-0.708057284355,-2.25701355934,0.558621346951,1.16799545288,-0.908200800419
868,1.03373789787,-0.823552012444,0.0723014473915,-0.412864863873,-0.476758271456,-0.900404214859
