rid,CPC007_A375_6H:BRD-K68313733-001-11-2:10,CPC007_A549_6H:BRD-K68313733-001-11-2:10,CPC007_A549_24H:BRD-K68313733-001-11-2:10,CPC007_HA1E_6H:BRD-K68313733-001-11-2:10,CPC007_HCC515_6H:BRD-K68313733-001-11-2:10,CPC007_HT29_6H:BRD-K68313733-001-11-2:10,CPC007_HT29_24H:BRD-K68313733-001-11-2:10,CPC007_MCF7_6H:BRD-K68313733-001-11-2:10,CPC007_MCF7_24H:BRD-K68313733-001-11-2:10,CPC007_PC3_6H:BRD-K68313733-001-11-2:10,CPC007_PC3_24H:BRD-K68313733-001-11-2:10,CPC007_VCAP_6H:BRD-K68313733-001-11-2:10,CPC007_VCAP_24H:BRD-K68313733-001-11-2:10,CPC014_A375_6H:BRD-K68313733-001-07-0:10,CPC014_A549_6H:BRD-K68313733-001-07-0:10,CPC014_A549_24H:BRD-K68313733-001-07-0:10,CPC014_ASC_24H:BRD-K68313733-001-07-0:10,CPC014_HA1E_6H:BRD-K68313733-001-07-0:10,CPC014_HCC515_6H:BRD-K68313733-001-07-0:10,CPC014_HEPG2_6H:BRD-K68313733-001-07-0:10,CPC014_HT29_6H:BRD-K68313733-001-07-0:10,CPC014_MCF7_6H:BRD-K68313733-001-07-0:10,CPC014_MCF7_24H:BRD-K68313733-001-07-0:10,CPC014_NEU_24H:BRD-K68313733-001-07-0:10,CPC014_NPC_24H:BRD-K68313733-001-07-0:10,CPC014_PC3_6H:BRD-K68313733-001-07-0:10,CPC014_PC3_24H:BRD-K68313733-001-07-0:10,CPC014_PHH_24H:BRD-K68313733-001-07-0:10,CPC014_SKB_24H:BRD-K68313733-001-07-0:10,CPC014_VCAP_6H:BRD-K68313733-001-07-0:10,CPC014_VCAP_24H:BRD-K68313733-001-07-0:10
5720,-2.87405920029,-3.89375638962,-4.37438058853,-3.03464984894,-1.76740002632,-1.29012417793,-1.98894023895,-1.10472917557,0.376717448235,-1.73503935337,-1.26272928715,-2.04613018036,-8.70330047607,-3.56303620338,-1.36439943314,-1.67152047157,-0.203166663647,-2.0398042202,-0.294761002064,-1.88436985016,-0.815884768963,0.0193519406021,0.167412683368,-0.351249992847,-0.127733319998,-0.681860804558,-0.266080796719,-0.816078543663,-0.627824425697,-0.215027853847,-0.611344456673
466,-5.46840000153,-3.25758337975,-1.93118727207,-7.03289985657,-0.514549970627,-1.45630908012,-0.622271418571,-0.242918804288,0.121383607388,-1.66212463379,0.747025966644,-2.23894619942,-2.52649998665,-4.25433540344,0.0201609134674,-0.210823252797,0.116933345795,-2.62149143219,-0.432078033686,-1.44653248787,0.74424803257,0.950850069523,-0.189893454313,-0.471400022507,0.984200060368,-1.16856861115,-0.128453746438,0.614359080791,0.000146269798279,-0.791316390038,-0.100181907415
6009,-0.213323667645,1.5540766716,-1.02114713192,1.25339996815,-0.521399974823,0.4100933671,0.150614961982,1.78496098518,1.37587678432,-0.785646915436,-0.394370079041,0.883520960808,-3.016299963,-2.87710905075,-0.552877783775,-1.93684709072,0.100466668606,-0.3213121593,-0.438762843609,-0.213772371411,0.00900789350271,-0.512111127377,-0.366122514009,0.939999997616,-0.553600013256,-0.689950942993,-0.488727092743,-0.34705939889,-0.766584992409,-0.275044202805,1.01713490486
2309,4.57890129089,7.11196231842,-0.883841753006,3.32469987869,2.25590014458,3.70459747314,2.45987486839,-0.45528614521,0.789091467857,3.9379131794,1.89628493786,4.01683568954,-0.158099994063,0.475373506546,0.881115555763,-0.92256706953,-0.197366654873,1.43990659714,0.13040818274,1.28574478626,0.35894754529,-0.175137832761,-0.349866330624,0.660950005054,-0.854266703129,2.05836677551,0.0990907475352,-0.617423176765,-0.305775702,3.23972606659,-0.487361729145
387,-0.611823797226,1.51202845573,0.754245340824,1.91665005684,0.121650010347,0.712882339954,1.25597345829,1.15048265457,0.209677770734,0.677507281303,-0.318643152714,0.452728301287,-6.08699989319,-3.42216897011,-1.0305544138,-0.903830587864,0.0673000067472,-0.929397940636,-0.612239360809,-0.526280224323,0.315119236708,-0.146987661719,-0.766162574291,0.0614499971271,-0.66913330555,-0.230459704995,-0.968364715576,-0.591607093811,-0.941732525826,-0.349846631289,0.454114079475
3553,3.69673156738,0.689700245857,0.607897877693,0.201650008559,0.150900006294,-0.343398809433,-1.35948526859,-0.573076367378,-0.951025009155,0.776023745537,0.651439964771,0.243297994137,1.7867000103,1.735673666,0.331102192402,1.17842912674,0.949033379555,1.51093888283,0.381656944752,1.25361287594,-0.28860616684,-0.123627483845,0.365922421217,-0.809700012207,0.32366669178,1.29638469219,1.25160861015,0.632785975933,0.355669379234,0.552675008774,0.38455376029
427,-0.200988247991,-1.98897099495,-0.024037823081,-0.0629999935627,-1.16674995422,-0.602989554405,0.123094469309,-0.822154045105,-0.221697747707,-0.188459023833,0.172683626413,-1.61072719097,-3.55340003967,-0.376212537289,0.0831760466099,0.549036800861,0.301566660404,-0.347696483135,-0.087409645319,0.35111695528,-0.27948948741,0.317576140165,-0.758410334587,-0.513999998569,0.886999964714,0.597196698189,-0.267520904541,0.240525692701,-0.847792506218,-0.249959990382,0.418486297131
5898,0.4970703125,0.419414252043,-0.113666862249,4.53614997864,0.0573999881744,2.03640723228,2.93337035179,0.78004181385,0.484497725964,0.517158746719,1.41031241417,0.666051268578,3.59299993515,1.07337784767,0.502720654011,0.0649569481611,0.00863336026669,1.02588939667,-0.575465202332,0.0468454696238,0.85915350914,0.530156075954,-0.956107616425,0.201949998736,-0.188933312893,1.33992135525,0.834538459778,0.392828553915,0.131068497896,-0.0862666368484,0.124095261097
23365,-1.25365781784,0.105844721198,1.11650788784,0.38924998045,-0.589600026608,0.157621502876,-0.215795338154,-0.561781704426,0.360386162996,1.72593581676,0.681586027145,-1.10836267471,-0.510100007057,0.548923552036,-0.471635788679,-0.0545350499451,-0.0635000094771,-1.02429187298,-0.73079931736,-0.277044862509,0.0696069076657,-0.240974128246,-0.190314143896,-0.00355000048876,0.473133414984,-0.191161960363,0.591844499111,0.77219080925,0.164214059711,0.668560862541,-0.133119612932
6657,-1.86621141434,-0.830902278423,-0.282008737326,-0.239150002599,-3.3070499897,-0.302472233772,-1.66724777222,0.333041518927,-1.15073847771,-0.224400833249,-0.496825933456,0.515710413456,1.74230003357,-0.323645114899,0.751903057098,1.28620147705,-0.0274333357811,1.3830974102,-0.122671991587,1.82511258125,-0.926088511944,0.154294669628,0.176704317331,1.26665008068,0.159833312035,-0.21480718255,0.876558363438,0.384327560663,-0.655186295509,-0.128853544593,0.462669551373
