rid,CPC018_A375_6H:BRD-A52771319-236-01-6:10,CPC018_A549_6H:BRD-A52771319-236-01-6:10,CPC018_A549_24H:BRD-A52771319-236-01-6:10,CPC018_ASC_24H:BRD-A52771319-236-01-6:10,CPC018_HEPG2_6H:BRD-A52771319-236-01-6:10,CPC018_HT29_6H:BRD-A52771319-236-01-6:10,CPC018_MCF7_6H:BRD-A52771319-236-01-6:10,CPC018_MCF7_24H:BRD-A52771319-236-01-6:10,CPC018_NPC_24H:BRD-A52771319-236-01-6:10,CPC018_PHH_24H:BRD-A52771319-236-01-6:10,CPC018_SKB_24H:BRD-A52771319-236-01-6:10
5720,0.330679506063,-1.07820010185,1.70270001888,-0.322899997234,1.1246227026,-0.0379667542875,-1.47614514828,-0.0453314930201,-0.784814476967,0.472590893507,-0.65572053194
466,0.385760366917,-0.757899999619,0.785950005054,-0.715399980545,0.527190208435,0.765290617943,-1.19157898426,-0.403403788805,-0.228227987885,-0.356286793947,-0.200345218182
6009,0.0777576416731,-2.15049982071,-2.17370009422,-0.166649997234,-0.324662953615,0.368187993765,-1.41075766087,-0.327531397343,0.196362137794,-0.253530919552,0.32323384285
2309,0.942764997482,-0.133049994707,-0.911049962044,-0.359750032425,-0.216963872313,-0.24045997858,-0.553820490837,-0.136265680194,0.182198777795,0.771888375282,0.378924608231
387,0.976106345654,-1.22259998322,0.588250041008,-0.391950011253,0.462801158428,-0.68512994051,0.0555139780045,0.774551212788,-0.641165912151,-0.29732209444,0.616083920002
3553,-0.19156049192,1.88860011101,0.442799985409,0.66455000639,-0.487984806299,0.318794101477,4.91571235657,-0.208294689655,0.381607174873,2.14545989037,-0.0703707784414
427,0.396915048361,0.656700015068,-0.362800002098,-0.376450002193,0.0932709127665,-0.372938126326,-0.236515924335,-0.0113120749593,-1.25710344315,0.136767864227,-0.236786097288
5898,-0.239360004663,0.247950017452,0.0929500162601,0.0892499983311,-0.328206300735,-1.3271945715,0.113060258329,-0.467885136604,0.433572769165,-0.25345620513,-0.608424544334
23365,0.295991539955,-0.372800022364,0.328299999237,0.713899970055,-0.614592671394,-1.17687344551,-1.11300861835,0.290767788887,-0.188574790955,-0.200219884515,-0.33840700984
6657,0.305959492922,1.22659993172,0.186199992895,1.33805000782,-0.233611211181,0.567503750324,4.03490543365,-0.344377368689,-0.0191112309694,0.771665096283,-0.00783552229404
5054,-1.12086415291,-0.906050026417,-0.22990000248,-1.02480006218,-1.15108895302,-0.492401242256,0.337593019009,3.25803780556,-0.736973285675,-0.303227514029,0.568984150887
3108,-0.309615135193,-0.00739999860525,-0.991750001907,-0.653100013733,0.56377774477,-0.647438526154,-0.662057340145,-0.238180041313,10.0,-0.51173132658,-1.24440288544
1950,-0.685459256172,0.882450044155,0.674899995327,-0.00844999961555,-0.354656904936,1.14460492134,1.04546833038,1.35455417633,-0.366244971752,0.0103109627962,0.517451107502
351,0.0244719982147,0.967800021172,0.15340000391,0.807250022888,-0.471237629652,-0.174800723791,1.80334305763,-0.851799547672,-0.204104214907,-0.459727793932,-0.0374367833138
4846,0.222765266895,-1.42159998417,1.26970005035,2.7677500248,0.180278137326,-0.0471203625202,0.219430446625,0.123544991016,-0.355416834354,0.569478094578,-0.580744981766
1452,0.255102902651,0.591400027275,-0.539299964905,-0.0124000012875,-0.378605097532,-0.661598861217,-0.539076805115,-0.238322600722,0.114593952894,-0.305932223797,0.674582898617
4776,-0.292079210281,1.18984997272,1.37405002117,1.09924995899,-0.743020772934,0.482023000717,4.34505939484,0.0976400673389,-0.0592006482184,1.38523805141,0.866553366184
6908,1.14011371136,-0.947350025177,0.222449988127,0.137400001287,0.767718613148,-0.900945365429,-2.03002643585,1.13221013546,0.308220028877,-0.336736470461,0.337846159935
672,-0.560098350048,0.436499983072,0.976050019264,0.822849988937,1.40196025372,-0.109469816089,-0.53994011879,0.541489064693,-0.164119899273,0.816493093967,-0.540766656399
5710,0.264853298664,-0.721399962902,-1.44239997864,-0.0144499838352,1.79462361336,-1.74502539635,-0.127133965492,0.440589755774,0.334110826254,-0.432853013277,-0.305466532707
2115,0.0457692928612,0.0431499928236,-0.884400010109,1.10175001621,0.526650607586,-0.382646143436,2.4547290802,0.828899919987,-0.602591693401,0.433906376362,0.245269730687
7015,0.0538362637162,0.054349988699,-0.705999970436,0.723649978638,0.977930247784,0.767807602882,3.12120127678,-0.677550256252,1.4882349968,-0.0923623815179,-0.452194392681
