rid,CPC004_A375_6H:BRD-A68723818-050-18-4:10,CPC004_HA1E_6H:BRD-A68723818-050-18-4:10,CPC004_HA1E_24H:BRD-A68723818-050-18-4:10,CPC004_HCC515_6H:BRD-A68723818-050-18-4:10,CPC004_HCC515_24H:BRD-A68723818-050-18-4:10,CPC004_HEPG2_6H:BRD-A68723818-050-18-4:10,CPC004_HT29_6H:BRD-A68723818-050-18-4:10,CPC004_MCF7_6H:BRD-A68723818-050-18-4:10,CPC004_PC3_6H:BRD-A68723818-050-18-4:10,CPC004_PC3_24H:BRD-A68723818-050-18-4:10,CPC004_VCAP_6H:BRD-A68723818-050-18-4:10,CPC004_VCAP_24H:BRD-A68723818-050-18-4:10,CPC015_A375_6H:BRD-A68723818-050-18-4:10,CPC015_A549_6H:BRD-A68723818-050-18-4:10,CPC015_A549_24H:BRD-A68723818-050-18-4:10,CPC015_ASC_24H:BRD-A68723818-050-18-4:10,CPC015_HEPG2_6H:BRD-A68723818-050-18-4:10,CPC015_HT29_6H:BRD-A68723818-050-18-4:10,CPC015_MCF7_6H:BRD-A68723818-050-18-4:10,CPC015_MCF7_24H:BRD-A68723818-050-18-4:10,CPC015_NPC_24H:BRD-A68723818-050-18-4:10,CPC015_PHH_24H:BRD-A68723818-050-18-4:10,CPC015_SKB_24H:BRD-A68723818-050-18-4:10,CPD002_MCF7_24H:BRD-A68723818-103-01-7:10,CPD002_MCF7_6H:BRD-A68723818-103-01-7:10,CPD002_PC3_6H:BRD-A68723818-103-01-7:10,CPD002_PC3_24H:BRD-A68723818-103-01-7:10,MUC.CP006_MCF7_6H:BRD-A68723818-050-04-4:10,MUC.CP006_MCF7_6H:BRD-A68723818-050-04-4:3.3333,MUC.CP006_MCF7_6H:BRD-A68723818-050-04-4:1.1111,MUC.CP006_MCF7_6H:BRD-A68723818-050-04-4:0.3704,MUC.CP006_MCF7_24H:BRD-A68723818-050-04-4:10,MUC.CP006_MCF7_24H:BRD-A68723818-050-04-4:3.3333,MUC.CP006_MCF7_24H:BRD-A68723818-050-04-4:1.1111,MUC.CP006_MCF7_24H:BRD-A68723818-050-04-4:0.3704
5720,1.07739543915,-1.01607251167,0.194042295218,0.577148497105,0.275146126747,0.987206637859,-0.270681411028,0.680262923241,-3.21164107323,1.1508910656,0.213771760464,-1.02690649033,0.658205628395,0.245499998331,-0.24182267487,0.333896607161,1.13324999809,-0.95572924614,-0.324703931808,-0.257455289364,-0.538881540298,0.373850017786,0.167750000954,-0.845793306828,-0.979452192783,-0.43538838625,-0.648305892944,1.45220005512,-0.0453999936581,1.08212769032,-0.847025573254,0.721437692642,-0.281711965799,-0.161394119263,-0.737767457962
466,-0.408734023571,0.445346534252,0.729641318321,0.0722783133388,0.301713943481,0.572149813175,-1.01111900806,0.676547765732,-3.35051441193,-0.659425735474,0.00667940452695,-0.603281140327,0.330205976963,-0.359299987555,-0.0944536998868,-0.30506414175,0.337650001049,-0.261421322823,-0.254209846258,0.22679977119,0.442336916924,-0.200800031424,0.197549968958,-1.05175030231,-0.708395779133,0.301964342594,-0.300354272127,-0.880833387375,-1.08266663551,-1.26753842831,-0.280371367931,0.757379829884,0.847026109695,-0.220925226808,-0.056019410491
6009,0.151919364929,-1.49136090279,0.8725669384,-0.639604449272,-0.637137711048,0.342832922935,0.0741897821426,0.649255752563,-2.13670372963,0.169483870268,-1.10000193119,-1.2491453886,0.278037905693,-0.213449984789,1.47296786308,-0.333007007837,1.81169998646,-0.890618801117,0.0857881903648,-0.738813102245,0.0918966680765,0.189649984241,0.238550007343,0.485685020685,0.323929578066,-0.379169911146,0.154186338186,-0.0658333301544,-0.202600061893,1.68189239502,0.11310519278,-0.588996529579,-0.101468637586,0.260574519634,0.0578443408012
2309,-0.499724149704,0.316496551037,-0.237898945808,-0.301936417818,0.681949913502,0.477404356003,0.329526543617,-0.765764832497,1.75235342979,0.914995670319,0.786058604717,-0.237265959382,-0.0148870944977,2.37739992142,1.08811867237,0.745624959469,-0.689450025558,0.135297089815,1.38711023331,0.233332231641,0.313152879477,2.9591999054,1.47169995308,0.374819815159,0.193418011069,0.814207553864,-0.310923099518,0.218433350325,0.184666663408,-0.0701894164085,-0.675531566143,-0.141443252563,0.408611625433,-1.00350761414,-0.855179607868
387,-0.737792491913,-0.0818358659744,-0.240348160267,-0.182624608278,0.387479692698,0.243186548352,-0.953911006451,-0.982077360153,-0.615430593491,-0.190148994327,-0.99209356308,-0.686318278313,-0.605649769306,0.470799982548,0.450504422188,0.715812683105,0.227849990129,0.266094088554,0.968846976757,-0.672662913799,-0.336594700813,-0.442050009966,0.401299983263,-0.0345728993416,-0.468114674091,0.405070990324,-0.462016046047,3.23133325577,0.269800007343,1.29195594788,0.640709042549,-0.679327428341,-0.150415450335,0.390399158001,-0.273161739111
3553,-0.330398410559,0.0696012228727,-0.104075081646,0.661289453506,1.24348545074,-0.71860742569,0.524699747562,0.701480269432,-0.208666577935,-1.56142175198,0.0271564908326,1.27613997459,-0.546299815178,-0.100699990988,-0.64017188549,-0.375066369772,-1.45090007782,-0.665976643562,-1.67194116116,-0.0700967311859,-0.402960121632,0.163350000978,-0.700749993324,0.278682291508,-0.0912571847439,-0.343678683043,-1.34051811695,0.526799976826,0.105000019073,-0.113183736801,0.578614234924,0.21462187171,-0.457011729479,0.0945985764265,0.257240384817
427,-0.910800337791,0.571984112263,-0.210831552744,-0.230300247669,1.40731143951,0.0877812057734,1.8020169735,0.913983762264,0.90209454298,1.87028169632,0.230917602777,0.902327775955,0.643260061741,-0.00474999845028,0.958434104919,0.373235791922,0.0824500024319,0.898485064507,-0.580235958099,0.818333566189,1.45754873753,-0.245200008154,1.08929991722,1.21031522751,-0.133304879069,0.102233231068,0.064468100667,-0.120333313942,0.803433299065,-0.0954435765743,-0.0522322058678,-0.716216921806,0.643910050392,0.699992716312,0.303100019693
5898,-0.27665451169,-0.683836340904,-0.154768109322,-0.704230248928,-0.978454947472,0.607215106487,-2.64097952843,-0.772232592106,-0.0328434556723,-0.604988694191,0.306726455688,-0.0744897946715,0.175717577338,-0.697700023651,-1.57104313374,-0.362426519394,-0.367399990559,-1.31534075737,-0.258759975433,-0.902422249317,0.368884980679,0.375500023365,-0.00365000218153,-0.696140170097,-1.34609568119,0.438791811466,-0.490941435099,0.225200012326,-1.28203344345,-0.128986462951,-2.45495629311,0.0156111717224,0.578147530556,0.00162198394537,-0.454010546207
23365,-0.216109156609,0.558627545834,-0.595428347588,-1.33022010326,-0.679366886616,-0.227041199803,-0.393648505211,-0.312438011169,1.80342388153,-0.236918032169,0.146331757307,0.241123333573,-0.350331842899,0.0,-0.0862412750721,-0.417280435562,-0.393200010061,-0.516139090061,-0.199396669865,2.67297816277,-0.445175588131,0.39849999547,1.25024998188,-0.400332272053,-0.209828600287,1.12021374702,0.0897514820099,0.490366667509,-0.0196333527565,1.59793961048,1.69893503189,0.608388781548,0.128243267536,0.272239476442,-0.615557074547
6657,-0.124019466341,0.679401755333,-0.50258988142,-0.685057580471,-1.82323312759,-1.15643382072,-0.0603031516075,2.61223530769,0.599270343781,0.301352351904,-0.196865648031,0.618874788284,0.360431492329,-0.191250011325,-1.17777490616,-0.301577836275,-0.964699983597,0.219818815589,-1.71948301792,0.330058991909,0.330805450678,-0.384550005198,-0.563050031662,0.756908237934,1.5534465313,0.413561522961,0.176270753145,0.499166667461,-0.495333313942,-0.0543667972088,0.0475297123194,-0.267822504044,-0.263525724411,-0.0132000595331,-0.224341869354
5054,-0.194232359529,1.60490298271,1.79522395134,0.0226017832756,0.546501934528,-0.118541426957,-0.59819483757,-0.145559966564,1.23844957352,1.03239250183,-0.0131278261542,1.05299890041,0.200174123049,1.25125002861,2.28523373604,-0.773705124855,0.209500014782,0.868648707867,-0.026675907895,0.256012558937,0.466153651476,-0.403750002384,1.09494996071,1.21551001072,0.938574671745,-0.425134837627,-0.150982052088,-0.0736000239849,1.28733336926,-0.605898618698,0.714091598988,1.39788341522,0.0486313402653,1.31545698643,0.490980327129
3108,-0.950986266136,-0.504852116108,0.375529974699,-0.490260004997,0.114544600248,0.329606413841,-0.190535977483,1.00798749924,0.145213380456,0.187534824014,-0.038422062993,-1.72040271759,0.0072898119688,-0.921000003815,0.102199427783,1.99940192699,0.481000006199,0.724090754986,0.441612750292,-0.486089259386,-0.056379519403,0.641749978065,-0.847499966621,0.990737974644,0.692214906216,-0.416450351477,-0.680584311485,-0.204633355141,0.278100013733,0.387051969767,-0.00324206054211,0.898443937302,2.37939548492,0.4378464818,0.954355835915
1950,-0.201526746154,-1.251257658,0.442496329546,0.609807491302,1.65812373161,-0.958290100098,0.615522563457,1.01558423042,1.87617790699,0.104648351669,-0.326142609119,1.23990499973,0.230347648263,-0.549149990082,-0.820640027523,-0.0783550441265,0.0810500085354,0.114200636744,-0.904986321926,0.6479164958,2.74754118919,0.370700001717,0.0804999992251,0.0448244810104,0.88430249691,-0.832129120827,0.532279253006,0.0602666735649,0.697499990463,-0.640051662922,0.838019311428,0.0714762955904,-0.505786418915,0.0157257989049,2.20890545845
351,-0.177633345127,-0.113509990275,0.618990123272,0.928477168083,1.45981764793,-0.187184542418,1.12454223633,0.951068878174,-0.837683558464,1.52858424187,0.120013326406,-0.163334235549,-0.337630063295,-0.963850021362,0.0636304542422,-0.881200432777,-1.43570005894,0.404455035925,-1.45884203911,1.13541936874,0.177974611521,-0.167300000787,-1.79719996452,0.914317429066,-0.288898378611,0.606578469276,0.403087884188,-1.65563333035,-0.135166674852,-1.06959688663,-0.197566851974,-0.0341750234365,-0.383835852146,0.382241070271,0.776771426201
