rid,ERG003_VCAP_6H:BRD-K92801790:10,ERG003_VCAP_6H:BRD-K92801790:30,ERG004_VCAP_6H:BRD-K92801790:10,ERG004_VCAP_6H:BRD-K92801790:30,ERG003_VCAP_24H:BRD-K92801790:10,ERG003_VCAP_24H:BRD-K92801790:30,ERG004_VCAP_24H:BRD-K92801790:10,ERG004_VCAP_24H:BRD-K92801790:30
5720,-0.982950031757,-0.0916999951005,-0.205895885825,0.127189338207,-0.258650004864,0.246000006795,0.33972877264,0.272918641567
466,0.73860001564,0.257300019264,0.312911212444,-0.958305120468,0.256150007248,-0.17689999938,-0.667246937752,-0.542964458466
6009,-0.23425000906,0.796149969101,0.671409487724,-0.342838525772,0.0163999795914,1.07179999352,0.119155615568,-0.254851549864
2309,0.561300039291,0.0946500301361,-0.240688577294,0.292420595884,-0.899350047112,-1.22880005836,-0.00571788847446,0.347307741642
387,-0.3125,0.593149960041,-0.251696765423,-0.218579813838,0.0693499743938,0.316300004721,-0.479907929897,-0.771795511246
3553,1.31754994392,-0.0756499990821,-0.467520296574,0.530655801296,-0.485600024462,-1.50695002079,-0.241053551435,0.607856571674
427,-0.283149987459,-0.0850999951363,0.672540426254,0.083409383893,-1.06289994717,-0.549250006676,0.136249452829,0.954635679722
5898,0.27120000124,-0.473449975252,-0.61343485117,0.0344739258289,0.808899998665,-0.213149994612,0.0704425573349,0.614181041718
23365,0.615400016308,0.832800030708,1.00699400902,0.332679718733,1.76679992676,1.74674999714,-0.0334980785847,-0.869071125984
6657,-0.358400017023,0.124099999666,0.0718284398317,-0.401833295822,-0.287850022316,-0.416999995708,-0.803758919239,0.227987408638
5054,-0.702049970627,-1.44895005226,0.524295508862,1.03682363033,-0.270999997854,1.03165006638,-0.976435124874,0.836015820503
3108,0.14105001092,0.539200007915,-0.202424749732,0.457934707403,-1.25265002251,-0.778450012207,-0.10222107172,0.0545045137405
1950,-0.806699991226,0.800050020218,0.0602714717388,-1.16349983215,-0.223749995232,1.45179998875,-0.0354344248772,1.36783027649
351,0.184349998832,0.695699989796,-0.783702075481,0.592227578163,-1.93774998188,-0.373750001192,-0.406200766563,-0.43485814333
4846,-0.708750009537,-0.560549974442,-0.125880405307,0.562462210655,-0.490299999714,-0.792599976063,0.238974004984,-0.263448029757
1452,-0.694549977779,-1.61094999313,0.122394636273,0.484848767519,1.04449999332,0.908349990845,-0.506273627281,-0.438472956419
4776,0.403400033712,-0.0880500078201,-0.455143481493,0.380086183548,0.207800030708,0.365049988031,-0.00492677185684,0.481653422117
6908,-0.525150001049,-0.561100006104,-0.685864210129,-0.642188966274,-0.222599983215,0.660149991512,-0.139754146338,0.762448549271
672,-0.619599997997,-0.145200014114,0.333268165588,-0.353095412254,0.0961500033736,-0.557300031185,-0.086628831923,-0.428344964981
5710,0.319900006056,-0.332199990749,0.766990303993,0.158582985401,-0.205000013113,0.0415500029922,-0.273813307285,-0.594322144985
2115,1.4593501091,0.727500021458,-0.40742868185,-0.602798342705,-2.54850006104,-1.39059996605,0.329252570868,-0.79080593586
7015,0.459349989891,-0.265049993992,-0.313055962324,1.05463159084,-0.682500004768,-1.72790002823,-0.500349700451,0.275184452534
8726,-0.230250030756,-0.338349997997,0.513809323311,-0.179387658834,0.0976999998093,0.734100043774,-0.184032931924,-0.0786732286215
2185,1.24609994888,-0.499899983406,-0.702282309532,0.304133743048,0.562150001526,-1.39805006981,0.188983693719,-0.309502601624
3315,-0.078749999404,-1.31875002384,0.417599827051,-0.562614381313,1.12724995613,-0.57365000248,-0.858036160469,0.185391396284
5289,-0.228549987078,0.476099997759,-0.881962299347,-0.189709931612,0.0580499991775,-0.124550014734,0.476497650146,0.156750798225
868,0.353450000286,-2.04784989357,-0.437222570181,0.367888867855,-0.720950007439,-0.160899996758,0.288941353559,0.142365261912
