rid,CPC003_HA1E_6H:BRD-K72676686-103-01-8:10,CPC003_HA1E_24H:BRD-K72676686-103-01-8:10,CPC003_HCC515_6H:BRD-K72676686-103-01-8:10,CPC003_HCC515_24H:BRD-K72676686-103-01-8:10,CPC003_PC3_6H:BRD-K72676686-103-01-8:10,CPC003_PC3_24H:BRD-K72676686-103-01-8:10,CPC003_VCAP_6H:BRD-K72676686-103-01-8:10,CPC003_VCAP_24H:BRD-K72676686-103-01-8:10,CPC011_A375_6H:BRD-K31534764-050-01-7:10,CPC011_A549_6H:BRD-K31534764-050-01-7:10,CPC011_A549_24H:BRD-K31534764-050-01-7:10,CPC011_HA1E_6H:BRD-K31534764-050-01-7:10,CPC011_HT29_6H:BRD-K31534764-050-01-7:10,CPC011_MCF7_6H:BRD-K31534764-050-01-7:10,CPC011_MCF7_24H:BRD-K31534764-050-01-7:10,CPC011_PC3_6H:BRD-K31534764-050-01-7:10,CPC011_PC3_24H:BRD-K31534764-050-01-7:10,CPC011_VCAP_6H:BRD-K31534764-050-01-7:10,CPC011_VCAP_24H:BRD-K31534764-050-01-7:10,CPC016_A375_6H:BRD-K72676686-103-01-8:10,CPC016_A549_6H:BRD-K72676686-103-01-8:10,CPC016_A549_24H:BRD-K72676686-103-01-8:10,CPC016_ASC_24H:BRD-K72676686-103-01-8:10,CPC016_HEPG2_6H:BRD-K72676686-103-01-8:10,CPC016_HT29_6H:BRD-K72676686-103-01-8:10,CPC016_MCF7_6H:BRD-K72676686-103-01-8:10,CPC016_MCF7_24H:BRD-K72676686-103-01-8:10,CPC016_NEU_24H:BRD-K72676686-103-01-8:10,CPC016_NPC_24H:BRD-K72676686-103-01-8:10,CPC016_SKB_24H:BRD-K72676686-103-01-8:10,CPD003_MCF7_6H:BRD-K72676686-103-02-6:10,CPD003_MCF7_24H:BRD-K72676686-103-02-6:10,CPD003_PC3_6H:BRD-K72676686-103-02-6:10,CPD003_PC3_24H:BRD-K72676686-103-02-6:10
5720,0.158250004053,-1.71001565456,0.598999977112,0.31894031167,0.16564437747,0.00690297596157,-0.106432616711,-0.55604994297,-1.02969062328,-0.296409875154,-0.170755833387,-0.645049989223,-0.536849141121,0.841699957848,1.03775000572,0.0101297050714,-0.0401894301176,0.557958543301,0.025572296232,0.334851950407,-1.72699999809,-1.63990926743,-0.484133332968,0.576876759529,0.147385105491,0.755409538746,0.847564578056,-0.844357728958,-0.654644310474,-1.25402891636,0.0895000100136,1.02793347836,0.729321122169,-0.148149996996
466,-0.127400010824,-1.15660095215,0.309200018644,-1.16234230995,0.517644941807,-0.417260587215,-0.216908112168,0.165350005031,-0.239977538586,-0.724665880203,0.746846616268,-0.202600002289,0.395391047001,0.35150000453,-0.137549996376,0.0811351835728,0.260707527399,-1.41044545174,0.645763218403,-0.118016809225,-1.72320008278,-1.58756613731,-0.396800041199,0.0353310257196,0.610252141953,0.215668395162,-0.57402318716,1.57362318039,-1.87480151653,-0.664218127728,0.264349997044,1.31933832169,-0.110267773271,1.29410004616
6009,-1.0190500021,-0.0212045013905,0.549499988556,-0.0120218545198,0.458831906319,0.077245220542,0.140879273415,0.476750016212,0.844042658806,-0.898439645767,-0.863091945648,-1.33695006371,-0.687670707703,0.318849980831,1.23075008392,0.811399757862,-0.67233479023,-0.715818166733,-0.479998171329,-0.785689234734,-2.20289993286,-0.925321280956,-0.171499997377,0.902811169624,-0.949783802032,0.205571547151,1.36071681976,-0.0450051240623,-1.65947794914,-1.00036239624,-0.277400016785,-0.104186698794,0.1931617558,-0.282150000334
2309,0.189949989319,-1.98449707031,-0.193399995565,-0.177441895008,0.733386456966,0.655802071095,0.102068305016,0.778699994087,0.491935670376,0.326006710529,-0.531445741653,-0.402049988508,-0.408762305975,-0.330749988556,-0.592149972916,-1.80001878738,-0.696076154709,0.770607113838,0.198621377349,1.08994090557,-0.507750034332,-0.53995013237,-0.156866684556,0.0757540762424,0.051560819149,0.0578956380486,-0.104195915163,1.08440113068,-1.66273021698,-0.595625281334,-1.0841499567,-0.482084274292,0.469517290592,-0.311049997807
387,-1.14590001106,-0.448857009411,-0.189899995923,-0.737942874432,0.0730224698782,-0.395983725786,-1.0785639286,-0.0163499973714,1.14608621597,-0.250174403191,0.397946625948,-0.466049969196,-0.03578171134,-0.638249993324,0.755299985409,-0.275973588228,0.409510791302,0.0349344313145,-0.638024032116,-0.557344436646,-1.48679995537,-0.542767524719,0.11226670444,0.320716679096,-0.14750674367,-0.347493559122,-0.368380367756,-0.930101275444,-1.57098555565,-0.639365613461,-0.0154999494553,0.0837213173509,0.264849245548,-0.456299990416
3553,-0.263949990273,3.34770774841,-0.734149992466,0.183625593781,-0.968718528748,-0.372740447521,-0.269504606724,-0.131200015545,1.0355246067,0.4309502244,-0.204307124019,0.369149982929,1.01907765865,0.540449976921,-0.12309999764,0.741233050823,-0.0124591793865,0.936672747135,-0.378188490868,0.0457821972668,2.82550001144,1.52572774887,1.09886670113,-0.110460191965,0.322230309248,0.94863307476,-0.078318156302,-0.216435447335,2.11740612984,0.486230790615,1.15304994583,0.0682234317064,-0.811312973499,-0.1195499897
427,-0.77454996109,-0.637541532516,0.263099998236,0.461723476648,-0.474000453949,-0.632278680801,-0.978214859962,0.912850022316,-0.108942806721,0.117619231343,-0.341655194759,0.394800007343,0.116630472243,0.0649499893188,0.113449990749,-0.11896237731,0.273800939322,-0.19993057847,0.519268751144,-0.00767727941275,-0.949950039387,-0.0534707605839,0.0884999632835,0.0555537641048,0.459965199232,0.715403914452,0.155553743243,2.00081348419,0.304836243391,0.00412526167929,0.663300037384,-0.30896705389,-0.959893345833,0.906900048256
5898,-0.262400001287,0.337172865868,0.444499999285,-1.76160490513,-0.614745736122,-1.92374885082,-0.225911825895,-1.11459994316,0.783119142056,-0.286388576031,0.547563374043,-0.388599991798,0.601987600327,0.141200006008,-0.743000030518,-0.991468548775,-0.841930449009,0.140404701233,0.474438965321,-0.267849206924,1.06115007401,-0.14127767086,0.421199977398,0.123535118997,0.951151192188,0.068655282259,-4.0918097496,-0.0928104668856,-1.2825409174,-0.399644225836,0.427550017834,0.923050999641,0.0510717630386,-0.349950015545
23365,-1.00425004959,-0.450175821781,-0.626299977303,-0.642017006874,-1.24999690056,-0.213979333639,-0.660226285458,0.114149995148,0.291842103004,1.65312588215,0.242838770151,0.0589999854565,0.707331717014,-0.912149965763,0.239650011063,0.764962315559,0.532841563225,-0.34164839983,-0.489898175001,-0.587639868259,0.0749000012875,2.7963078022,-0.0355000048876,-0.133944064379,-0.547883033752,-0.4471770823,0.45263633132,0.0875716507435,-1.38579809666,-0.280506640673,1.08730006218,0.0263360440731,0.423836350441,-0.754500031471
6657,-0.451150000095,3.0501203537,0.252750009298,0.173698320985,-0.16437086463,-0.119148477912,0.202687457204,-0.0892999991775,0.897526800632,0.493516385555,0.183299720287,0.501850008965,1.12166523933,0.0858500003815,-0.278449982405,0.151174753904,-0.434554219246,0.840895712376,0.0271325539798,1.18594837189,2.9021499157,1.36317563057,0.445633322001,0.331774830818,0.210845500231,0.802587866783,0.15486484766,0.246600106359,-2.57175064087,1.02401959896,0.155949994922,-0.247720330954,-0.68664753437,0.198349997401
