rid,CPC007_A375_6H:BRD-A39093044-001-09-6:10,CPC007_A549_6H:BRD-A39093044-001-09-6:10,CPC007_A549_24H:BRD-A39093044-001-09-6:10,CPC007_HA1E_6H:BRD-A39093044-001-09-6:10,CPC007_HCC515_6H:BRD-A39093044-001-09-6:10,CPC007_HT29_6H:BRD-A39093044-001-09-6:10,CPC007_HT29_24H:BRD-A39093044-001-09-6:10,CPC007_MCF7_6H:BRD-A39093044-001-09-6:10,CPC007_MCF7_24H:BRD-A39093044-001-09-6:10,CPC007_PC3_6H:BRD-A39093044-001-09-6:10,CPC007_PC3_24H:BRD-A39093044-001-09-6:10,CPC007_VCAP_6H:BRD-A39093044-001-09-6:10,CPC007_VCAP_24H:BRD-A39093044-001-09-6:10,CPC012_A375_6H:BRD-A39093044-001-05-4:10,CPC012_A549_6H:BRD-A39093044-001-05-4:10,CPC012_A549_24H:BRD-A39093044-001-05-4:10,CPC012_ASC_24H:BRD-A39093044-001-05-4:10,CPC012_HA1E_6H:BRD-A39093044-001-05-4:10,CPC012_HCC515_6H:BRD-A39093044-001-05-4:10,CPC012_HT29_6H:BRD-A39093044-001-05-4:10,CPC012_MCF7_6H:BRD-A39093044-001-05-4:10,CPC012_MCF7_24H:BRD-A39093044-001-05-4:10,CPC012_NEU_24H:BRD-A39093044-001-05-4:10,CPC012_NPC_24H:BRD-A39093044-001-05-4:10,CPC012_PC3_6H:BRD-A39093044-001-05-4:10,CPC012_PC3_24H:BRD-A39093044-001-05-4:10,CPC012_PHH_24H:BRD-A39093044-001-05-4:10,CPC012_SKB_24H:BRD-A39093044-001-05-4:10,CPC012_VCAP_6H:BRD-A39093044-001-05-4:10,CPC012_VCAP_24H:BRD-A39093044-001-05-4:10,MUC.CP005_MCF7_6H:BRD-A39093044-001-05-4:10,MUC.CP005_MCF7_6H:BRD-A39093044-001-05-4:3.3333,MUC.CP005_MCF7_6H:BRD-A39093044-001-05-4:1.1111,MUC.CP005_MCF7_6H:BRD-A39093044-001-05-4:0.3704,MUC.CP005_MCF7_24H:BRD-A39093044-001-05-4:10,MUC.CP005_MCF7_24H:BRD-A39093044-001-05-4:3.3333,MUC.CP005_MCF7_24H:BRD-A39093044-001-05-4:1.1111,MUC.CP005_MCF7_24H:BRD-A39093044-001-05-4:0.3704
5720,-2.45515966415,-2.43251347542,-7.28763580322,-2.06373548508,-4.04975032806,-1.72416722775,-9.80433940887,-3.57983922958,-2.18709611893,-3.22977972031,-4.2572593689,-1.75226247311,-9.93869972229,-4.70206785202,-1.58345961571,-3.44260001183,0.849134922028,-1.20566475391,-0.156061470509,-1.61052513123,-0.850690662861,-2.3565955162,3.70460009575,-1.00314998627,-0.840355575085,-2.73722648621,0.29050001502,0.512452483177,0.157727658749,-6.2107000351,0.919423937798,0.911266982555,0.760755300522,-0.92271822691,0.68148380518,0.805347681046,-0.297960042953,1.93073344231
466,-7.46210718155,-3.52395915985,-4.28160476685,-4.77802801132,-2.48454999924,-2.82264566422,-10.0000009537,-0.297285825014,-1.84746980667,-3.9726896286,-1.56478369236,-1.78991007805,-2.34559988976,-5.04839706421,-1.11303710938,-4.38229990005,-1.04253554344,-1.99092888832,-1.43428897858,-0.08730648458,0.211055546999,-0.396843850613,1.8615000248,-1.73775005341,-2.30326271057,-0.52937400341,-0.86084997654,-2.00825333595,-1.02720868587,0.330000013113,-0.70279532671,-0.299658894539,-1.08523142338,0.0489692687988,-0.484549999237,0.194035217166,0.879342675209,0.274500012398
6009,-1.03633999825,1.73545074463,-0.340166687965,-0.318214744329,1.76034998894,1.15027368069,-0.486786305904,0.674827456474,0.251892328262,-1.05802488327,-0.891138732433,1.7461836338,-0.734899997711,-2.25252461433,0.28587937355,-1.61670005322,-0.581595301628,-0.798758029938,1.47267925739,0.355389773846,0.639990866184,0.358823418617,0.239099994302,-2.30515003204,-0.421888589859,-0.6169962883,0.356150001287,-2.74918055534,0.0434363484383,-0.928499996662,0.852813124657,0.374442070723,1.11245334148,0.424975931644,0.365456342697,-0.2367746979,0.231912463903,-1.20913338661
2309,4.02968025208,6.38464975357,-0.540329515934,3.08321046829,7.51819992065,5.01244544983,3.58485841751,-2.17565870285,-1.03874790668,2.99786686897,1.49548411369,4.7184677124,0.752799987793,0.258446961641,2.41550683975,3.57969999313,-4.22662305832,1.47348535061,3.58189296722,5.0567150116,-0.823042988777,-1.25460159779,-0.62239998579,0.086900010705,2.93595385551,1.3490884304,0.154650002718,-2.57058572769,3.38095283508,0.446500003338,1.3048582077,-0.679766893387,1.03272402287,0.0571458563209,-0.372214078903,-0.0720027089119,-0.751137495041,-0.371699988842
387,-1.94424510002,2.3250246048,0.722740292549,1.01488888264,4.9185500145,2.05487942696,-4.50776290894,-0.695714712143,-0.479124248028,0.550279915333,-1.44978034496,1.81039714813,-8.40789985657,-3.21884012222,-0.203548938036,-2.39050006866,-1.35031437874,-0.359174579382,2.08695960045,0.944170713425,1.26502776146,-0.965282797813,0.744000017643,-3.00374984741,0.75485855341,-0.980815649033,-1.28485000134,-2.19034767151,-1.16836333275,-2.15269994736,0.355620622635,-0.208149984479,0.211636781693,-0.014897596091,-1.05511665344,-0.970111131668,-0.671098470688,-1.04136669636
3553,1.31806397438,-0.890590727329,3.36628961563,0.208087906241,1.7053000927,0.396763145924,4.24150371552,-0.725094079971,-0.235588312149,-2.0534324646,-3.63616728783,-0.742907881737,1.00660002232,3.13129401207,0.275074362755,-0.124200001359,5.05104923248,0.842337310314,1.32231020927,-1.20183205605,1.76934742928,-0.781736314297,-0.658399999142,3.78749990463,-1.51037585735,-3.10432505608,0.0342499911785,1.25238132477,-0.0243666619062,-0.0873000025749,-0.39029982686,0.726562798023,1.30075931549,1.99267935753,-0.405453145504,-0.22507789731,-0.271041154861,0.113433331251
427,1.815128088,-0.167077988386,0.431860625744,2.01116847992,1.78620004654,-1.09472024441,-1.4110045433,-2.20301961899,-0.94463300705,-0.437038451433,0.282079279423,-1.84037029743,-3.41750001907,-0.0605597645044,-0.223168447614,0.537000000477,1.0034930706,-1.62202095985,-0.403398156166,-0.541949987411,0.715627729893,-0.53856754303,-0.114500001073,1.46584999561,0.297877073288,0.191040337086,-0.0204500034451,-0.110341012478,-0.869985878468,-1.43089997768,-0.718873918056,-0.333949863911,-0.533293664455,0.0571734309196,0.573965787888,1.11876761913,0.711066365242,0.944766640663
5898,1.94590437412,0.207038253546,1.4621617794,6.53708410263,1.77390003204,3.67146587372,8.02588272095,1.10096120834,1.65143215656,1.70508611202,1.83143353462,0.290393978357,1.02730000019,0.866555333138,0.930367588997,-3.73020005226,1.1343331337,2.49248504639,1.0352230072,2.23130369186,1.46686625481,0.955085217953,-3.7486000061,0.941900014877,1.30605041981,1.36495184898,-0.163250029087,1.84382033348,-0.190580934286,2.29399991035,0.265669673681,-0.485391885042,-2.07905125618,-0.27718526125,1.46302366257,0.0754685252905,-0.0987097099423,1.08303332329
23365,-1.87296330929,0.9615046978,3.04951763153,-0.856621980667,-2.52055001259,-0.592632889748,0.602208316326,2.53209400177,0.0670563131571,0.190374165773,1.02641427517,-0.631163597107,-1.22780001163,-0.0919024944305,1.10421228409,-0.803799986839,-1.35782206059,0.236688107252,-1.15641641617,0.206920444965,1.08715796471,-0.132395863533,-1.10360002518,-0.484100013971,-1.32690262794,-0.0928039252758,-0.656450033188,-0.124300979078,-0.449521243572,-2.50460004807,-0.341778427362,-0.94830083847,-1.21620345116,-0.101750537753,0.481471836567,0.725558996201,1.22206902504,-0.126533329487
6657,-1.63116407394,-1.18413889408,1.15610194206,0.490030556917,-2.19519996643,1.38389015198,3.83121824265,0.391013652086,-0.562331616879,0.127360150218,0.135138452053,-1.07588529587,2.0218000412,1.2547441721,0.27531042695,0.339100003242,3.29722332954,1.21090221405,-1.21841192245,-0.760006964207,1.36659181118,-0.845436930656,-1.27540004253,-7.04145002365,0.112228877842,-0.255437552929,2.75609993935,2.10778307915,-0.000896506011486,3.37409996986,-0.275025010109,0.614966273308,1.15858519077,1.20394003391,0.443910270929,0.158233374357,0.15991692245,0.459999978542
