rid,CPC005_A375_6H:BRD-K40901640-001-01-0:10,CPC005_A375_24H:BRD-K40901640-001-01-0:10,CPC005_A549_6H:BRD-K40901640-001-01-0:10,CPC005_A549_24H:BRD-K40901640-001-01-0:10,CPC005_HA1E_6H:BRD-K40901640-001-01-0:10,CPC003_HA1E_6H:BRD-K15522385-003-01-0:10,CPC005_HA1E_24H:BRD-K40901640-001-01-0:10,CPC003_HA1E_24H:BRD-K15522385-003-01-0:10,CPC005_HCC515_6H:BRD-K40901640-001-01-0:10,CPC003_HCC515_6H:BRD-K15522385-003-01-0:10,CPC003_HCC515_24H:BRD-K15522385-003-01-0:10,CPC005_HT29_6H:BRD-K40901640-001-01-0:10,CPC005_HT29_24H:BRD-K40901640-001-01-0:10,CPC005_MCF7_24H:BRD-K40901640-001-01-0:10,CPC003_PC3_6H:BRD-K15522385-003-01-0:10,CPC003_PC3_24H:BRD-K15522385-003-01-0:10,CPC003_VCAP_6H:BRD-K15522385-003-01-0:10,CPC003_VCAP_24H:BRD-K15522385-003-01-0:10,CPC005_MCF7_6H:BRD-K40901640-001-01-0:10,CPC005_PC3_6H:BRD-K40901640-001-01-0:10,CPC005_PC3_24H:BRD-K40901640-001-01-0:10,CPC005_VCAP_6H:BRD-K40901640-001-01-0:10,CPC005_VCAP_24H:BRD-K40901640-001-01-0:10,CPC011_A375_6H:BRD-K40901640-311-04-7:10,CPC011_A549_6H:BRD-K40901640-311-04-7:10,CPC011_A549_24H:BRD-K40901640-311-04-7:10,CPC011_HA1E_6H:BRD-K40901640-311-04-7:10,CPC011_HT29_6H:BRD-K40901640-311-04-7:10,CPC011_MCF7_6H:BRD-K40901640-311-04-7:10,CPC011_MCF7_24H:BRD-K40901640-311-04-7:10,CPC011_PC3_6H:BRD-K40901640-311-04-7:10,CPC011_PC3_24H:BRD-K40901640-311-04-7:10,CPC011_VCAP_6H:BRD-K40901640-311-04-7:10,CPC011_VCAP_24H:BRD-K40901640-311-04-7:10,CPC018_A375_6H:BRD-K15522385-003-01-0:10,CPC018_A549_6H:BRD-K15522385-003-01-0:10,CPC018_A549_24H:BRD-K15522385-003-01-0:10,CPC018_ASC_24H:BRD-K15522385-003-01-0:10,CPC018_HEPG2_6H:BRD-K15522385-003-01-0:10,CPC018_HT29_6H:BRD-K15522385-003-01-0:10,CPC018_MCF7_6H:BRD-K15522385-003-01-0:10,CPC018_MCF7_24H:BRD-K15522385-003-01-0:10,CPC018_NPC_24H:BRD-K15522385-003-01-0:10,CPC018_PHH_24H:BRD-K15522385-003-01-0:10,CPC018_SKB_24H:BRD-K15522385-003-01-0:10
5720,1.22635436058,0.210005000234,0.980627536774,0.966787517071,-1.06675004959,0.895299971104,0.959074437618,1.32251179218,-0.240499988198,0.481230854988,0.656355679035,-0.552901625633,-0.126743718982,-1.4029995203,0.632604956627,0.23777359724,0.642586112022,0.16455000639,-0.269339263439,-2.79837274551,-0.77342903614,-1.06576514244,-2.4269733429,0.0184410586953,1.13228201866,-0.861501574516,-1.30089998245,-0.382061064243,-4.36219978333,1.7486499548,-1.0452965498,-0.201636880636,0.704301893711,1.03598690033,-0.0276311337948,-0.263650000095,0.428300023079,0.247483253479,-0.265736281872,-0.860693573952,0.397392690182,0.229217886925,-0.780366718769,-0.1592040658,-0.421444416046
466,-1.16214203835,1.2117369175,0.0956472307444,1.27564191818,-1.26535010338,0.450650006533,0.465608537197,0.156046420336,0.611949980259,0.226102784276,0.59198307991,-2.02192306519,0.147871464491,-0.474236607552,0.434420347214,0.55161601305,0.179954230785,0.316950023174,1.0809854269,-1.36298406124,-0.113518193364,-1.5443687439,-0.586354315281,-0.0536449477077,0.683583199978,-0.455080151558,-1.96495008469,0.905062556267,1.79449999332,0.3478500247,0.537442028522,-0.105711698532,0.551471054554,0.851689755917,-0.126426875591,-0.556249976158,0.48860001564,0.203231751919,-0.862924814224,-0.912192106247,-0.402394890785,-0.863130390644,0.251700013876,-0.0717967152596,0.0920555889606
6009,-0.244888752699,-0.61811041832,0.212571948767,0.472950398922,0.685599982738,0.133599996567,0.68154323101,0.536455690861,-0.337650001049,0.352507591248,-0.05554240942,1.22010040283,-0.248469740152,0.313786417246,-0.111195370555,-0.00499358773232,-0.295147955418,-1.14759993553,1.09303438663,1.7155623436,0.680204868317,0.517482757568,-4.78439712524,0.376699149609,0.102262198925,-0.389255076647,-0.416750013828,0.263245582581,0.921000003815,0.342350006104,-0.412450700998,0.240148812532,-0.801648378372,-0.622815847397,0.14882388711,-0.692700028419,-0.276350021362,0.46531561017,-0.0866017341614,-1.14944398403,0.402886301279,-0.454185009003,0.395066678524,0.95916891098,1.28908479214
2309,0.313190668821,0.416086286306,-0.789267897606,-1.12265515327,0.815800011158,-0.284000009298,-1.18461489677,-0.571966648102,-0.429700016975,-0.485123544931,-0.762399673462,-0.223853111267,-0.776867032051,0.83574283123,-0.418489664793,-0.492479741573,-0.592733323574,-0.333250015974,-0.284161627293,0.691203594208,0.0943934768438,0.162131994963,-3.56572985649,0.223972558975,0.749309062958,1.27740848064,0.520900011063,0.382242381573,0.351400017738,-0.755750000477,-0.479448050261,-0.120668135583,-1.21624469757,-0.934019207954,0.513477683067,-0.537750005722,0.619750022888,1.22711110115,-0.489408135414,0.507378339767,-0.885410189629,-0.184892162681,-0.28113335371,0.205599337816,-0.100433588028
387,0.539163291454,-0.090628631413,-0.457490801811,0.173857450485,1.39224994183,-0.186399996281,-0.703417122364,0.298634022474,0.677649974823,-0.241685196757,-0.0790946632624,1.81668686867,-0.147616624832,1.55476415157,-0.592345774174,-0.000100299715996,-0.264364331961,-0.963400006294,1.60607409477,3.28088307381,0.544441461563,0.751277327538,0.398170739412,0.573522627354,-0.589045226574,-0.399018585682,0.155349999666,0.919005870819,1.57710003853,1.3640999794,-0.545228600502,0.565300941467,-0.636529922485,-0.258359521627,-0.0696814358234,-0.648450016975,0.004249997437,0.262236654758,-0.646653473377,-0.352880656719,0.349162489176,-0.355563223362,0.189566671848,-0.452382445335,0.598861813545
3553,-0.229622960091,-0.395335882902,0.52563726902,0.46121263504,-0.23014998436,-1.0978000164,0.992829322815,-0.648501038551,-0.829349994659,0.288072109222,0.279414206743,-1.403850317,0.497057050467,-0.119690321386,0.398006677628,0.748489201069,-0.771474540234,1.11590003967,-0.136939197779,0.732665359974,0.326652258635,0.933664262295,0.59813284874,0.343024671078,-0.360358119011,1.32357478142,0.382199972868,1.6247330904,3.37774991989,-0.86394995451,-0.575926303864,0.286088168621,-0.654302239418,-0.606487870216,0.33744391799,0.97729998827,-0.59224998951,-0.0419022738934,1.2485383749,0.939913988113,1.0056194067,1.52295649052,0.583466649055,0.0199485234916,-0.876786768436
427,-0.592340111732,0.591942071915,-0.832577466965,0.925096750259,0.0514499843121,-0.143800005317,0.0228653550148,-0.444908648729,-1.16339993477,-0.404446512461,-0.442771703005,0.938663482666,0.227823883295,-0.360084176064,-0.644119024277,0.108128041029,0.293151527643,-0.680250048637,1.21076464653,-1.46485626698,0.00340444967151,-1.96449816227,-3.84210538864,-0.176068663597,0.655904769897,-0.227989256382,-0.0553999841213,0.672167599201,0.559499979019,-1.65125000477,-0.0203073471785,0.159339830279,-0.219261154532,0.386580586433,0.258446782827,0.617949962616,0.259199976921,0.200300633907,-0.462035655975,2.44380235672,-1.0365884304,0.0437593013048,-0.0425999909639,0.294268608093,0.992775797844
5898,0.106422990561,-0.30327346921,0.42804145813,0.226134300232,0.308099985123,-0.855450034142,0.391956955194,-0.343831986189,0.278450012207,-0.141710042953,-2.08567714691,0.016308516264,-0.605695843697,0.0019591525197,-0.268876969814,-0.947725772858,-0.697526574135,0.248350009322,2.02042794228,-0.559991776943,-0.41104888916,0.48968309164,0.259887129068,1.1706045866,0.374611377716,-0.217260271311,0.0307999849319,1.26159584522,1.5555999279,1.32905006409,0.236467584968,0.0849962085485,0.18171197176,0.402424633503,0.633712232113,-0.335500001907,0.113549992442,1.13974606991,-0.0468501448631,-0.134293377399,0.365757584572,0.30203923583,-0.387033343315,0.0446285009384,-0.495366156101
23365,0.405296117067,-0.579688251019,-1.135014534,-0.362771451473,-0.56099998951,0.311800003052,-0.887155532837,-1.03303062916,0.334749996662,-0.597436547279,0.997733831406,0.063912563026,0.241951540112,2.16045928001,0.0428895950317,0.689901530743,-0.267849385738,0.215700000525,0.315275520086,1.78385043144,-0.817242622375,-1.11368870735,2.13944721222,0.126806750894,-0.804608106613,-0.046678841114,1.04025006294,0.476702719927,0.280199944973,-0.519349992275,-0.771515607834,0.250219166279,-1.22819805145,0.101487189531,1.38704967499,-0.715499997139,-0.0182499885559,-0.00213235616684,-0.394050121307,0.45433345437,-0.303147464991,-0.121825873852,-0.19823333621,1.63066971302,-0.440660774708
6657,0.913368880749,0.588404119015,0.572357535362,0.242682188749,-0.567600011826,-0.132499992847,1.5321085453,-0.347282350063,0.529449999332,-0.016905810684,0.0820465087891,-1.17469453812,1.54452824593,-0.23770339787,-0.69250446558,0.0602176338434,-0.608794510365,0.903850018978,0.184269964695,0.37066462636,0.107721187174,0.564135074615,1.42780911922,0.374124705791,0.80871796608,0.561459481716,0.684199988842,1.62728977203,3.15490007401,-0.0854000002146,0.753171741962,-1.0443123579,-0.964598298073,-0.146603152156,0.156630635262,0.927649974823,-0.277550011873,0.930558562279,1.45453071594,1.13124608994,0.725963115692,1.66060292721,0.014300018549,0.436817198992,-0.985054433346
5054,-0.800122380257,-0.834179997444,-0.608844518661,0.160325944424,-0.641149997711,0.230149999261,-0.343480080366,-0.00091028958559,0.197649985552,-0.590321421623,-1.07382655144,-0.186695158482,-0.591018676758,-1.11877501011,0.607103586197,0.0216540247202,-0.301141828299,-0.441049993038,0.772554636002,-0.3473944664,-0.376192092896,1.26112878323,3.39884710312,-0.454639881849,-0.702180087566,-0.322307318449,-0.194649964571,0.0829460471869,4.35115003586,-0.717849969864,-0.365523129702,0.612143278122,0.576279997826,-0.103436797857,-0.88582098484,-0.716449975967,0.443000018597,0.649969279766,-0.750712275505,0.38760048151,-0.310083776712,0.773780167103,-0.212066680193,-0.245085805655,1.00417804718
3108,0.161204859614,-0.480995535851,-0.837124943733,-0.099757425487,0.131500005722,0.521399974823,-0.543273627758,0.566676020622,0.279300004244,-0.447867482901,-0.157184690237,0.637401342392,0.211887255311,0.92122823,0.196485579014,-0.442158699036,-0.554644405842,-0.794849991798,-0.534936845303,2.35692381859,0.424492388964,2.03668355942,3.46328926086,-0.239356458187,0.831743478775,-0.436153173447,0.427750021219,1.76652371883,2.15470004082,2.41795015335,0.390582680702,0.287821531296,-1.44855093956,-0.531128585339,-0.121916592121,-1.07829999924,-0.346199989319,2.35686349869,-0.687957584858,-0.478547394276,-0.468510150909,-0.223206460476,10.0,0.505044102669,4.04891061783
1950,-0.285922974348,-0.1907967031,1.04533016682,-0.290859937668,-0.302500009537,0.225249990821,0.0711015462875,0.0771377831697,-0.235650002956,0.241252481937,-0.30211520195,-1.25880515575,1.11278641224,-0.820742428303,-0.242294967175,-0.795046925545,-0.847862005234,0.067699983716,-0.412547618151,-0.40064433217,0.0320764929056,-0.222614422441,3.42878961563,-0.446839779615,0.0987685471773,0.419598698616,-0.805499970913,1.48296451569,2.91370010376,-1.04589998722,0.269964993,-0.395923435688,-0.172425702214,-0.216989547014,-0.59388923645,1.45025002956,-1.19410002232,0.0466377139091,0.72357583046,0.0436004698277,0.519784152508,-0.489803731441,-0.501700043678,-0.141510337591,-0.150388866663
351,-0.0740697234869,-0.150826096535,0.390010654926,-0.0808120593429,-0.625899970531,-0.646950006485,0.481526017189,-0.676126122475,0.60229998827,0.321717530489,0.303679704666,-0.412742048502,0.163262844086,-0.206599488854,-0.80595767498,-0.468993067741,-0.334902405739,-0.235949993134,-1.36507248878,0.464981079102,-0.657842516899,-0.0375130735338,0.59810334444,-0.577277779579,0.0449315011501,0.352423667908,-0.162599995732,0.173101365566,0.165749996901,-0.726300001144,0.367964148521,-0.195992857218,-0.353268623352,-0.054709173739,-0.239263087511,1.27999997139,-0.483349978924,-1.31092333794,1.10614752769,-0.0886121988297,0.977027654648,0.898102402687,0.0110666677356,-0.277283936739,-0.339687168598
4846,-0.165954992175,1.33245444298,-0.111845493317,-0.142040446401,-0.349400013685,-0.70634996891,0.56607156992,-0.654566049576,-1.11584997177,0.649842441082,-0.0874442309141,-0.263398468494,0.39024206996,-0.13794234395,0.936254918575,0.0574703365564,0.538641154766,1.3626499176,0.889547109604,-1.07486069202,0.230573326349,1.4470911026,3.15644073486,-0.0151958893985,0.511680185795,-0.424737304449,0.353800028563,-0.0694196820259,1.61599993706,1.15960001945,-0.221635192633,0.133871763945,1.02560985088,0.0525570884347,0.276908993721,0.620750010014,0.182050004601,5.19840812683,-0.279522657394,-0.154796332121,0.0862063169479,0.0332232266665,-0.315533339977,0.922137260437,-0.218269079924
1452,-0.0476328134537,0.699923276901,0.92512601614,0.564054250717,-0.660499989986,0.296400010586,-0.249094009399,-0.05360481143,-0.233750000596,0.154872968793,-0.539884507656,-0.852338969707,-0.916040062904,-0.551145076752,-2.13432621956,1.09267425537,-1.00184249878,0.194200009108,0.131655558944,-1.02300417423,-0.274700760841,0.041226297617,-0.0535687766969,0.47136837244,-1.7705053091,0.280211389065,-0.731000006199,0.409042537212,0.625900030136,-0.391749978065,-0.568459451199,0.199356794357,-0.225263312459,0.253537714481,-0.230701714754,-0.25624999404,0.838850021362,0.785434484482,0.378116309643,-0.161157280207,-1.01022684574,-1.79247689247,0.349100023508,0.974683880806,-0.47551637888
4776,-0.934376001358,-0.611036360264,0.991036534309,0.0834669321775,-0.83704996109,-0.521399974823,0.514694094658,-0.0949393808842,-0.00710000004619,0.128432244062,-0.725280404091,-1.81187593937,0.999903023243,-0.715845167637,-0.714363455772,-0.0548860728741,-0.747096121311,0.767750024796,-0.208575218916,-0.860380291939,-0.371619433165,0.402565300465,1.45254850388,-0.358605772257,-0.748844027519,0.591406941414,0.201299995184,1.81898105145,3.37619996071,-0.731199979782,0.698143899441,-1.49826776981,-0.812659740448,0.0590845346451,-0.549429893494,0.980499982834,-0.739149987698,-0.217329710722,1.15418148041,0.623658418655,1.29861807823,1.32468080521,1.12963342667,0.349444627762,-0.820515751839
