rid,CPD003_MCF7_6H:BRD-K02764365-001-09-4:10,CPD003_MCF7_24H:BRD-K02764365-001-09-4:10,CPD003_PC3_6H:BRD-K02764365-001-09-4:10,CPD003_PC3_24H:BRD-K02764365-001-09-4:10,KHW001_HA1E_6H:BRD-K02764265-001-05-2:10,KHW001_HA1E_6H:BRD-K02764365-001-05-2:10,KHW001_HA1E_6H:BRD-K02764365-001-05-2:1,KHW001_HS27A_6H:BRD-K02764265-001-05-2:10,KHW001_HS27A_6H:BRD-K02764365-001-05-2:10,KHW001_HS27A_6H:BRD-K02764365-001-05-2:1,KHW001_SKM1_6H:BRD-K02764265-001-05-2:10,KHW001_SKM1_6H:BRD-K02764365-001-05-2:1,KHW001_SKM1_6H:BRD-K02764365-001-05-2:10,KHW001_U937_6H:BRD-K02764265-001-05-2:10,KHW001_U937_6H:BRD-K02764365-001-05-2:10,KHW001_U937_6H:BRD-K02764365-001-05-2:1,MUC.CP004_MCF7_6H:BRD-K02764365-001-05-2:10,MUC.CP004_MCF7_6H:BRD-K02764365-001-05-2:1.1111,MUC.CP004_MCF7_6H:BRD-K02764365-001-05-2:0.3704,MUC.CP004_MCF7_6H:BRD-K02764365-001-05-2:3.3333,MUC.CP004_MCF7_24H:BRD-K02764365-001-05-2:10,MUC.CP004_MCF7_24H:BRD-K02764365-001-05-2:3.3333,MUC.CP004_MCF7_24H:BRD-K02764365-001-05-2:1.1111,MUC.CP004_MCF7_24H:BRD-K02764365-001-05-2:0.3704
5720,0.163649976254,0.0283125042915,0.713689923286,-2.73689985275,0.633224606514,-0.311560451984,-0.781682193279,-0.325207412243,1.2207545042,1.16623103619,-0.34710624814,-0.494150161743,-0.438962817192,-0.543709397316,-0.812947750092,0.139673084021,2.54020667076,2.92255282402,-0.227928176522,-0.106099963188,2.17135500908,1.14232134819,1.63190960884,0.68391430378
466,0.459250003099,-0.0776547417045,0.830589830875,-0.314150005579,0.139199137688,0.362066090107,-1.63707244396,0.437687247992,0.955419003963,-0.009616099298,1.00264918804,-0.0236749015749,-0.555294632912,-0.213438376784,-0.493281394243,0.737041473389,-0.596960604191,-0.648045957088,-0.0714299082756,-0.755200028419,-0.0485668033361,-0.594553768635,-0.226382270455,0.240284517407
6009,0.252149969339,1.71097505093,1.16623032093,0.336800009012,1.50687777996,0.66707521677,-0.796628892422,0.961866497993,2.89387083054,2.02358007431,-0.360136032104,-0.498296439648,0.769095897675,0.338326692581,0.521444261074,0.72607421875,1.64448213577,1.8018450737,0.632191359997,-0.119650006294,0.85455340147,0.633122444153,-0.182143896818,0.222236603498
2309,1.1154999733,-2.60949492455,-0.847933888435,0.848799943924,-0.78315526247,0.795242249966,-0.375675499439,0.685509800911,0.168447449803,-1.72923886776,-0.314366817474,-1.02261674404,-0.0599610283971,-0.362409174442,1.40429806709,-0.881110668182,0.946398735046,1.27378094196,0.948607206345,-0.13140001893,0.564614951611,-0.0980217754841,0.699526190758,0.770270347595
387,0.523849964142,-1.59122896194,1.4832277298,-0.304499983788,1.21728956699,-0.471803665161,-1.51451671124,-0.401344716549,1.27750360966,1.37330341339,-0.196409419179,0.428608745337,0.80283588171,-0.0300103202462,-0.477641165257,-0.450063109398,1.56011080742,2.0764067173,1.24318087101,-0.0905999839306,-0.349833488464,-0.795204043388,-0.264676570892,-0.611285924911
3553,0.216550007463,0.612473726273,-1.99614953995,-3.15950012207,-0.371140986681,-0.074397392571,1.34136390686,-0.0135488808155,-0.14915600419,0.013250506483,0.186215057969,1.20319414139,4.09384965897,0.454033881426,5.7243180275,2.87804436684,-0.269289463758,0.0437840819359,0.506661295891,2.24685001373,-1.17053127289,-0.120200067759,-0.638865828514,-0.72631496191
427,0.00330001115799,-0.227739602327,0.771827220917,0.359349966049,0.0806390494108,0.365588128567,0.5059466362,0.308229386806,-0.142660066485,-0.175996616483,-0.0108952373266,-1.00206410885,-0.648545205593,-0.136878907681,1.55160331726,1.78353059292,1.43874025345,4.05262327194,0.362631231546,0.521549999714,-0.33132147789,-0.636826276779,-0.0955186486244,0.553557693958
5898,0.0585500001907,1.34609436989,-0.0233998000622,1.73489999771,0.0962271913886,0.712237298489,-0.334149390459,-0.467213273048,0.261029839516,0.426952898502,-0.0735172331333,0.347848713398,2.85086679459,-0.218459308147,0.616224110126,0.425680041313,-1.91056358814,-0.899574637413,-0.584598183632,-0.24984999001,0.81907749176,-0.0844674408436,0.901135325432,0.434190094471
23365,0.326250016689,-0.247247844934,-0.167036503553,2.96470022202,-1.34276330471,-1.12505114079,-0.170972838998,0.184153586626,-0.352760136127,0.17284271121,0.115798480809,-0.162706211209,-0.058132737875,-0.501705229282,0.0726580619812,0.751632273197,-1.18339467049,1.39714741707,-0.846391320229,-0.523199975491,0.849488258362,0.696191430092,1.00554919243,0.370167315006
6657,1.56310009956,0.601505815983,-1.20356297493,1.18305003643,-0.675055205822,-0.198566406965,0.0646546110511,-0.477495014668,-0.213237896562,-0.505468130112,0.0522612482309,0.340176075697,0.063456043601,-0.0304293185472,-0.0380938500166,0.927660167217,0.138974800706,0.656732857227,-0.163658440113,1.42429995537,-0.989897251129,-0.00249041989446,-0.459931910038,-0.211733713746
