rid,CPC011_A375_6H:BRD-K62374253-001-05-2:10,CPC011_A549_6H:BRD-K62374253-001-05-2:10,CPC011_A549_24H:BRD-K62374253-001-05-2:10,CPC011_HA1E_6H:BRD-K62374253-001-05-2:10,CPC011_HT29_6H:BRD-K62374253-001-05-2:10,CPC011_MCF7_6H:BRD-K62374253-001-05-2:10,CPC011_MCF7_24H:BRD-K62374253-001-05-2:10,CPC011_PC3_6H:BRD-K62374253-001-05-2:10,CPC011_PC3_24H:BRD-K62374253-001-05-2:10,CPC011_VCAP_6H:BRD-K62374253-001-05-2:10,CPC011_VCAP_24H:BRD-K62374253-001-05-2:10,CPD003_MCF7_6H:BRD-K62374253-001-04-5:10,CPD003_MCF7_24H:BRD-K62374253-001-04-5:10,CPD003_PC3_6H:BRD-K62374253-001-04-5:10,CPD003_PC3_24H:BRD-K62374253-001-04-5:10
5720,0.203133553267,-0.197881907225,-0.591869652271,0.0174500048161,0.283791810274,0.382849991322,0.186450004578,0.712018966675,-0.0179418586195,-0.0430680513382,0.544553279877,-1.0584499836,0.0786293968558,-1.99114990234,-0.715999960899
466,-1.08036744595,0.287580430508,-1.06599295139,0.384000003338,-0.166679829359,-0.32800000906,-1.07719993591,-0.635644376278,0.802108407021,-0.429090023041,0.516503453255,1.25900006294,-0.526261746883,-1.60569989681,-1.36129999161
6009,-1.13693881035,1.1600536108,0.416363954544,-0.545300006866,-1.09467673302,-1.61854994297,-0.342299997807,0.644036650658,0.747211277485,0.723056972027,0.24737483263,0.514250040054,-0.220611929893,-1.47834992409,-0.544149935246
2309,-0.360560178757,-0.326792538166,-0.327802032232,-0.587899982929,0.342435866594,-0.405900001526,-0.494250059128,-0.164602696896,0.0160173997283,-1.16343522072,0.155850186944,0.550550043583,-0.915701746941,0.764349997044,-1.63615000248
387,-0.435160905123,-0.336002588272,-0.106522962451,-0.815050005913,0.239462956786,1.85080003738,0.274349987507,-1.03825116158,0.032410595566,-0.177141934633,0.315607845783,-0.540499925613,-0.239102005959,0.419000029564,0.306600004435
3553,-0.302421927452,-0.841655731201,-0.141282573342,-0.939300000668,-0.548055648804,-0.602200031281,1.96515011787,0.411755084991,0.424844264984,0.692910432816,-0.798951864243,-0.496800005436,0.108221262693,-0.277300000191,-2.60774993896
427,-0.633579015732,-0.647148311138,-1.09793400764,-0.16194999218,-0.163491949439,-0.253549993038,-1.90390002728,0.0532206073403,-0.0772747248411,-0.581496179104,-1.1935390234,2.18630003929,-0.160146012902,2.11100006104,-0.646299958229
5898,-0.354276031256,0.0537502095103,0.955432415009,0.388600021601,-0.487152516842,-0.931349992752,0.626049995422,-0.0269275009632,1.38284385204,-0.0756381228566,-0.495927989483,-0.367749989033,-0.721117734909,-0.77889996767,0.20409989357
23365,-0.223330557346,-1.19008815289,0.471500575542,0.495499998331,-0.445233881474,0.505299985409,0.638599991798,0.758189678192,0.110397711396,-0.520644068718,-0.309592813253,1.9388999939,0.955310344696,0.320349991322,3.72459983826
6657,-0.383283644915,-0.444121032953,-1.15386676788,0.718199968338,-0.814518690109,-0.4429500103,-0.861949980259,-0.525779604912,-0.456021904945,-0.170958906412,-0.865399599075,1.00179994106,0.695640563965,2.09014987946,2.43234992027
