rid,CPC019_A375_6H:BRD-K34363599-001-02-0:10,CPC019_A549_6H:BRD-K34363599-001-02-0:10,CPC019_A549_24H:BRD-K34363599-001-02-0:10,CPC019_HA1E_6H:BRD-K34363599-001-02-0:10,CPC019_HCC515_6H:BRD-K34363599-001-02-0:10,CPC019_HEPG2_6H:BRD-K34363599-001-02-0:10,CPC019_HT29_6H:BRD-K34363599-001-02-0:10,CPC019_MCF7_6H:BRD-K34363599-001-02-0:10,CPC019_MCF7_24H:BRD-K34363599-001-02-0:10,CPC019_PC3_6H:BRD-K34363599-001-02-0:10,CPC019_PC3_24H:BRD-K34363599-001-02-0:10,CPC019_VCAP_6H:BRD-K34363599-001-02-0:10,CPC019_VCAP_24H:BRD-K34363599-001-02-0:10
5720,-1.84009194374,-1.89269995689,-1.91307067871,-1.06267952919,0.325224012136,-2.29831075668,0.00860595703125,-1.15079319477,-2.84483361244,0.120930954814,-0.621708929539,0.0891385152936,0.136633217335
466,0.36998552084,0.634350001812,0.784291982651,0.600423872471,0.0660716742277,0.358425855637,-0.43633338809,0.644005715847,-0.521522402763,0.0497127994895,0.038286563009,-0.306227535009,-0.155317008495
6009,-0.00596472248435,-0.321000009775,-1.35435223579,0.0927936136723,-0.227500930429,0.188095718622,-0.567729771137,0.689158558846,0.228767246008,0.755046725273,-0.639452219009,0.0991120785475,-1.26858353615
2309,1.43298482895,0.0107499957085,0.954499840736,-0.712334096432,-0.321276724339,1.6997396946,1.10878360271,2.76374292374,1.39169669151,2.50471186638,-0.26277077198,0.098432675004,-0.481290340424
387,-1.96709859371,-0.424199998379,-1.71812009811,-1.39504051208,-0.206888854504,-1.10635387897,-0.350601822138,-0.160938337445,-2.02433395386,-0.712940990925,-0.98951280117,-0.306907683611,-1.09593892097
3553,0.638240039349,1.28734993935,0.687201499939,1.48395729065,0.218534678221,1.54360175133,0.554603934288,-0.110620886087,1.56935667992,-0.339491307735,0.886513769627,-0.12152788043,0.795614361763
427,-1.37797033787,0.512799978256,0.359549701214,-0.352551698685,-0.770611286163,-0.5477668643,0.314890384674,-0.471395134926,0.402855277061,0.181032970548,0.255366176367,-0.621896505356,-0.625578641891
5898,0.842996239662,1.15775001049,1.84443747997,1.15570175648,-0.18255391717,2.36463093758,0.877266824245,0.591600239277,0.400691568851,-0.135400056839,-0.231871694326,0.24794049561,0.0182996466756
23365,-0.0893714204431,1.3357000351,0.191541522741,-0.256555974483,0.560003995895,0.586990535259,0.354835778475,0.240736812353,-0.394680440426,-0.708844900131,0.372774302959,0.570094704628,0.237211570144
6657,-0.151386469603,1.23469996452,-1.76666021347,0.775770425797,1.39661633968,1.86063432693,0.552629768848,-0.975105404854,1.51929628849,0.00513680279255,0.885293424129,-0.140239626169,0.270419090986
5054,-0.487080305815,3.73230004311,3.76811599731,-0.624670863152,-0.499370664358,4.63870048523,0.0390061736107,-0.429622858763,1.16223478317,0.44569337368,0.3061170578,-0.113623470068,0.201691806316
3108,-1.01981723309,0.377449989319,-0.575294613838,-0.212318450212,-0.536132395267,0.075451284647,-0.307148218155,1.02448832989,-0.0604593977332,-0.246182888746,-0.489770829678,-0.604408442974,0.00456744432449
1950,-0.762643277645,0.838799953461,0.277222692966,-1.34814357758,-0.0864164829254,1.31461501122,0.172313153744,-0.0516996830702,1.66344332695,0.444145739079,0.389969617128,0.0854203402996,-0.326312422752
351,-0.457221865654,-0.0691500008106,1.26503419876,0.361624896526,0.183943092823,0.0520473569632,0.3376262784,-0.133466646075,1.20505857468,-0.0339445471764,0.0724209994078,-0.114801794291,0.589612960815
4846,-0.339314699173,-0.222999989986,1.20020031929,0.576747596264,0.473518103361,2.3248231411,-0.0109155923128,0.456114560366,1.06712961197,0.349401682615,0.0344870574772,2.07049965858,0.148288607597
1452,2.51840305328,1.67155003548,0.545896232128,0.995026230812,0.308270424604,0.317132979631,0.465303480625,0.344168961048,1.23573613167,-0.364381551743,0.728063166142,0.188272237778,-0.566081047058
4776,1.26644027233,1.47720003128,0.229039400816,-0.0821052417159,-0.154714912176,3.07608246803,0.435372173786,0.0883185118437,1.17995131016,-0.11430452019,1.14777183533,-0.163119852543,0.492533713579
6908,-0.196531653404,-0.744500041008,-0.984058558941,0.942350625992,0.570147156715,-1.92446565628,-0.616685271263,1.27094209194,-1.24762749672,-0.255852550268,-0.754230976105,0.316159695387,-0.38700401783
672,-1.3887898922,-0.23970001936,0.0131830275059,0.166844770312,-0.122249335051,-1.6194961071,-0.85397285223,-0.264282524586,-3.05796456337,0.185251072049,0.393453091383,-0.313496679068,-0.0992877334356
5710,-0.856867432594,-0.227350056171,-1.08159768581,-0.31464445591,-0.0289409905672,-1.64526927471,0.792333483696,-0.626534283161,-1.81433784962,-0.81716042757,-0.210633531213,0.472641885281,0.380240827799
