rid,CPC007_A375_6H:BRD-A84280790-001-05-7:10,CPC007_A375_24H:BRD-A84280790-001-05-7:10,CPC007_A549_6H:BRD-A84280790-001-05-7:10,CPC007_A549_24H:BRD-A84280790-001-05-7:10,CPC007_HA1E_6H:BRD-A84280790-001-05-7:10,CPC007_HA1E_24H:BRD-A84280790-001-05-7:10,CPC007_HCC515_6H:BRD-A84280790-001-05-7:10,CPC007_HT29_6H:BRD-A84280790-001-05-7:10,CPC007_HT29_24H:BRD-A84280790-001-05-7:10,CPC007_MCF7_6H:BRD-A84280790-001-05-7:10,CPC007_MCF7_24H:BRD-A84280790-001-05-7:10,CPC007_PC3_6H:BRD-A84280790-001-05-7:10,CPC007_PC3_24H:BRD-A84280790-001-05-7:10,CPC007_VCAP_6H:BRD-A84280790-001-05-7:10,CPC007_VCAP_24H:BRD-A84280790-001-05-7:10
5720,-1.35320687294,-1.18471741676,-0.968434035778,-0.186895817518,1.15159058571,-0.354878604412,0.2445499897,-0.602218687534,-0.352559179068,-0.735680282116,-2.43648934364,0.459727406502,-0.345330357552,0.239535003901,0.153698250651
466,-0.956158816814,-0.225226357579,-0.729049086571,1.28598976135,0.558847010136,0.196431443095,-0.496850013733,-0.689523220062,-0.121700465679,-0.513545274734,-1.7715473175,0.38424885273,0.0109218657017,0.448394238949,0.429174035788
6009,-0.77440237999,0.149116009474,-0.289635807276,0.110250264406,1.18647193909,0.403833270073,0.310249984264,0.215719491243,-0.131658732891,0.356083810329,0.608936905861,0.56212747097,-0.324381202459,0.521594405174,0.468585252762
2309,0.012581137009,-0.0665333420038,0.162489563227,0.293639928102,-0.906262695789,0.363573074341,0.315950036049,-0.790682911873,-0.291219055653,1.07868075371,0.189212352037,-0.557408630848,0.317699253559,1.50977802277,-0.177726775408
387,0.676654338837,-0.340021312237,-1.20299863815,0.0709771886468,0.234497383237,1.24858546257,1.67140007019,0.0753451436758,0.26782566309,0.962877929211,-2.06326580048,0.607355177402,0.538141548634,2.01584339142,-0.696712732315
3553,0.35096257925,-0.711244642735,0.511646211147,0.385831415653,0.621105670929,-0.417610168457,-0.941749989986,1.63207864761,-0.420010834932,0.257154524326,0.482574403286,0.365598291159,-0.174676343799,-1.20213317871,0.406403124332
427,0.476163685322,0.0986319854856,-0.271567255259,-1.08506822586,-0.122404336929,1.64936876297,-0.308750003576,0.480715632439,-0.327862560749,-0.200770899653,0.285723090172,-0.16924265027,-0.690611481667,0.479147404432,0.30591917038
5898,-0.252490073442,0.313369214535,-0.749521672726,0.493454456329,-3.64890384674,-0.252106457949,0.429399996996,-0.415945351124,0.559980750084,-0.000541657209396,-0.224693134427,0.193060651422,0.242470115423,0.178934812546,-0.134939938784
23365,1.93174660206,0.0538783669472,-0.472412288189,0.003880828619,-1.80916285515,0.0178793668747,0.429300010204,0.241956666112,0.292845368385,0.733969569206,-0.492238372564,0.552303433418,0.126770973206,0.383932113647,-0.017050050199
6657,0.483967870474,0.73670822382,0.708506822586,-0.210880085826,-0.25662112236,-1.03587019444,0.885699987411,-0.1476020962,-0.942823469639,-0.957471966743,1.81704115868,-0.790902495384,0.118077136576,-1.44834375381,0.194082960486
5054,0.798268675804,-0.032125890255,-0.809918165207,-0.569650828838,0.0373527109623,-0.166667640209,0.209750011563,1.43251597881,-0.571303427219,-0.310044050217,1.42195403576,0.466727077961,0.345083326101,-0.00810786243528,0.00153604894876
3108,1.4161542654,-0.372721254826,0.634545743465,0.297131597996,-0.364828050137,0.794553637505,-0.269199997187,2.12526297569,0.101158604026,0.180283337831,1.21517920494,0.395136058331,0.452791810036,1.43836116791,1.22698879242
1950,-0.826655864716,-0.877692937851,0.298241257668,-0.128634810448,0.575541079044,-0.39259070158,-0.265299975872,0.866621136665,-0.638535737991,-0.726087629795,1.32372236252,-0.368615061045,-0.181771665812,-1.91815125942,0.240233778954
351,-1.5295804739,0.439466655254,0.349833846092,-0.685258805752,-0.776210427284,-1.31714320183,-0.508149981499,-0.344495207071,0.64364862442,-1.53456699848,0.00760916620493,-0.819149494171,0.358592957258,-1.01373207569,0.171946674585
4846,-0.260430008173,0.641349673271,-1.06147789955,-0.153272986412,0.445290029049,-0.824741482735,-1.16059994698,-1.15040850639,-0.153888463974,-0.561907529831,1.96383476257,-0.594683647156,-1.24553990364,-0.630031406879,-0.249440297484
1452,0.0725433826447,-0.499035835266,-1.1584982872,-0.906975448132,0.742260217667,0.385874062777,-0.0435499995947,-0.931630432606,0.0658450201154,0.447327077389,0.200341790915,0.0278719179332,0.111090883613,0.0289944838732,-0.00251710042357
4776,-0.877893030643,-0.690188646317,0.365888565779,-0.442024022341,-0.922889351845,-0.233176454902,0.747599959373,1.31356477737,-0.351601243019,-0.148603707552,0.336820155382,0.294975787401,-0.0291578974575,-1.89367711544,0.380421757698
6908,-0.745898842812,-0.846604585648,-0.205405205488,-0.490297138691,0.44686627388,0.589232087135,0.0143000483513,-0.59679466486,-0.396134912968,-0.652935385704,-2.91455221176,1.01921844482,-0.257502198219,0.78275513649,-0.44264703989
672,-2.02907443047,0.0192810371518,-0.735528290272,-1.40761721134,-0.607387661934,-1.52400922775,-0.0863999947906,0.850189805031,0.681427836418,-1.40477991104,-0.0406710840762,0.336038827896,0.671745300293,0.926734685898,0.252523094416
5710,0.587069928646,0.795579850674,0.119349516928,-0.436185330153,0.286775708199,-0.0270980745554,0.980000019073,-0.296795904636,0.877819597721,0.145285069942,-1.11608731747,0.68083012104,-0.120709568262,1.4805431366,-0.0693962648511
2115,-0.759230196476,-1.49910509586,0.0457155704498,0.368475884199,0.519060969353,0.0742324218154,-0.799799978733,0.193868279457,-1.50091004372,0.0694488435984,3.84613656998,0.987125277519,0.391851305962,-1.74463403225,0.304405242205
7015,-0.419848054647,-0.0446538962424,0.208088800311,-0.0542702674866,-0.274927616119,-0.741068959236,0.159299999475,0.529065191746,-1.50170016289,0.263819545507,3.74835324287,-0.623595297337,-0.151876628399,-2.18121862411,0.366519927979
8726,0.761334896088,0.918145120144,0.813501775265,0.0882126092911,0.13043807447,0.927952051163,0.688149988651,0.174759864807,-0.439226776361,-0.932936012745,-0.714783370495,0.0562127828598,-0.152075156569,1.23796153069,0.270184367895
2185,-0.263751029968,0.633520722389,0.640865921974,-0.0126923024654,0.632456183434,-0.688380658627,0.665149986744,0.275458663702,-1.76695549488,-0.591158509254,1.92960178852,-0.759943783283,-0.353961408138,-1.24190437794,0.103013634682
3315,-0.605806291103,-0.401100605726,0.298034906387,0.987721681595,-0.795623064041,0.69314455986,0.0612999796867,-1.41267740726,0.499825805426,-0.331883490086,0.10037855804,0.628558397293,0.0891505330801,0.398305177689,-0.690792500973
5289,-0.581169128418,-0.680730581284,0.0459215417504,-0.197624847293,-0.241878792644,0.286585330963,-0.407199978828,0.0207384377718,-0.496898621321,-0.769416630268,5.64403676987,0.360673666,-0.202881544828,-0.984201848507,0.429331094027
868,0.269498825073,-0.862297654152,0.0852319151163,0.804513633251,0.544237911701,-0.372281372547,3.11299991608,0.516420066357,2.59643411636,0.0582318156958,0.831788778305,1.41378259659,-0.482009738684,-0.145702317357,-0.966714680195
1677,-1.11999762058,0.0487215667963,0.589105010033,0.472164511681,0.118689417839,-0.563328146935,0.192149966955,0.705657601357,0.543328106403,-0.190546005964,3.24363684654,0.0435833260417,0.610657691956,-1.28561413288,0.404545396566
7043,-0.103226624429,0.0179501622915,0.60692024231,0.440370023251,0.333426654339,0.32770678401,0.458999991417,0.631684303284,0.081395663321,0.734256505966,-0.131669923663,0.20181645453,0.226236402988,-0.73944747448,0.50113338232
5613,-0.951668202877,0.603018760681,-0.350578308105,-0.562675952911,1.32781779766,-0.109086483717,-0.0506500005722,0.263070106506,-0.0847213566303,-0.502755403519,0.374800682068,0.104264207184,0.191164925694,-1.38532495499,0.126857027411
595,0.0194672495127,0.194315299392,-0.334741413593,0.0389005541801,-1.58300328255,-0.239906489849,-0.20870000124,-0.364911198616,0.303962528706,0.385705381632,-1.07981133461,-0.00618052529171,0.238610938191,0.374363005161,0.763554215431
4793,1.88553571701,-0.635375618935,0.0651820451021,0.359433472157,-0.288085877895,0.61931592226,0.099849998951,-0.399582922459,0.0227512717247,-0.459194719791,-1.32070636749,-0.464145988226,-0.266258507967,-0.733218967915,0.138233289123
2736,0.187563568354,-0.869498252869,0.202285885811,-0.607710182667,-0.87622821331,0.10635920614,0.32230001688,0.325728535652,-0.700929403305,-0.287242770195,0.13819655776,-0.459813505411,0.665766358376,-0.51542198658,-0.263974756002
5290,-0.542888224125,-0.00867296755314,-0.159682780504,-0.41499465704,1.12362289429,-0.697077512741,-1.14300000668,0.234454095364,-1.14754879475,0.165503501892,-0.506707906723,-1.21272659302,-0.845191121101,-1.02962005138,-0.251009941101
6194,0.0,0.0,0.277501136065,-0.368003070354,0.125232174993,0.578719139099,-0.00034999998752,-0.665810823441,0.0,-0.114804193377,0.69211858511,-0.005595093593,-0.726692795753,-0.824005723,-0.000106895276986
1676,-0.702035069466,0.351335346699,-0.320221722126,-0.246578350663,1.26291418076,0.141182944179,0.517149984837,0.580758750439,-0.145994007587,0.309164017439,-0.0373454764485,-0.144122675061,0.327602446079,-2.04183006287,0.00456434627995
23512,-0.3980858922,0.0596104934812,0.136312648654,0.0275080651045,-0.390258908272,-0.144836246967,0.0175999999046,-0.42062458396,-0.284084558487,-0.758320629597,-0.0206281244755,-0.193841159344,-0.0988039597869,-0.331309199333,0.3869112432
148022,0.909737408161,-0.123850032687,-1.15857577324,-0.0938836634159,-1.13448524475,-0.00973844528198,0.46250000596,-0.299641728401,-0.576827764511,-0.207627058029,1.23841452599,0.795784115791,0.272296845913,1.29937016964,-0.0463992729783
1906,-0.832251250744,0.366104513407,-0.371537387371,0.31464985013,0.745902895927,-0.75674277544,0.656199991703,-0.190031170845,0.250085771084,-0.0286273621023,0.812231123447,-0.493922114372,0.00362156331539,-1.0984967947,0.282045960426
8878,-0.705605208874,-0.610817909241,0.143281564116,-0.194945156574,-0.684729218483,0.615157842636,-1.47510004044,-1.34482419491,-1.07303285599,-0.480289787054,-0.227757170796,-0.072573505342,-0.101580575109,0.654531598091,0.191586792469
3091,-0.0348570048809,0.378605365753,0.506577908993,0.490368902683,0.727452039719,-0.896471917629,-0.903349995613,-0.438534289598,0.574299871922,-1.29286897182,1.10156524181,0.0703537464142,-0.124155901372,-1.36375045776,0.690459132195
5743,-0.660935461521,-0.855919480324,-0.450612038374,0.738596796989,-0.298793017864,-1.04325187206,0.158950001001,0.402841567993,-0.101190783083,5.78549861908,0.0858439207077,-0.168258398771,-0.0304991602898,-0.365730524063,0.625314414501
5321,-1.07262742519,0.393957138062,0.121284484863,-0.242391467094,1.11281967163,-1.00322020054,-0.324200004339,0.237506896257,-0.177213102579,-0.162280112505,0.814369499683,-0.876114308834,-0.0077572055161,-2.15430879593,0.275885671377
4144,-2.23516845703,-0.386261850595,1.78524851799,0.744097590446,0.704434275627,-1.04426527023,0.629899978638,0.72527807951,0.210930377245,-1.92290735245,0.342876791954,-0.222247794271,-0.101611405611,-1.40634739399,0.444197177887
1981,0.264627099037,1.35459733009,-0.0891557633877,-1.37007057667,4.19803380966,-0.209486931562,0.242700010538,0.156487330794,-0.296035438776,0.413756489754,-0.326855033636,0.241872221231,0.175288081169,0.0583459436893,-0.901856482029
695,-0.331181824207,-0.107567459345,-0.931551277637,1.86285209656,-1.16191744804,-0.0210120528936,1.54310011864,1.19675254822,-0.502367138863,-0.266357272863,0.0714047923684,0.135175064206,-0.407743632793,0.418650388718,-0.837203502655
10398,-0.364762365818,-0.0588089674711,0.532187819481,-0.0830899775028,-1.79716670513,0.486749827862,-0.570850014687,0.637970268726,-0.684933125973,-0.455168455839,0.984169900417,-0.577821612358,-0.0521453469992,-1.38715875149,-0.15272770822
5708,1.13533329964,0.259976089001,0.477155983448,-0.767983436584,-0.700330913067,-0.666991710663,-0.556850016117,-0.461026847363,-0.367290377617,0.159097015858,0.634834587574,0.0451169796288,0.0520259290934,-3.47341394424,-0.662359058857
1213,1.55952382088,-0.402962267399,-1.17367231846,-0.21580439806,-1.64638507366,-0.324277192354,-3.22664999962,-0.570396363735,0.0128861814737,0.0698304995894,-0.251930505037,0.33519244194,0.796695113182,-1.26937627792,-1.03504264355
226,0.00152125954628,0.0715669989586,-1.00078761578,0.737139999866,-1.10651063919,-0.339593678713,0.671100020409,0.0492663681507,0.888601660728,-0.954818367958,-2.20397830009,1.08342170715,0.337389528751,0.666807353497,-0.932699620724
6777,1.48820233345,-0.600494384766,-1.31736397743,-0.268281728029,-1.21303057671,-1.04349064827,-0.0982000082731,0.631220519543,0.00823633372784,0.242415323853,3.74035477638,-0.872853517532,1.0872168541,0.751444339752,1.0796148777
2113,-1.14649736881,0.493345707655,2.03179097176,-0.460839033127,-0.847796738148,-1.04312479496,0.560899972916,0.133323162794,-0.999546647072,-0.276426255703,1.90897262096,0.33005079627,0.397656261921,-0.861403286457,0.135975018144
3329,-1.48576939106,-0.269468843937,-0.429317176342,-0.222176641226,-0.263668417931,-0.0215639919043,0.412699997425,-0.529558181763,0.789744377136,-1.21548891068,0.448457658291,0.184855625033,0.396571010351,-0.0865856558084,-0.0906567424536
1050,0.296716272831,0.869460701942,-0.0943233668804,-0.757599115372,-1.469810009,1.11085641384,0.547100007534,-0.352623641491,0.298617720604,-0.0660935640335,-1.8664522171,0.882923305035,0.740311026573,1.33614754677,-0.5060582757
9491,-0.416186451912,0.427324324846,-0.101672053337,1.4424482584,0.125258803368,-0.999758958817,1.69354999065,0.884835004807,-0.426638543606,1.15866458416,0.951725184917,-0.95693731308,0.101592898369,-1.07657623291,0.855252027512
22926,1.00795590878,-0.261900424957,0.113189443946,0.0285504832864,-0.849596738815,0.353819966316,0.35585001111,-0.0959278568625,-1.38968098164,0.36046615243,0.207408100367,-0.354314118624,-0.356897175312,0.534817099571,0.543870449066
5899,0.377911955118,-0.602097690105,0.223824083805,-0.36020219326,-0.497954875231,0.28834182024,-1.34060001373,-0.330617398024,-0.79437315464,0.0768825039268,1.56684315205,-0.163087189198,-0.679170370102,0.954795897007,-0.924349963665
5467,-0.18361634016,0.46604269743,-0.89649951458,-0.237152799964,-0.169716835022,-0.245329782367,0.896849989891,-0.246055901051,0.53410255909,0.15187753737,2.18953275681,0.214331820607,-0.39160913229,-0.123518578708,-0.27189797163
6774,0.22107514739,-0.650751590729,-0.327578336,-0.616108417511,0.309777379036,-0.0664448440075,0.581249952316,-0.350398719311,0.0964218080044,-0.742452502251,-0.309495210648,0.549631953239,0.5270434618,-0.511315762997,0.433236956596
1788,-0.936777532101,0.134087905288,0.69417065382,-0.285067558289,0.560844779015,-0.0185834392905,0.496650010347,0.658439397812,-0.48668384552,0.00338774174452,-0.454809606075,-0.805317103863,-0.0592570118606,-1.81361019611,-0.0809296146035
5921,1.02909636497,0.0406122207642,0.463865369558,0.149763002992,1.32595849037,0.424842268229,-0.314950019121,-0.763123989105,1.04746079445,0.379447519779,-2.23041820526,0.621779978275,0.214828103781,2.98518657684,0.152219131589
5721,0.133403971791,0.0658423304558,-0.101097136736,0.643692493439,1.49064731598,-0.146424680948,-5.31050014496,-0.868774294853,0.362666904926,-0.0223798602819,-0.76431453228,-0.221989542246,-0.488287776709,0.273136377335,-0.469941169024
2263,-1.35652804375,-0.484033346176,-0.153602942824,-0.331120163202,0.593784451485,-0.135586202145,0.206200003624,0.58618915081,-0.996814846992,-0.674599349499,-0.0577293783426,-0.95270383358,0.458687126637,-1.76388311386,-0.0592670813203
808,0.921698987484,0.026322375983,-0.435703963041,1.92973923683,0.674596905708,0.0230426639318,-0.14849999547,1.7197458744,-0.113960690796,0.284480065107,0.73324072361,-0.0221086982638,-0.211446627975,-1.33941864967,0.664186179638
30001,-0.664137125015,-1.31077384949,-0.881514668465,0.0799614042044,-1.32604563236,0.256233155727,-0.0241500139236,-0.101404130459,-1.57762181759,-0.808914482594,4.36494016647,0.212858855724,0.00678756460547,0.708082020283,-0.382249861956
348,-1.0006737709,-0.643903493881,0.29159039259,0.569244980812,-0.132196873426,1.05328559875,0.218800008297,0.272136867046,-0.380421519279,-1.69488465786,2.15315628052,0.0443672128022,0.0821096152067,-0.877765655518,2.14846229553
30849,0.452842742205,0.23924857378,-0.677881479263,-0.813541769981,-2.93157482147,-0.782566785812,0.0296000018716,0.364058256149,0.223756492138,-0.815757870674,-0.274552613497,0.408451795578,0.505019903183,1.34856414795,-0.0974625423551
1454,0.543592095375,0.779157936573,-0.331987053156,-0.0878981500864,-0.0670015215874,0.344688773155,0.187549993396,-0.509425640106,-0.204882949591,-0.065859824419,1.8812994957,-0.042156778276,-0.00225746631622,-0.124998420477,1.20876920223
6500,0.445227116346,0.413156628609,-0.922927260399,0.146396249533,0.174255415797,0.925237119198,-0.0657999962568,-0.0391586720943,0.256609112024,0.975470244884,-2.79355454445,0.438730686903,0.437610387802,1.50502932072,-0.414942115545
5627,-1.50138163567,-0.634255945683,-0.621746301651,0.614948630333,-0.520672678947,0.0920575037599,1.04904997349,-0.123364642262,0.596924066544,0.16130438447,0.424866706133,0.267000347376,0.136685580015,0.751412034035,0.232634395361
5715,0.0508782081306,-0.522104024887,0.123776555061,-0.0437395125628,-1.18053162098,0.284447222948,-0.0764500051737,-0.333048731089,0.361470341682,-0.201773717999,-1.01451694965,1.09735989571,-0.0236882343888,1.56821191311,-0.755912363529
