rid,CPC005_A375_6H:BRD-K21548250-003-03-5:10,CPC005_A375_24H:BRD-K21548250-003-03-5:10,CPC005_A549_6H:BRD-K21548250-003-03-5:10,CPC005_A549_24H:BRD-K21548250-003-03-5:10,CPC005_HA1E_6H:BRD-K21548250-003-03-5:10,CPC005_HA1E_24H:BRD-K21548250-003-03-5:10,CPC005_HCC515_6H:BRD-K21548250-003-03-5:10,CPC005_HT29_6H:BRD-K21548250-003-03-5:10,CPC005_HT29_24H:BRD-K21548250-003-03-5:10,CPC005_MCF7_24H:BRD-K21548250-003-03-5:10,CPC005_MCF7_6H:BRD-K21548250-003-03-5:10,CPC005_PC3_6H:BRD-K21548250-003-03-5:10,CPC005_PC3_24H:BRD-K21548250-003-03-5:10,CPC005_VCAP_6H:BRD-K21548250-003-03-5:10,CPC005_VCAP_24H:BRD-K21548250-003-03-5:10,CPD003_MCF7_6H:BRD-K21548250-003-15-9:10,CPD003_MCF7_24H:BRD-K21548250-003-15-9:10,CPD003_PC3_6H:BRD-K21548250-003-15-9:10,CPD003_PC3_24H:BRD-K21548250-003-15-9:10
5720,-0.119190692902,0.123615652323,-0.500799775124,-1.04064977169,0.295150011778,0.353781461716,0.202199995518,-0.20259796083,-0.736906707287,-1.31264102459,-0.322785258293,-0.263534426689,-1.37864816189,-0.355336815119,-1.09102487564,-0.255800008774,-0.283450007439,0.41635042429,0.557850003242
466,-0.550994813442,0.307881236076,-0.496488511562,-6.65512180328,-1.1547999382,-0.558961749077,0.0762500166893,-0.371183037758,0.0558213070035,0.634404242039,-0.304859638214,0.137211680412,-0.0959357917309,-0.201137900352,0.971005260944,0.491499990225,-1.13047504425,-0.334171384573,-0.820250034332
6009,-0.438243925571,-0.42442214489,-0.477836668491,0.783915281296,-1.44254994392,-0.483071535826,-0.247950017452,0.0882314294577,0.982682049274,-0.238133460283,-0.128773808479,0.172044500709,0.284860014915,0.731271624565,0.682615697384,-1.08325004578,0.759150028229,-0.344467550516,1.01434993744
2309,-0.302514523268,-0.29625967145,-0.311111748219,-0.742868304253,-0.483649998903,-0.437379360199,-0.570450007915,0.145602434874,0.929682374001,-0.205272063613,0.84840631485,0.813424646854,1.02275598049,-0.381236672401,-0.690811991692,-0.359100013971,0.16892503202,0.492937386036,-0.555249989033
387,-0.254126787186,-0.348333895206,-0.864967465401,0.185976922512,-1.23350000381,-1.42256045341,0.926800012589,-0.0963093191385,-0.851127684116,0.618267893791,0.103471674025,0.057119473815,1.83392167091,-0.436490595341,0.939737796783,-0.750100016594,1.6683498621,0.385248124599,-0.783349990845
3553,-0.675140857697,0.22012963891,1.28062868118,0.497109919786,0.824249982834,0.662003278732,-1.10220003128,-0.177491694689,0.174141094089,0.246221169829,-0.439803183079,-0.27016800642,4.8936047554,0.769498467445,0.595445513725,-0.436599969864,0.0896250009537,-1.09569382668,-0.770049989223
427,-0.705162525177,0.348420113325,-0.239896342158,0.24924595654,0.231600001454,0.417104005814,-0.53225004673,-0.447921663523,-0.241060972214,-0.197506785393,-0.985359370708,-0.95834249258,-0.379592210054,-0.621345579624,-0.0807510614395,-0.671249985695,-0.681075036526,0.197926193476,0.00229996442795
5898,-0.00213375687599,1.03121113777,0.112223051488,-5.96760940552,0.357349991798,-0.239985868335,2.00174999237,-0.281969219446,1.38232171535,-2.15358042717,-0.510634720325,-2.7162899971,-0.0393864139915,-0.171032637358,-0.636858046055,0.0333999991417,-1.08362495899,-0.186689689755,-0.11470001936
23365,-0.347801208496,0.417957186699,0.619316697121,0.562495946884,0.226049989462,-0.203850984573,0.889349937439,0.483083724976,0.148545920849,-0.21901999414,0.535235822201,0.59104424715,6.23999977112,1.13113319874,0.281814336777,-0.138799995184,1.03687500954,0.311444610357,0.597450017929
6657,-0.395516872406,-0.582179903984,0.983641505241,-0.309203386307,0.748250007629,0.973498106003,-0.834100008011,-0.26042765379,0.37742677331,0.257596820593,-0.376013934612,0.424305677414,-1.10718894005,-0.232054740191,0.0446767322719,-0.96130001545,0.642000079155,-0.571527838707,-0.68314999342
5054,0.273499339819,-0.211633682251,-1.15614545345,0.00372634083033,-0.448599994183,-0.957127094269,-0.105100005865,-0.388401478529,0.617085039616,0.907570123672,-0.164507970214,0.294537574053,-0.287599116564,0.0117267593741,-0.0567877665162,0.153650000691,2.65600013733,0.326921582222,-1.13129997253
3108,0.118330195546,0.765055179596,-1.19068777561,-0.5959597826,-1.51405000687,-0.653033614159,0.116400003433,-0.568017601967,0.120826750994,1.65346932411,-0.119694545865,-0.404571503401,0.659592807293,0.261286556721,1.172103405,0.526849985123,1.26679992676,1.13194859028,-2.36930012703
1950,-0.199668735266,0.214302733541,0.477053284645,0.421853601933,0.65575003624,0.677590847015,-1.28299999237,-0.0636057704687,-0.893772602081,0.461250960827,0.146536767483,1.33092105389,-1.57076716423,-0.210225299001,-0.985836088657,-0.131200000644,0.53942501545,-0.904996871948,-0.306549996138
351,0.530070602894,-0.0845825150609,0.678326666355,0.489829003811,0.301149964333,0.187811329961,-1.15125000477,0.750088572502,0.0277208611369,-0.100844725966,1.24844861031,0.24431706965,-0.464111953974,0.6839646101,0.243489205837,0.688949942589,0.497724980116,-0.0744175165892,-0.956200003624
4846,-0.16948133707,0.118497774005,-0.142022311687,0.61563450098,0.323699980974,-1.40035045147,-1.10014998913,0.117947265506,-0.773958742619,-0.505898237228,0.26255941391,-0.609053909779,0.204378455877,-0.575516104698,-0.0715109705925,0.326600015163,-1.05577492714,0.144807010889,-0.57539999485
1452,-0.76566696167,0.309922158718,-0.34082531929,-0.575806617737,0.253849983215,-0.726327300072,-0.382400006056,0.172042608261,0.0989253520966,-0.0851935148239,-0.0220705978572,-2.83467054367,0.380991637707,0.176284492016,-1.1968588829,-0.460699975491,-0.0937250480056,0.214758455753,0.753600001335
4776,0.210712403059,-0.850322842598,0.682376086712,0.161653220654,1.50125002861,-0.212600111961,-0.159550011158,-0.291629552841,0.0904794931412,0.663501143456,0.650913417339,-0.246005907655,-0.260323226452,0.551954030991,0.168437823653,-0.674399971962,0.218974992633,-1.11345851421,-0.475850015879
6908,0.460664242506,-0.20835646987,-0.392903268337,-0.864900946617,-0.796050012112,-1.62993323803,-0.301750004292,-0.292549490929,-0.841498851776,-0.176880627871,-0.287924230099,-0.581798911095,-0.470312654972,-0.547883808613,1.71712577343,-0.69470000267,0.617624998093,-0.0691741406918,1.01600003242
