rid,DOS023_VCAP_6H:BRD-K86843304-001-02-4:5,DOS023_VCAP_24H:BRD-K86843304-001-02-4:5,DOS052_A375_24H:BRD-K86843304-001-02-4:5,DOS052_A549_24H:BRD-K86843304-001-02-4:5,DOS052_HT29_24H:BRD-K86843304-001-02-4:5,DOS052_MCF7_24H:BRD-K86843304-001-02-4:5
5720,-0.0164863988757,0.612200021744,-1.50039994717,0.544900000095,-0.192299991846,0.652750015259
466,0.0785591900349,-4.48479986191,-0.323749989271,-0.343300014734,0.522500038147,-1.56569981575
6009,-0.696551918983,1.08380007744,-1.14684998989,0.147900000215,0.354999989271,1.0434499979
2309,-0.130828171968,-0.101699993014,0.274450004101,-0.668099999428,-0.649749994278,-3.65059995651
387,-1.19194161892,0.414849996567,-0.921550035477,0.0193000007421,-0.33654999733,-0.848749995232
3553,0.24285286665,-1.12569999695,0.575550019741,-0.64050000906,-0.12729999423,-1.2486000061
427,0.980249285698,-0.535199999809,-1.36354994774,-3.44180011749,0.0182500034571,0.699800014496
5898,0.0897160992026,0.429049998522,0.819500029087,0.302599996328,0.215800002217,0.454750001431
23365,-0.61022734642,-0.734950006008,1.34615004063,-0.42460000515,-1.39055001736,-0.313400000334
6657,0.211343824863,4.88469982147,0.0810500010848,-1.44110000134,0.185199990869,-1.04670000076
5054,0.325519680977,-0.285499989986,-0.621450066566,0.177699998021,-0.580000042915,-0.081700026989
3108,-0.753091692924,5.14655017853,0.477799981833,-0.446200013161,-0.213199973106,0.198700010777
1950,0.0480193793774,0.484149992466,0.159000009298,-0.104699999094,0.360700011253,-0.272399991751
351,-0.179175794125,2.48315000534,-0.0561999976635,-0.599600017071,0.373950004578,-0.465599983931
4846,-0.31181588769,2.29520010948,0.0532499998808,-0.790300011635,-0.0266000032425,0.453850001097
1452,-0.935123860836,0.392149984837,0.302100002766,0.497900009155,0.124900013208,0.458800017834
4776,-0.322560429573,5.35920000076,0.422449976206,-0.272599995136,-0.425900012255,-0.45459997654
6908,0.27308806777,0.368249982595,0.351300001144,-0.387600004673,0.576350033283,0.809399962425
672,0.581913948059,2.52904987335,0.368649989367,0.776099979877,0.55814999342,0.305199980736
5710,-0.353156626225,-0.0601499974728,0.369599997997,1.07229995728,-0.114549994469,0.280649989843
2115,0.61474609375,5.0,-0.285400003195,0.0513000003994,0.198799997568,-0.87374997139
7015,-0.296181321144,-0.0362499952316,0.938549995422,-3.24079990387,-0.357649981976,-0.197349995375
8726,-0.128543362021,-0.287450015545,0.34454998374,2.18099999428,0.258199989796,1.4904999733
2185,-0.0356410592794,-1.35850000381,0.0351999998093,-0.653699994087,-0.502900004387,-1.10835003853
3315,-0.251754015684,0.54139995575,-0.251950025558,0.0,-0.0458000004292,-0.866400003433
5289,0.236632853746,-0.0110999941826,-0.420100003481,1.09679996967,-0.0634500011802,-0.0455499887466
868,0.23366189003,4.06645011902,-0.17444999516,-2.53060007095,-0.284249991179,0.0844499990344
1677,0.465918511152,0.334800004959,0.411050021648,-1.37320005894,0.356700003147,-0.0135499835014
7043,0.0925661176443,-0.40625,0.125999987125,-0.822200000286,0.123150005937,-1.00709998608
5613,0.527657091618,-0.19825001061,-0.161100000143,-0.71590000391,0.492399990559,-0.868200004101
595,0.0599980354309,0.15704998374,-2.67840003967,-0.0142000000924,0.306549966335,0.407299995422
4793,-1.90422177315,0.205449968576,-0.155100002885,0.508199989796,-1.38059997559,-0.470650017262
2736,0.677443146706,0.717849969864,0.00149999558926,-1.72979998589,0.162149995565,-1.56439995766
5290,-0.0137234404683,-0.748700022697,-0.0433000028133,-0.902000010014,-0.249899998307,-0.42824998498
6194,1.0405241251,-5.0,0.0,0.000699999975041,-0.00034999998752,-0.680899977684
1676,-0.115261375904,0.165300011635,-1.19050002098,-0.203500002623,0.0222999975085,-1.06050002575
23512,0.0795527473092,0.709550023079,1.04694998264,-0.550700008869,0.254550009966,0.543399989605
148022,0.239693403244,0.104450002313,-0.806599974632,-1.4903999567,0.127350002527,-0.443400025368
1906,0.12602634728,2.05120015144,-1.28259992599,-0.159700006247,0.779100000858,-1.4129999876
8878,-0.0109436959028,2.56479978561,-0.0788999795914,-0.64880001545,-0.177749991417,-0.20530000329
3091,0.553109824657,0.306050002575,-0.0860000029206,-0.00200000009499,0.0957999825478,-2.12120008469
5743,0.357280373573,4.76964998245,0.925249993801,1.38259994984,0.0696000009775,0.717450022697
5321,0.112990289927,-0.949500024319,-0.0623999983072,0.0789000019431,-0.341949999332,-1.18665003777
4144,-0.190580636263,-4.08540010452,0.145500004292,-0.119800001383,-3.07259988785,-0.849399983883
1981,-0.739109456539,0.972899973392,0.488449990749,-0.92049998045,-0.489749997854,-1.12870001793
695,-0.556846082211,-0.231849998236,0.44494998455,-0.151099994779,-0.0117000006139,-0.0145000219345
10398,0.526194930077,3.22654986382,0.2431999892,-0.935699999332,0.30655002594,-1.26779997349
5708,0.604471683502,-0.336600005627,-2.75370001793,1.20159995556,-0.76449996233,-0.823149979115
1213,-0.229176655412,-6.11595010757,0.985999941826,0.531700015068,0.875999987125,0.61905002594
226,-0.463560342789,0.940649986267,0.014200001955,-1.75709998608,0.473250001669,-0.705950021744
6777,-0.643830120564,1.17735004425,0.820850014687,-0.712400019169,-0.0649499893188,3.90929985046
2113,0.0603836476803,1.48759996891,-0.669950008392,-0.452499985695,0.250299990177,-2.46560001373
3329,0.170374691486,-4.6170501709,0.219250008464,1.47019994259,0.225049987435,-0.186099991202
1050,-0.517590999603,0.305199980736,1.04024994373,0.779100000858,0.177550002933,0.551050007343
9491,0.103114493191,-0.385399997234,0.406149983406,-1.48810005188,-0.24660000205,0.333099991083
22926,-0.879661917686,0.390950024128,-0.498099982738,-0.133799999952,-0.0911499857903,0.671700000763
5899,-0.208114147186,4.66275024414,0.540300011635,0.681599974632,-0.347150027752,0.777350008488
5467,0.0659824609756,4.58659982681,0.36265000701,-0.525699973106,-0.502949953079,-1.18410003185
6774,0.291138350964,0.464150011539,-0.188750013709,1.27139997482,0.831700026989,-0.149450004101
1788,-0.136531487107,-0.790349960327,0.726149976254,0.238199993968,-0.534799993038,-2.56235003471
5921,-0.0811501070857,-0.0541499853134,0.76240003109,1.4240000248,-0.205899998546,1.57980000973
5721,-0.879771351814,-3.66384983063,0.379549980164,1.22440004349,0.134700000286,-0.937350034714
2263,0.339739501476,0.332300007343,0.27120000124,0.500199973583,0.307550013065,2.13930010796
808,0.585575401783,-0.306699991226,0.887199997902,-0.981299996376,0.666700005531,-2.61374998093
30001,-0.986634194851,4.94805002213,-0.0867999941111,-0.768499970436,-0.0459499955177,1.29964995384
348,0.937846839428,0.606500029564,0.554149985313,-1.42420005798,-0.544350028038,-0.500150024891
30849,-0.0909611061215,-0.518499970436,0.0389500260353,-0.288899987936,0.735100030899,0.589150011539
1454,-0.979443192482,3.76469993591,-1.1345499754,0.484400004148,-0.884950041771,1.85790002346
6500,0.0959413647652,1.91650009155,0.833850026131,0.201900005341,-0.0814000070095,0.330150008202
5627,1.01528739929,0.363550007343,0.384649991989,1.37020003796,-0.586099982262,2.37389993668
5715,-0.66143912077,0.514349997044,1.76170003414,-0.669499993324,0.299149990082,0.143950015306
4791,0.586006700993,-0.449649989605,-0.0541500002146,-0.980000019073,-0.062699995935,-1.2623000145
56924,0.318169355392,0.760999977589,1.91400003433,-2.17160010338,-0.366600006819,-0.510500013828
2690,0.277085751295,1.87765002251,0.0992499962449,-0.89310002327,0.36335003376,0.640100002289
1019,0.0765941143036,1.71090006828,0.912349939346,0.745100021362,-0.635450005531,-0.897000014782
51422,-0.375155389309,5.04750013351,0.62549996376,1.28410005569,-0.276299983263,0.463700026274
5788,-0.205567330122,0.55655002594,0.39984998107,-3.40599989891,0.27325001359,-1.18809998035
6709,-0.0294357426465,0.365099996328,1.00935006142,-0.172700002789,0.337549984455,0.400200009346
1277,0.316085070372,3.34654998779,0.696399986744,-1.54999995232,-0.634100019932,-0.037349998951
993,0.421767473221,1.04565000534,0.106050014496,-2.75609993935,0.01859998703,-0.57674998045
7157,0.19899110496,-0.47729998827,-0.222400009632,-2.45440006256,-0.100600004196,0.719500005245
1958,-0.72988474369,5.65509986877,1.25454998016,0.548099994659,0.518999993801,1.29970002174
4582,0.0575676187873,1.85809993744,-0.131050005555,-0.674499988556,0.229399994016,1.38469994068
9212,0.277853399515,-0.932549953461,-0.455700039864,0.537100017071,0.0198999941349,-1.39754998684
8440,-0.796068131924,-4.40450000763,0.375399976969,-0.240400001407,0.72135001421,0.951449990273
6790,-0.63286536932,-0.440949976444,0.220899999142,0.489100009203,-1.31369996071,0.316599994898
