rid,CPC004_A375_6H:BRD-A73368467-003-07-7:10,CPC004_HA1E_6H:BRD-A73368467-003-07-7:10,CPC004_HA1E_24H:BRD-A73368467-003-07-7:10,CPC004_HCC515_6H:BRD-A73368467-003-07-7:10,CPC004_HCC515_24H:BRD-A73368467-003-07-7:10,CPC004_HEPG2_6H:BRD-A73368467-003-07-7:10,CPC004_HT29_6H:BRD-A73368467-003-07-7:10,CPC004_MCF7_6H:BRD-A73368467-003-07-7:10,CPC004_PC3_6H:BRD-A73368467-003-07-7:10,CPC004_PC3_24H:BRD-A73368467-003-07-7:10,CPC004_VCAP_6H:BRD-A73368467-003-07-7:10,CPC004_VCAP_24H:BRD-A73368467-003-07-7:10,CPC015_A375_6H:BRD-A73368467-003-07-7:10,CPC015_A549_6H:BRD-A73368467-003-07-7:10,CPC015_A549_24H:BRD-A73368467-003-07-7:10,CPC015_ASC_24H:BRD-A73368467-003-07-7:10,CPC015_HEPG2_6H:BRD-A73368467-003-07-7:10,CPC015_HT29_6H:BRD-A73368467-003-07-7:10,CPC015_MCF7_6H:BRD-A73368467-003-07-7:10,CPC015_MCF7_24H:BRD-A73368467-003-07-7:10,CPC015_NPC_24H:BRD-A73368467-003-07-7:10,CPC015_PHH_24H:BRD-A73368467-003-07-7:10,CPC015_SKB_24H:BRD-A73368467-003-07-7:10,CPD003_MCF7_6H:BRD-A73368467-003-11-9:10,CPD003_MCF7_24H:BRD-A73368467-003-11-9:10,CPD003_PC3_6H:BRD-A73368467-003-11-9:10,CPD003_PC3_24H:BRD-A73368467-003-11-9:10
5720,-1.25453341007,0.157854005694,-0.0994498804212,0.808363318443,1.07403314114,-1.1747071743,1.54004907608,0.708999991417,-1.60177993774,-0.161546453834,-0.59569644928,0.0260036028922,0.518234908581,-0.111800000072,-0.860133349895,-0.0125344246626,0.42610001564,-0.79033178091,-1.13261985779,0.635497510433,-0.490751862526,-0.910349965096,-0.581600010395,1.48049998283,0.633786857128,-0.0359594374895,0.878949999809
466,0.825766682625,-0.0194654911757,0.35001885891,0.195634037256,0.788414597511,-1.76432228088,0.251375168562,0.595324993134,0.306019991636,-1.48991191387,-0.000464633107185,0.241791531444,0.523826181889,0.487199991941,1.05643343925,-0.0654379054904,-0.91605001688,-0.14164994657,-0.733813285828,0.0644884780049,0.0269993841648,0.209199994802,-1.75209999084,-0.18489998579,0.287269979715,0.734933793545,-0.658999979496
6009,1.14070010185,0.40848505497,0.0232953131199,-0.123119443655,0.745041787624,-1.36690592766,1.19917035103,-0.30085003376,-0.357200026512,-0.760583817959,0.397310912609,-0.428983777761,-0.74015212059,0.16424998641,-3.72126674652,-0.097610026598,0.190249994397,0.0,0.564360618591,-0.929717481136,-0.336203753948,0.561850011349,1.55785000324,0.60490000248,0.0388372913003,0.0286866426468,0.264799982309
2309,1.05883324146,0.113310843706,0.554630637169,-0.640208959579,-1.17734718323,0.385743141174,0.341124504805,-0.151250004768,0.460400044918,-0.588529884815,-3.10898852348,-0.97612452507,-0.113513857126,-0.648750007153,-1.8193334341,-0.710537672043,0.0161000043154,-0.629678070545,-0.380307912827,-0.0394748151302,-0.620436608791,-0.0241999998689,-1.37610006332,0.218400001526,0.262802660465,2.12733054161,0.853450000286
387,-0.618833363056,-0.066904425621,0.656359434128,0.0918185561895,-1.13736915588,-0.944411754608,0.856321573257,0.906549990177,-0.287100017071,-0.201895698905,-0.596357345581,-0.378518611193,-1.02967178822,0.00719998776913,0.350266695023,-0.810375154018,-0.0137500017881,0.152294203639,-0.560887932777,-0.0473996885121,0.567826032639,0.337400019169,0.633100032806,0.295049995184,0.222471043468,0.237013787031,0.2051499933
3553,-0.838733315468,0.510921061039,-0.446057677269,-0.845289111137,-0.756307423115,1.43753814697,-0.470197498798,0.0652500018477,0.658879995346,-0.626488924026,0.452142357826,0.128992453218,1.04617989063,0.00439999997616,0.583200037479,-0.106522761285,0.344950020313,0.327876448631,0.950290799141,0.0693115592003,0.666165471077,-0.882050037384,-0.0558499991894,-1.23014998436,-0.37610527873,-0.119709387422,-0.78569996357
427,0.508366644382,-0.857007145882,0.399230122566,-0.423775017262,0.387393683195,0.136079967022,-0.549855649471,-0.284200012684,0.465700000525,-0.996343910694,-0.041333168745,1.03214764595,0.876741826534,-0.449800014496,0.959933400154,0.326462060213,-0.415300011635,0.150656789541,0.808499932289,0.478447765112,-0.361785203218,-0.416750013828,-0.530550003052,-0.965950012207,-0.124223746359,0.0675778016448,-1.19669997692
5898,-2.40100026131,0.801947534084,0.590888738632,-0.0107059925795,-1.70821797848,0.167668968439,-0.848345637321,0.595124959946,0.667840003967,-0.700833201408,0.177418738604,0.364864826202,0.860841631889,0.568799972534,0.942100048065,0.725618958473,0.764800012112,0.488254994154,-1.31683814526,0.0459039509296,-0.337906718254,-1.34719991684,-1.33780002594,-1.41190004349,-0.228024810553,-0.313603520393,-0.711899995804
23365,0.927700102329,-0.298219650984,-0.709656596184,-0.394400298595,-0.0898633599281,-1.02965641022,-1.02227246761,0.00517500936985,0.21801994741,-0.316085398197,-0.493383824825,0.00662552937865,0.93397217989,0.734799981117,1.45496678352,0.740594625473,0.878600001335,-0.138576209545,0.606519520283,0.232194691896,-0.193073153496,-0.407249987125,0.175749987364,0.0063000023365,0.0595611929893,-0.219833955169,-1.93739998341
6657,-0.0567000210285,0.0825516209006,0.106330551207,-0.0127831734717,0.125019744039,1.17234659195,-0.752984285355,0.190250024199,0.0860200226307,0.0082769729197,0.421159029007,0.0358410775661,0.200179636478,-0.375600010157,-0.602500021458,0.323259651661,0.37064999342,0.173399433494,1.54682087898,-0.902081489563,0.0884045660496,-0.65775001049,0.0328000038862,-1.16400003433,0.0133819449693,0.181129410863,-0.62650001049
