rid,CRCGN001_HA1E_6H:BRD-K46435528-001-01-0:10,CRCGN001_HA1E_24H:BRD-K46435528-001-01-0:10,CRCGN004_HA1E_24H:BRD-K46435528-001-01-0:10UM
5720,0.872872829437,-0.260904610157,0.614754736423
466,0.444159269333,-0.209481805563,-0.257833570242
6009,1.27367031574,-0.951855421066,0.0507542192936
2309,0.574542164803,-1.42488217354,0.386738836765
387,1.6546305418,-0.699016869068,0.254595637321
3553,-1.14542520046,0.79443949461,-0.306818693876
427,-0.458984076977,0.122968822718,0.875211596489
5898,-0.801621377468,0.916089177132,-0.408988028765
23365,-0.635813176632,0.51764434576,0.162213474512
6657,-1.39481437206,0.500063240528,-0.711579144001
5054,-1.39968836308,-0.000630961731076,0.315535783768
3108,0.0619919374585,-0.371748447418,-0.0486258491874
1950,-0.873654544353,-0.0435191467404,-0.134292542934
351,-0.443946570158,0.468728631735,-0.0968435406685
4846,-0.680959641933,-0.261695712805,-0.283985972404
1452,-0.0177626982331,-0.50823789835,-0.080768302083
4776,-1.02711296082,0.383176445961,-0.583016812801
6908,1.23212718964,-0.514214754105,0.956185400486
672,0.421833693981,0.133924335241,0.56056022644
5710,0.802660405636,-0.654866218567,0.697867691517
2115,-1.31736898422,0.884218335152,-0.0559981837869
7015,-1.26689589024,-0.0898804217577,-0.848869085312
8726,0.00590921938419,-0.134871482849,0.450341790915
2185,-1.59404230118,1.21688210964,-0.579655408859
3315,1.25386035442,-0.552243053913,0.491228044033
5289,-0.996608257294,0.613924622536,0.0715873166919
868,-0.480055838823,0.292627543211,-0.378566235304
1677,-0.545787572861,0.132484957576,-0.597539663315
7043,-1.05574250221,0.615566194057,-0.323972344398
5613,-0.648479104042,0.144026994705,-0.693663597107
595,-0.142170265317,0.274820357561,0.0709099173546
4793,-0.119501248002,-0.773799836636,-0.608453094959
2736,-1.1852619648,1.10228049755,-0.700126826763
5290,-1.39822363853,0.598379611969,-0.305351793766
6194,-0.0917491316795,9.77221716312e-05,-0.000338138517691
1676,-1.01558530331,0.187522023916,-0.0595007091761
23512,-0.880486190319,-0.197417855263,0.296648234129
148022,-1.12085318565,0.936194717884,0.570900857449
1906,-1.95948183537,0.570469737053,-0.330432236195
8878,0.898000955582,-0.656144559383,0.174277573824
3091,-0.729252636433,0.221418693662,-0.299816846848
5743,-0.409268081188,0.082261249423,-0.197902485728
5321,-0.887285768986,0.793056607246,-0.831910312176
4144,-0.819882512093,0.151874229312,-0.147424295545
1981,1.5958687067,-0.633150279522,0.25487869978
695,-0.647508144379,0.722550272942,0.374758183956
10398,-1.50897455215,0.625569939613,0.431830197573
5708,-1.34206831455,-0.150309741497,-0.294767349958
1213,1.1604834795,0.145473629236,0.582137525082
226,0.930493712425,-0.662828266621,0.380221992731
6777,0.72292971611,-0.308317780495,0.721577465534
2113,-1.20122742653,0.790636897087,-0.131197601557
3329,1.2765597105,-0.36765396595,0.906117260456
1050,0.335619956255,-0.43833860755,0.712371766567
9491,-1.76133072376,0.375697672367,-0.778308153152
22926,-0.412539988756,-0.00644071493298,-0.250196099281
5899,1.1508538723,-0.336821198463,1.07190394402
5467,-0.955623865128,0.401739984751,-0.246029242873
6774,-0.656600415707,0.46163097024,0.512021780014
1788,-1.53674614429,0.700651347637,-0.691847681999
5921,0.0108330529183,0.214125588536,0.465447723866
5721,0.559261798859,-0.316323429346,0.405248194933
2263,-1.40612506866,-0.113411530852,-0.451591968536
808,-0.748967468739,0.100774340332,-0.77395349741
30001,0.569262862206,-1.09881818295,0.875108957291
348,-1.22580480576,0.601755559444,0.20651987195
30849,1.60018384457,0.406553566456,0.254802882671
1454,0.720714330673,-0.757556498051,0.00304885208607
6500,0.102506063879,0.710306823254,0.00939892604947
5627,1.07667934895,-0.0644087418914,0.0421682745218
5715,1.7255345583,-0.632245361805,0.583028376102
4791,-0.917677342892,1.10634946823,-0.404925882816
56924,0.0788241773844,0.695965826511,1.17717409134
2690,0.246251106262,-0.540116727352,-0.313511788845
1019,1.15291106701,-0.825406432152,-0.386382073164
51422,-1.02293384075,0.131001785398,-0.290721952915
5788,-2.26594209671,0.855763912201,-0.236388713121
6709,1.62079977989,-0.975312530994,0.0744285434484
1277,0.825303912163,0.00414100941271,-0.155882716179
993,1.39648079872,-0.880226671696,0.135494157672
7157,0.819314539433,-0.742805838585,0.690622091293
1958,-0.668319523335,0.176000013947,-0.00879646465182
4582,-0.878217160702,0.643047511578,0.536468625069
9212,-0.990455985069,0.0667918995023,0.493598371744
8440,-0.190319806337,-0.0853638201952,-0.180057883263
6790,0.268546581268,0.589468479156,0.550894916058
8851,-0.689907431602,-0.78275758028,-0.672386884689
2534,0.245130032301,-0.222737088799,-0.00103115290403
4893,0.162960857153,-0.12112775445,0.488809585571
665,-1.35999810696,-0.0122009096667,0.672344565392
4313,-2.48220705986,0.483473241329,-0.566580295563
1022,-1.54923796654,0.746845543385,-0.856230378151
5880,0.292113006115,0.313201487064,0.506466031075
3162,0.326900243759,-0.482012659311,-0.246817961335
1282,-1.66424810886,0.544362068176,-0.128533378243
3383,-1.01365697384,0.449932694435,1.12329983711
727,-0.968075573444,1.04469192028,-0.679301559925
4792,1.00174629688,-0.586730778217,0.228476181626
4794,-1.86254262924,0.675904989243,-0.881934046745
902,-1.09478652477,0.484917968512,-1.35016393661
8091,1.57886660099,-0.430972516537,-0.286497205496
3486,-1.2732834816,0.415199965239,0.0739684104919
10818,-1.00190830231,0.879154384136,-0.300915926695
3454,-2.02361989021,-0.392473220825,-0.761863827705
4282,0.000477868423332,-0.00127323204651,-0.203344658017
1605,1.19673192501,-0.685199737549,0.717176496983
