rid,MUC.CP004_MCF7_6H:BRD-K54517303-001-01-5:9.9067,MUC.CP004_MCF7_6H:BRD-K54517303-001-01-5:3.3022,MUC.CP004_MCF7_6H:BRD-K54517303-001-01-5:1.1007,MUC.CP004_MCF7_6H:BRD-K54517303-001-01-5:0.3669,MUC.CP004_MCF7_24H:BRD-K54517303-001-01-5:9.9067,MUC.CP004_MCF7_24H:BRD-K54517303-001-01-5:3.3022,MUC.CP004_MCF7_24H:BRD-K54517303-001-01-5:1.1007,MUC.CP004_MCF7_24H:BRD-K54517303-001-01-5:0.3669
5720,-0.375102102757,1.91489982605,0.329542756081,-0.884150028229,-0.269614845514,0.897578597069,1.49992549419,0.227958962321
466,-0.769604086876,0.102110229433,-0.119525521994,0.350450009108,0.535566449165,0.559061408043,0.917378902435,0.664256513119
6009,-0.0812699943781,0.736843943596,0.786613643169,0.604950010777,-0.0106071680784,-0.485565066338,0.464833468199,0.316015392542
2309,0.874976933002,1.69553399086,1.31019639969,-0.166199997067,-0.352503299713,0.448160678148,0.185779452324,0.159328252077
387,0.478569805622,0.963783562183,1.35435032845,-0.238099992275,-0.428736507893,-0.0813479423523,0.60005146265,-0.345661520958
3553,1.63065326214,0.359253913164,-0.20220080018,0.0434000007808,-0.591005623341,-0.750597476959,-1.00876367092,-0.458906292915
427,-0.0922874808311,-0.867155790329,0.1186292395,-0.0442000031471,0.827016592026,0.311870962381,0.658414244652,0.535089015961
5898,0.0747783780098,-1.17795431614,-0.807422280312,0.963150024414,0.17693901062,0.0152735393494,0.578914403915,0.171212688088
23365,-0.615108013153,-1.19170641899,-0.473939746618,-0.794300019741,0.100985482335,-0.242234274745,3.35189437866,-0.458112001419
6657,1.07433354855,1.44068193436,-0.187871307135,0.972699999809,-0.321206301451,-0.665199756622,-0.799420595169,-0.336553156376
5054,0.461103409529,0.293802976608,0.0562896132469,0.574849963188,-0.522198081017,-0.785146832466,-0.665118932724,-0.730431556702
3108,0.417903840542,-0.103151828051,1.01270711422,-0.271799981594,0.800115466118,1.11910820007,1.34911632538,-0.166106060147
1950,0.0863792598248,0.0807882845402,-0.359420955181,0.703700006008,-0.357301175594,-0.35265058279,-0.905036270618,-0.100563474
351,-0.429990649223,-1.04784476757,-1.6174800396,0.141550004482,-0.405647158623,-0.235164105892,-1.29565155506,0.00281599909067
4846,0.418481618166,6.90527009964,0.844444036484,2.82650017738,-0.114410161972,-0.909057915211,-0.646604657173,0.437619686127
1452,0.341094970703,-0.783968150616,0.945561289787,-0.566200017929,-0.630416154861,-0.291213482618,0.244644224644,-0.264500766993
4776,1.49345314503,1.24659752846,-0.648201823235,0.511650025845,-0.625970304012,-0.713096559048,-1.1471426487,-0.513961613178
6908,0.395263433456,0.656122028828,1.73980402946,0.294200003147,-0.0883102267981,-0.175275668502,0.735701143742,0.411758363247
672,-1.01294279099,-2.09013104439,-0.371303528547,-0.00100001692772,0.201226085424,0.975934863091,0.567978680134,0.819201350212
5710,0.745652794838,0.721855580807,1.31541156769,-0.12650001049,-0.0801639184356,0.0783463343978,0.183185249567,0.433874428272
2115,0.218002513051,-0.0554331429303,-0.361995607615,-0.51265001297,0.469618499279,-0.976630091667,-0.282930135727,-0.481181234121
7015,1.03316223621,0.880355060101,-0.12477324158,0.392999976873,-0.16693302989,-0.4371047616,-0.831686139107,-0.492243170738
8726,-0.572675526142,-1.0863468647,-1.35019493103,0.918700039387,0.723057746887,0.803528428078,1.06296217442,1.09973227978
2185,0.708701193333,0.640528261662,-0.4920155406,0.793299973011,-0.411832720041,-0.97570681572,-0.83215034008,-0.318626403809
3315,-0.114208228886,0.232347413898,-0.432176530361,0.337249994278,0.410900086164,-1.23366820812,0.567497611046,-0.244658812881
5289,0.381446093321,2.09415650368,-0.0961519479752,1.80199992657,0.360947608948,-0.856004357338,-0.564379692078,-0.313044786453
868,1.07548582554,1.92799186707,0.887177407742,-0.330150008202,-1.18608546257,-0.595833480358,-0.793987154961,-0.478912234306
1677,0.838751196861,1.33336818218,-0.294876813889,0.899650037289,-0.217063963413,-0.545434832573,-0.78531396389,0.120517216623
7043,2.07680130005,1.00104999542,1.51751041412,-0.0214000046253,-0.462018668652,0.237056419253,-0.714264214039,0.0605017542839
5613,0.391453742981,0.539699494839,-1.02917480469,-0.150399982929,-0.402071237564,-0.829408168793,-0.2854424119,-0.702200591564
595,0.472924202681,0.280827373266,-0.934214711189,-0.403800010681,0.448006331921,0.457837611437,0.260879397392,0.409913212061
4793,0.983097314835,1.59001541138,1.09970295429,0.58085000515,0.0156016349792,-0.376163721085,0.636193394661,-0.180015534163
2736,0.894913256168,2.57071042061,-0.332730650902,-0.27555000782,-0.409339874983,-0.563291788101,-0.628016352654,-0.450141698122
5290,1.16242063046,0.678619503975,-0.325379759073,1.42040002346,-0.35724490881,-0.514080822468,0.431360602379,-0.657761275768
6194,-0.475811958313,-0.0565795525908,-1.21220636368,-0.00034999998752,-0.517957210541,0.0,0.0,-3.91445137211e-05
1676,0.560342431068,-0.114651829004,-1.05571222305,0.20015001297,-0.226613387465,-0.913603127003,-0.793025970459,-0.405432134867
23512,-0.49992120266,-0.118215963244,0.0915581882,-0.631150007248,0.347270965576,-0.85766685009,-0.33702853322,0.132449612021
148022,-0.0086494833231,-1.17683160305,-0.240121543407,-0.734899997711,0.435390114784,-1.03800475597,-1.13957619667,0.0500060878694
1906,0.428639888763,-0.200783208013,-0.0143190324306,0.361999988556,-0.587111413479,-0.699089407921,-0.97312271595,-0.160568922758
8878,0.74324119091,0.346620738506,0.360251158476,0.261900007725,-0.534590780735,-0.422371417284,-0.166372716427,-0.231222599745
3091,-0.341594457626,-1.42851865292,-1.17214679718,-0.826099991798,-0.283421635628,0.432133615017,-0.0919799208641,0.164221152663
5743,0.36251938343,0.171189278364,-0.736477255821,0.212750002742,-0.778491854668,-0.754430770874,-1.34849500656,-0.141443639994
5321,0.699242770672,0.856517851353,-1.09878432751,0.374000012875,-0.457092344761,-0.841738879681,-1.87523257732,-0.593968391418
4144,0.292268872261,0.410159677267,0.00539354979992,0.178699985147,-0.820511460304,-0.0632708668709,-1.21634221077,-0.0164917707443
1981,0.898001253605,0.196153193712,0.154981225729,0.0594500005245,-0.618368625641,0.174082666636,-0.857741832733,-0.660348892212
695,0.717866361141,0.163138404489,0.627598404884,-0.113500013947,-0.869367301464,-1.3362082243,-0.920837879181,0.163281053305
10398,1.25726258755,1.29706931114,3.93331122398,0.233950018883,-0.579262256622,-1.01760911942,-0.976076841354,-0.573350906372
5708,1.34084403515,0.541611194611,0.949056744576,-0.715950012207,-0.496715039015,0.847511768341,-0.936187267303,-0.0273171775043
1213,0.410296052694,-0.474812597036,0.117250606418,-0.0697999969125,0.251196414232,0.250474780798,0.28305593133,-0.0313377007842
226,-3.31007575989,0.147636801004,1.14962303638,0.515550017357,0.207052230835,-0.501815140247,0.170566320419,0.104785956442
6777,-0.00861312635243,-0.446767091751,-0.687901198864,0.517700016499,0.0155939459801,0.718567252159,0.664928793907,-0.702665448189
2113,0.916028618813,1.53681349754,-1.28775215149,1.63689994812,7.80522823334e-05,-1.42434096336,-1.25740671158,-0.145705103874
3329,-0.165230154991,-1.20524525642,0.32821059227,-0.53820002079,0.0446676984429,-0.331076860428,-0.0883786678314,0.0560262799263
1050,0.834812402725,1.35261559486,1.13508749008,-0.349900007248,-0.167863190174,0.11905246973,1.03613436222,0.348472774029
9491,0.957524299622,-0.00274991244078,-0.387677848339,0.495650023222,-0.890429496765,-0.944824278355,-0.980321705341,0.0490973293781
22926,0.68827599287,0.140991926193,0.688532412052,-0.841499984264,-0.464750856161,-1.01266109943,-0.0677760094404,0.0226852074265
5899,0.993851900101,1.33061850071,2.12190771103,0.544550001621,-0.191200599074,-0.00171919167042,0.0191896259785,0.0952979847789
5467,0.846743524075,4.38272047043,-0.384599268436,0.903299987316,-0.29288855195,-0.632409155369,-0.634398818016,-0.587036013603
6774,-1.3959004879,-0.0759649500251,0.247649103403,2.46689987183,0.244881048799,-0.865979909897,-0.941992342472,-0.759822130203
1788,1.21107375622,0.772011578083,0.21633027494,-0.054800003767,-0.807829558849,-0.748992681503,-1.17171549797,-0.335795670748
5921,-0.00479087978601,-0.239486575127,1.59642767906,-0.266849994659,-0.102175042033,0.564601004124,0.0518037229776,0.320950984955
5721,-0.506997525692,-0.205105543137,-0.379491001368,-0.194900006056,0.0131897646934,0.681266665459,0.932776629925,0.317513257265
2263,0.0732458084822,-0.00891631096601,-0.875644147396,0.323949992657,-0.402600735426,-0.67563354969,-1.57092654705,-0.351899534464
808,0.513980090618,0.518351972103,-0.406808644533,0.957000017166,-0.148650631309,-0.400164544582,-0.785326719284,-0.411954700947
30001,-0.0541975423694,0.560892403126,1.66420125961,0.479550004005,0.386722028255,-1.1625970602,0.602732539177,0.512018859386
348,0.523177862167,0.409753918648,-0.135702699423,0.456550002098,-0.456286251545,-0.500027656555,-0.171399995685,-0.684679687023
30849,-0.0799629613757,1.15769159794,1.80453968048,-0.592949986458,0.318494081497,-0.751770377159,-0.0254709944129,-0.373531371355
1454,1.07741677761,0.559266805649,0.567585945129,-1.68234992027,-0.516686916351,-0.771604061127,-0.726305902004,3.33827352524
6500,-1.54313981533,-2.12245774269,-0.284506559372,-0.00429999828339,0.418326705694,-0.051791369915,0.65266418457,0.0492230989039
5627,4.11400604248,-0.0348825715482,-0.107701003551,-0.169449999928,0.461745589972,0.344851315022,1.58827483654,-0.0898125767708
5715,-0.502993643284,-0.0756173506379,0.0712298080325,-0.499549984932,0.0619386434555,0.28625664115,0.672472655773,0.126741021872
4791,4.73222875595,-1.19621551037,-0.65476000309,-1.06095004082,-0.352337986231,0.0113993287086,-0.232660442591,-0.760413050652
56924,0.0886786580086,0.489536881447,2.27499437332,-0.194450005889,-0.53955322504,0.253073692322,0.104264251888,-1.25068187714
2690,-0.474613189697,-0.159073457122,-0.237271115184,0.513300001621,0.482995629311,0.521901607513,1.02367627621,0.999218583107
1019,-0.869858682156,-0.867768108845,-0.796493113041,-0.75720000267,0.557949721813,0.908702254295,0.864916265011,0.382484912872
51422,-0.237889096141,2.35552120209,0.224876716733,0.344250023365,-0.43525403738,-0.25827395916,-0.0678083598614,4.4648771286
5788,0.947344303131,0.135673373938,-0.514439165592,0.431899994612,-0.57623976469,-0.824150025845,-1.12503099442,-0.514248788357
6709,0.0120933055878,-0.320821076632,0.58517152071,0.731099963188,-0.234253957868,-0.154170319438,-0.292789965868,-0.190473690629
1277,0.956529438496,0.795001745224,0.554892420769,0.757550001144,-0.430239140987,0.331060111523,-0.457978695631,0.0862952470779
993,-0.229322522879,1.1295696497,0.550936996937,-0.374800026417,0.463686823845,-0.0112451910973,0.486771345139,0.87952041626
7157,1.12781488895,0.631281197071,1.52654910088,0.162749990821,0.0724586099386,0.175566226244,0.430635988712,0.556757807732
1958,0.472425818443,-0.526125490665,0.823216915131,0.287349998951,0.20758998394,0.470772087574,-0.0828573256731,-0.028315924108
4582,-0.96181845665,1.06384015083,-1.27507424355,0.0421500205994,0.462455570698,-0.0847883373499,0.615254282951,-0.0346322245896
