rid,CPD002_MCF7_24H:BRD-M90449146-001-01-6:10,CPD002_MCF7_6H:BRD-M90449146-001-01-6:10,CPD002_PC3_6H:BRD-M90449146-001-01-6:10,CPD002_PC3_24H:BRD-M90449146-001-01-6:10
5720,0.062179941684,0.223317205906,0.0271626710892,0.405341804028
466,-0.595425724983,1.16728770733,0.763118267059,-0.335903346539
6009,0.723441541195,-0.290363460779,-0.631483137608,0.331952393055
2309,-0.181112989783,-0.0162102729082,-0.136801406741,0.440086781979
387,0.533393144608,-0.529375076294,-0.420183777809,0.502008140087
3553,0.335796833038,0.895013093948,1.29470014572,0.335165739059
427,-0.846073210239,1.09916949272,-0.68636149168,-0.284303814173
5898,-0.317987382412,-1.02111041546,-1.00468754768,-0.3730481565
23365,0.719422340393,0.0199271589518,0.105398714542,0.381797373295
6657,-0.131072878838,0.195031240582,0.0461928248405,-0.216242685914
5054,-0.269076496363,0.721511185169,-0.281886816025,-1.79740214348
3108,-0.109250999987,0.50474435091,-0.806334853172,-0.164102584124
1950,-0.93755954504,0.647697091103,-0.17594781518,-0.018574744463
351,-0.883114933968,-0.127939686179,1.26684558392,-0.320257633924
4846,0.343896895647,0.58820861578,-0.952783167362,-0.814510285854
1452,0.767421066761,-0.311821609735,0.163683965802,-2.08036398888
4776,-0.0504587180912,0.00319680571556,1.10808360577,-0.307159215212
6908,0.664105832577,-0.284426510334,-0.463502317667,0.45955324173
672,-0.496973335743,1.6697280407,0.889196395874,-0.282979279757
5710,0.804258167744,-0.419520437717,0.428890168667,-3.31340408325
2115,-0.0698848813772,0.966746091843,2.50198149681,0.489740520716
7015,-0.469899952412,0.00131279975176,0.479757636786,-0.479737699032
8726,-0.006851259619,-1.16984343529,-0.396432727575,-0.346550941467
2185,-0.183306723833,0.938952028751,0.364374399185,-0.0159857347608
3315,0.0149961393327,-0.0662903785706,-0.15405844152,-0.575273036957
5289,1.31588494778,0.598501801491,0.0854774937034,-0.459680438042
868,0.554650902748,-1.09609222412,0.682101607323,0.321983993053
1677,-0.835376143456,-0.174804478884,3.14098286629,0.0154597312212
7043,0.575778126717,-0.0490806698799,0.27151632309,-0.0122556015849
5613,-0.603622376919,0.969604671001,-0.0524556562304,-0.995335161686
595,1.46334958076,-0.882368385792,1.71610426903,0.689920783043
4793,-0.0341287255287,3.07146000862,1.19671714306,-0.439713120461
2736,0.740019977093,4.09557151794,1.81947278976,-0.141086727381
5290,-0.605059802532,0.609656214714,2.0953373909,-0.528011500835
6194,0.629937708378,-0.264043152332,-0.335370212793,0.129990562797
1676,0.51837438345,0.206068992615,0.154037714005,-0.464538097382
23512,0.576973319054,0.69863563776,0.25916659832,-2.00715446472
148022,1.06620228291,-0.604445815086,0.812576651573,0.979812026024
1906,-0.186367288232,-0.137859761715,0.398155391216,-0.381426215172
8878,0.864328384399,-1.27520847321,-2.75254273415,0.745233952999
3091,-0.916045606136,-0.318834036589,0.834029495716,0.0757515951991
5743,-0.128203496337,2.72978830338,0.75471329689,5.13347625732
5321,-0.984920561314,1.60086488724,-0.100277602673,-0.496049642563
4144,-0.556655049324,-0.0121194720268,-0.275984555483,0.202418789268
1981,1.1341509819,-0.0585289597511,0.144764900208,0.735159099102
695,1.34112656116,-1.02910041809,-0.256941854954,-0.637161374092
10398,-0.127435386181,0.360554337502,-0.97659933567,0.748052656651
