rid,CPC013_A375_6H:BRD-K66876909-001-04-3:10,CPC011_A375_6H:BRD-K66876909-001-07-6:10,CPC013_A549_6H:BRD-K66876909-001-04-3:10,CPC011_A549_6H:BRD-K66876909-001-07-6:10,CPC013_A549_24H:BRD-K66876909-001-04-3:10,CPC011_A549_24H:BRD-K66876909-001-07-6:10,CPC013_ASC_24H:BRD-K66876909-001-04-3:10,CPC013_HA1E_6H:BRD-K66876909-001-04-3:10,CPC011_HA1E_6H:BRD-K66876909-001-07-6:10,CPC013_HCC515_6H:BRD-K66876909-001-04-3:10,CPC013_HEPG2_6H:BRD-K66876909-001-04-3:10,CPC011_HT29_6H:BRD-K66876909-001-07-6:10,CPC011_MCF7_6H:BRD-K66876909-001-07-6:10,CPC011_MCF7_24H:BRD-K66876909-001-07-6:10,CPC011_PC3_6H:BRD-K66876909-001-07-6:10,CPC011_PC3_24H:BRD-K66876909-001-07-6:10,CPC011_VCAP_6H:BRD-K66876909-001-07-6:10,CPC011_VCAP_24H:BRD-K66876909-001-07-6:10,CPC013_HT29_6H:BRD-K66876909-001-04-3:10,CPC013_MCF7_6H:BRD-K66876909-001-04-3:10,CPC013_MCF7_24H:BRD-K66876909-001-04-3:10,CPC013_NEU_24H:BRD-K66876909-001-04-3:10,CPC013_NPC_24H:BRD-K66876909-001-04-3:10,CPC013_PC3_6H:BRD-K66876909-001-04-3:10,CPC013_PC3_24H:BRD-K66876909-001-04-3:10,CPC013_SKB_24H:BRD-K66876909-001-04-3:10,CPC013_VCAP_6H:BRD-K66876909-001-04-3:10,CPC013_VCAP_24H:BRD-K66876909-001-04-3:10,CPD002_MCF7_24H:BRD-K66876909-001-06-8:10,CPD002_MCF7_6H:BRD-K66876909-001-06-8:10,CPD002_PC3_6H:BRD-K66876909-001-06-8:10,CPD002_PC3_24H:BRD-K66876909-001-06-8:10
5720,-0.925101280212,0.706311523914,1.11329996586,0.161729574203,0.283288985491,-0.543304443359,-0.111116021872,0.014910954982,0.464599996805,1.1530251503,0.540635764599,-3.45829582214,0.447049975395,1.22200000286,0.707999408245,-0.340624809265,0.395919978619,-0.238700270653,0.0317895114422,0.290094792843,0.44228681922,1.26110005379,-0.41591656208,0.536892056465,-0.0367687828839,0.448599159718,1.11366474628,1.76456189156,0.646942555904,-0.187119275331,0.1449021101,-0.129634276032
466,0.151361003518,0.183551236987,-0.839399933815,0.459276527166,0.815435647964,1.30703890324,-1.30147945881,0.720512628555,-0.310650020838,1.58081686497,1.028008461,0.668248057365,0.249500006437,0.747699975967,0.366362333298,0.391927063465,1.76882994175,0.0439575687051,0.415528714657,0.201407790184,0.511369466782,0.0132499998435,0.36491265893,0.200144410133,0.57553166151,-0.42793828249,0.568973660469,0.655246138573,0.268239289522,0.240203917027,0.495523661375,-1.37614941597
6009,-0.874929785728,0.560285031796,0.0350500047207,0.451021552086,1.07017147541,0.441969871521,0.129311472178,0.450234651566,0.554949998856,0.969660520554,0.956644892693,0.218125745654,-0.835049986839,0.740599989891,0.454601824284,-0.0332633554935,0.298922508955,-0.1026661098,0.0986413359642,0.180656015873,0.118796810508,-0.71825003624,0.0414312146604,0.486225038767,0.275535643101,1.03361606598,-0.265965491533,0.994172036648,0.366536170244,-0.891775548458,0.421034693718,0.788605451584
2309,0.262936264277,-0.699144661427,-0.653750061989,0.819565355778,-0.87110543251,1.98700940609,0.497817277908,1.24175572395,-0.189850002527,-0.22727522254,-0.084261097014,0.642366290092,-0.267450004816,-0.227100014687,-0.354409754276,-0.662653982639,-0.23533526063,-1.41600584984,-0.255174517632,-1.5735424757,0.741711497307,-0.527899980545,0.713176250458,0.0656167790294,0.191614151001,0.817622721195,-0.603584945202,0.676760494709,-0.529072165489,-0.490394443274,-0.501974403858,-1.31998741627
387,-1.74456584454,0.459331274033,1.26329994202,0.208906769753,0.7331802845,0.115569710732,-0.329402565956,-0.175270587206,-0.84969997406,0.684985220432,0.205788418651,1.09684979916,-0.18029999733,0.301750004292,0.427799761295,0.0643503591418,0.52690076828,0.141333550215,-0.455356836319,-0.56615126133,-0.200024917722,0.640100002289,-0.439037978649,0.462570935488,-0.253196537495,1.09978759289,-0.118640065193,0.26346296072,-0.115572288632,0.367211312056,0.365038871765,1.58104586601
3553,0.605096995831,-1.27583360672,-1.48689997196,-0.717285990715,-0.211297139525,0.221609592438,-0.0251504406333,-0.460180431604,0.248749986291,-1.41171491146,-0.470308601856,0.217302396894,-0.772349953651,0.143600001931,-3.63732385635,-1.1482219696,0.0160419382155,-0.303929448128,-0.613632917404,0.467953115702,-0.527954101562,0.627949953079,-0.127427831292,-0.402359843254,-0.331862151623,0.0467235147953,-1.47784256935,-1.31583213806,-0.622585594654,0.683852791786,0.329577982426,0.421620607376
427,-0.505215644836,0.227783888578,1.45700001717,0.542956054211,0.0317201390862,1.35012793541,-1.02713477612,-0.0447138547897,0.153250038624,-0.909092545509,0.311461150646,1.1619348526,-0.310000002384,-0.251700013876,0.580933511257,0.152153551579,1.03507959843,0.752258300781,0.225441321731,1.23253524303,-0.291390120983,-0.0647500008345,-0.885188937187,0.0279645770788,-0.00100219994783,-0.0426133647561,0.188623696566,-0.817023932934,-0.291559517384,-0.325923293829,0.142516121268,0.0302355438471
5898,0.0450356453657,0.451570272446,0.0436000004411,-0.140329509974,-0.118761509657,-0.667809605598,-0.148028686643,0.465098798275,-0.840849995613,-1.59994387627,-0.131230115891,-1.29184877872,-0.0899000018835,-0.531599998474,0.852881073952,0.446115016937,-0.00390977039933,-0.639405012131,-0.383665025234,-0.557753384113,0.271021783352,0.585599958897,0.753254652023,0.193239808083,-0.526697337627,-1.54512751102,-1.13463044167,-1.10024702549,0.562225997448,0.465733647346,-0.146923229098,0.97121566534
23365,-0.20647713542,-0.288890510798,-0.145449995995,-0.0572513490915,2.32665610313,-1.3669039011,-0.605402469635,0.309722542763,-0.08495002985,-0.46979367733,-1.03299248219,0.778957545757,-0.405700027943,-0.624700009823,0.352116256952,0.199741616845,-0.57797652483,-0.749347269535,0.70168608427,-0.606613576412,0.0659190118313,1.29470002651,-0.895978748798,0.055599886924,-0.155343800783,-0.532522976398,0.17723120749,-0.998526215553,0.555802106857,0.313149690628,-0.90565508604,5.8562002182
6657,0.172855198383,-0.514439404011,-1.11395001411,-2.33334898949,0.132214605808,-1.80998790264,0.846137583256,-0.354347884655,-0.059849999845,-1.14733099937,-0.0654802173376,0.702075541019,-0.564400017262,-0.322899997234,-0.274216353893,-0.543680489063,-0.841277062893,0.233219027519,0.0674146562815,0.503988027573,-0.416191190481,-0.382350027561,0.061251282692,-0.948607444763,-0.434484690428,-0.762161672115,-1.12978613377,-1.46822679043,-0.361311018467,0.314723581076,0.592887580395,-0.163470610976
