rid,CPC003_HA1E_6H:BRD-K08619838-300-03-2:10,CPC003_HA1E_24H:BRD-K08619838-300-03-2:10,CPC003_HCC515_6H:BRD-K08619838-300-03-2:10,CPC003_HCC515_24H:BRD-K08619838-300-03-2:10,CPC003_PC3_6H:BRD-K08619838-300-03-2:10,CPC003_PC3_24H:BRD-K08619838-300-03-2:10,CPC003_VCAP_6H:BRD-K08619838-300-03-2:10,CPC003_VCAP_24H:BRD-K08619838-300-03-2:10,CPC018_A375_6H:BRD-K08619838-300-03-2:10,CPC018_A549_6H:BRD-K08619838-300-03-2:10,CPC018_A549_24H:BRD-K08619838-300-03-2:10,CPC018_ASC_24H:BRD-K08619838-300-03-2:10,CPC018_HEPG2_6H:BRD-K08619838-300-03-2:10,CPC018_HT29_6H:BRD-K08619838-300-03-2:10,CPC018_MCF7_6H:BRD-K08619838-300-03-2:10,CPD001_MCF7_6H:BRD-K08619838-300-04-0:10,CPC018_MCF7_24H:BRD-K08619838-300-03-2:10,CPD001_MCF7_24H:BRD-K08619838-300-04-0:10,CPC018_NPC_24H:BRD-K08619838-300-03-2:10,CPD001_PC3_24H:BRD-K08619838-300-04-0:10,CPC018_PHH_24H:BRD-K08619838-300-03-2:10,CPC018_SKB_24H:BRD-K08619838-300-03-2:10
5720,-2.44105005264,-0.12317070365,0.198453903198,-0.0971536040306,1.48227334023,1.22027742863,0.372394323349,-2.86969995499,-0.410768151283,-1.21173870564,-0.340050011873,0.288733363152,0.489207714796,-1.59985256195,-0.193049371243,2.07221341133,-0.215007126331,0.513089776039,-0.322007000446,-0.526199996471,-0.332905471325,-0.116579830647
466,1.61430001259,0.791387915611,0.58267390728,0.51978212595,1.09981763363,0.404475778341,0.293032854795,3.31369996071,-0.209523558617,-0.0957321673632,-0.809350013733,0.371066689491,-0.0266469269991,-1.40752434731,-0.0913893803954,2.08433794975,-0.413065701723,0.772388577461,0.490030258894,0.563099980354,0.00155365420505,0.0433929488063
6009,0.703149974346,0.51107442379,0.0745140612125,0.58370500803,0.363574147224,0.0958071351051,-0.291281193495,1.08209991455,-0.880024373531,-0.491169512272,0.219449996948,0.017733335495,0.240849196911,-1.15786278248,-0.437689036131,1.28520560265,-0.118097037077,0.40984967351,-0.866032242775,-1.00119996071,-0.180714458227,-0.71999078989
2309,0.419900000095,0.0313256382942,-0.0515797697008,0.362773358822,0.329098403454,-0.950818061829,-0.378586709499,-3.75219988823,0.967521727085,-0.103881321847,1.24214994907,-0.336166679859,0.430635213852,-0.934109330177,-0.302301049232,-1.16173005104,0.479930728674,-0.852926433086,-0.639332056046,0.197899997234,-0.993272423744,-0.0319640040398
387,1.38660001755,0.924961805344,-0.304948598146,-0.293374121189,0.480156064034,0.813365876675,-0.111683398485,2.06804990768,-0.292796820402,-0.886704444885,0.0132500082254,-0.0611666738987,-0.0304871052504,-0.997391939163,-0.320782750845,1.26740252972,0.717928230762,-0.0931924879551,-1.06303477287,1.10099995136,-0.711342453957,-0.362805813551
3553,1.05504989624,-0.981444120407,0.290122956038,-0.492822021246,0.0443541109562,0.175823330879,-0.389504402876,0.589699983597,0.768974840641,0.913144528866,0.697349965572,0.156066656113,-0.166257366538,2.10037326813,0.276476413012,-1.28904378414,-0.689981639385,-1.04512381554,-0.37852370739,-0.329699993134,1.7057081461,0.450006872416
427,1.54095005989,0.770809531212,-0.494274795055,-0.104443371296,-0.646295547485,-0.0905888304114,-0.378344327211,1.00424993038,0.29253795743,0.196872532368,0.415449976921,-0.00359998643398,-0.200248867273,-0.150285899639,-0.262787938118,0.669207811356,0.770719230175,0.319548606873,-0.183169588447,1.42334997654,0.148347720504,0.388547569513
5898,0.675800025463,0.10237455368,-0.0688089430332,1.58334898949,0.00144464895129,-0.0932237356901,-1.12021040916,-1.33759999275,0.542963683605,0.359157860279,-1.95170009136,-0.785799980164,-0.908419728279,0.261469066143,-0.0219358503819,-0.23937112093,-0.500804185867,0.0690681040287,0.107099398971,-0.94494998455,-0.801751971245,-0.307808727026
23365,2.37079977989,0.341790676117,-0.232727274299,0.277151346207,-0.633834958076,-0.0965910181403,-0.766692876816,0.650900006294,1.27633261681,-0.731592297554,3.21670007706,-0.101299986243,-0.0563563108444,0.425042390823,1.36433231831,0.773321151733,0.773199796677,-0.21863296628,-0.668392181396,0.694199979305,0.990918517113,-1.35549068451
6657,1.60995006561,-0.313433289528,-0.555897474289,0.702690601349,-0.139579176903,0.995978176594,-0.838690757751,0.00524999946356,0.300192177296,0.970733344555,-0.230649992824,0.748000025749,-0.0980490297079,2.02913475037,0.381844341755,-0.864101707935,-0.986497223377,-0.820128917694,-2.15737199783,-1.23090004921,1.31896078587,1.24445843697
5054,1.00874996185,0.718449473381,-0.863096237183,0.418558061123,0.507857859135,0.335928231478,-0.284655719995,-0.59139996767,-0.527291893959,-0.313810169697,0.390200018883,0.467700004578,-1.33259236813,0.597191214561,0.586121320724,-0.212222993374,-0.200102418661,-0.404674708843,0.06052339077,0.74255001545,-0.522199034691,-0.297422528267
3108,3.03875017166,4.88710165024,0.749229669571,-0.281349360943,-0.0633421689272,0.0427265390754,-0.125800400972,0.108000002801,0.110526517034,-1.20672214031,-0.0556499958038,-0.148033320904,-0.840790331364,-0.385521054268,-0.0949708595872,0.0600182339549,0.363354206085,-0.534885764122,-0.679868221283,1.35835003853,-0.173887372017,-0.772812664509
1950,1.44054996967,0.367756515741,-0.128786921501,-0.53136575222,0.0635336190462,-0.21722522378,-0.792009890079,-0.789050042629,-0.447358459234,1.73799717426,0.332549989223,-0.254200011492,0.263799011707,0.279184669256,-0.393213123083,-0.101836442947,4.25350666046,-0.256589919329,5.89515542984,0.427399992943,0.0529314577579,-0.216895610094
351,0.0915000066161,-1.064047575,-0.287563949823,-1.07335424423,-0.904258072376,-0.595067799091,-0.580074369907,0.0,-1.57271528244,0.811313450336,0.163550004363,-2.88243341446,0.196649074554,0.757903695107,-0.299581557512,0.272802293301,-1.39049732685,-1.73498058319,-0.676600694656,-0.0776500031352,-0.179268434644,-0.058874566108
4846,3.07229995728,-0.352977901697,-0.125691667199,-0.714629411697,1.88397490978,0.114787302911,-0.00621694233268,2.93964982033,0.528436183929,1.90707290173,-0.0989000052214,0.192033350468,-0.118126288056,0.0959317088127,-0.752427816391,0.416175305843,0.207422167063,-0.941244125366,-0.26052492857,0.070999994874,-0.284207731485,-0.566181182861
1452,0.659399986267,1.61404204369,0.425635457039,-0.0822460949421,-0.110538750887,0.575025439262,-0.485973119736,-2.34695005417,0.16148263216,0.645989000797,0.160799995065,-0.249133348465,0.755190253258,-0.415146350861,0.181919723749,-0.385713100433,0.428613752127,-0.391477108002,-0.36928743124,0.76550000906,-0.29982572794,-0.213320359588
4776,1.37045001984,-0.172623500228,-0.0982060208917,-0.249493420124,-0.916099131107,-0.273363173008,-0.909363269806,-0.883249998093,0.343058228493,0.678449928761,0.87374997139,0.563799977303,-0.468743860722,1.94877135754,-0.0408323742449,-0.000966489315033,-0.660523474216,-0.913529157639,-0.259467244148,-0.602349996567,2.05732107162,3.32122373581
