rid,CPC006_A375_6H:BRD-A12409803-001-01-3:40,CPC006_A375_24H:BRD-A12409803-001-01-3:40,CPC006_A549_6H:BRD-A12409803-001-01-3:40,CPC006_A549_24H:BRD-A12409803-001-01-3:40,CPC006_A673_6H:BRD-A12409803-001-01-3:40,CPC006_AGS_6H:BRD-A12409803-001-01-3:40,CPC006_CL34_6H:BRD-A12409803-001-01-3:40,CPC006_CORL23_6H:BRD-A12409803-001-01-3:40,CPC006_COV644_6H:BRD-A12409803-001-01-3:40,CPC006_DV90_6H:BRD-A12409803-001-01-3:40,CPC006_EFO27_6H:BRD-A12409803-001-01-3:40,CPC006_HA1E_6H:BRD-A12409803-001-01-3:40,CPC006_HA1E_24H:BRD-A12409803-001-01-3:40,CPC006_HCC15_6H:BRD-A12409803-001-01-3:40,CPC006_HCC515_6H:BRD-A12409803-001-01-3:40,CPC006_HCC515_24H:BRD-A12409803-001-01-3:40,CPC006_HCT116_6H:BRD-A12409803-001-01-3:40,CPC006_HEC108_6H:BRD-A12409803-001-01-3:40,CPC006_HEPG2_6H:BRD-A12409803-001-01-3:40,CPC006_HT115_6H:BRD-A12409803-001-01-3:40,CPC006_HT29_6H:BRD-A12409803-001-01-3:40,CPC006_HT29_24H:BRD-A12409803-001-01-3:40,CPC006_JHUEM2_6H:BRD-A12409803-001-01-3:40,CPC006_LOVO_6H:BRD-A12409803-001-01-3:40,CPC006_MCF7_6H:BRD-A12409803-001-01-3:40,CPC006_MCF7_24H:BRD-A12409803-001-01-3:40,CPC006_MDST8_6H:BRD-A12409803-001-01-3:40,CPC006_NCIH1694_6H:BRD-A12409803-001-01-3:40,CPC006_NCIH1836_6H:BRD-A12409803-001-01-3:40,CPC006_NCIH2073_6H:BRD-A12409803-001-01-3:40,CPC006_NCIH508_6H:BRD-A12409803-001-01-3:40,CPC006_NCIH596_6H:BRD-A12409803-001-01-3:40,CPC006_NOMO1_6H:BRD-A12409803-001-01-3:40,CPC006_OV7_6H:BRD-A12409803-001-01-3:40,CPC006_PC3_6H:BRD-A12409803-001-01-3:40,CPC006_PC3_24H:BRD-A12409803-001-01-3:40,CPC006_PL21_6H:BRD-A12409803-001-01-3:40,CPC006_RMGI_6H:BRD-A12409803-001-01-3:40,CPC006_RMUGS_6H:BRD-A12409803-001-01-3:40,CPC006_SKLU1_6H:BRD-A12409803-001-01-3:40,CPC006_SKM1_6H:BRD-A12409803-001-01-3:40,CPC006_SKMEL1_6H:BRD-A12409803-001-01-3:40,CPC006_SKMEL28_6H:BRD-A12409803-001-01-3:40,CPC006_SNGM_6H:BRD-A12409803-001-01-3:40,CPC006_SNU1040_6H:BRD-A12409803-001-01-3:40,CPC006_SNUC4_6H:BRD-A12409803-001-01-3:40,CPC006_SNUC5_6H:BRD-A12409803-001-01-3:40,CPC006_SW480_6H:BRD-A12409803-001-01-3:40,CPC006_SW620_6H:BRD-A12409803-001-01-3:40,CPC006_SW948_6H:BRD-A12409803-001-01-3:40,CPC006_THP1_6H:BRD-A12409803-001-01-3:40,CPC006_TYKNU_6H:BRD-A12409803-001-01-3:40,CPC006_U937_6H:BRD-A12409803-001-01-3:40,CPC006_VCAP_6H:BRD-A12409803-001-01-3:40,CPC006_VCAP_24H:BRD-A12409803-001-01-3:40,CPC006_WSUDLCL2_6H:BRD-A12409803-001-01-3:40,CPC006_H1299_6H:BRD-A12409803-001-01-3:40,CPC006_RKO_6H:BRD-A12409803-001-01-3:40
5720,0.10941324383,1.28412389755,0.252369999886,0.34083622694,1.16624999046,1.47905004025,-1.3165999651,2.17580008507,0.923099994659,0.641049981117,0.426800012589,0.355921447277,1.6408854723,1.0150219202,0.14247238636,0.500789523125,-0.69194996357,0.0960641950369,-0.344072163105,0.0,0.301953196526,0.525787591934,-0.445899993181,0.362649977207,1.66678142548,0.831835389137,0.905149996281,-0.745999991894,0.0833999812603,0.583100020885,-5.19199991226,-0.17919999361,0.53409999609,0.176400005817,1.79222905636,0.559252202511,0.0304000005126,-1.46059989929,0.629133105278,1.13845002651,-0.00270000100136,1.63575005531,-0.496800005436,-0.803599953651,-0.539649963379,0.19280000031,0.168799996376,-0.246800005436,0.00682558119297,0.576550126076,0.136599987745,1.25034999847,0.349599987268,0.557471990585,1.0237339735,-1.61049997807,-0.149650037289,0.549149990082
466,0.205105811357,-0.184890493751,-0.422753453255,0.674526572227,0.767549991608,1.19714999199,-0.543449997902,-0.674499988556,-2.34329986572,-0.658449947834,0.648450016975,-0.516014456749,0.947152674198,0.147357031703,0.176558762789,0.574785292149,-0.450199991465,-0.0206794124097,-0.149409562349,-0.387600004673,0.316292792559,-0.40422219038,0.209700003266,0.238049998879,0.983482658863,-0.063090056181,0.0304999947548,-0.403250008821,-3.52519989014,0.394349992275,-0.283849954605,0.0197499841452,-0.0614999979734,0.441199988127,1.50720930099,-0.317516863346,-0.261750012636,1.64470005035,0.254074901342,0.337799996138,-0.0214999988675,-0.509600043297,-0.472800016403,-0.244100004435,0.775249958038,1.78015005589,-0.447949975729,-0.131149992347,0.495494484901,1.07423782349,0.213599994779,-0.22214999795,-0.123150005937,0.167017221451,0.951251506805,-0.365500003099,0.91664993763,0.910000026226
6009,-0.147174820304,-0.383853554726,0.0840662270784,1.12933111191,0.249400004745,-0.0366500020027,-0.420049995184,-0.488099992275,0.38354998827,0.111299999058,0.302100002766,0.19838950038,1.38932085037,0.376989215612,0.148102760315,1.00653862953,-1.39715003967,-1.02349233627,0.26924431324,1.7892999649,0.166578859091,-0.372381865978,-0.223749995232,-0.488200008869,0.787139892578,-0.0926392748952,0.170899987221,-1.9959000349,0.177249997854,-0.189649999142,1.30400002003,0.238999992609,0.192100003362,-0.49644997716,0.720885455608,-0.0179707705975,-0.481449991465,-2.01794981956,0.776835560799,0.130150005221,0.226350009441,0.177500009537,0.450349986553,-0.758350014687,0.275499999523,-1.04649996758,0.218699991703,0.161899998784,-1.58247709274,0.209155157208,-0.382350027561,0.817200005054,-0.470799982548,-0.435442775488,0.411492347717,-0.144449979067,-4.55289983749,-0.709949970245
2309,-0.580860674381,0.325698971748,0.170973688364,0.637443959713,0.0376999974251,0.128900006413,-0.902949988842,-0.140000000596,-0.651199996471,-0.0427500009537,0.259099990129,0.263280332088,-0.562369227409,0.501721024513,0.196801736951,-0.0557224750519,-0.900650024414,0.417754501104,-0.0266294628382,-0.282799988985,-0.0393299199641,0.0790673196316,-1.29710006714,0.739799976349,0.000134762376547,-0.405368566513,0.256999999285,-1.2039000988,-0.0667999982834,-0.343649983406,-2.13459992409,0.120499998331,0.516350030899,-0.287999987602,-0.515546560287,0.269430100918,-0.233200013638,-0.272450000048,-0.0302972011268,-0.690850019455,0.255549997091,0.25055000186,0.0267999768257,-0.726300001144,1.84839987755,-0.919500052929,-1.40829992294,-0.893649995327,-0.516175568104,-0.230625599623,0.187300011516,-0.0379499793053,0.268799990416,1.54850780964,-0.735068917274,-0.380649983883,-1.67970001698,0.290899991989
387,0.681955754757,0.10257897526,0.480221807957,0.619190216064,0.0699999928474,-0.01265001297,-0.854050040245,-0.294200003147,0.577600002289,-1.11469995975,0.635949969292,0.703109502792,0.967855930328,1.1475366354,-0.729342758656,0.245878130198,0.0489500164986,0.559989392757,1.07422482967,0.302899986506,0.182843208313,0.504722118378,-0.0731999874115,0.542999982834,0.183033183217,0.313080728054,-0.16360001266,-0.512549996376,-0.928499996662,0.804650008678,-0.856700003147,1.59634995461,0.194049984217,0.153300017118,-0.148423820734,0.430221259594,0.168199986219,0.618000030518,0.477937936783,0.820200026035,-0.0258999764919,0.0657999962568,1.10095000267,0.16740000248,-0.354000002146,0.446699976921,0.0460499972105,0.453099995852,-1.32889604568,-0.68241161108,2.22064995766,-0.401050001383,0.494699984789,-0.170174241066,1.01745212078,-0.376650005579,1.22160005569,0.459300011396
3553,-0.448580503464,-0.112753599882,-0.733774006367,0.526112794876,-1.46460008621,-0.894349992275,0.430400013924,-1.18980002403,-1.04769992828,-0.434350013733,-0.509099960327,-1.07234704494,-0.914975523949,-0.356847792864,0.00860238075256,-0.0262115895748,0.196150004864,-0.328030407429,-0.50981092453,-0.533800005913,-0.0566313453019,-0.56156039238,-0.237949967384,-0.422899991274,-0.85288888216,-0.222761780024,-0.17460000515,-1.10555005074,-0.420299977064,-0.324149996042,-0.630900025368,-0.733300030231,-1.8668500185,-0.327150017023,-0.0397796481848,-0.348588168621,-1.13980007172,-0.966949999332,-0.756653189659,-1.29395008087,-0.804250001907,-0.081949993968,-0.60790002346,1.0842499733,1.48910009861,-0.28385001421,-0.214650005102,0.542150020599,0.707213699818,-1.16489577293,-1.04104995728,-0.894999980927,-1.20300006866,-0.294095754623,-0.941669583321,0.655849993229,0.122800007463,-0.599500000477
427,-0.155181199312,-0.598255217075,0.134794816375,-0.118345677853,0.651199996471,-0.620800018311,0.0984999984503,-0.626900017262,-0.226400002837,0.614549994469,0.116749994457,0.165039539337,0.728841900826,0.282168090343,-0.587111830711,0.816778898239,0.329199999571,-0.242834568024,-0.322118341923,-0.449200004339,0.389016866684,-0.18508130312,0.494100004435,1.62374997139,0.280906528234,-0.417885303497,-0.385850012302,0.993999958038,0.00429999828339,0.73575001955,1.49694991112,-0.328350007534,1.86719989777,-0.0781000107527,-0.417580634356,0.713085889816,0.367500007153,2.3178999424,-0.639733433723,-1.31719994545,0.475849986076,0.0553499981761,1.14849996567,-0.642700016499,1.70749998093,0.577399969101,0.539099991322,1.29305005074,0.335567355156,-0.256197184324,0.611649990082,1.30134999752,-1.62319993973,1.10154771805,1.20693516731,0.15340000391,3.27134990692,0.609400033951
5898,-0.131708905101,-1.05398070812,-0.407298564911,0.293414205313,-1.00894999504,-1.40415000916,-0.158449992537,1.59619998932,-1.71414995193,1.16435003281,0.550899982452,-0.0498243868351,0.771584451199,0.165612921119,-0.208291351795,0.124181747437,-0.16375002265,0.256704926491,-0.550109684467,-0.895299971104,-0.256817668676,-0.853851318359,0.987699985504,0.066899985075,0.150410801172,0.158700466156,-0.144800007343,0.242149993777,-0.698949992657,-1.59379994869,-2.29839992523,0.386599987745,0.118649996817,-0.76415002346,0.470880955458,-0.53030949831,-0.61210000515,2.06739997864,-0.37951412797,0.00365000963211,0.244599997997,-0.767300009727,-0.541149973869,0.0986000001431,1.45439994335,0.548950016499,-0.157200008631,-1.19974994659,0.516300857067,-0.662438869476,0.256200015545,0.447150021791,0.327899992466,0.192455142736,-0.0182171985507,-0.719650030136,0.31694996357,-0.632050037384
23365,0.397472888231,-0.237231612206,0.0795223116875,1.0048699379,-0.0153999999166,-0.909399986267,-0.560600042343,0.027499999851,0.114400006831,-0.165150016546,-0.418749988079,-0.0256681442261,-0.401601850986,0.483403205872,-1.4633231163,-0.208165511489,0.820850014687,0.583899497986,0.497535645962,0.896700024605,-0.342776983976,0.550111889839,-0.146750003099,-1.20155000687,-1.02891266346,0.757550656796,-0.556249976158,0.549349963665,-0.524749994278,0.276299983263,1.12820005417,0.0512999892235,2.46615004539,0.814999997616,-0.959703683853,0.384223341942,-0.242699980736,2.73414993286,-0.196585714817,0.283050000668,5.57025003433,-0.473000019789,-0.851099967957,0.69010001421,0.958549976349,-0.748899996281,-0.368200004101,0.532899975777,-0.645398378372,-0.654874742031,0.193450003862,0.0259499996901,-0.763650000095,-0.62509226799,0.075068578124,-0.121150001884,0.289449989796,-0.33314999938
6657,0.189042568207,1.92146801949,0.175615504384,-0.117639735341,0.582300007343,0.522000014782,0.230750024319,-0.315499991179,-0.443949997425,0.327050030231,-0.377900004387,-0.502962291241,-0.905517697334,-0.847688615322,-0.551480531693,0.0986367985606,0.533399999142,-1.15536606312,-1.0444791317,-0.283699989319,0.0802055075765,0.727213203907,-0.625349998474,-0.0442000031471,0.213134109974,0.555664777756,0.899150013924,-0.971099972725,0.453250050545,-0.739750027657,1.05785000324,-0.94420003891,-0.245800003409,0.204849988222,0.661119043827,-0.54928445816,-0.676849961281,0.0832500457764,-0.545105934143,-1.19755005836,-0.635949969292,-0.407450020313,0.34145000577,-0.0937999933958,2.14314985275,-0.0716000050306,0.384199976921,0.784200072289,1.21216535568,-0.540754497051,-0.704949975014,-0.0135000050068,-0.111000008881,0.487026572227,-0.747916042805,1.01600003242,-0.00474999845028,-0.510500013828
