rid,CPC014_A375_6H:BRD-K84085265-001-01-3:10,CPC014_A549_6H:BRD-K84085265-001-01-3:10,CPC014_A549_24H:BRD-K84085265-001-01-3:10,CPC014_ASC_24H:BRD-K84085265-001-01-3:10,CPC014_HA1E_6H:BRD-K84085265-001-01-3:10,CPC014_HCC515_6H:BRD-K84085265-001-01-3:10,CPC014_HEPG2_6H:BRD-K84085265-001-01-3:10,CPC014_HT29_6H:BRD-K84085265-001-01-3:10,CPC014_MCF7_6H:BRD-K84085265-001-01-3:10,CPC014_MCF7_24H:BRD-K84085265-001-01-3:10,CPC014_NEU_24H:BRD-K84085265-001-01-3:10,CPC014_NPC_24H:BRD-K84085265-001-01-3:10,CPC014_PC3_6H:BRD-K84085265-001-01-3:10,CPC014_PC3_24H:BRD-K84085265-001-01-3:10,CPC014_PHH_24H:BRD-K84085265-001-01-3:10,CPC014_SKB_24H:BRD-K84085265-001-01-3:10,CPC014_VCAP_6H:BRD-K84085265-001-01-3:10,CPC014_VCAP_24H:BRD-K84085265-001-01-3:10,LJP001_BT20_6H:BRD-K84085265-001-02-1:10,LJP001_BT20_6H:BRD-K84085265-001-02-1:2,LJP001_BT20_6H:BRD-K84085265-001-02-1:0.4,LJP001_BT20_6H:BRD-K84085265-001-02-1:0.08,LJP001_BT20_24H:BRD-K84085265-001-02-1:10,LJP001_BT20_24H:BRD-K84085265-001-02-1:2,LJP001_BT20_24H:BRD-K84085265-001-02-1:0.4,LJP001_BT20_24H:BRD-K84085265-001-02-1:0.08,LJP001_HS578T_6H:BRD-K84085265-001-02-1:10,LJP001_HS578T_6H:BRD-K84085265-001-02-1:2,LJP001_HS578T_6H:BRD-K84085265-001-02-1:0.4,LJP001_HS578T_6H:BRD-K84085265-001-02-1:0.08,LJP001_HS578T_24H:BRD-K84085265-001-02-1:10,LJP001_HS578T_24H:BRD-K84085265-001-02-1:2,LJP001_HS578T_24H:BRD-K84085265-001-02-1:0.4,LJP001_HS578T_24H:BRD-K84085265-001-02-1:0.08,LJP001_MCF10A_6H:BRD-K84085265-001-02-1:10,LJP001_MCF10A_6H:BRD-K84085265-001-02-1:2,LJP001_MCF10A_6H:BRD-K84085265-001-02-1:0.4,LJP001_MCF10A_6H:BRD-K84085265-001-02-1:0.08,LJP001_MCF10A_24H:BRD-K84085265-001-02-1:10,LJP001_MCF10A_24H:BRD-K84085265-001-02-1:2,LJP001_MCF10A_24H:BRD-K84085265-001-02-1:0.4,LJP001_MCF10A_24H:BRD-K84085265-001-02-1:0.08,LJP001_MCF7_6H:BRD-K84085265-001-02-1:10,LJP001_MCF7_6H:BRD-K84085265-001-02-1:2,LJP001_MCF7_6H:BRD-K84085265-001-02-1:0.4,LJP001_MCF7_6H:BRD-K84085265-001-02-1:0.08,LJP001_MCF7_24H:BRD-K84085265-001-02-1:10,LJP001_MCF7_24H:BRD-K84085265-001-02-1:2,LJP001_MCF7_24H:BRD-K84085265-001-02-1:0.4,LJP001_MCF7_24H:BRD-K84085265-001-02-1:0.08,LJP001_MDAMB231_6H:BRD-K84085265-001-02-1:10,LJP001_MDAMB231_6H:BRD-K84085265-001-02-1:2,LJP001_MDAMB231_6H:BRD-K84085265-001-02-1:0.4,LJP001_MDAMB231_6H:BRD-K84085265-001-02-1:0.08,LJP001_MDAMB231_24H:BRD-K84085265-001-02-1:10,LJP001_MDAMB231_24H:BRD-K84085265-001-02-1:2,LJP001_MDAMB231_24H:BRD-K84085265-001-02-1:0.4,LJP001_MDAMB231_24H:BRD-K84085265-001-02-1:0.08,LJP001_SKBR3_6H:BRD-K84085265-001-02-1:10,LJP001_SKBR3_6H:BRD-K84085265-001-02-1:2,LJP001_SKBR3_6H:BRD-K84085265-001-02-1:0.4,LJP001_SKBR3_6H:BRD-K84085265-001-02-1:0.08,LJP001_SKBR3_24H:BRD-K84085265-001-02-1:10,LJP001_SKBR3_24H:BRD-K84085265-001-02-1:2,LJP001_SKBR3_24H:BRD-K84085265-001-02-1:0.4,LJP001_SKBR3_24H:BRD-K84085265-001-02-1:0.08
5720,0.10089597106,-0.26070857048,0.213806033134,-0.217084646225,-0.0973040610552,-2.61119318008,0.377567470074,0.480822503567,0.305006563663,1.08232414722,-0.885349988937,1.82230865955,0.0991837084293,0.583889305592,0.736562073231,1.00050139427,-0.24864217639,0.787923455238,0.610256254673,0.981621086597,0.0229023527354,-0.420434653759,0.612889170647,-0.350163012743,0.279586315155,-1.58133196831,-0.595725953579,-0.348037272692,-1.06698131561,0.956896543503,0.490894913673,0.399833410978,-0.288651734591,0.519374489784,0.417438924313,-0.526836276054,-0.306438297033,0.405691623688,1.34750950336,0.211836948991,-0.287088751793,0.714937806129,-0.361485421658,-0.0491714775562,-0.346763819456,-0.283309221268,-0.748649954796,-0.807000041008,0.769199967384,0.215149998665,0.129715353251,-1.25467610359,-0.440498650074,-0.652451992035,0.521669387817,-0.789315164089,0.591293752193,0.127297073603,0.665388286114,0.337597697973,0.6634349823,0.780705988407,-0.786574482918,0.863594889641,0.981534719467,0.22961178422
466,-0.742174506187,0.0155108645558,-0.601525366306,0.290777683258,0.153807356954,-0.640360057354,0.0690263733268,-0.340562999249,0.0158089920878,0.523914933205,-0.568850040436,-1.94694983959,0.104827746749,0.826121628284,-1.72297334671,-3.4538500309,-0.768247485161,0.151734009385,-0.570219993591,0.97559261322,-0.160974532366,0.638838589191,0.506496965885,0.499212890863,-0.499207377434,-1.64476561546,-0.0145018287003,-1.3307557106,-1.24002158642,0.604887723923,-0.798268318176,0.208733350039,-0.405345618725,-0.357146829367,-0.317719638348,0.186471149325,-2.6521897316,0.711142241955,0.0307905562222,-0.0350861735642,-0.0268152095377,0.45932045579,-0.00751008093357,0.0239216107875,0.309642225504,-0.296635001898,-0.286199986935,-0.519249975681,0.256799995899,-1.32645010948,-0.428393244743,-0.142016768456,-0.405285805464,-0.477354496717,0.233331933618,-0.350987225771,-0.0827552601695,0.375546216965,0.131642207503,0.0312239676714,-0.0564307272434,-0.180641934276,-0.630291283131,0.547737777233,0.569156169891,0.191616117954
6009,-0.456695526838,0.492860287428,-1.17717897892,0.810749828815,-0.557789444923,-0.0283095762134,-0.308720648289,-0.665312945843,-0.343087404966,0.120116010308,0.410099983215,0.419933348894,0.533710718155,-0.0484613254666,-1.26288092136,-0.266054749489,-1.08646154404,-0.229291468859,-0.397648572922,0.386250555515,-0.362663626671,0.97314196825,-0.207314699888,-0.319215655327,0.891514241695,0.0541388988495,-0.260977327824,-0.938555419445,-0.854116022587,0.275782287121,0.281496882439,0.191066667438,-0.0734473839402,-1.19838678837,-0.652077972889,0.906654953957,-4.67432308197,0.345594286919,-0.66537541151,-0.491263687611,-0.804789721966,0.106432139874,0.117264673114,-0.213435009122,-0.519363760948,-3.54361963272,-0.184450000525,-0.228699982166,-0.723999977112,-0.229799985886,-0.323143005371,-2.53879165649,-0.915241062641,0.927907109261,0.289170980453,0.803727388382,0.40302336216,-0.428303182125,-0.774368524551,0.0422679334879,-0.799194633961,0.548655867577,-0.320609867573,1.19378364086,0.375029832125,0.511125087738
2309,-0.131567567587,0.610235571861,0.282958656549,0.125797659159,0.0264446288347,-0.838292181492,-0.175992310047,-0.267382889986,0.0478379502892,-0.421368122101,-0.512449979782,-0.176095038652,0.0552759580314,-0.684743344784,0.0600437223911,0.268939495087,0.466452598572,0.434225201607,-0.927336335182,-0.689753055573,0.758955955505,0.477322191,-1.16034054756,-0.0566612184048,-0.0208804346621,0.993851363659,-0.270412355661,-0.0358172543347,-0.602300584316,-0.493086546659,-1.12388777733,0.279500007629,-0.971184432507,0.337919414043,-0.605854690075,-0.844814956188,-0.454150795937,0.0104633718729,-2.59108185768,-0.521337151527,-0.434241116047,-0.254450231791,-0.309682101011,-0.739497244358,-0.211961135268,-0.198012948036,-0.233449995518,-0.317650020123,-0.104299992323,0.24770000577,-1.33528459072,-3.60445332527,0.612601161003,-0.277686238289,-1.42566752434,-0.348224550486,-0.67678976059,-1.82467067242,-0.508244395256,-0.0273415744305,-0.155989870429,-0.528766810894,0.0490856617689,-0.601824998856,0.0950768887997,-0.536384642124
387,0.658378720284,1.73995351791,-0.610429823399,0.83883702755,-0.082236841321,1.32391321659,-0.271810472012,-0.690803050995,0.0805815756321,0.863401055336,-1.32494997978,0.64250600338,-0.0424143113196,-0.205361187458,0.521829903126,0.704717934132,0.616021931171,-0.587253630161,0.387351095676,0.28383782506,-0.0855159163475,1.36510312557,-0.134249895811,-0.561292886734,0.278474450111,1.79506039619,0.087898619473,-0.271296441555,-1.13405990601,0.176034942269,1.26767396927,-0.447333335876,-0.450916826725,-0.471861571074,-3.31501364708,1.07819652557,-0.0264337994158,-1.44320225716,-0.380932122469,-1.32739078999,-0.532855510712,-0.168818861246,-0.0720272213221,-0.594216763973,-0.481199771166,0.416428506374,1.27999997139,0.679100036621,0.678249955177,0.629750013351,0.229422986507,-0.235744029284,-1.10563862324,-0.832643151283,0.159710213542,1.96568596363,0.388342738152,0.0818364024162,0.179698318243,1.20163011551,0.137513026595,0.513697981834,-0.0028498545289,0.814338386059,0.225353762507,0.39631831646
3553,-0.444475233555,-1.0335419178,-1.27377867699,-0.333537101746,-0.954162478447,-0.833617329597,0.0888466089964,-0.312331467867,0.338515520096,-0.642358720303,-0.0417499989271,-0.686689078808,-0.463277101517,-0.804333090782,-0.995507836342,-0.751900553703,-0.643849492073,-0.928455471992,-1.65331041813,-0.73770904541,-1.17871379852,-0.328651338816,-0.96733289957,-0.520968794823,-0.117947146297,-0.618770241737,0.480462759733,1.19162344933,1.22371840477,-1.78736639023,-0.804927766323,0.0401666462421,-0.225463539362,-0.357557058334,-0.641893088818,0.398959189653,-0.296856284142,0.0544228702784,-1.53760302067,-0.640474498272,-0.396011441946,-0.305969625711,-0.697320640087,0.162074401975,-0.19255822897,0.334874629974,0.314449995756,0.453999996185,-0.119349986315,0.139800012112,-0.0601604580879,0.207305580378,-0.592083334923,1.04158234596,-0.670961618423,0.0201699919999,-0.969326972961,-0.172268792987,-0.101271957159,-0.587005078793,-0.255849599838,-0.878094792366,-0.592953562737,-0.669985830784,-0.287720113993,-0.70947688818
427,0.462230563164,-0.375509560108,0.457838714123,0.229334920645,0.246398538351,-0.152621507645,-1.2770806551,0.280504971743,-0.00229379534721,-0.565822780132,0.400599986315,-0.122456789017,-0.267544358969,0.946294307709,0.0713160783052,-3.36477303505,0.0945613160729,0.222538158298,-0.351000189781,0.0811067223549,0.151797056198,-0.178392618895,1.71422243118,0.389003694057,-0.0912118703127,-0.264389038086,0.136071175337,-1.4371676445,0.282387882471,-0.403106749058,0.689073979855,-0.855600059032,-1.58901309967,-0.684833109379,-0.279789894819,-0.607533216476,1.94989025593,0.889865100384,-0.0193899273872,0.436081111431,-0.026373134926,0.0640743002295,0.882044315338,-0.18113553524,0.568480491638,1.87580931187,-1.16639995575,-0.407450020313,-0.0830500125885,-0.452950000763,1.14590334892,1.09169101715,-0.367634087801,0.166518718004,0.0578404292464,0.0157388746738,0.0564645566046,0.543635487556,0.210193246603,-0.281937479973,0.552481472492,-0.461787998676,0.18987198174,0.3380022645,0.382988214493,0.0333721712232
5898,-0.291076749563,-0.857914447784,-1.47569704056,0.249212116003,-0.691614627838,0.2956571877,-0.433941841125,-0.777761101723,-1.51315557957,-0.21442361176,0.177650004625,-1.26101458073,-0.420346498489,0.0240963287652,-0.186146587133,-0.518985748291,-1.16294527054,-0.753419816494,-0.432839095592,-0.594730496407,-0.508670032024,0.220602452755,-0.610677659512,0.000948309898376,0.0851421654224,-0.874565601349,0.093855842948,-0.0465336218476,0.320663034916,0.483622699976,-0.186192005873,0.0299000069499,0.288633555174,-0.0422011353076,-0.124988466501,-0.650416016579,-0.247980177402,-0.430874049664,-0.398467361927,-0.873623847961,-0.244182229042,-0.218567118049,-0.164221450686,0.0839374363422,-2.69543290138,0.408031404018,0.798099994659,0.853649973869,0.875650048256,0.281599998474,-1.13119649887,-0.835087776184,-0.682649970055,-0.565552294254,-0.751244187355,-0.241539075971,-0.831848978996,-0.283103227615,-1.20310544968,0.112022042274,-0.37579447031,-0.796437144279,-1.96050453186,-0.133710205555,-0.503976345062,-0.224606230855
23365,0.54814350605,1.09303605556,-1.43229317665,-0.188173890114,0.194718435407,0.452370524406,-0.218826085329,0.203168913722,-0.890106618404,-0.581304192543,-0.404000014067,0.620824813843,-1.19619524479,0.463090628386,-0.62450003624,0.965315341949,-0.101415291429,-0.6971103549,-0.354444533587,-0.0239688009024,0.285435795784,-0.229676812887,0.33111768961,0.129502251744,0.626821696758,0.701974153519,0.708198130131,0.59435158968,0.812884092331,1.49086201191,0.306831508875,-0.0976000055671,0.172126561403,1.15824389458,-0.484120249748,0.474883437157,0.449204266071,0.0229952186346,0.0103681087494,-0.382123440504,-0.168235972524,-0.00580404140055,-0.0252801477909,0.504408538342,0.281202167273,0.0712428987026,1.11944997311,1.12380003929,-0.097050011158,0.700099945068,-0.191309556365,-0.304022371769,0.681861758232,0.700978517532,-0.190136641264,0.695451498032,0.125931560993,-0.124337650836,-0.155437260866,1.01579475403,0.25199919939,0.594591379166,-1.06161046028,0.340031355619,-0.872452020645,-0.316685020924
6657,0.348475366831,-1.1849694252,-1.07116353512,-0.592701256275,-2.59652733803e-05,-0.409606486559,-0.324867069721,-0.0804144442081,0.46563833952,-0.508994936943,-0.152150005102,-0.134414941072,0.0904416441917,-0.781859695911,-0.192116394639,0.192345038056,-0.569455206394,-0.818908452988,-0.826772212982,-1.19633054733,-1.16283857822,-0.84445130825,-0.320762425661,0.00421604514122,-0.177028909326,-0.454441457987,5.7060918808,0.798507034779,1.34101545811,-1.83193063736,-0.910333275795,-0.0373999997973,0.176809981465,-0.130521774292,-0.471776694059,-0.861292421818,-0.021148558706,1.01277911663,0.318449884653,2.48319149017,0.210886493325,0.269673526287,0.00111511349678,0.720194041729,0.560230910778,-0.0193612203002,0.344499975443,4.99234962463,0.333449989557,-1.23695003986,0.542393863201,-0.152767553926,0.20137347281,0.877742826939,-0.731935381889,-1.00635242462,-1.03663396835,-0.0957618802786,-0.819889903069,-0.868428349495,-0.631272912025,-0.908287286758,0.986210882664,-0.0587562546134,-0.28317040205,-0.172729462385
