rid,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:10,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:3.33,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:1.11,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:0.37,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:0.12,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:0.04,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:0.01,KMS002_NOMO1_6H:BRD-K69885235-001-01-2:0,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:10,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:3.33,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:1.11,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0.37,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0.12,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0.04,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0.01,KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0,KMS002_THP1_6H:BRD-K69885235-001-01-2:10,KMS002_THP1_6H:BRD-K69885235-001-01-2:3.33,KMS002_THP1_6H:BRD-K69885235-001-01-2:1.11,KMS002_THP1_6H:BRD-K69885235-001-01-2:0.37,KMS002_THP1_6H:BRD-K69885235-001-01-2:0.12,KMS002_THP1_6H:BRD-K69885235-001-01-2:0.04,KMS002_THP1_6H:BRD-K69885235-001-01-2:0.01,KMS002_THP1_6H:BRD-K69885235-001-01-2:0,KMS002_THP1_24H:BRD-K69885235-001-01-2:10,KMS002_THP1_24H:BRD-K69885235-001-01-2:3.33,KMS002_THP1_24H:BRD-K69885235-001-01-2:1.11,KMS002_THP1_24H:BRD-K69885235-001-01-2:0.37,KMS002_THP1_24H:BRD-K69885235-001-01-2:0.12,KMS002_THP1_24H:BRD-K69885235-001-01-2:0.04,KMS002_THP1_24H:BRD-K69885235-001-01-2:0.01,KMS002_THP1_24H:BRD-K69885235-001-01-2:0
5720,0.632999062538,0.00928012281656,-0.157124683261,0.88642847538,-0.269249677658,-0.0982862114906,-0.718164086342,-0.0392905324697,0.314051896334,1.10257339478,0.463396847248,1.25551366806,0.294328689575,-0.0820841044188,0.377032399178,-0.427648544312,-1.19406104088,-0.0169378146529,-0.715359330177,0.128962770104,0.9935978055,-0.933867573738,1.06458175182,-0.68491268158,-1.45366895199,-0.390031784773,-0.767801165581,1.06862306595,0.0283075012267,-1.37509560585,0.369509637356,-1.01964592934
466,0.619469165802,0.537878930569,0.0123518779874,1.24803853035,-0.458112418652,-0.648921072483,0.128744453192,-0.707045257092,-0.77588146925,-0.0168622732162,-0.0262878239155,0.821392297745,0.155761688948,0.245634064078,1.16158699989,-0.409511059523,0.145748868585,1.26929819584,0.586710095406,0.759146392345,0.35111951828,-0.253458827734,1.72997820377,-0.677168309689,1.13070714474,1.04395186901,1.06576406956,0.920202076435,0.618832588196,0.0300060138106,0.247493520379,-0.97439789772
6009,1.14826655388,-0.00303074717522,0.0927831828594,-0.0897627025843,0.377820789814,-0.444302648306,-0.183229222894,0.499776721001,0.388461053371,0.0653629302979,0.0331298783422,0.473289787769,0.194401398301,0.242247626185,0.239495635033,0.289718270302,0.589294612408,0.130010932684,0.230617344379,0.726123094559,0.258400887251,-1.14710640907,1.13211739063,-0.303714156151,0.447078585625,-0.27242860198,0.687813878059,0.622890532017,-0.429720282555,-0.43463909626,-0.0507823228836,-0.27665746212
2309,0.580829441547,0.0110350102186,-0.521891415119,0.0870185121894,-0.947153091431,-0.904922485352,-1.84177148342,-0.691043496132,-0.768320024014,0.365598082542,-0.460419327021,-0.221693232656,-0.318336576223,-1.53241014481,-0.558358430862,-0.602422595024,-1.15866458416,0.414483249187,-0.72796612978,0.488020062447,-0.506575226784,-0.345660686493,0.45692139864,0.0509902276099,0.714756131172,0.506265580654,0.482928663492,-0.425971150398,-0.832379877567,-1.63268470764,-0.460838466883,-1.20881271362
387,-0.304990679026,0.221088021994,-0.622490286827,0.551685452461,0.0346769690514,-0.176313340664,0.965205729008,-0.756745219231,-0.967593669891,0.622990489006,-0.165369212627,0.432503640652,0.770999610424,0.309904783964,1.57264018059,-0.164549425244,-0.465895593166,-0.295490711927,-0.792961418629,-0.0727378427982,0.550686180592,-0.720459938049,0.0914077907801,-0.61361849308,-0.540971159935,0.758295536041,0.512907207012,0.89860701561,0.0841083824635,-0.0541785657406,0.788934290409,-0.461378872395
3553,0.580182313919,-0.085971429944,0.10722296685,-0.395317107439,1.56452417374,1.26836574078,-0.236241817474,1.15876066685,-0.0966032296419,-0.342369675636,-0.294689148664,0.090712249279,0.0932106226683,0.38665497303,-0.0143484249711,0.693194806576,1.92120862007,-0.249824538827,0.802986562252,-0.124780423939,0.0367036797106,1.12079834938,-0.44380697608,1.07142305374,-0.325521767139,-0.826518177986,-0.360967367887,-0.710318088531,0.407766163349,1.30935120583,0.393956065178,1.54224872589
427,0.27301850915,-0.145560190082,0.854295969009,2.58599996567,0.436049878597,0.0762949585915,1.68497312069,-0.374952197075,0.375332683325,0.514904856682,0.853089690208,-0.0283867418766,-0.269851863384,0.435420453548,0.831554412842,0.0571908503771,-0.426310241222,0.402794182301,0.477438569069,0.423624038696,0.41875743866,-0.210365742445,1.74095404148,-0.727561533451,0.461555838585,1.63113427162,1.6003702879,2.173432827,1.3718444109,0.766805589199,1.62985134125,0.146915227175
5898,-2.60516166687,-0.932715833187,-0.634670257568,-0.139311566949,-0.296511411667,-0.560709238052,-0.223045617342,-0.557915985584,-1.55933892727,-1.23002135754,-0.0307381749153,-1.25206017494,-0.823992490768,0.224542558193,0.20058529079,-0.383697152138,-1.63195157051,-1.37932682037,-0.675157904625,-0.404791414738,0.129239216447,0.0473048314452,0.136998012662,0.469039022923,-1.7319163084,-0.534855544567,-0.187677547336,-0.566382229328,0.617448568344,-0.429587781429,-0.447121679783,0.328703403473
23365,-0.305392086506,-0.758815646172,0.353947371244,-0.98772341013,1.26107609272,0.339463174343,-0.182159513235,0.184515193105,-0.181920677423,-0.269480884075,-0.384066432714,-0.668250977993,0.160301268101,0.935603022575,-0.281106084585,0.531833469868,-0.81475174427,-0.708197236061,-0.187118664384,-1.52155685425,0.685062527657,0.434512853622,-0.16529366374,-0.20349894464,0.335796415806,0.521386504173,0.530900001526,0.00952718406916,1.05670499802,0.954654455185,-0.187650173903,1.01504063606
6657,0.919229090214,-0.250256627798,0.7318354249,-1.160161376,0.0129937082529,0.172207430005,-0.0601543486118,0.418647348881,0.266025781631,-0.568259477615,-0.00133065506816,-0.638277590275,0.204764902592,0.813977777958,-0.550757229328,0.663230895996,1.00630271435,-0.332257658243,-0.0589114129543,-0.994056642056,-0.816865980625,0.348914921284,-1.43302047253,0.141756802797,-0.622758507729,-1.04161465168,-1.04696881771,-0.926871776581,0.225099146366,0.906695723534,-0.375616252422,1.28487443924
