rid,KHW001_HA1E_6H:BRD-A56001686-001-02-5:10,KHW001_HS27A_6H:BRD-A56001686-001-02-5:10,KHW001_SKM1_6H:BRD-A56001686-001-02-5:10,KHW001_U937_6H:BRD-A56001686-001-02-5:10
5720,-0.219039231539,-0.501964569092,0.359207302332,0.628196358681
466,-0.0239549577236,0.0189302265644,0.72809702158,0.798318147659
6009,0.107322700322,-0.375806987286,0.48538261652,0.441816627979
2309,-0.86771017313,0.344376027584,-1.7080013752,-0.458016037941
387,-1.01080322266,-1.4808139801,-0.0369238704443,-1.03283071518
3553,0.580489456654,0.237664401531,0.3981590271,0.0515714809299
427,-0.702742218971,-0.0176115706563,0.763906002045,-0.22761105001
5898,0.212615504861,0.0910807847977,-0.766753196716,0.194340139627
23365,0.029006883502,-0.231189548969,1.08777248859,0.302020013332
6657,0.667770683765,-0.324207335711,1.39157390594,1.16701543331
5054,0.468914270401,-0.840571463108,-0.148115426302,-0.0136439204216
3108,0.218516886234,0.772045612335,-0.190635204315,-0.0132182240486
1950,0.473111212254,0.883798480034,0.807508945465,0.316212534904
351,0.00135501881596,0.000306089030346,0.436483979225,0.398249447346
4846,2.31862545013,0.677015602589,0.705544173717,-0.354870736599
1452,0.490848869085,0.146669059992,-0.871675848961,-1.02848958969
4776,0.625894963741,-0.328787922859,1.49920606613,0.850838124752
6908,-0.112636625767,0.0838344097137,-0.31188338995,0.0521378181875
672,-0.281824946404,0.6798645854,-1.635440588,0.919064283371
5710,-0.0192456133664,0.575234293938,-0.842343389988,0.118321277201
2115,0.128102853894,-0.227470219135,0.975626826286,0.82755535841
7015,0.280320137739,0.662438094616,0.78631824255,0.568447887897
8726,-1.07264530659,-1.0839086771,-0.192769452929,-0.596493899822
2185,1.73053920269,0.278222590685,0.51665532589,-0.0118314065039
3315,-0.632667660713,-0.00215902761556,-0.270366042852,0.164133861661
5289,0.551672935486,-0.335638314486,0.0484138354659,0.29149711132
868,0.841619133949,0.553185284138,1.27060806751,0.307234853506
1677,0.710808217525,0.421144038439,0.922660171986,0.135769277811
7043,0.504964351654,-0.561603665352,1.26120150089,-0.0284021049738
5613,0.334841579199,-1.02876377106,0.888096570969,-0.56428784132
595,-0.179484516382,-0.403406739235,0.332166403532,-0.0857680141926
4793,0.712254405022,0.983009696007,-0.379420101643,-0.593445062637
2736,0.124512806535,0.00547005981207,1.43434226513,0.937630295753
5290,0.0224977433681,-0.143744811416,0.273135125637,0.308584094048
6194,-0.000191684419406,-0.00318719749339,-0.000296463229461,0.000411696906667
1676,0.441821336746,0.0679507553577,1.18891537189,0.575610041618
23512,0.853824257851,0.0036915128585,0.0362937748432,-0.431540548801
148022,0.0128650665283,-1.38376295567,-0.792190849781,-0.999040842056
1906,0.582523941994,-0.155253976583,0.588692426682,1.19474935532
8878,-0.0405428856611,-0.000177372538019,-0.503800213337,-0.76146709919
3091,-1.12754309177,0.000127411112771,0.324937164783,-0.157525286078
5743,0.135348454118,-0.0173375084996,-0.615441679955,-0.245581701398
5321,0.42519235611,0.00121945748106,0.775135219097,0.468347430229
4144,0.36544162035,0.00256371265277,0.542199790478,0.220840752125
1981,0.540540456772,0.453741461039,0.155806869268,-0.999463558197
695,-0.439814060926,-0.261401891708,-0.182442754507,-0.24219019711
10398,0.474207282066,-0.00373236741871,1.63971841335,0.850083231926
5708,-0.240628644824,-0.000368458917364,-0.832607507706,-0.114791452885
1213,-0.750447034836,-0.850161314011,-0.870871841908,-1.61419081688
226,-0.637711882591,0.20295111835,-0.0508482977748,-2.76849770546
6777,0.0354912430048,0.685903608799,-0.404350101948,-0.785460114479
2113,0.139737740159,-0.352428615093,-0.29523563385,0.0860606431961
3329,-0.993153035641,-0.693019151688,-0.183878749609,-0.83013010025
1050,-0.722622156143,-0.650534391403,-0.083539545536,-0.276656717062
9491,0.539868235588,0.644074440002,0.971899926662,0.149000287056
22926,0.233692288399,-0.348596125841,-0.197381928563,-0.802301824093
5899,-0.722728133202,-0.934677183628,-0.815741658211,-0.768534660339
5467,0.325599372387,0.34946218133,0.972818255424,-1.16317367554
6774,-0.105757825077,-0.195357084274,-0.800403237343,-1.44786202908
1788,0.828690886497,0.365186691284,0.189222097397,1.20535767078
5921,1.03379368782,0.614910960197,-0.179013937712,-0.309820890427
5721,-0.0459444224834,-0.744700431824,-0.763195514679,0.207571879029
2263,1.2357134819,0.351124823093,0.831107139587,0.605836510658
808,0.260435789824,0.229286730289,0.702355444431,0.254043310881
30001,-0.134826436639,0.629626631737,-0.812518596649,-0.808721423149
348,0.768012404442,0.477334886789,1.52584934235,0.36461776495
30849,0.159429505467,-0.915796041489,-1.47249031067,-1.45545744896
1454,-0.742951571941,0.0538173019886,0.0423914790154,-1.77912521362
6500,-0.15920843184,-0.458920300007,0.306570410728,-0.819842100143
5627,-0.267817258835,1.47641539574,-1.39331293106,-0.327183037996
5715,0.387636005878,0.291826635599,-0.0441780090332,-0.756721377373
4791,0.992842316628,0.314513415098,0.425655722618,1.26464259624
56924,-0.030056796968,0.374082058668,-0.265363991261,-0.116939879954
2690,1.21334838867,0.705533146858,0.187012925744,1.56240916252
1019,2.24749541283,0.020968735218,1.22755527496,0.694418549538
51422,0.456828773022,1.07800650597,0.121594950557,-0.313101261854
5788,0.874884903431,0.310241639614,0.645121395588,-0.443961143494
6709,0.351697862148,-0.681642949581,-0.646690011024,-1.59105825424
1277,0.252635478973,-2.06727552414,0.26705622673,0.677653074265
993,-1.90288841724,-1.09804904461,-0.875326633453,-0.250490874052
7157,-0.0661265254021,0.00840606540442,-0.659114301205,-0.693183779716
1958,0.849750995636,0.585155725479,-0.721019804478,0.33670219779
4582,0.361576974392,0.0160313844681,0.00968353636563,-0.183878839016
9212,0.298779666424,-2.32038211823,1.28369283676,0.0905116051435
8440,-0.256663620472,-0.445678174496,-0.958261013031,-1.56467759609
6790,1.27886343002,0.72358494997,0.150800004601,0.75219142437
8851,-0.295184195042,0.313955813646,-0.259697794914,0.0419844985008
2534,-0.203946262598,-0.235926762223,-1.21694898605,-0.695847213268
4893,0.72968173027,0.552869319916,1.51599788666,0.876598060131
665,-0.079665735364,-0.370553851128,-0.419006794691,-0.206257000566
4313,-0.433371812105,-2.19306898117,0.754410922527,0.45658749342
1022,0.171495869756,-0.396620213985,0.538315415382,0.214530467987
5880,-0.382462620735,0.996514439583,0.106320716441,-1.06769299507
3162,-1.33993792534,-0.843364775181,0.150829851627,0.241745904088
1282,0.181256189942,-0.000726263795514,1.36346828938,0.675534486771
3383,0.135967582464,0.175923734903,-0.24019408226,-0.681005120277
727,0.283202141523,0.318092912436,0.867959678173,0.946217060089
4792,-0.102781243622,-0.406230598688,-0.623418569565,-1.9401062727
4794,0.669159889221,-0.0908747762442,0.496253222227,-0.0950096547604
902,0.713382959366,0.308037310839,0.24566257,0.772864222527
8091,-0.340889424086,0.00423204898834,-0.158930897713,0.438696563244
3486,0.356712818146,0.151186600327,0.299510002136,-0.345764636993
10818,0.559335768223,-0.450079858303,1.39742290974,1.0530090332
3454,-0.200098901987,0.0020533464849,1.28698182106,0.799889922142
4282,0.000987277249806,-0.00272651622072,-0.0499171763659,0.000411696906667
1605,0.156869649887,-0.388428449631,-0.542961537838,-0.456612884998
10644,-0.000698283314705,-0.315290033817,-2.12400698662,-1.33524978161
2065,0.439204663038,0.0898904204369,0.691690444946,0.365102857351
8321,0.420019119978,0.308185756207,0.488993793726,1.03157877922
8503,0.574285149574,0.209060400724,0.446214318275,-0.00538540724665
7027,-0.215854525566,0.257588684559,0.164413720369,-0.619106531143
6850,0.449061840773,0.525054454803,0.127843633294,-0.725975751877
1978,-0.816105604172,-0.289700329304,0.0857370644808,-0.696093559265
896,-0.922881901264,0.173520028591,0.558784484863,-0.0635256394744
5777,-0.551912009716,-0.0133999586105,-0.510552406311,-1.29993009567
1846,-0.632840871811,0.461040496826,0.387777358294,-0.240154892206
5925,-0.448466151953,-0.547632932663,-1.11335241795,-1.05407476425
142,-0.260000705719,0.0113626420498,-0.671329259872,-1.11803376675
1021,0.413760095835,0.129414886236,-0.640072584152,-1.30394506454
5699,0.00754738599062,-0.568269610405,-0.913117647171,0.0143748223782
8061,0.00932401418686,-0.447279721498,-0.0709767788649,-0.517994940281
1870,1.47602558136,1.03720653057,0.621658623219,0.786105394363
1398,-0.31006026268,-0.164326414466,0.283167243004,-0.827277898788
3312,-1.35451304913,0.609683036804,0.154847964644,0.391723960638
891,0.488463997841,-0.000184335600352,0.646396040916,-0.0461499840021
4775,0.178208470345,0.584734261036,0.526181936264,0.0503630638123
5111,-0.676410377026,-1.58938360214,0.122761316597,0.106423683465
5696,-0.844446539879,-0.802238345146,-0.211236566305,-1.71846425533
5588,0.483227193356,0.717739343643,1.33496320248,0.96018576622
6839,0.357619196177,1.47518849373,-0.0140898227692,-0.61742323637
329,0.204942554235,1.30470752716,1.71834659576,-0.403651952744
5058,0.0814897119999,0.93559807539,-0.119256600738,-0.514570236206
998,-0.058681756258,-0.0828646719456,-0.663072109222,1.3553352356
9134,-0.38964304328,0.542262136936,-0.310455709696,-0.454188227654
6616,0.2536637187,0.355272769928,0.477076411247,1.011490345
5223,-0.241913765669,-0.361233532429,0.423776358366,-0.529697835445
4690,0.237151160836,1.3442838192,0.419844269753,2.04892039299
958,0.207807168365,-1.30220663548,0.631112337112,1.26185548306
1616,0.196391254663,-0.664983510971,-2.4609439373,-0.463159322739
991,-0.00120624748524,0.0015038899146,-0.281853795052,0.0
6347,0.396682620049,0.115256689489,0.468329876661,0.25180888176
6714,0.441907286644,-0.38602399826,-0.836691498756,0.544283628464
652,0.414346814156,0.0929497256875,0.0778489112854,1.0263698101
4331,0.463210195303,-0.67028927803,1.81270694733,0.673062980175
7099,0.679365694523,0.335908323526,0.39431014657,-0.956764221191
10320,0.800027728081,0.526099085808,-0.0735584646463,-0.454111099243
2042,-0.0903232470155,-0.453330874443,0.809151172638,1.21262001991
843,0.609333693981,0.207053020597,1.15984368324,0.697899460793
840,-0.599653184414,-0.150598227978,-1.54927372932,-0.466566860676
7048,2.66565585136,0.160562559962,2.43978118896,1.59709370136
4851,0.829344451427,0.419854283333,0.746117293835,0.519153118134
6464,0.0641399100423,0.228888377547,1.09707975388,0.648165583611
23410,0.705540776253,-0.444647610188,1.04632151127,-0.862809538841
54205,0.731195032597,-0.443856686354,0.569494843483,0.558822631836
2770,0.77886646986,0.238943845034,0.653201818466,-0.138282209635
80204,0.429082155228,0.65205270052,1.88855981827,-1.57246255875
4208,0.824521303177,3.0377831459,0.555687069893,0.0226768255234
1845,0.427950024605,0.299409627914,-0.282139480114,1.38748335838
23368,0.246552422643,-0.263177990913,1.9347474575,0.855482816696
5583,0.595110356808,0.13529060781,0.3848747015,-0.117666751146
8900,0.939702689648,0.249376028776,2.4490480423,1.68645429611
581,0.331850171089,-0.912864685059,-0.0597175806761,-0.178666621447
6193,-0.23283021152,-0.350618094206,0.050736695528,0.931675195694
6622,0.536460340023,0.197198808193,0.5203166008,1.79087352753
11261,1.20356464386,1.54795742035,0.142490208149,-1.18950295448
6696,0.563949882984,0.798474431038,0.203481376171,-0.154546618462
8312,0.5073351264,0.795889019966,0.303022265434,0.440758049488
835,0.671212434769,0.478477030993,-0.689749479294,2.09606075287
8324,0.999139666557,-0.141495198011,-0.807373821735,-0.512176394463
1848,-1.30218076706,1.56360673904,-0.877242028713,-0.380622208118
154,-1.20981156826,-0.0277917422354,-0.670576453209,-0.225726395845
4312,1.05353653431,0.537551283836,0.7797524333,1.84701192379
994,0.392146855593,-3.60425186157,-0.481415748596,0.175940826535
2048,0.674391329288,-0.374486863613,0.437737703323,0.753151118755
1111,0.0664555877447,-2.89253807068,0.734945356846,-0.725687205791
