rid,CPC002_HA1E_6H:BRD-K70577657-300-04-1:10,CPC002_HA1E_24H:BRD-K70577657-300-04-1:10,CPC002_HCC515_6H:BRD-K70577657-300-04-1:10,CPC002_HCC515_24H:BRD-K70577657-300-04-1:10,CPC002_PC3_6H:BRD-K70577657-300-04-1:10,CPC002_PC3_24H:BRD-K70577657-300-04-1:10,CPC002_VCAP_6H:BRD-K70577657-300-04-1:10,CPC002_VCAP_24H:BRD-K70577657-300-04-1:10,CPC016_A375_6H:BRD-K70577657-300-04-1:10,CPC014_A375_6H:BRD-K09790412-001-03-8:10,CPC016_A549_6H:BRD-K70577657-300-04-1:10,CPC014_A549_6H:BRD-K09790412-001-03-8:10,CPC016_A549_24H:BRD-K70577657-300-04-1:10,CPC014_A549_24H:BRD-K09790412-001-03-8:10,CPC016_ASC_24H:BRD-K70577657-300-04-1:10,CPC014_ASC_24H:BRD-K09790412-001-03-8:10,CPC014_HA1E_6H:BRD-K09790412-001-03-8:10,CPC014_HCC515_6H:BRD-K09790412-001-03-8:10,CPC016_HEPG2_6H:BRD-K70577657-300-04-1:10,CPC014_HEPG2_6H:BRD-K09790412-001-03-8:10,CPC016_HT29_6H:BRD-K70577657-300-04-1:10,CPC014_HT29_6H:BRD-K09790412-001-03-8:10,CPC016_MCF7_6H:BRD-K70577657-300-04-1:10,CPC014_MCF7_6H:BRD-K09790412-001-03-8:10,CPC016_MCF7_24H:BRD-K70577657-300-04-1:10,CPC014_MCF7_24H:BRD-K09790412-001-03-8:10,CPC016_NEU_24H:BRD-K70577657-300-04-1:10,CPC014_NEU_24H:BRD-K09790412-001-03-8:10,CPC016_NPC_24H:BRD-K70577657-300-04-1:10,CPC014_NPC_24H:BRD-K09790412-001-03-8:10,CPC014_PC3_6H:BRD-K09790412-001-03-8:10,CPC014_PC3_24H:BRD-K09790412-001-03-8:10,CPC014_PHH_24H:BRD-K09790412-001-03-8:10,CPC016_SKB_24H:BRD-K70577657-300-04-1:10,CPC014_SKB_24H:BRD-K09790412-001-03-8:10,CPC014_VCAP_6H:BRD-K09790412-001-03-8:10,CPC014_VCAP_24H:BRD-K09790412-001-03-8:10
5720,-0.130072593689,-1.22762262821,0.963400006294,-1.61179113388,0.711310505867,1.0744843483,0.291317999363,-1.81721127033,0.189388811588,-0.214365899563,-0.76709997654,0.536163389683,-0.372820079327,-1.64287936687,-0.0552666708827,-0.0924779325724,-0.442799985409,0.0126672834158,0.459750086069,0.082679964602,-0.143789097667,-0.26736214757,0.218571424484,0.260708928108,-0.446785748005,0.432683467865,1.35444927216,-0.36519998312,-0.0997143313289,0.0751875936985,0.0626048147678,-2.04546546936,0.170372009277,-0.803388118744,-0.168003186584,0.463226348162,-2.86001896858
466,0.998430192471,-1.30226397514,0.0991000086069,-0.452281653881,0.490842968225,-0.0406295359135,0.274228692055,-1.34030056,0.358232855797,-0.082534044981,0.733200013638,0.998648762703,-0.0813484489918,-1.38064050674,0.10473331809,0.275246798992,0.389900028706,-0.0754583477974,1.41587543488,1.13822031021,-0.306485384703,0.26046666503,-0.0375055074692,0.294098854065,-0.392835348845,0.0339870899916,-0.258520662785,0.747099995613,0.00780045427382,0.258317261934,0.467091172934,-0.425327062607,0.543448090553,-0.242869824171,1.76654791832,0.632574379444,-1.19396984577
6009,-0.34319961071,-0.918890893459,0.0566499829292,-0.134540140629,-0.0722571462393,-0.0155421542004,0.702773451805,-0.271225243807,0.405632525682,-0.729085505009,-0.0369499921799,0.728711366653,-2.45067286491,-0.199640616775,-0.0767333209515,0.749705612659,0.459150016308,0.508317112923,0.609291911125,0.276604324579,0.409305095673,-0.0856170654297,1.57986092567,0.172154992819,-0.00652674213052,0.19658818841,0.373040616512,-0.130599990487,0.111021153629,-0.32939606905,-0.480204492807,-1.3797236681,-1.25357306004,-0.200175896287,0.150435179472,0.308824598789,0.0767580866814
2309,2.17636585236,0.502345085144,1.12045001984,0.374725341797,0.14567232132,-1.00153505802,0.451344490051,-1.70254397392,0.53993755579,0.422780096531,1.06904995441,1.39921927452,1.08266556263,-0.17736621201,0.410833328962,0.101419195533,0.963699996471,0.0152001231909,1.58185279369,-0.456754505634,0.599659144878,0.669340074062,1.76258349419,0.41210564971,-1.60986423492,-0.612749636173,0.397068023682,-0.379599988461,0.192388281226,0.103434644639,0.636982858181,-0.220536798239,-0.273924142122,-1.08959627151,0.135541334748,-0.109471395612,-2.33650016785
387,-0.440018296242,0.295568734407,-0.430500000715,1.0416778326,0.283882886171,0.0208557583392,0.155744314194,0.0171123892069,0.658007800579,-1.12742424011,-3.17209982872,0.81051337719,-0.822749972343,0.346780180931,-0.218500003219,0.341323465109,0.524349987507,0.50562953949,1.65421080589,0.275894343853,0.316403836012,0.0586356669664,1.16065835953,-0.197950869799,-0.587939202785,-0.0576524734497,-0.0757706165314,0.0251499991864,0.166243031621,-0.580487072468,-0.0773792639375,0.947483181953,0.243298143148,-0.822750091553,-1.71026015282,-0.255364954472,2.5892598629
3553,-0.272881805897,2.42899179459,1.22664999962,-1.49419546127,-0.250086039305,0.872871339321,0.149309366941,1.74456906319,0.0464147478342,0.119820833206,0.279100000858,-0.691658139229,-0.287501573563,1.22215986252,0.177699998021,0.495196461678,0.265049993992,0.837665915489,-1.1026892662,0.747818946838,0.632302641869,-0.0750885158777,1.09086191654,0.51202660799,0.510031938553,-0.325405478477,-1.01480472088,0.95685005188,-0.917787253857,0.892381727695,-0.0690512806177,0.00749097019434,1.46888685226,1.3112885952,0.534176111221,0.229321196675,1.07844209671
427,-0.920382142067,-0.790771365166,-0.15854999423,-0.821681976318,-0.6661683321,0.0404260754585,-0.370840072632,0.241641074419,-0.201313972473,-0.59059971571,0.00235003232956,-1.56622004509,0.319950968027,0.132774621248,-0.0273000001907,-0.119011998177,-1.54159998894,-0.894511938095,-0.900045454502,-0.464714705944,-1.31335318089,-0.192990601063,0.161291241646,-0.810381293297,-0.797291040421,-0.925775289536,-0.0176402926445,0.0045500099659,-0.304776161909,1.32803809643,-0.286253154278,0.299167811871,0.157228976488,0.335452854633,2.42018938065,-0.812840819359,1.09462976456
5898,-0.951788187027,-2.52615976334,0.566699981689,-0.590799152851,-0.491797417402,-1.06569457054,0.0565605573356,-0.0598834566772,0.24318139255,-0.532805860043,0.469500035048,0.583597302437,-0.36484926939,1.02866530418,0.632566690445,-1.04120504856,-0.108850002289,-0.170608222485,0.393806964159,0.475531756878,0.658491969109,1.48853504658,-0.463426053524,-0.421095430851,0.376607686281,-0.456102132797,-0.201568335295,-0.224099993706,-0.775686681271,0.264987111092,-0.332635045052,-0.811060011387,-0.126494914293,0.443746030331,1.6317589283,0.808332085609,0.78444570303
23365,-0.59085893631,-1.09357786179,-1.08070003986,-1.01516115665,0.023463472724,-0.767591059208,-0.528883635998,0.358250468969,-0.0318041071296,-0.246577098966,0.611649990082,-0.350171148777,2.02874135971,-0.101151496172,0.110266678035,-0.910145640373,0.180449992418,-0.547437787056,0.575393736362,0.214472472668,-0.137133225799,-0.676008284092,3.03409528732,-0.045532874763,-0.24803224206,0.35253226757,0.878595411777,-0.265200018883,-0.96045166254,-0.221798717976,1.52425515652,0.590606451035,0.532605409622,-1.45070040226,0.854697525501,-0.122278317809,0.0156991984695
6657,1.47591102123,1.81529974937,0.652350008488,0.0239546373487,-0.112715408206,0.739340305328,-0.231430768967,1.45362746716,-0.00704253092408,-0.0414390340447,-0.200100004673,-1.02180480957,0.051608376205,0.575762569904,-0.330766677856,-0.864814639091,0.0119500160217,0.378496944904,-1.5124437809,0.66661632061,-0.0065797790885,0.303045272827,0.360975295305,0.8252607584,1.85589230061,-0.489815831184,0.277015179396,0.0946500003338,-0.0313490107656,-0.182602882385,-0.23476845026,1.33858084679,0.380889624357,0.372607469559,1.00996518135,0.00442327558994,0.816423118114
5054,-4.74458122253,-1.12935709953,-1.47595000267,-0.777238428593,-0.358411937952,-0.525104284286,-0.368666797876,0.62351334095,0.557111740112,-0.52849316597,1.54770004749,1.29226350784,-1.02611243725,2.46078944206,0.460533350706,0.111175149679,-1.03745007515,-0.448862344027,-0.780487596989,-2.63154816628,0.0929219424725,1.06290721893,2.29218482971,0.287944167852,-0.344068229198,-0.138052389026,-0.826928198338,0.799549996853,-0.298669010401,0.405300319195,-0.0848255753517,0.297758758068,1.40421056747,-0.36390209198,-1.67729592323,-0.30602902174,0.677138030529
3108,1.72220635414,-0.376952409744,-1.40380001068,1.6053276062,-0.245795026422,-0.163578554988,-0.275900095701,-0.537506699562,-0.119419492781,-1.14213192463,-0.714499950409,0.191720813513,1.64601552486,-0.702339291573,-0.363799989223,-0.82142162323,0.971499979496,-1.08159732819,-0.557811141014,-0.210449755192,-0.281054675579,-0.760805785656,0.0408411622047,-0.329896956682,-0.279500991106,-0.270917057991,-0.219888210297,0.349049985409,1.05432510376,2.85641956329,-0.076938316226,-0.202675163746,0.158412441611,0.352508157492,0.121777079999,0.972736001015,1.34787285328
