rid,CPC005_A375_6H:BRD-K09991945-001-02-0:10,CPC005_A375_24H:BRD-K09991945-001-02-0:10,CPC005_A549_6H:BRD-K09991945-001-02-0:10,CPC005_A549_24H:BRD-K09991945-001-02-0:10,CPC005_HA1E_6H:BRD-K09991945-001-02-0:10,CPC005_HA1E_24H:BRD-K09991945-001-02-0:10,CPC005_HCC515_6H:BRD-K09991945-001-02-0:10,CPC005_HT29_6H:BRD-K09991945-001-02-0:10,CPC005_HT29_24H:BRD-K09991945-001-02-0:10,CPC005_MCF7_24H:BRD-K09991945-001-02-0:10,CPC005_MCF7_6H:BRD-K09991945-001-02-0:10,CPC005_PC3_6H:BRD-K09991945-001-02-0:10,CPC005_PC3_24H:BRD-K09991945-001-02-0:10,CPC005_VCAP_6H:BRD-K09991945-001-02-0:10,CPC005_VCAP_24H:BRD-K09991945-001-02-0:10,LJP001_BT20_6H:BRD-K09991945-001-04-6:10,LJP001_BT20_6H:BRD-K09991945-001-04-6:2,LJP001_BT20_6H:BRD-K09991945-001-04-6:0.4,LJP001_BT20_6H:BRD-K09991945-001-04-6:0.08,LJP001_BT20_24H:BRD-K09991945-001-04-6:10,LJP001_BT20_24H:BRD-K09991945-001-04-6:2,LJP001_BT20_24H:BRD-K09991945-001-04-6:0.4,LJP001_BT20_24H:BRD-K09991945-001-04-6:0.08,LJP001_HS578T_6H:BRD-K09991945-001-04-6:10,LJP001_HS578T_6H:BRD-K09991945-001-04-6:2,LJP001_HS578T_6H:BRD-K09991945-001-04-6:0.4,LJP001_HS578T_6H:BRD-K09991945-001-04-6:0.08,LJP001_HS578T_24H:BRD-K09991945-001-04-6:10,LJP001_HS578T_24H:BRD-K09991945-001-04-6:2,LJP001_HS578T_24H:BRD-K09991945-001-04-6:0.4,LJP001_HS578T_24H:BRD-K09991945-001-04-6:0.08,LJP001_MCF10A_6H:BRD-K09991945-001-04-6:10,LJP001_MCF10A_6H:BRD-K09991945-001-04-6:2,LJP001_MCF10A_6H:BRD-K09991945-001-04-6:0.4,LJP001_MCF10A_6H:BRD-K09991945-001-04-6:0.08,LJP001_MCF10A_24H:BRD-K09991945-001-04-6:10,LJP001_MCF10A_24H:BRD-K09991945-001-04-6:2,LJP001_MCF10A_24H:BRD-K09991945-001-04-6:0.4,LJP001_MCF10A_24H:BRD-K09991945-001-04-6:0.08,LJP001_MCF7_6H:BRD-K09991945-001-04-6:10,LJP001_MCF7_6H:BRD-K09991945-001-04-6:2,LJP001_MCF7_6H:BRD-K09991945-001-04-6:0.4,LJP001_MCF7_6H:BRD-K09991945-001-04-6:0.08,LJP001_MCF7_24H:BRD-K09991945-001-04-6:10,LJP001_MCF7_24H:BRD-K09991945-001-04-6:2,LJP001_MCF7_24H:BRD-K09991945-001-04-6:0.4,LJP001_MCF7_24H:BRD-K09991945-001-04-6:0.08,LJP001_MDAMB231_6H:BRD-K09991945-001-04-6:10,LJP001_MDAMB231_6H:BRD-K09991945-001-04-6:2,LJP001_MDAMB231_6H:BRD-K09991945-001-04-6:0.4,LJP001_MDAMB231_6H:BRD-K09991945-001-04-6:0.08,LJP001_MDAMB231_24H:BRD-K09991945-001-04-6:10,LJP001_MDAMB231_24H:BRD-K09991945-001-04-6:2,LJP001_MDAMB231_24H:BRD-K09991945-001-04-6:0.4,LJP001_MDAMB231_24H:BRD-K09991945-001-04-6:0.08,LJP001_SKBR3_6H:BRD-K09991945-001-04-6:10,LJP001_SKBR3_6H:BRD-K09991945-001-04-6:2,LJP001_SKBR3_6H:BRD-K09991945-001-04-6:0.4,LJP001_SKBR3_6H:BRD-K09991945-001-04-6:0.08,LJP001_SKBR3_24H:BRD-K09991945-001-04-6:10,LJP001_SKBR3_24H:BRD-K09991945-001-04-6:2,LJP001_SKBR3_24H:BRD-K09991945-001-04-6:0.4,LJP001_SKBR3_24H:BRD-K09991945-001-04-6:0.08
5720,1.59313106537,2.76752948761,0.397390604019,-0.605648756027,0.65600001812,-0.450363308191,0.748250007629,0.866436839104,0.350581049919,0.572915613651,0.853184223175,0.174434870481,-0.389794290066,0.265038430691,0.674194216728,-0.15823829174,-0.017831010744,0.216672539711,0.756442666054,0.214460730553,0.158263429999,0.620004355907,0.703129529953,0.598386824131,0.88144159317,0.990356087685,1.17020487785,0.68297368288,0.4086561203,0.888086855412,0.714566528797,0.416306525469,-0.272149980068,0.673023760319,-0.200092315674,-0.122687712312,0.0890858024359,0.122953653336,-0.134452402592,0.233664631844,0.0172313973308,0.691465735435,-0.0646911561489,0.00904995203018,-1.08595001698,0.154300004244,-0.888000011444,0.738310217857,-0.697120964527,0.431469023228,-0.0948211550713,-0.306939572096,0.0338104665279,0.361866533756,0.406366229057,-0.136145412922,-0.200162798166,-0.00154150370508,-0.479736596346,-0.60168325901,-0.0173634123057,0.325916051865,-0.61105120182
466,1.28819262981,0.823743581772,-0.678625702858,-0.661715209484,0.153699994087,0.66221344471,-0.815050005913,0.658489584923,-0.685156822205,0.195700511336,0.182149037719,-0.0508257187903,0.367066323757,0.0514361709356,0.929574728012,0.213073685765,0.737306177616,0.793751358986,1.43298149109,0.43098950386,0.83492398262,0.196937292814,0.0845868363976,0.500083327293,0.914343953133,0.270259380341,0.313723832369,0.154174357653,-0.0019446015358,-0.573895156384,0.216825693846,-0.891566157341,-1.88452506065,0.174931183457,0.0180823504925,0.443931519985,0.401137948036,0.817946314812,0.0781946182251,0.46914228797,-0.566287636757,0.0023100823164,0.320438504219,-0.136199980974,-0.137199997902,0.787100017071,0.18029999733,0.187025725842,-0.0986699983478,0.253169804811,0.858380973339,-0.00302848219872,0.521503269672,0.145729571581,-0.00143225491047,-0.322693794966,-0.0654162466526,-0.249169513583,-0.305731356144,0.538242936134,-0.0334668122232,0.606371819973,0.776040971279
6009,0.0616345107555,0.278428435326,0.242559403181,-0.991665065289,0.187600001693,1.88882517815,-1.31435000896,0.755539476871,0.106598705053,-0.269563794136,-0.00112872198224,0.340506970882,-0.702917993069,0.23024058342,0.00244231149554,-0.281285911798,0.475663423538,0.261659175158,0.117818132043,-1.04485368729,0.0198914259672,-0.0228846073151,-0.126890659332,0.582182645798,0.472064644098,0.380043148994,0.643683195114,0.14236626029,0.310164123774,0.354215085506,0.158154204488,-0.149060443044,-2.58370018005,0.0591727159917,-0.822338461876,0.416291058064,0.189271897078,0.742469012737,0.671317100525,0.340216249228,0.194586977363,0.00328104943037,-0.248236909509,0.027699995786,-0.137049987912,-0.298200011253,-0.845849990845,0.310512840748,-0.00515225529671,-0.597998261452,-0.295680463314,0.0160263180733,-0.211633577943,-0.885792434216,-0.00830495357513,-0.249877288938,0.989035964012,0.222972124815,0.428808748722,-0.19809153676,0.280871123075,0.3910767138,0.295418798923
2309,-0.227336063981,-0.98364931345,0.0811630189419,0.366483211517,0.905200004578,-0.630542397499,1.97720003128,-0.208748936653,0.534688293934,-2.76698732376,-0.0209772065282,-0.237632408738,-0.248218655586,-0.849169611931,-0.683993637562,0.22251586616,-0.00567521154881,-0.732255995274,-0.688934206963,-0.57137042284,-0.812161684036,-0.559304177761,-0.177009314299,-0.231747657061,-0.352701604366,-0.195590049028,-0.127223208547,-1.31273090839,-0.0964486002922,-0.203548759222,-0.360682487488,0.755564451218,0.661499977112,1.41840445995,-0.288670599461,-0.0576047077775,0.0580114871264,-0.419145733118,-0.181714087725,-0.668840110302,0.187810182571,-0.0690946877003,-0.110757797956,0.51314997673,0.242599993944,0.225850000978,-0.288749992847,-0.0417231544852,-0.455641806126,-0.160173043609,-0.0777905583382,0.0586086958647,-0.344171434641,-0.844926953316,0.428106188774,-0.0245961844921,0.217991381884,-0.0638826936483,0.308702975512,-0.649482011795,-0.308556586504,-0.0812021791935,0.0906119942665
387,1.18658792973,1.04093658924,1.04922318459,-0.0336310118437,0.803499996662,-0.167229771614,1.38800001144,0.759456574917,0.278356075287,-0.0508888661861,0.847092866898,0.706261277199,0.840382874012,-0.588591754436,0.0764067918062,0.190868645906,0.243920117617,0.585534632206,0.944431364536,0.689531743526,0.79446965456,0.708788275719,1.49514389038,0.429629981518,-0.0673096179962,0.994388580322,0.325609892607,0.211223036051,0.38549041748,1.17331659794,0.320434421301,0.046262614429,0.695274949074,-1.19457745552,-1.41786384583,0.318800270557,-0.211032256484,0.0678662061691,0.282371938229,0.512530565262,-0.258214235306,0.767433166504,0.166121602058,-0.360300004482,-0.332549989223,-0.473949968815,0.0731499940157,0.108950406313,0.286641478539,0.302383929491,-0.555436432362,-0.544138431549,-0.848627924919,0.63742017746,0.394573658705,-0.398922979832,0.204887121916,-0.0442551262677,0.32968878746,0.326949834824,0.296600282192,0.728912591934,0.380638360977
3553,-0.138236761093,0.366836488247,-0.462794005871,0.41739064455,-0.314249992371,1.32678544521,0.000749997794628,-0.515006840229,0.942835152149,0.354716688395,-0.256745129824,-0.736088395119,-0.0524016618729,-0.195211425424,-0.226883649826,0.0603740736842,0.100282907486,-0.330110371113,-0.402760207653,0.317516326904,0.534444451332,-0.82960832119,-0.265433967113,-0.877466797829,-0.931607425213,-0.793539404869,-0.707157254219,-0.32508546114,0.28005951643,-1.11671841145,0.121368020773,-1.08599698544,0.22665001452,-0.142569839954,0.149127840996,-0.807860255241,-0.915226578712,-0.152204245329,-0.284452885389,0.215760245919,0.0130870118737,-0.826762318611,-0.183070972562,-0.384649991989,-0.786249995232,-1.1413500309,0.0264499783516,-0.528574883938,-0.821874022484,-0.710082471371,-0.475402295589,0.0157474204898,-1.02922940254,-0.200924679637,-0.294961422682,0.010292224586,-0.122598603368,-0.119070619345,-0.651250183582,-0.433394491673,0.0276594217867,-0.610649108887,-0.556573987007
427,0.858718156815,0.346353679895,0.489604771137,-0.574318647385,0.458350002766,0.804030954838,1.54305005074,0.433922946453,0.257083803415,0.100256055593,-0.196890100837,-0.382730334997,0.644421100616,-3.20119905472,-1.08900713921,0.782652378082,0.1689247787,0.704106688499,0.769972681999,-0.419301301241,-0.0549297481775,-0.599314033985,-0.195780038834,0.356567949057,-0.593913078308,-0.0305569767952,-2.08544111252,0.123087860644,-0.643867254257,0.379963755608,0.93582379818,-0.456154972315,0.755424976349,0.218333780766,0.17814449966,-0.745973169804,-0.291518092155,-0.18611112237,0.131864577532,0.316274851561,-0.301830053329,0.311320841312,0.437825828791,-0.871050000191,-0.196999996901,-0.541999995708,-0.58235001564,-0.516178071499,-1.04656803608,-0.542558073997,-0.32683339715,-0.974099934101,-0.171681940556,0.165469378233,-0.583207547665,-0.959221065044,-0.315950721502,-0.300917208195,-0.322682201862,-0.601396918297,-0.168266966939,-0.590675532818,-0.521707057953
5898,1.81624782085,0.479995906353,-0.393756121397,-0.631177842617,-0.299750030041,-0.698711395264,0.00319999456406,0.303465545177,-0.306570112705,-1.57793223858,-0.123111367226,0.408757567406,-0.212145447731,0.204822868109,-0.290009826422,0.414559960365,1.40096449852,0.549637556076,0.482159018517,0.0415686666965,0.410209476948,0.131525143981,0.341675102711,0.850570499897,0.12374779582,0.774468302727,-0.0257030427456,0.170708179474,-0.147836059332,0.355622947216,0.999785006046,0.891751825809,0.593875050545,-0.753672420979,0.519620299339,0.867106676102,-0.653632164001,-0.0279789566994,0.257211536169,-4.99611902237,0.123026639223,-1.55572319031,0.782211303711,-1.20455002785,-0.616850018501,0.217550009489,0.596000015736,0.0842347741127,0.557725906372,0.339534580708,-0.646313309669,0.128111541271,0.379929363728,0.0902118235826,0.156349346042,0.218435943127,0.748880267143,0.0534784346819,0.333008229733,0.865726053715,0.563267052174,0.127149522305,0.690816342831
23365,-0.818383216858,-1.65375041962,-0.412754297256,-0.931332468987,-0.240899994969,-0.572798848152,-0.605100035667,-0.638376414776,-1.38237953186,-0.272052675486,-0.777402758598,-0.507878541946,-0.747133433819,0.602397203445,-0.65631467104,-0.33745187521,-0.634390711784,0.266174912453,-0.139295458794,-0.140000134706,0.23579698801,0.86009645462,0.243639051914,1.05167722702,0.356832802296,0.736091256142,0.21733777225,0.65974599123,-0.239258795977,-0.329223096371,-0.279915809631,0.151737391949,0.688300013542,0.0150192975998,-0.366722136736,-0.379248797894,-0.40414956212,-0.563147246838,-0.65294700861,-1.75413703918,-1.07195472717,0.190348252654,-0.148572847247,-0.872500002384,-1.60890007019,-0.195500001311,-0.662699997425,0.614597678185,0.201685667038,0.217245861888,-0.454351425171,-0.035264596343,0.226557314396,-0.550512135029,0.252357244492,-0.697058618069,-0.0631406679749,0.207207456231,-0.323437213898,-0.617288351059,0.405249834061,-0.416084170341,-0.159447774291
6657,-0.444406569004,-0.942687153816,0.291928589344,-0.646824121475,0.398699969053,0.501072645187,-1.28944993019,0.303154677153,0.439828753471,0.0825179070234,-0.662357151508,0.278353482485,0.513913750648,-1.02691161633,-0.124162897468,-0.334220767021,-0.212129294872,-0.0517143309116,-0.603307783604,-0.114117614925,0.232913166285,-0.667745113373,-0.723695635796,-0.86641317606,-1.2001708746,-0.315149754286,-1.16569042206,-0.150299578905,-0.0706450343132,-0.583770990372,-0.461625307798,-0.034313634038,0.41740000248,0.117044858634,0.753098368645,-0.283130645752,-0.212493896484,-0.942728877068,-0.556395351887,-1.39459013939,0.255757838488,-0.683896422386,0.0585556030273,-0.0550999939442,-0.774800002575,-0.26574999094,0.682099997997,-0.602990567684,-0.49674654007,-0.643043756485,-0.431120783091,0.111263900995,0.406070977449,-0.204560890794,-0.70141094923,-0.157161340117,-0.294635474682,-0.0697172880173,-0.640599787235,-0.782453775406,-0.500233113766,-0.612646460533,-0.850206077099
