rid,CPC001_HA1E_6H:BRD-K72034655-001-02-1:10,CPC001_HA1E_24H:BRD-K72034655-001-02-1:10,CPC001_HCC515_6H:BRD-K72034655-001-02-1:10,CPC001_HCC515_24H:BRD-K72034655-001-02-1:10,CPC001_PC3_6H:BRD-K72034655-001-02-1:10,CPC001_PC3_24H:BRD-K72034655-001-02-1:10,CPC001_VCAP_6H:BRD-K72034655-001-02-1:10,CPC001_VCAP_24H:BRD-K72034655-001-02-1:10
5720,0.101292252541,-1.84464502335,-0.812350034714,0.778748512268,-2.08706974983,-0.957883059978,-0.244435638189,0.218796402216
466,-0.51748585701,-1.50376367569,-1.44254994392,0.478386878967,-0.509200930595,0.156616479158,0.629283726215,-0.764567375183
6009,-1.76065349579,0.224403083324,0.0778999999166,-1.07276856899,1.1673169136,0.0777571871877,0.0850526541471,0.600926280022
2309,0.224465727806,1.32735192776,-0.986600041389,-0.594814240932,-0.283837467432,0.704124689102,-0.410223275423,-0.522114515305
387,-0.850004851818,0.99697804451,-1.20875000954,0.381135463715,1.11562752724,0.787240624428,0.551081180573,-0.132713660598
3553,-0.47308203578,-0.275030642748,1.08654999733,-0.51693046093,-1.91512310505,0.0881092250347,0.1817240417,-0.508234620094
427,-0.461950153112,-0.698829293251,-1.77734994888,-0.211212277412,-0.209579482675,-0.505818903446,-0.476307928562,-0.497287333012
5898,-0.620658218861,-0.523342907429,-1.39499998093,0.310759037733,0.0130031798035,-0.986415266991,-1.35099935532,-0.458563446999
23365,0.111579567194,0.0229630768299,1.7322499752,0.828269183636,1.25543403625,0.555128395557,-0.442850291729,0.529598474503
6657,-0.283481359482,0.341558516026,-0.767599999905,-0.148700386286,-0.48362120986,-0.75360929966,-0.144962027669,-0.0155764967203
5054,0.00497318059206,-0.56032282114,0.023099988699,-0.189833849669,-1.14836108685,0.0577943250537,0.138883590698,-0.243573918939
3108,-0.249894827604,0.298260718584,0.546600043774,0.515514969826,0.467881351709,-0.168276742101,-0.156166151166,-0.171755880117
1950,0.159266144037,-0.123578667641,-0.199650004506,-0.0548963397741,-1.11360251904,-0.111150458455,-0.0318708792329,-0.512920260429
351,0.125261649489,0.678151667118,-0.876999974251,-0.548058092594,-0.60165822506,0.652459084988,-0.0944337546825,-0.0268861204386
4846,-0.0608920753002,0.0248283743858,0.367449998856,-0.304863661528,-0.0559925287962,-0.616066157818,-0.777444839478,0.534187436104
1452,0.0161809623241,0.306313455105,-1.48619997501,-3.50267457962,-1.23930132389,-2.03276658058,-1.19555282593,-0.230342805386
4776,-0.621557831764,-1.15357041359,0.0214999988675,-0.369415432215,0.0819428488612,0.083204947412,0.368572354317,-0.455919802189
6908,0.509831428528,-0.965082526207,-0.576200008392,0.173488616943,-1.95992088318,-0.616963148117,-0.125336721539,0.448071658611
672,0.386940807104,-1.24496412277,-1.28680002689,0.531711876392,-0.139072492719,0.248793333769,0.218423515558,0.467165440321
5710,0.0236677676439,-0.834277331829,-0.924550056458,-0.104044079781,-1.08338451385,-0.316184282303,-0.0217436105013,0.234945118427
2115,-0.775270760059,0.34737187624,-0.538100004196,-0.506883144379,-0.574086666107,0.539743840694,-0.159943044186,-0.183163791895
7015,0.0982433408499,0.640955269337,-0.0591000020504,-0.754463672638,0.207293882966,-0.283385962248,-0.198845401406,-1.23264026642
8726,-0.293242305517,0.837223768234,-1.08469998837,3.744348526,0.137640565634,-0.137890055776,0.112536109984,0.422167420387
2185,-0.0817096680403,1.24404239655,0.46099999547,-0.379794150591,-0.232780650258,-0.0376777462661,-0.0870269238949,-0.149102628231
3315,-0.840696811676,-0.155676245689,0.251049995422,1.16450130939,1.170748353,0.274267584085,0.118062362075,-0.377358049154
5289,-0.240225464106,-0.587855041027,-0.572399973869,-0.522760748863,-1.03643333912,-0.619394540787,-1.58536636829,-0.297204911709
868,-0.671861886978,0.380810827017,0.849300026894,-0.745795726776,1.36657440662,0.852350354195,-0.477119892836,-0.00827878713608
1677,-1.03580248356,0.241276159883,0.322750002146,-0.617245197296,-0.741108953953,-0.113032646477,0.475511699915,-0.471032261848
7043,0.123084828258,0.346545815468,-0.467949986458,-0.287529349327,0.924712061882,0.303774178028,-0.087643429637,-0.992712855339
5613,-0.132765769958,0.632991075516,0.38765001297,-0.738565444946,-0.769010663033,-0.471628516912,0.787533521652,-0.516706705093
595,0.105285942554,-0.372458130121,-0.0529499948025,0.617898464203,-0.680735945702,-0.400163680315,-0.661556303501,0.794229745865
4793,-0.0894186198711,0.125064134598,-0.623399972916,0.8352227211,1.10308098793,-0.715455532074,-0.616892814636,-0.129009380937
2736,-0.839309215546,1.72185826302,-0.0983999967575,-0.469485729933,0.114783957601,-0.120526857674,-0.326292991638,-0.0424135327339
5290,-1.39270877838,1.40714848042,0.892199993134,-0.959187448025,0.768536806107,0.532475054264,0.160481780767,-0.418524354696
6194,-0.274611592293,0.000429249339504,-0.530799984932,0.0312175601721,0.476846903563,0.327343255281,-0.311877787113,-0.0483049489558
1676,-0.500389814377,0.905332803726,0.131949990988,-1.0686044693,-0.284161180258,0.598785877228,0.490404069424,-0.411325395107
23512,0.755972146988,-0.00836837291718,-4.83244991302,0.509361505508,-1.43937921524,0.00598632544279,-0.543789923191,0.819509327412
148022,-0.161411136389,-0.652317225933,-0.565199971199,0.125186160207,-0.587833046913,-0.140434831381,0.110643535852,-0.360909372568
1906,0.516393899918,-0.0716702491045,1.37800002098,-0.672417759895,1.81439232826,-0.36418813467,-0.0215208083391,-0.386005699635
8878,-1.19366121292,-0.271858304739,-0.717599987984,0.0,-0.936963379383,-0.67444819212,-0.0863955616951,0.131798028946
3091,0.714555025101,-1.35638487339,0.53694999218,0.417010486126,-1.65807402134,0.164362445474,0.678511321545,-0.342417925596
5743,-0.571335375309,-0.195798620582,-0.9416000247,0.0843664109707,-1.51261174679,0.00109135359526,0.117417082191,-0.31126588583
5321,-1.438367486,0.856263041496,-0.0545499920845,-1.14172530174,-0.0108514009044,-0.00199964828789,-0.197636634111,-0.0579184927046
4144,0.00861297547817,-0.231798529625,-0.792549967766,0.258399784565,-1.88669466972,-0.188785865903,0.343962728977,-0.216458499432
1981,1.20095455647,0.606652796268,1.90234994888,0.504227161407,-0.0987413749099,-0.432280033827,-0.229403764009,-0.0119962692261
695,-0.569813191891,-1.26035141945,-0.778599977493,1.24094843864,0.157281309366,0.476423531771,0.462645024061,-0.121118083596
10398,-0.0388668328524,-1.50462448597,-0.753550052643,0.183232903481,-1.48552978039,-0.921972334385,0.0657100528479,-0.392844349146
5708,0.0629521012306,-0.0196147449315,0.0696500018239,-0.1109854877,-0.652660965919,0.312667608261,-0.521635890007,0.161901831627
1213,0.292259305716,-0.262222647667,-0.167849987745,-0.05866548419,0.928834915161,1.104611516,0.0763712823391,0.427531272173
226,-0.126330912113,-1.18743038177,-1.27394998074,0.734027683735,-0.897589087486,-2.1101808548,-0.00110183656216,-0.00997197628021
6777,-0.0779979452491,-0.406321167946,-1.73119997978,0.712568342686,-0.246686711907,-0.498484551907,-0.271097689867,-0.135036155581
2113,-0.147041738033,-1.89904856682,-0.39019998908,-0.421717584133,-1.96219289303,-0.371035218239,-0.420125901699,-0.675845265388
3329,-0.454352587461,-0.4530133605,-0.489050000906,0.643693745136,-2.48298382759,-0.40140864253,-0.0452482812107,0.683879375458
1050,-0.547310590744,0.0445038676262,-0.854099988937,0.43859577179,0.0644692927599,1.02455031872,-0.709695100784,0.144951760769
9491,-0.280448079109,0.252535104752,2.84014987946,0.177544623613,1.59145700932,0.711095809937,0.134011983871,0.522526860237
