rid,CPC002_HA1E_6H:BRD-K33882852-003-01-0:10,CPC002_HA1E_24H:BRD-K33882852-003-01-0:10,CPC002_HCC515_6H:BRD-K33882852-003-01-0:10,CPC002_HCC515_24H:BRD-K33882852-003-01-0:10,CPC002_PC3_6H:BRD-K33882852-003-01-0:10,CPC002_PC3_24H:BRD-K33882852-003-01-0:10,CPC002_VCAP_6H:BRD-K33882852-003-01-0:10,CPC002_VCAP_24H:BRD-K33882852-003-01-0:10,CPC018_A375_6H:BRD-K33882852-003-01-0:10,CPC018_A549_6H:BRD-K33882852-003-01-0:10,CPC018_A549_24H:BRD-K33882852-003-01-0:10,CPC018_ASC_24H:BRD-K33882852-003-01-0:10,CPC018_HEPG2_6H:BRD-K33882852-003-01-0:10,CPC018_HT29_6H:BRD-K33882852-003-01-0:10,CPC018_MCF7_6H:BRD-K33882852-003-01-0:10,CPC018_MCF7_24H:BRD-K33882852-003-01-0:10,CPC018_NPC_24H:BRD-K33882852-003-01-0:10,CPC018_PHH_24H:BRD-K33882852-003-01-0:10,CPC018_SKB_24H:BRD-K33882852-003-01-0:10,CVD001_HEPG2_6H:BRD-K33882852-003-01-0:10,CVD001_HEPG2_6H:BRD-K33882852-003-01-0:2.5,CVD001_HEPG2_24H:BRD-K33882852-003-01-0:10,CVD001_HEPG2_24H:BRD-K33882852-003-01-0:2.5,CVD001_HUH7_6H:BRD-K33882852-003-01-0:10,CVD001_HUH7_6H:BRD-K33882852-003-01-0:2.5,CVD001_HUH7_24H:BRD-K33882852-003-01-0:10,CVD001_HUH7_24H:BRD-K33882852-003-01-0:2.5,CVD001_PHH_6H:BRD-K33882852-003-01-0:10,CVD001_PHH_6H:BRD-K33882852-003-01-0:2.5,CVD001_PHH_24H:BRD-K33882852-003-01-0:10,CVD001_PHH_24H:BRD-K33882852-003-01-0:2.5
5720,-0.0583344064653,-0.0753547251225,-0.570581793785,-0.0308556780219,0.176617875695,-0.347821235657,-0.149948805571,-2.81636667252,-1.08083879948,0.561440587044,0.281599998474,0.716499984264,-1.10320997238,0.120804406703,0.518944263458,0.64792484045,-0.433823168278,-0.463849961758,-0.715243935585,-0.248085588217,0.115716300905,-1.77051198483,-1.10939085484,0.136662617326,0.617587029934,-1.24872899055,-0.154716432095,-1.29059660435,-0.446310132742,0.0477713048458,0.0611070655286
466,-0.399298489094,0.336498111486,0.115496389568,0.668697834015,-1.03768050671,-0.853702425957,-1.02946233749,-1.0504925251,-0.434918582439,0.943840384483,0.257899999619,0.0131000000983,0.368538886309,-2.84586548805,-0.421697974205,1.26594185829,-0.354566574097,0.439400017262,0.836064577103,0.301024436951,1.24746966362,2.28291559219,1.03073728085,-0.674381732941,0.143915295601,-0.11464035511,-0.428281188011,-0.092140302062,0.524726629257,-0.306376039982,-0.177634611726
6009,0.155528306961,-0.851374924183,-0.482081443071,-0.408174157143,0.574264407158,-0.243087857962,-0.563003957272,-0.00836786627769,0.659118533134,0.475171267986,1.28559994698,-1.40390002728,-0.230351775885,0.663531303406,0.846314609051,1.0164219141,-0.36872163415,-0.287750005722,-0.48902079463,1.60388994217,0.583983421326,1.76048743725,1.13543558121,1.08268547058,1.18295574188,1.69577455521,0.109061568975,1.18168950081,0.363871872425,1.86803889275,0.427816808224
2309,0.47839653492,0.712670326233,-0.154750958085,-0.773974776268,-0.805506110191,-0.186726257205,0.173588111997,-3.29876422882,-0.182240903378,-0.462350726128,5.42119979858,0.0,1.23307704926,1.80899596214,0.801165640354,1.86609172821,-0.263290822506,-0.911249995232,2.35287022591,0.703634262085,0.535684347153,2.88951778412,1.71375608444,1.15703380108,-1.08136153221,1.38894832134,1.01974594593,0.871655881405,-0.158065587282,0.470779567957,-0.955748736858
387,-0.511274397373,0.27085506916,-0.706795454025,0.540961027145,-0.462802827358,0.710461258888,-0.438455224037,0.775910973549,-0.173146530986,-0.102417320013,-1.61049997807,0.174899995327,0.274769216776,1.40796124935,1.55541300774,0.0297751128674,-0.505612254143,-0.827299952507,1.85961604118,1.33908414841,0.614036202431,0.345835804939,-0.363855540752,1.76237308979,0.982635080814,-0.577442407608,-1.28548979759,1.0191962719,-0.892724514008,1.84146523476,0.357240736485
3553,0.588517010212,-0.0216391980648,-0.00787262618542,0.0306575894356,-0.633533596992,1.10668718815,0.728112101555,2.86635422707,0.524809598923,-0.173368781805,-0.455099999905,-0.215499997139,0.274476617575,-0.277989208698,-0.784263908863,0.333621650934,-0.00961016118526,0.93700003624,-0.123074628413,0.417283177376,0.316998183727,0.270415782928,1.11067700386,0.425616562366,1.19971096516,2.4080953598,0.893401741982,1.066365242,0.546376228333,-0.175336226821,0.247970402241
427,-0.873892724514,-0.14795795083,-0.0514369606972,-0.156602233648,1.91022157669,-0.917510509491,0.0905387252569,-0.95780813694,0.396448165178,0.740818083286,0.576200008392,-1.4129999876,-0.93972080946,0.64245724678,0.217034846544,0.812372326851,0.0142700001597,-1.36500000954,1.44490361214,-0.612610638142,-0.270112842321,-0.781335890293,0.00912961363792,-0.154437929392,1.44517683983,0.199021816254,0.262540876865,-0.343482077122,-0.98387491703,0.167861625552,0.508627474308
5898,0.173307999969,0.587017774582,-0.200129240751,-0.226136267185,-0.494019567966,0.0987554341555,-0.930339217186,1.75678324699,-1.56117773056,0.943603277206,0.771799981594,0.687200009823,0.522264838219,-3.58491373062,0.0956056565046,-0.50891238451,0.788724660873,0.0173500031233,-0.237092450261,0.0118890106678,0.914916098118,1.98986542225,1.39030957222,1.11905002594,0.610898971558,1.81285738945,-0.334630489349,0.766159057617,0.908693909645,3.56290245056,0.0674608945847
23365,-1.59616780281,-0.0224625095725,-0.111261546612,0.633554577827,-0.0342232435942,0.181034907699,-0.446048349142,0.383117496967,-0.160066723824,0.100882984698,-1.88489997387,1.32959997654,0.31775867939,-0.267354488373,-0.0484885424376,-0.530252039433,0.717462599277,0.791100025177,-0.442516177893,0.873994529247,0.074751496315,1.12506961823,0.0179077982903,0.00426691770554,0.889157533646,-0.506766617298,-0.462598145008,0.842046141624,0.380783438683,0.829839527607,1.12013292313
6657,1.59402728081,-0.283597171307,-0.604977548122,-0.536308050156,0.562727630138,-0.375014305115,1.0078728199,3.21253490448,0.53622341156,0.520902037621,0.0681999996305,0.562300026417,0.858891010284,-0.126518905163,-1.09970760345,0.0680557563901,0.0810848474503,1.6875500679,-0.494277596474,0.846785008907,0.631263315678,1.73161661625,1.24387168884,-0.226996764541,0.876364350319,2.26609230042,0.251527607441,0.853667497635,0.355076611042,-1.39905846119,0.125490278006
