rid,CPC012_A375_6H:BRD-K36267058-001-04-1:10,CPC012_A549_6H:BRD-K36267058-001-04-1:10,CPC012_A549_24H:BRD-K36267058-001-04-1:10,CPC012_ASC_24H:BRD-K36267058-001-04-1:10,CPC012_HA1E_6H:BRD-K36267058-001-04-1:10,CPC012_HCC515_6H:BRD-K36267058-001-04-1:10,CPC012_HT29_6H:BRD-K36267058-001-04-1:10,CPC012_MCF7_6H:BRD-K36267058-001-04-1:10,CPC012_MCF7_24H:BRD-K36267058-001-04-1:10,CPC012_NEU_24H:BRD-K36267058-001-04-1:10,CPC012_NPC_24H:BRD-K36267058-001-04-1:10,CPC012_PC3_6H:BRD-K36267058-001-04-1:10,CPC012_PC3_24H:BRD-K36267058-001-04-1:10,CPC012_PHH_24H:BRD-K36267058-001-04-1:10,CPC012_SKB_24H:BRD-K36267058-001-04-1:10,CPC012_VCAP_6H:BRD-K36267058-001-04-1:10,CPC012_VCAP_24H:BRD-K36267058-001-04-1:10
5720,0.11928281188,-0.208566635847,-0.193200021982,0.315786808729,-2.62569522858,0.118601694703,0.523697912693,0.0551251173019,0.740873575211,0.0707333534956,0.18009698391,-0.225225433707,0.138729542494,2.79983091354,1.81195545197,0.598805725574,0.0337421298027
466,0.328337311745,0.288466632366,0.271349996328,-0.656433105469,-0.693480968475,0.806395530701,-0.0339836627245,0.720301866531,0.811210095882,0.605899989605,0.253493010998,-0.370424926281,-0.317679554224,-1.29720878601,-0.0709063261747,-0.153848513961,0.250288486481
6009,-0.731858611107,0.378866672516,-0.115199998021,0.473610550165,-0.128077998757,0.610121250153,-0.969895124435,0.34772580862,-0.223226204515,-0.346700042486,1.34583353996,-0.787127017975,-0.400229394436,0.284950554371,-1.3972568512,-0.0319926999509,1.07333803177
2309,0.665056884289,0.450800031424,0.511600017548,-0.402072787285,0.759110152721,0.369725883007,0.193844050169,-0.0389054864645,1.60501742363,-0.146500006318,1.29591858387,0.500899791718,-0.358666747808,0.199595406651,-0.00370997190475,0.360467374325,0.730695366859
387,0.409968703985,0.451466679573,-0.323350012302,0.380237430334,2.60590076447,1.06585013866,0.149905651808,1.53562307358,1.95315682888,-0.768533349037,0.182723373175,-0.324167430401,0.593977868557,0.753690302372,-0.368579268456,0.503593921661,1.58865594864
3553,-0.489938229322,-0.288100004196,-0.502449989319,-0.440829306841,0.211261540651,-0.352242320776,-0.0357184410095,1.58386361599,-0.318527519703,0.104166686535,-1.11829519272,0.662942588329,-0.111105263233,1.50122523308,-0.663682460785,-0.678753495216,-0.465910702944
427,-0.108046531677,0.13883331418,-0.0972499996424,0.250736415386,-0.178870797157,-0.0671403855085,0.0665345788002,0.738443255424,1.5264595747,0.689566671848,0.18661648035,0.309867560863,0.423429012299,1.45421409607,-0.0971653312445,-0.684866845608,-0.410023927689
5898,-0.0250701680779,-0.0584333240986,1.12774991989,-0.0704346001148,-0.836287498474,0.288080722094,0.473827660084,0.715782821178,-1.27526926994,-0.036433339119,0.303178817034,0.0337294340134,-0.693586349487,-0.823485672474,0.683326601982,-0.752027153969,-1.15723252296
23365,0.437653660774,-0.629566669464,-0.208200037479,-0.435183703899,0.211800247431,-0.148692071438,0.554330289364,1.22578907013,-0.312806814909,-0.537933349609,0.079144179821,1.29125583172,0.0905248820782,-0.980738461018,0.461647391319,0.12222853303,-0.00925278663635
6657,-0.0570992529392,-0.0636333078146,0.00414997339249,0.447526097298,-0.574694037437,-0.0864443033934,-0.480882316828,1.30498170853,-0.788113951683,-0.124333336949,0.768189072609,-0.220544278622,0.0702304840088,-0.176048696041,-0.0930283069611,-0.646406829357,-0.52130228281
