rid,CPC014_A375_6H:BRD-U66370498-000-01-0:10,CPC014_A549_6H:BRD-U66370498-000-01-0:10,CPC014_A549_24H:BRD-U66370498-000-01-0:10,CPC014_ASC_24H:BRD-U66370498-000-01-0:10,CPC014_HA1E_6H:BRD-U66370498-000-01-0:10,CPC014_HCC515_6H:BRD-U66370498-000-01-0:10,CPC014_HEPG2_6H:BRD-U66370498-000-01-0:10,CPC014_HT29_6H:BRD-U66370498-000-01-0:10,CPC014_MCF7_6H:BRD-U66370498-000-01-0:10,CPC014_MCF7_24H:BRD-U66370498-000-01-0:10,CPC014_NEU_24H:BRD-U66370498-000-01-0:10,CPC014_NPC_24H:BRD-U66370498-000-01-0:10,CPC014_PC3_6H:BRD-U66370498-000-01-0:10,CPC014_PC3_24H:BRD-U66370498-000-01-0:10,CPC014_PHH_24H:BRD-U66370498-000-01-0:10,CPC014_SKB_24H:BRD-U66370498-000-01-0:10,CPC014_VCAP_6H:BRD-U66370498-000-01-0:10,CPC014_VCAP_24H:BRD-U66370498-000-01-0:10,NMH002_FIBRNPC_24H:BRD-K45834949-001-01-6:10,NMH002_FIBRNPC_6H:BRD-K45834949-001-01-6:10,NMH002_NEU_6H:BRD-K45834949-001-01-6:10,NMH002_NEU_24H:BRD-K45834949-001-01-6:10,NMH002_NPC_6H:BRD-K45834949-001-01-6:10,NMH002_NPC_24H:BRD-K45834949-001-01-6:10
5720,0.216389328241,-2.78413081169,0.275670796633,0.427828133106,-0.497221291065,0.0248854979873,0.619716286659,-0.358842223883,-0.00483599305153,-0.0454223752022,3.30290007591,-0.1852042377,-0.382446557283,-0.811107516289,-0.805289030075,-0.369537591934,-0.655622601509,-2.43384504318,0.110133334994,0.226481080055,-0.977546751499,-0.51307964325,-0.448570162058,-0.111888796091
466,0.463128983974,-1.12892818451,0.874127984047,-0.441066086292,-0.447351455688,-0.554344058037,0.0427482277155,0.451898783445,1.11000001431,-0.0511657595634,0.0297499969602,0.0346201770008,-0.805053830147,0.00578065961599,0.764203071594,0.46325057745,0.253601938486,-3.39417982101,0.0442333444953,-0.0854259729385,0.509382009506,0.110432967544,-0.475256979465,0.529631018639
6009,-1.4192237854,-1.73322677612,1.48853588104,0.632704377174,0.365270137787,-0.241738557816,-0.315829336643,-1.12515580654,-0.435439288616,0.0421221256256,-0.568450033665,-0.722954571247,-0.172813132405,-0.173815384507,0.249591290951,-0.0701816082001,-0.252722084522,1.15069794655,-0.0620999932289,-0.254875063896,-1.02470016479,-0.66086679697,-1.12372875214,-0.568530499935
2309,0.162241309881,-0.555073142052,-0.710105895996,0.427875339985,-0.0601967386901,-0.220879793167,-0.690336108208,-0.0466427542269,0.418772697449,-0.963460445404,-0.529199957848,-0.094943344593,0.37299028039,-0.232714518905,-0.836917519569,-0.406418204308,-0.307189166546,-2.27473640442,-0.158533349633,0.367311954498,-0.987916707993,-0.235235393047,0.165414094925,-0.525000751019
387,0.62133616209,-0.832552194595,0.279499411583,-0.0739596486092,0.229539871216,0.407704085112,0.505836844444,0.277521431446,-0.0540164783597,-0.774724543095,-0.773100018501,-0.343208402395,0.0562581904233,-0.409907311201,-0.399829179049,-0.712489962578,0.292157739401,1.3103812933,0.0428000092506,0.323314487934,0.186605587602,-1.60824322701,0.414682269096,-0.628978133202
3553,-0.376609921455,1.60354423523,-0.30841383338,-0.21205791831,0.504463911057,-0.120385996997,-0.263431489468,0.470362603664,0.923301815987,0.738815784454,-1.50304996967,0.230588316917,0.832636058331,0.388299942017,0.65454107523,0.0936563387513,0.443139016628,3.26492452621,1.00170004368,-0.0218268930912,1.39238059521,1.33637464046,0.720908939838,-0.0497255027294
427,0.728104650974,-0.895127236843,-0.831104338169,0.326618880033,-0.493212759495,0.142440438271,-0.496651470661,-0.289032846689,1.26059699059,0.360320180655,1.26405000687,-0.21161583066,0.843149006367,-1.16539287567,0.745586514473,-0.682128071785,0.00971739552915,0.217766970396,-0.0965999960899,-0.769052147865,1.14882600307,-0.683956503868,0.0365615412593,-0.182007208467
5898,0.860168635845,-0.0640063285828,-0.822498202324,-0.442025542259,-0.421374619007,-0.936703324318,-0.72219979763,0.259221851826,0.657588422298,0.117006286979,-0.188749983907,0.541504323483,-0.375144690275,-0.314181119204,0.763141036034,0.425958484411,0.64456897974,1.27522063255,0.177366688848,0.332767963409,1.32360768318,-0.0401653796434,0.0453272759914,0.762055397034
23365,-0.396320492029,1.1640086174,-1.14486384392,-0.614981770515,-0.925844073296,-0.22087572515,-0.0956324934959,0.199438244104,0.439429044724,-0.0385160632432,2.50095009804,-0.317658126354,-0.270744353533,0.106652349234,0.735760629177,-0.185207918286,0.814066290855,0.970503091812,-1.07183337212,-0.341078609228,0.248102992773,-1.26588118076,0.804371297359,-0.329668462276
6657,0.5074223876,1.03729569912,-0.642311990261,-0.409048289061,-0.24794536829,0.538553833961,-0.801884174347,-0.432050317526,0.978417336941,1.14472973347,0.278800010681,0.504918515682,-0.88080239296,0.00392647087574,0.692632079124,0.187870591879,-0.12513667345,2.28433251381,0.546900033951,-0.122924849391,-0.54898494482,0.266338050365,0.645862340927,-0.295409828424
