rid,CPC001_HA1E_6H:BRD-K96362535-001-02-4:10,CPC003_HA1E_6H:BRD-A02176148-001-02-2:10,CPC001_HA1E_24H:BRD-K96362535-001-02-4:10,CPC003_HA1E_24H:BRD-A02176148-001-02-2:10,CPC001_HCC515_6H:BRD-K96362535-001-02-4:10,CPC003_HCC515_6H:BRD-A02176148-001-02-2:10,CPC001_HCC515_24H:BRD-K96362535-001-02-4:10,CPC003_HCC515_24H:BRD-A02176148-001-02-2:10,CPC001_PC3_6H:BRD-K96362535-001-02-4:10,CPC003_PC3_6H:BRD-A02176148-001-02-2:10,CPC001_PC3_24H:BRD-K96362535-001-02-4:10,CPC003_PC3_24H:BRD-A02176148-001-02-2:10,CPC001_VCAP_6H:BRD-K96362535-001-02-4:10,CPC003_VCAP_6H:BRD-A02176148-001-02-2:10,CPC001_VCAP_24H:BRD-K96362535-001-02-4:10,CPC003_VCAP_24H:BRD-A02176148-001-02-2:10,CPC015_A375_6H:BRD-A02176148-001-02-2:10,CPC015_A549_6H:BRD-A02176148-001-02-2:10,CPC015_A549_24H:BRD-A02176148-001-02-2:10,CPC015_ASC_24H:BRD-A02176148-001-02-2:10,CPC015_HEPG2_6H:BRD-A02176148-001-02-2:10,CPC015_HT29_6H:BRD-A02176148-001-02-2:10,CPC015_MCF7_6H:BRD-A02176148-001-02-2:10,CPC015_MCF7_24H:BRD-A02176148-001-02-2:10,CPC015_NPC_24H:BRD-A02176148-001-02-2:10,CPC015_PHH_24H:BRD-A02176148-001-02-2:10,CPC015_SKB_24H:BRD-A02176148-001-02-2:10
5720,-0.548004686832,-1.74304986,-1.56749749184,0.530250012875,-0.123500004411,-1.09536790848,-1.36442279816,0.126068145037,-0.795247793198,-0.73086130619,-0.424825549126,-0.665157914162,1.54384684563,0.370680838823,-2.17448425293,-0.521149992943,-0.174189075828,-1.39100003242,-0.00842919573188,1.11709427834,-0.458750009537,-0.36273431778,-0.585318803787,0.375916481018,0.510111689568,-0.527249991894,0.304300010204
466,-0.15085798502,1.8694999218,-1.43005537987,-0.0848499834538,-0.364199995995,0.302683293819,-2.16960000992,-0.360062927008,-0.470300853252,-0.189746290445,0.152723118663,0.331902801991,0.362418830395,0.463284611702,0.433658570051,-0.344900012016,0.41220536828,-1.86570000648,1.17143929005,-0.0687785968184,-0.447449982166,-0.386044383049,-0.0118343830109,0.0882459506392,1.16060531139,-0.15340000391,-0.175700008869
6009,0.676472663879,-0.409799993038,-0.51796233654,0.17215000093,0.611299991608,-0.494333833456,-1.53414225578,-0.267597436905,-0.197544902563,-1.38566112518,0.537822067738,-0.0725367665291,2.00262141228,-0.0939904078841,-0.14025747776,1.00199997425,-0.433303058147,-0.760100066662,0.0197162330151,-0.202645510435,-0.806600034237,0.0838669836521,-0.770750164986,-0.430987596512,1.75689506531,-0.246800005436,0.728450000286
2309,-0.052374869585,-2.71889996529,0.830243587494,-0.379949986935,-0.548650026321,0.348320424557,-1.46258699894,-0.26901653409,-0.89837038517,-0.205718129873,-0.431037336588,0.582168400288,0.514790773392,-0.296095341444,0.641009390354,-0.959049999714,-0.556898236275,-0.794900000095,-0.117206975818,0.310634493828,-0.197699993849,0.521900773048,-0.667806386948,-0.335345119238,1.03932154179,-0.329350024462,0.115999996662
387,-0.473842233419,0.413749963045,-1.82848978043,-0.166999995708,-3.93635010719,-0.396011203527,-1.95955348015,0.0764540731907,-0.787948310375,-0.391960859299,-0.115390747786,0.466404616833,0.138886630535,-0.453601449728,-0.844762444496,0.970899999142,-0.333618909121,-0.43700003624,-0.0919218957424,0.110516890883,-0.0873000025749,-0.585246562958,-0.734892308712,0.0144618302584,0.739628732204,-0.196349993348,-0.312849998474
3553,0.896954476833,1.31465005875,-0.246952295303,0.664950013161,0.844200015068,-0.00436967611313,2.34298467636,-1.23633444309,-0.421774625778,0.910370588303,-0.0557910315692,0.323072969913,0.125914499164,0.255951762199,0.038053996861,1.27064990997,1.04821717739,1.24210000038,-0.372519701719,0.0335103720427,-0.951200008392,0.743758678436,2.021463871,-0.826427459717,-0.882489442825,-0.206650018692,0.740999937057
427,1.27429366112,1.49764990807,-0.776516139507,-1.11740005016,-0.0540000200272,-0.113059654832,0.80920612812,-0.630809783936,-0.0107426084578,0.468104720116,0.161950215697,0.329325914383,0.174016922712,0.479304373264,0.513797223568,-1.11475002766,-0.0289561897516,-1.12320005894,-0.686884880066,0.0263924747705,0.0541999973357,0.0797060951591,1.6138535738,-0.0274781733751,0.610731720924,2.93950009346,0.598850011826
5898,-1.16738367081,1.35000002384,1.31487679482,0.494599997997,0.282749980688,0.0231923907995,-2.27701377869,0.108564093709,-0.545180797577,0.180311322212,-0.833312511444,0.144830077887,-1.14874076843,-0.578069865704,0.489459574223,-1.53199994564,0.666895568371,-0.304949998856,0.22511562705,-1.57349658012,-0.30220001936,0.262678474188,0.604226589203,-0.449181139469,-0.814747035503,0.0573500096798,-1.35484993458
23365,-0.114979058504,1.62010002136,-2.67990064621,0.295150011778,0.651749968529,0.630483925343,-0.850987792015,-0.581366956234,-0.362690329552,-0.120243608952,-0.327570468187,0.110252380371,-0.901807308197,-0.103600755334,-0.397977769375,0.592900037766,0.652760386467,0.0947999954224,-0.798665344715,0.293863147497,0.123700007796,0.0502966791391,1.25701737404,-0.24197486043,-0.723144948483,0.315649986267,-0.50594997406
6657,1.7217155695,2.26865005493,1.28426587582,0.0640500038862,2.94259977341,0.25058722496,0.223723769188,-0.361225008965,2.23222708702,-0.0513317734003,0.913463234901,-0.0625302791595,0.133687287569,-0.84578204155,1.07240152359,0.971700012684,0.61777639389,0.213900029659,-0.65256857872,-0.43901643157,-0.839650034904,0.567689955235,1.21173453331,-0.572544574738,1.42187929153,-0.375550031662,-0.0131999999285
