rid,HDAC001_MCF7_6H:BRD-K55478147-001-01-9:10,HDAC001_MCF7_6H:BRD-K55478147-001-01-9:2.5,HDAC001_MCF7_6H:BRD-K55478147-001-01-9:0.625,HDAC001_MCF7_6H:BRD-K55478147-001-01-9:0.15625,HDAC001_MCF7_24H:BRD-K55478147-001-01-9:10,HDAC001_MCF7_24H:BRD-K55478147-001-01-9:2.5,HDAC001_MCF7_24H:BRD-K55478147-001-01-9:0.625,HDAC001_MCF7_24H:BRD-K55478147-001-01-9:0.15625,HDAC001_PC3_6H:BRD-K55478147-001-01-9:10,HDAC001_PC3_6H:BRD-K55478147-001-01-9:2.5,HDAC001_PC3_6H:BRD-K55478147-001-01-9:0.625,HDAC001_PC3_6H:BRD-K55478147-001-01-9:0.15625,HDAC001_PC3_24H:BRD-K55478147-001-01-9:10,HDAC001_PC3_24H:BRD-K55478147-001-01-9:0.625,HDAC001_PC3_24H:BRD-K55478147-001-01-9:0.15625,HDAC001_PC3_24H:BRD-K55478147-001-01-9:2.5,NMH002_FIBRNPC_24H:BRD-K55478147-001-01-9:10,NMH002_FIBRNPC_6H:BRD-K55478147-001-01-9:10,NMH002_NEU_6H:BRD-K55478147-001-01-9:10,NMH002_NEU_24H:BRD-K55478147-001-01-9:10,NMH002_NPC_6H:BRD-K55478147-001-01-9:10,NMH002_NPC_24H:BRD-K55478147-001-01-9:10,PCLB002_A375_24H:BRD-K55478147:10,PCLB002_A375_24H:BRD-K55478147:3.33,PCLB002_A375_24H:BRD-K55478147:1.11,PCLB002_A375_24H:BRD-K55478147:0.37,PCLB002_A375_24H:BRD-K55478147:0.12,PCLB002_A549_24H:BRD-K55478147:10,PCLB002_A549_24H:BRD-K55478147:3.33,PCLB002_A549_24H:BRD-K55478147:1.11,PCLB002_A549_24H:BRD-K55478147:0.37,PCLB002_A549_24H:BRD-K55478147:0.12,PCLB002_HA1E_24H:BRD-K55478147:10,PCLB002_HA1E_24H:BRD-K55478147:3.33,PCLB002_HA1E_24H:BRD-K55478147:1.11,PCLB002_HA1E_24H:BRD-K55478147:0.37,PCLB002_HA1E_24H:BRD-K55478147:0.12,PCLB002_HCC515_24H:BRD-K55478147:10,PCLB002_HCC515_24H:BRD-K55478147:3.33,PCLB002_HCC515_24H:BRD-K55478147:1.11,PCLB002_HCC515_24H:BRD-K55478147:0.37,PCLB002_HCC515_24H:BRD-K55478147:0.12,PCLB002_HCC515_24H:BRD-K55478147:0.04,PCLB002_HEPG2_24H:BRD-K55478147:10,PCLB002_HEPG2_24H:BRD-K55478147:3.33,PCLB002_HEPG2_24H:BRD-K55478147:1.11,PCLB002_HEPG2_24H:BRD-K55478147:0.37,PCLB002_HEPG2_24H:BRD-K55478147:0.12,PCLB002_HT29_24H:BRD-K55478147:10,PCLB002_HT29_24H:BRD-K55478147:3.33,PCLB002_HT29_24H:BRD-K55478147:1.11,PCLB002_HT29_24H:BRD-K55478147:0.37,PCLB002_HT29_24H:BRD-K55478147:0.12,PCLB002_MCF7_24H:BRD-K55478147:10,PCLB002_MCF7_24H:BRD-K55478147:3.33,PCLB002_MCF7_24H:BRD-K55478147:1.11,PCLB002_MCF7_24H:BRD-K55478147:0.37,PCLB002_MCF7_24H:BRD-K55478147:0.12,PCLB002_PC3_24H:BRD-K55478147:10,PCLB002_PC3_24H:BRD-K55478147:3.33,PCLB002_PC3_24H:BRD-K55478147:1.11,PCLB002_PC3_24H:BRD-K55478147:0.37,PCLB002_PC3_24H:BRD-K55478147:0.12,PCLB003_A375_24H:BRD-K55478147-001-01-9:10,PCLB003_A375_24H:BRD-K55478147-001-01-9:3.33,PCLB003_A375_24H:BRD-K55478147-001-01-9:1.11,PCLB003_A375_24H:BRD-K55478147-001-01-9:0.37,PCLB003_A375_24H:BRD-K55478147-001-01-9:0.12,PCLB003_A375_24H:BRD-K55478147-001-01-9:0.04,PCLB003_A549_24H:BRD-K55478147-001-01-9:10,PCLB003_A549_24H:BRD-K55478147-001-01-9:3.33,PCLB003_A549_24H:BRD-K55478147-001-01-9:1.11,PCLB003_A549_24H:BRD-K55478147-001-01-9:0.37,PCLB003_A549_24H:BRD-K55478147-001-01-9:0.12,PCLB003_A549_24H:BRD-K55478147-001-01-9:0.04,PCLB003_HA1E_24H:BRD-K55478147-001-01-9:10,PCLB003_HA1E_24H:BRD-K55478147-001-01-9:3.33,PCLB003_HA1E_24H:BRD-K55478147-001-01-9:1.11,PCLB003_HA1E_24H:BRD-K55478147-001-01-9:0.37,PCLB003_HA1E_24H:BRD-K55478147-001-01-9:0.12,PCLB003_HA1E_24H:BRD-K55478147-001-01-9:0.04,PCLB003_HCC515_24H:BRD-K55478147-001-01-9:10,PCLB003_HCC515_24H:BRD-K55478147-001-01-9:3.33,PCLB003_HCC515_24H:BRD-K55478147-001-01-9:1.11,PCLB003_HCC515_24H:BRD-K55478147-001-01-9:0.37,PCLB003_HCC515_24H:BRD-K55478147-001-01-9:0.12,PCLB003_HCC515_24H:BRD-K55478147-001-01-9:0.04,PCLB003_HEPG2_24H:BRD-K55478147-001-01-9:10,PCLB003_HEPG2_24H:BRD-K55478147-001-01-9:3.33,PCLB003_HEPG2_24H:BRD-K55478147-001-01-9:1.11,PCLB003_HEPG2_24H:BRD-K55478147-001-01-9:0.37,PCLB003_HEPG2_24H:BRD-K55478147-001-01-9:0.12,PCLB003_HEPG2_24H:BRD-K55478147-001-01-9:0.04,PCLB003_HT29_24H:BRD-K55478147-001-01-9:10,PCLB003_HT29_24H:BRD-K55478147-001-01-9:3.33,PCLB003_HT29_24H:BRD-K55478147-001-01-9:1.11,PCLB003_HT29_24H:BRD-K55478147-001-01-9:0.37,PCLB003_HT29_24H:BRD-K55478147-001-01-9:0.12,PCLB003_HT29_24H:BRD-K55478147-001-01-9:0.04,PCLB003_MCF7_24H:BRD-K55478147-001-01-9:10,PCLB003_MCF7_24H:BRD-K55478147-001-01-9:3.33,PCLB003_MCF7_24H:BRD-K55478147-001-01-9:1.11,PCLB003_MCF7_24H:BRD-K55478147-001-01-9:0.37,PCLB003_MCF7_24H:BRD-K55478147-001-01-9:0.12,PCLB003_MCF7_24H:BRD-K55478147-001-01-9:0.04,PCLB003_PC3_24H:BRD-K55478147-001-01-9:10,PCLB003_PC3_24H:BRD-K55478147-001-01-9:3.33,PCLB003_PC3_24H:BRD-K55478147-001-01-9:1.11,PCLB003_PC3_24H:BRD-K55478147-001-01-9:0.37,PCLB003_PC3_24H:BRD-K55478147-001-01-9:0.12,PCLB003_PC3_24H:BRD-K55478147-001-01-9:0.04
5720,0.912137389183,-0.575250864029,0.718781292439,-0.697629630566,0.70415520668,-0.761240780354,-0.0137896127999,0.170221686363,0.426964312792,-0.781668245792,0.401347130537,0.440313488245,-0.3844653368,-0.283852577209,-0.0299803614616,0.0320108272135,0.355733335018,0.183421850204,0.775604486465,-0.0978458896279,0.111039891839,0.377413392067,0.968756198883,0.330142736435,0.78213685751,-0.726573765278,0.126209154725,-0.558762192726,1.24440228939,0.289221525192,0.507431149483,-0.77838408947,0.142766684294,-0.0924354046583,0.129421204329,-1.49555337429,-0.179275006056,0.22997200489,-0.237634807825,-1.08645617962,-4.00658130646,0.336914211512,0.425199985504,1.60689592361,1.08580005169,0.573527693748,0.582620024681,-0.251182347536,2.22036075592,0.313415765762,0.504407644272,-1.24674773216,-0.0351338461041,0.377012342215,0.548247516155,0.276941210032,-0.131589144468,0.313133329153,0.364907979965,0.0981010422111,-0.0992274284363,-0.0187520310283,-0.883907675743,-0.501148760319,0.374004662037,0.504964590073,0.502415597439,-0.251019775867,0.198484405875,-0.416873991489,0.237346485257,0.127156063914,0.0529551953077,-0.390369534492,1.41567087173,0.637443125248,0.260788708925,-0.168096601963,0.217702955008,-0.211420327425,0.305647283792,0.397279918194,0.522904932499,0.286234378815,0.664698302746,0.374627679586,0.385170012712,0.484309971333,0.479534864426,0.145925924182,0.463825196028,0.396989732981,0.505083978176,-0.447111368179,0.0866716355085,-0.0379618182778,-0.154724225402,-0.998862624168,-0.234658047557,0.257434844971,0.835037469864,0.159954190254,0.359598994255,-0.182039871812,0.437988311052,0.191006213427,0.171616405249,-0.1637224406,0.0479236990213,0.19468511641,0.246125757694
466,0.0613321326673,-0.213991105556,-0.311127781868,0.195254892111,0.29552474618,0.34373369813,0.340394794941,0.958499670029,0.0796982347965,-0.176394999027,-0.774470746517,0.906909227371,0.0471918806434,0.415125608444,0.243187889457,0.389852613211,0.373500049114,-0.936156272888,-1.89259457588,-1.11509692669,-0.392475634813,0.81717300415,0.640517890453,0.696532130241,0.868338048458,0.812573552132,0.950355172157,-0.942640841007,-0.140897199512,0.439010411501,-0.956471443176,0.345796406269,-0.535899996758,0.298756420612,1.05774235725,0.154179617763,-0.23903542757,0.971723735332,-0.809799671173,0.084262624383,0.482090234756,-1.17585456371,0.593900024891,1.01123726368,-0.177999973297,0.626665234566,0.0536005049944,-0.33137306571,0.884579539299,2.50149250031,0.312368541956,-0.204234004021,-0.701726555824,0.332637727261,0.0584871917963,-0.200029820204,-0.170960709453,0.762633383274,-0.638071656227,-1.13784599304,0.00871595740318,-0.280317246914,-0.50604981184,0.043254584074,-0.38894200325,-0.0301517229527,-0.0955633670092,0.219919517636,-0.201565802097,-0.12434528023,0.394110202789,-0.0266840606928,0.117955073714,0.759532630444,-0.145537674427,0.0136065892875,-0.596105575562,0.0873900204897,0.616691708565,0.108148023486,0.0907762050629,0.516980886459,-0.123750761151,0.205186143517,0.138012140989,0.289600908756,0.526287913322,-0.260546177626,0.00827861577272,0.0405209213495,-0.820912361145,-0.131400883198,0.370734930038,0.955387711525,1.00012171268,0.516980409622,-0.247396677732,3.73700428009,0.191556543112,0.459280282259,-0.26635286212,0.00269916653633,0.108140222728,-0.335366219282,-1.13513553143,-0.65487074852,1.22755861282,0.570831775665,-0.0993472784758,-0.298922389746,0.118470847607
6009,0.385705918074,-0.807247579098,0.596411049366,-0.340126991272,0.114311084151,-0.356901615858,-0.336175650358,0.536249160767,0.29568067193,-1.01483559608,-0.100458905101,0.20242112875,-0.724052488804,-0.513944447041,0.169820249081,-0.491298437119,-0.512600004673,0.0576015710831,0.203801929951,-1.16317772865,0.304662793875,0.595859646797,-0.470556527376,0.813497841358,1.00645291805,-0.0644265711308,-0.108684271574,-1.14642584324,0.871849238873,-0.0619293153286,0.544651508331,0.342314004898,-0.3424000144,-0.559341430664,-0.577575206757,-0.0501012355089,-0.231681242585,-0.576035737991,-3.32812190056,-1.35856854916,-0.157064959407,-0.373830914497,-1.18289995193,0.750637292862,0.601133346558,0.673867344856,-0.0969671010971,-0.107525467873,-0.435272037983,0.32427534461,-0.239194005728,0.288448542356,-0.169714301825,-1.63294291496,0.911948084831,-0.626256346703,-0.358080685139,0.522800028324,0.145561307669,-0.848128557205,0.219932466745,-0.6140396595,0.107353024185,-0.168037325144,1.59811532497,-0.200507432222,0.114744290709,-0.172856748104,-0.258848130703,-0.00760024785995,0.703904867172,-0.215188592672,-0.186280980706,0.574195981026,0.140101104975,0.102242067456,0.228375181556,0.229476809502,0.169931590557,0.0760561674833,-0.358724504709,-0.390003740788,0.0079657882452,0.167433619499,-0.580141961575,-0.134178176522,0.593782007694,-0.142226696014,-0.333804309368,-0.354046672583,0.0546803101897,-0.155489429832,0.01067738235,-0.349054336548,-0.134834036231,-0.0119379758835,-0.91327559948,-0.388658940792,-0.307120531797,-0.23593942821,1.32164597511,0.0769027322531,0.161353379488,-0.0390062257648,0.0904394984245,-0.827615499496,-0.308846175671,-0.555478096008,-0.184851944447,-0.00579216703773,-0.343043088913
2309,-0.747884571552,-0.0991134941578,-0.165533751249,0.234631076455,0.064624235034,-0.641996622086,0.0884362906218,-0.128874659538,-0.122954837978,0.0622652992606,0.599194407463,0.140595346689,0.159544125199,0.10885541141,0.527167677879,0.146663397551,-0.331466645002,0.276977390051,1.04412090778,-1.00115299225,-0.0813662931323,1.49164366722,0.0928223058581,-0.62671983242,-0.287202477455,-0.416471421719,-0.324217557907,-0.918308317661,-0.679089784622,-0.182936370373,0.253155887127,0.136713087559,-0.618499994278,-1.46803307533,0.643286705017,0.830109834671,-0.0521105825901,0.578169703484,-1.29975962639,1.22058260441,-0.90741443634,-0.524983763695,2.53110003471,-1.06096625328,0.268933355808,-1.07798290253,-0.240338340402,-2.88244009018,-0.348899781704,-1.34695625305,0.584321498871,0.0796640664339,-0.82089972496,-0.208490759134,-0.189380034804,-0.452462255955,0.068172313273,-0.202933341265,-0.19787299633,0.00481510162354,0.115988746285,-1.11372971535,0.658992052078,0.391699135303,0.405166476965,-0.532272458076,-0.729316413403,-0.0311304088682,-0.0390130802989,-0.31277564168,-0.307330846786,-0.293440341949,0.0817071422935,0.105872526765,2.62172198296,0.793447196484,0.173346474767,0.321924299002,-0.118267647922,-0.177722662687,0.329026818275,-0.121161743999,0.637322962284,-0.0991374403238,0.41339546442,-0.14836423099,-0.0515027977526,0.430378943682,-0.0454295836389,-0.10208941251,0.251414567232,-0.0762459114194,-0.527259528637,-0.251484006643,-0.204441934824,-0.0963582992554,-0.466578125954,-1.27942824364,-0.412724971771,-0.733792066574,0.358929514885,-0.038783505559,-0.321100503206,-0.758505702019,0.161977887154,1.53121674061,0.827955305576,-0.57181429863,2.07722067833,-0.136208713055,0.0556327849627
387,0.221463739872,-0.745682358742,0.321672558784,-1.24305975437,0.227989003062,-0.961808204651,0.2547981143,0.249522477388,0.108610630035,-0.835523426533,-0.671876072884,0.212895870209,-0.48281416297,-0.52085852623,-0.0582645982504,-0.62402766943,-0.0224666744471,0.628663480282,1.16452288628,0.983198523521,0.553137123585,1.03087282181,0.450472861528,-0.603687405586,-0.0389538705349,-0.0363912582397,-0.435289502144,-0.07772102952,0.427641749382,-0.103635013103,0.305820018053,-0.445081800222,-0.415100038052,0.670840501785,-0.406538754702,-0.336012274027,0.0345654785633,-0.0193488448858,0.65242010355,-2.9039914608,-0.256526738405,-2.48800516129,10.0,-1.16299128532,-2.67516684532,-1.13881874084,0.459520161152,-0.42292457819,-0.381723761559,2.80647802353,-0.10187779367,0.290534079075,-1.96973061562,-0.223601162434,-0.417984575033,0.0972656458616,0.539403557777,-0.436900019646,0.18330681324,-0.48892980814,0.0680030882359,0.245529353619,0.0744614377618,-0.397856771946,1.86234903336,0.0931798368692,0.0363423675299,0.556832432747,-0.104628682137,-0.55561196804,-0.694580197334,-0.563105404377,-0.771820902824,-1.11530268192,-0.377477049828,-0.221965581179,-2.67161130905,0.202678337693,-0.812778890133,0.27678707242,0.431815087795,0.956765174866,-0.907722115517,0.0715414211154,-0.698566913605,-0.0536773949862,0.353930801153,-0.056375965476,-0.459870547056,-0.683339893818,-0.0289495326579,-0.849522292614,-0.740942120552,0.096383318305,0.379379272461,0.359198689461,-0.0835427343845,0.475484639406,-0.67106115818,0.163646236062,-0.43937009573,-0.181989699602,-0.107680536807,-0.114609412849,-0.290725171566,-0.894375681877,0.0251531340182,-0.0403980836272,-2.59336924553,-0.971836030483,0.184053510427
3553,-0.056462161243,0.784023582935,-0.279143869877,0.763241529465,-0.938038647175,0.267333060503,-0.477418154478,-0.109293006361,-0.0533685609698,-0.285033553839,-0.173162505031,-0.35526740551,0.246146053076,-0.114011064172,-0.403514027596,-0.292954802513,-0.12376666069,-0.277787864208,-0.675730645657,1.37845671177,-0.154908001423,0.656787991524,0.14867785573,0.0934707522392,-0.784591972828,-0.329160690308,0.546143293381,0.353405475616,-0.508005619049,-0.458478689194,-0.639838993549,-0.204732626677,0.227933332324,-1.39296412468,-0.479458212852,-0.438654333353,0.654942631721,0.000288277864456,-0.437293410301,0.314159423113,-0.141070991755,-0.524821281433,10.0,-0.250359237194,2.26559996605,1.71833097935,1.46004343033,2.96947669983,1.1828122139,0.156809911132,0.00534799695015,-0.550078213215,-0.805663704872,0.125847280025,0.374743014574,-1.0626282692,-0.653214335442,-0.0244333446026,0.310780197382,-0.536904990673,0.133015781641,-0.121090874076,-0.0731577128172,0.21017575264,-0.37064999342,-0.529895424843,-0.00165066123009,-0.547073483467,-0.108101025224,0.515289783478,-0.375279784203,-0.0426550060511,0.650728344917,-0.240412831306,0.191221356392,0.0194258727133,-0.868992388248,-0.18328744173,-0.358675777912,-0.19932988286,-0.474241554737,-0.414730131626,-0.716590285301,-0.697483539581,-0.508809030056,-0.594318985939,-0.718550801277,-0.298465251923,-0.600124955177,-0.36968767643,-1.09929251671,-0.316820442677,-0.472498178482,0.289081543684,-0.850213110447,-0.477252721786,-0.456652283669,-0.713084936142,-0.165429502726,-0.276389569044,0.138886600733,-0.53006374836,0.334739089012,1.35470664501,0.220352396369,0.144869685173,-0.444020330906,-0.203057542443,-0.861480295658,0.13765001297,-0.563073635101
427,-0.134627893567,-0.0151025895029,-0.142003893852,0.0951021760702,-0.267196416855,0.533444523811,-0.158640891314,-0.628253340721,0.271658182144,-0.114811472595,-0.377576857805,-0.091979816556,0.184087723494,-0.0904792174697,-0.291037946939,-0.267986655235,0.207533329725,-1.61435365677,-0.545382082462,0.409716665745,0.130080461502,0.365259855986,1.73768424988,1.07073664665,0.293560683727,0.64228451252,0.935439944267,0.540805101395,-0.548707842827,-0.133449912071,-0.842541754246,0.5110424757,0.274866640568,0.603888630867,1.3560359478,0.156554043293,-1.82206654549,0.220363110304,0.136184036732,0.360721796751,-1.27606189251,-1.23527050018,3.53850007057,-0.894572794437,0.86333334446,-0.0358384586871,-1.45231449604,0.9523832798,-0.228161692619,0.108063980937,-1.14867603779,0.553348660469,-2.85487651825,0.350016117096,0.738475739956,0.142118096352,0.338603615761,0.467966645956,-0.105726189911,1.43801629543,-0.298547029495,0.661915659904,-0.0997390896082,1.02111721039,0.407990306616,0.354453384876,0.294679045677,-0.538774728775,-0.312198847532,-1.5007545948,-0.0501613765955,0.707223534584,0.740092277527,0.369164735079,-0.0808942839503,0.481671720743,1.0261862278,0.0804928690195,-0.0240615606308,-0.184986174107,0.680720567703,-0.282318770885,-0.4220046103,-0.0227305069566,-0.0150474235415,0.465237289667,0.372033119202,-0.190726190805,-0.346916794777,-0.0617661327124,-0.081585302949,-0.124535568058,0.584844172001,-0.159792333841,0.572814643383,0.135130614042,0.472625374794,-0.471535384655,-0.479384332895,0.307787626982,0.129794195294,0.287458539009,-0.167360708117,1.06603443623,0.359608352184,-1.91464388371,0.303319603205,0.196364820004,-0.166714668274,-0.124364331365,0.0803635641932
5898,0.171861946583,-0.432486027479,0.1394405514,-0.126712724566,-0.119871214032,-0.760419726372,0.0965525135398,0.0578082278371,0.0899277329445,-0.159253671765,-0.541469812393,0.370311915874,-0.238652721047,-0.716167509556,-0.270537644625,-0.272602647543,0.0772333443165,-0.464190304279,-2.34756708145,1.13137495518,-0.170262023807,-5.78939771652,0.496850937605,1.10942590237,-1.76449728012,-0.0290018618107,-0.651230096817,-0.00871089100838,0.516230344772,-0.562870740891,-0.990933954716,0.127882748842,-0.173133328557,-0.541899561882,0.678277134895,-0.101508587599,0.158323734999,-0.150868207216,-2.0955915451,-0.474961340427,-0.260751485825,-0.0510604158044,-1.22640001774,0.437154233456,0.322399973869,0.455231845379,-0.66183078289,-0.345058083534,0.0812586247921,-0.325184702873,0.34319883585,-0.754132807255,0.077045366168,-0.304974973202,0.408505946398,-0.143915265799,-0.302947640419,0.300466686487,0.198374375701,-0.447255253792,0.106429979205,-0.138728618622,-0.184767156839,-0.537128269672,-0.63393342495,-0.183695629239,0.5673148036,0.267826557159,-0.374129414558,-0.572846591473,-0.416733711958,-0.291785269976,0.205446258187,0.0205350369215,0.272979646921,-1.09109091759,0.17568358779,0.153106540442,0.542589187622,-0.446224629879,0.371993243694,0.106083512306,-0.070018440485,-0.248926877975,-0.895515799522,-0.350847154856,-0.186760053039,0.29558968544,-0.306183665991,-0.564519882202,0.033702634275,-0.216746285558,0.0820439457893,0.060980245471,0.275355488062,-0.207960143685,0.126521721482,-0.0487523749471,-0.261538565159,-0.413467109203,0.275945842266,0.126345440745,0.529925405979,0.238700658083,0.333466649055,-0.507115602493,-0.236947745085,-0.277581512928,-0.347745895386,-2.03001642227,-0.323475688696
23365,0.197101816535,-0.173642575741,0.682436466217,-0.459741532803,-0.214915499091,-0.285581916571,-0.0300033986568,-0.16468860209,-0.285998165607,-0.350649505854,0.141720175743,0.0634309574962,-0.431272894144,-0.204028636217,-0.788017272949,-0.429521471262,-0.788766741753,-0.200727671385,0.583781778812,0.124230243266,-0.119878225029,0.734658658504,-0.767267227173,0.453268170357,-0.362352788448,-0.790929913521,-0.566443681717,-0.34973359108,-0.339574843645,0.416942447424,0.386372417212,0.0089683579281,-0.658266663551,0.582500219345,0.702844262123,0.349094629288,-0.881085753441,0.49286955595,0.171113073826,0.359588325024,-0.401094019413,-0.425202965736,5.56330013275,-0.361199557781,-0.957033276558,-0.714642643929,-0.0671180486679,0.201893672347,-0.346984833479,-0.369152396917,-0.170579731464,-0.291709274054,1.11320924759,0.462905466557,-1.01949489117,-0.0820421129465,0.58291053772,0.12009999156,1.04858326912,0.633420467377,0.455531060696,-0.432110875845,-0.0720990151167,0.874262928963,0.394607901573,-0.69203543663,-0.604307889938,-1.04163062572,-0.544584214687,-0.33878827095,-1.16178131104,-0.531753897667,-0.61903655529,-0.66190880537,0.133898720145,0.030971288681,0.166031315923,-0.485901772976,0.125499606133,0.65314000845,0.242434605956,0.234775930643,-1.06177377701,-0.255041450262,0.0264341682196,0.513862192631,0.00719514954835,-0.170055478811,-0.520079016685,0.0071859061718,0.150442540646,-0.902620494366,-0.584341585636,-0.626448214054,-0.182447806001,0.477498710155,0.196488037705,-0.669153869152,0.330237388611,0.0741046071053,-0.718641161919,0.0796917676926,0.0102542713284,0.111264578998,-0.631307780743,-0.317156076431,-1.50756502151,-0.152297466993,0.0188021436334,0.200192466378,-0.731019377708
6657,-0.266965866089,0.780553638935,-0.251396656036,0.922035336494,-0.876465082169,0.285933315754,-0.577235341072,-0.468294084072,-0.579509615898,0.442773938179,-0.0118129402399,-0.631777822971,0.27585837245,0.368962079287,0.634309709072,0.437732666731,0.0217999815941,0.574671447277,0.7473564744,0.0683609992266,0.547697305679,0.479982554913,0.868307471275,0.403621286154,0.54350489378,0.204413712025,-0.858675062656,-0.0761377811432,-0.704458475113,0.262725949287,-1.18966257572,0.0133588165045,0.453166663647,0.202774196863,0.56159889698,0.363791376352,0.454119682312,-0.0754862427711,-0.239853084087,1.31157755852,0.113541133702,1.36517596245,6.56769990921,0.275939255953,1.54000008106,0.829597592354,1.72548246384,3.7761297226,0.178422898054,-0.34758657217,-0.225698783994,-0.291373699903,0.372453063726,0.291115522385,0.312281906605,0.345063447952,-0.626350522041,0.399266690016,-0.567677915096,-0.259040623903,0.0508583523333,-0.136749267578,0.089428499341,-0.63456261158,-0.0126686692238,0.105377189815,0.214810505509,0.202669754624,-0.107599809766,-0.59738355875,-0.19212590158,0.572088181973,-0.00226777791977,0.187095716596,-0.500043869019,0.298689872026,-0.419954627752,-0.487782865763,-0.257340252399,0.00295948982239,-0.359794288874,-0.575810670853,-0.127620264888,-0.433116316795,-0.0151450186968,-0.854952216148,-0.352535486221,-0.46820962429,-0.560640931129,-0.314507931471,-0.940204918385,-0.13204741478,-0.348389357328,0.207195281982,-0.538076043129,-0.0950543135405,-0.207297340035,-0.462119877338,-0.157642871141,-0.69611042738,-0.207977563143,-0.221212729812,-0.0955539867282,0.0957715511322,-0.0335099287331,-0.147142082453,-0.030562767759,-0.613705456257,0.416561871767,-0.853409290314,-0.403564810753
