rid,CPC002_HA1E_6H:BRD-K39965020-001-02-6:10,CPC002_HA1E_24H:BRD-K39965020-001-02-6:10,CPC002_HCC515_6H:BRD-K39965020-001-02-6:10,CPC002_HCC515_24H:BRD-K39965020-001-02-6:10,CPC002_PC3_6H:BRD-K39965020-001-02-6:10,CPC002_PC3_24H:BRD-K39965020-001-02-6:10,CPC002_VCAP_6H:BRD-K39965020-001-02-6:10,CPC002_VCAP_24H:BRD-K39965020-001-02-6:10,CPC018_A375_6H:BRD-K39965020-001-03-4:10,CPC018_A549_6H:BRD-K39965020-001-03-4:10,CPC018_A549_24H:BRD-K39965020-001-03-4:10,CPC018_ASC_24H:BRD-K39965020-001-03-4:10,CPC018_HEPG2_6H:BRD-K39965020-001-03-4:10,CPC018_HT29_6H:BRD-K39965020-001-03-4:10,CPC018_MCF7_6H:BRD-K39965020-001-03-4:10,CPC018_MCF7_24H:BRD-K39965020-001-03-4:10,CPC018_NPC_24H:BRD-K39965020-001-03-4:10,CPC018_PHH_24H:BRD-K39965020-001-03-4:10,CPC018_SKB_24H:BRD-K39965020-001-03-4:10,NMH002_FIBRNPC_24H:BRD-K39965020-001-06-7:10,NMH002_FIBRNPC_24H:BRD-K39965020-001-05-9:10,NMH002_FIBRNPC_6H:BRD-K39965020-001-06-7:10,NMH002_FIBRNPC_6H:BRD-K39965020-001-05-9:10,NMH002_NEU_6H:BRD-K39965020-001-06-7:10,NMH002_NEU_6H:BRD-K39965020-001-05-9:10,NMH002_NEU_24H:BRD-K39965020-001-06-7:10,NMH002_NEU_24H:BRD-K39965020-001-05-9:10,NMH002_NPC_6H:BRD-K39965020-001-06-7:10,NMH002_NPC_6H:BRD-K39965020-001-05-9:10,NMH002_NPC_24H:BRD-K39965020-001-06-7:10,NMH002_NPC_24H:BRD-K39965020-001-05-9:10
5720,0.554880261421,0.129097953439,-0.973738729954,-3.18172168732,0.481238484383,0.267736673355,0.105950012803,0.394817441702,-0.815071642399,-0.956767618656,-0.620849967003,-0.792069256306,0.598420381546,-0.834882795811,-1.27050340176,0.254042983055,0.023216092959,-0.114732384682,0.313957571983,0.186751782894,-0.448325097561,-2.0888736248,-0.227420240641,-0.829736471176,0.306517362595,-0.548407435417,-0.157520830631,-1.24350786209,-1.46140956879,-0.489052832127,0.440728783607
466,0.770315408707,0.276342481375,0.951335072517,1.05368518829,0.457067936659,0.432314574718,0.183500006795,0.756283164024,-0.0974314212799,0.290715754032,0.0291999876499,0.236019998789,0.739976167679,0.333033889532,0.391237854958,0.281621128321,0.848198473454,0.540307223797,0.40364664793,0.581224501133,1.01577675343,-0.833055377007,0.268939197063,0.572942733765,0.0113692805171,-0.424627959728,0.60439735651,-0.41032025218,-0.181121900678,0.463905215263,0.242353409529
6009,0.570667564869,0.356378078461,0.0225474946201,0.803050398827,0.729447007179,0.135393947363,-1.10845005512,-0.646127343178,0.477592170238,0.14333820343,0.990949988365,0.840134143829,1.02202987671,-0.229403942823,-0.500988483429,-0.368597358465,0.613252818584,-0.794163644314,-0.201510369778,-0.14128151536,0.195395961404,-1.57561397552,-0.0399620607495,-1.22836899757,-0.0270510688424,-0.307085007429,2.57753014565,-0.816154360771,-0.192470982671,-0.014272287488,0.315457612276
2309,-2.02179789543,0.236395299435,-0.165178477764,-0.747043728828,-0.626292467117,-0.761462748051,0.0491999983788,0.0680338814855,0.27863907814,-1.30288803577,-0.94939994812,0.560688614845,-0.474704027176,0.459680944681,0.806474804878,-0.771010637283,-0.385259658098,-0.0309635996819,0.0989717543125,-0.210648179054,0.312096834183,-1.85874056816,-1.28659367561,-1.42475354671,-0.0635936409235,-0.21901255846,1.39225578308,-0.709213554859,-0.0254285782576,0.194398313761,0.146485388279
387,0.787648320198,1.24013710022,0.959139883518,0.511991918087,0.263487309217,-0.152364969254,-0.680199980736,-0.517469406128,-0.387770146132,-0.902763366699,0.0351999998093,-0.00925987679511,-1.12297725677,-0.809524774551,-0.765091061592,-0.212128534913,-0.438879132271,-0.00509814918041,0.0352059304714,-0.401762843132,0.384019911289,-0.833921849728,-0.643989801407,-1.16880452633,0.334933698177,-0.0396557077765,2.24619412422,-0.68108433485,0.146185785532,0.471778005362,0.335735529661
3553,0.8288590312,-0.562186419964,1.57721555233,1.46506822109,-0.0156639963388,0.170578286052,0.197400003672,-0.124888725579,-0.154048681259,0.251669555902,0.544250011444,-0.484534800053,-0.92238765955,0.171302899718,-0.868890881538,0.0144453942776,0.0562506467104,0.176382854581,-0.884022712708,0.0392131693661,-0.449738830328,2.16150832176,1.12996542454,0.893226861954,0.284541279078,0.538423657417,0.0608604438603,0.87980568409,0.780914723873,0.326276957989,0.544206142426
427,0.426525563002,0.636941194534,-0.0539225414395,-1.03948009014,0.270349860191,-0.313942462206,-0.128849983215,-0.167255476117,0.421986967325,-1.78968918324,0.0231499969959,-0.256148457527,-0.0141879022121,-0.58904671669,-0.314330875874,0.287838757038,-0.531929969788,1.6700617075,-0.550417721272,-0.558692514896,0.836470007896,0.198174849153,0.825033545494,1.39154922962,0.725459218025,0.465802788734,0.14769718051,1.06193339825,1.58323633671,0.555073559284,-0.0419616699219
5898,-0.0257203578949,-0.113514959812,-3.62651824951,-1.5730432272,0.0621360428631,-0.118890494108,-0.0768499970436,0.477138698101,-0.084598980844,0.751851439476,0.374149978161,0.372859090567,0.538205981255,-0.661676049232,-0.236268922687,-0.0302335582674,0.187998697162,0.284576833248,0.069736585021,0.317479223013,0.538178563118,-0.258053511381,0.0416734591126,-0.283013224602,-0.915047764778,-1.34226298332,-1.11238121986,0.59838783741,-0.983438134193,0.88903683424,-0.341336667538
23365,-0.295619010925,0.457109034061,-0.603366136551,0.346549212933,-0.344230353832,-0.133707553148,-0.742449998856,0.388218164444,0.0923762321472,-1.07485425472,1.6508500576,0.0758275613189,0.754113018513,0.0102179273963,-0.514547646046,-0.295316576958,0.0976569354534,0.389855086803,-0.27906358242,0.0686415880919,0.538356363773,-0.214968249202,-1.105453372,-0.607354700565,-0.39471450448,0.206880405545,-0.489272296429,-0.389065980911,1.63544344902,0.615945219994,-1.0585449934
6657,0.10295278579,-0.361118733883,-0.0257899165154,-0.0390117168427,0.172070369124,0.137924328446,0.137950003147,0.423632204533,0.0416421890259,0.183873534203,0.198850005865,-0.173986941576,-0.239978313446,0.384537488222,-1.06364703178,0.0843053013086,0.101197034121,0.525284945965,-1.01021003723,-0.0363446958363,0.156543582678,1.87717616558,1.24556016922,-0.615077733994,-0.18573948741,0.153298407793,0.730803608894,-0.974723637104,-0.950440108776,-0.0158540792763,0.110781773925
