rid,DOS024_VCAP_6H:BRD-K49452151-001-02-4:5,DOS024_VCAP_24H:BRD-K49452151-001-02-4:5,DOS053_A375_24H:BRD-K49452151-001-02-4:5,DOS053_A549_24H:BRD-K49452151-001-02-4:5,DOS053_MCF7_24H:BRD-K49452151-001-02-4:5,DOS053_PC3_24H:BRD-K49452151-001-02-4:5,MUC.CP001_MCF7_6H:BRD-K49452151-001-02-4:10.0056,MUC.CP001_MCF7_6H:BRD-K49452151-001-02-4:3.3352,MUC.CP001_MCF7_6H:BRD-K49452151-001-02-4:1.1117,MUC.CP001_MCF7_6H:BRD-K49452151-001-02-4:0.3706,MUC.CP001_MCF7_24H:BRD-K49452151-001-02-4:10.0056,MUC.CP001_MCF7_24H:BRD-K49452151-001-02-4:3.3352,MUC.CP001_MCF7_24H:BRD-K49452151-001-02-4:1.1117,MUC.CP001_MCF7_24H:BRD-K49452151-001-02-4:0.3706,MUC.CP001_NKDBA_24H:BRD-K49452151-001-02-4:10.0056,MUC.CP001_NKDBA_24H:BRD-K49452151-001-02-4:3.3352,MUC.CP001_NKDBA_24H:BRD-K49452151-001-02-4:1.1117,MUC.CP001_NKDBA_24H:BRD-K49452151-001-02-4:0.3706
5720,-0.303200006485,-0.244357794523,-0.522750020027,-0.196500003338,0.348300009966,-0.0639499947429,0.216600000858,3.90030264854,1.45799183846,0.343882828951,0.211532384157,0.228200554848,0.849237680435,-0.822866678238,-0.176666676998,-0.157364726067,-0.274533569813,-0.637499988079
466,0.0197999998927,-0.6838555336,0.294299989939,-0.17815002799,0.647650003433,-0.597500026226,-0.741248488426,-1.46949052811,-0.579740643501,0.268713712692,-0.773858308792,-1.06368076801,-1.34858715534,-0.336266696453,0.212700009346,-0.222277209163,0.642909348011,-0.483666718006
6009,-1.16550004482,0.0915691033006,-0.305999994278,-0.470399975777,-0.25830000639,-0.755200028419,-0.464298993349,1.27463328838,0.315885931253,0.808079004288,0.0540531165898,0.209746956825,-0.0329024493694,-0.0377333462238,-0.72246670723,-0.277787089348,0.574083864689,-0.555500030518
2309,0.331999957561,-0.548939287663,0.271250009537,-1.0501999855,-0.0138000026345,-0.464749991894,-0.347924292088,-0.414901912212,0.981206953526,0.232084065676,-1.11843645573,-0.678219556808,0.0877991616726,-0.423399984837,0.237500011921,-0.923558354378,1.30084764957,-0.516000032425
387,0.0281000137329,0.165299743414,-0.0665000081062,-0.605700016022,-0.44034999609,-1.53920006752,-0.685369372368,2.73597311974,0.587744235992,0.670631885529,0.101501658559,0.440252333879,0.588808774948,0.0136333331466,-0.416966676712,-0.457817733288,0.962717711926,-0.0786666870117
3553,-0.172999992967,0.017160858959,0.70174998045,0.159299999475,0.276300013065,0.0761000066996,-1.1024531126,-0.919914722443,-0.107107758522,-0.203220158815,-0.0578149780631,0.375220060349,-0.459371894598,-0.872966706753,0.0547666847706,0.523142695427,-1.01693463326,0.452166616917
427,0.6549000144,-0.911210417747,0.704900026321,-0.248600006104,-0.638800024986,1.74935007095,1.14750850201,1.90703582764,0.915016651154,-0.704900979996,0.674899220467,-0.807611048222,-0.315411180258,-0.544966757298,0.429000020027,-0.532505810261,-0.120997659862,-0.00276666134596
5898,0.356750011444,0.601843714714,0.408249974251,0.340700030327,-1.91920006275,0.267849981785,0.34352555871,0.675260007381,-0.0331849753857,0.39212423563,0.235944375396,-0.0438172854483,-1.15751492977,-0.94443333149,0.0939666628838,0.588355720043,-1.64596760273,-0.615800023079
23365,0.683550000191,0.487252831459,0.707199931145,-0.160649999976,-0.092650026083,-0.131200000644,-0.678735136986,-0.408450186253,3.74295282364,-0.623329520226,0.307924836874,0.117596641183,0.618379592896,-0.152266681194,-0.00660002231598,-0.332441031933,-0.782844901085,-0.918833374977
6657,-0.0753500014544,-0.265157908201,0.879799962044,-0.239200010896,0.461499989033,1.75670003891,0.387482196093,-0.468968093395,-0.38732662797,-0.347036838531,-0.234575748444,0.0364205688238,-0.118962459266,-0.384066641331,-0.217500001192,0.319985687733,-1.09620273113,-0.0824000537395
5054,-0.358900010586,1.80326902866,0.69494998455,0.599849998951,-0.465099990368,-0.62650001049,1.06216192245,-0.848132431507,0.276002526283,0.675333619118,0.458210885525,-0.0809800326824,-0.271897912025,0.0836666673422,-0.605033397675,0.180928349495,0.469104468822,-0.405300021172
3108,-0.839499950409,3.29612112045,-0.284300029278,-0.300700008869,-0.531100034714,-0.397650003433,0.862463772297,2.19140577316,0.315787136555,1.46997332573,-0.212870955467,0.397561430931,-0.888628721237,-0.615499973297,0.0199333280325,-0.208342552185,0.0700132548809,-1.03310000896
1950,-0.261999994516,-0.0312122553587,0.312200009823,-0.0647000074387,0.47214999795,1.1983499527,0.709200739861,-1.76575672626,0.90487331152,-0.281361371279,-0.362876594067,-0.381212711334,0.279024422169,0.393299996853,0.321999967098,0.188405513763,-0.393620818853,0.265833348036
351,0.611050009727,-0.145878195763,-0.245000004768,0.457050025463,0.160899996758,0.528199970722,-0.222507655621,-1.56646037102,-1.10143303871,-1.27756214142,-0.0100941583514,0.0483001694083,-0.847681760788,-0.325900018215,-0.196799978614,-0.294244199991,-0.11939483881,-0.19726665318
4846,-0.911350011826,0.235841184855,-1.18019998074,-0.408349990845,0.651199996471,0.476900011301,2.36520242691,-0.81982254982,1.66799116135,0.317564427853,-1.09231007099,-0.673582971096,-0.464800745249,-0.192666649818,0.552633404732,-0.412937492132,0.781569838524,-0.643266677856
1452,-0.0210500061512,0.286491751671,-0.680949985981,0.268099993467,-0.0139999985695,-0.383799999952,-0.59602278471,1.1506986618,-0.331348001957,0.997326374054,-0.202115640044,-0.206920146942,-1.2548314333,-0.0990000069141,-0.253133326769,-0.546262264252,0.484474182129,-0.737366676331
4776,0.0481499992311,-0.356608390808,1.3015999794,0.51859998703,1.26600003242,1.54170000553,-0.725215911865,-1.38316297531,-0.472460001707,-0.550522744656,0.097967736423,-0.360087394714,-0.267837136984,-0.00163333490491,0.102033317089,1.05694460869,-0.609777033329,0.305166602135
6908,0.278249979019,-0.159765094519,-0.677150011063,0.0709000006318,-0.358550012112,-0.945299983025,-0.714246809483,-1.27457094193,1.02013349533,0.862307608128,0.0518452450633,-0.32108271122,0.456752747297,0.182366669178,-0.283333331347,-1.04514217377,1.13021326065,-0.0323333144188
672,0.476900011301,1.28084290028,-0.117199987173,0.504050016403,0.337099999189,0.170899987221,-0.296487540007,-2.54030418396,-0.581156253815,0.142436280847,0.334667742252,0.546067297459,-0.193558067083,0.330000013113,0.210500001907,-0.201771363616,0.345650196075,0.397366642952
5710,0.549300014973,-0.122190140188,0.133250012994,-0.036650031805,-0.274800002575,-0.899699985981,-0.443084001541,-0.327406406403,0.905214190483,1.15994894505,-0.276046544313,0.0285292714834,-3.89609050751,0.183433339,-0.0189666748047,-0.449725627899,1.21278274059,-0.492399990559
2115,0.494400024414,-0.294483572245,0.0396000146866,0.578350007534,-0.649800002575,0.296250015497,0.80603915453,-1.01642155647,0.280622005463,1.31687307358,-0.118875429034,0.198242917657,-0.894169330597,-0.363300025463,-1.01999998093,0.0710569322109,-0.984486997128,-1.09593343735
7015,-0.438199996948,-0.870282053947,0.50980001688,-0.0368999987841,0.0856499969959,0.822749972343,-0.113150730729,-0.548744022846,0.121037974954,-0.495049238205,-0.416169255972,-0.37458384037,-0.260592639446,0.221833348274,0.19796666503,0.101064890623,-0.176703765988,0.121233314276
8726,-0.0856000036001,-0.21079865098,0.852899968624,0.704749941826,-0.353949993849,1.11444997787,-1.17884278297,0.357116192579,-1.02310693264,-0.168082028627,0.32831248641,1.40678369999,-0.330448925495,0.486099988222,-0.425033330917,-0.35778927803,-0.541755139828,-0.161666676402
2185,-0.248600006104,-0.210280388594,0.805750012398,-0.677500009537,0.665449976921,1.27084994316,-0.185031116009,-1.05740857124,-0.670479655266,-0.642839610577,-0.0048997849226,-0.183389797807,-0.448759585619,-0.574333369732,-0.274533361197,0.608619987965,-0.950310111046,-0.103200018406
3315,0.528300046921,-0.156512916088,-0.186100006104,-0.489250004292,0.0523999929428,0.4429500103,-0.971385121346,-0.0557133741677,-0.000236933177803,0.333031713963,-2.46924781799,-1.21259772778,0.261130362749,-0.305033326149,0.048266671598,-0.485439985991,0.247893482447,-0.793299973011
5289,-0.889899969101,1.2043210268,0.362399995327,-0.0918499976397,-0.0933500006795,1.14425003529,-0.205933749676,-2.21611642838,0.492390662432,1.01151823997,-0.795090377331,-0.267672657967,-0.676710188389,-0.427933335304,-0.30666667223,-0.853873431683,-1.09736537933,-0.569033384323
868,-0.14849999547,-0.878483831882,0.200800001621,-0.0162000060081,0.124899998307,-1.07809996605,4.18793344498,5.70090389252,0.00391108077019,0.588990807533,-0.059051938355,-0.0890931338072,-0.432508975267,-0.628233373165,-0.0730666518211,0.409927278757,-0.734887003899,-0.582666695118
1677,0.534900009632,-0.592442929745,0.141399994493,0.310799986124,0.245049998164,-0.922850012779,1.36417341232,-0.0613096803427,0.886583328247,0.648993074894,-0.754287958145,-0.398965597153,-0.145828485489,-0.372333347797,-0.44760003686,0.0493436604738,-0.606728434563,-0.263866662979
7043,0.0990500152111,-1.17207741737,0.69319999218,-0.248599991202,-0.570399999619,1.16829991341,-0.176563993096,1.25380325317,-0.853380560875,0.116814509034,0.304571926594,0.138248860836,-0.778261482716,-0.639299988747,-0.0106666684151,0.594110250473,-1.41683757305,-0.248533308506
5613,0.32080000639,0.00686746835709,0.455499976873,0.479649990797,1.07784998417,1.96504998207,0.930230498314,-2.828551054,-0.783155202866,-0.661907315254,0.279685467482,-0.13527610898,-0.451097548008,-0.531966686249,-0.306700021029,0.806879639626,-1.12333083153,0.00143337249756
595,0.525049984455,0.312773734331,-0.0953999981284,-0.352600008249,-0.368349999189,-0.141649991274,-0.404741317034,0.418342411518,0.834033370018,0.285725355148,-1.0508660078,-0.512305378914,-0.596074938774,-0.289966672659,-0.132466673851,0.330386728048,1.04256176949,-0.218400001526
4793,-1.15585005283,0.618694245815,-0.16139999032,-0.162000000477,-0.576200008392,-1.09459996223,0.534278273582,-0.819380939007,1.04667770863,1.28811836243,-0.842392981052,1.23688626289,0.840439140797,0.0264666676521,0.130466669798,-0.945100426674,-0.0813013315201,-0.422233343124
2736,0.0123499929905,-0.0436528921127,-0.00829999148846,1.03075003624,0.381949990988,0.459749996662,-0.886871933937,0.621706426144,0.189286604524,-0.984980940819,-0.0629600286484,-0.127243250608,-0.138697162271,-0.864400029182,-0.385399997234,0.336298406124,-1.0599347353,-0.652466654778
5290,-0.2242000103,-0.977652192116,0.934949994087,0.0575000047684,1.41795003414,1.26890003681,-1.19078063965,0.263323009014,-0.550123691559,-0.82970905304,-0.701191961765,-0.802106678486,0.197729632258,0.0648000016809,0.860766768456,0.475835680962,-1.26869571209,0.603900015354
6194,0.931900024414,-0.53776216507,0.363649994135,-0.497600018978,-0.000699999975041,0.394250005484,-0.339159548283,0.661452293396,0.446637988091,-0.727566301823,-0.341955721378,-0.153361678123,-0.361346960068,-0.729099988937,-0.314100027084,0.000317643833114,-0.130902573466,-0.314100027084
