rid,CPC020_A375_6H:BRD-K10016611-003-02-2:10,CPC020_A549_6H:BRD-K10016611-003-02-2:10,CPC020_HA1E_6H:BRD-K10016611-003-02-2:10,CPC020_HCC515_6H:BRD-K10016611-003-02-2:10,CPC020_HT29_6H:BRD-K10016611-003-02-2:10,CPC020_MCF7_6H:BRD-K10016611-003-02-2:10,CPC020_MCF7_24H:BRD-K10016611-003-02-2:10,CPC020_PC3_6H:BRD-K10016611-003-02-2:10,CPC020_PC3_24H:BRD-K10016611-003-02-2:10,CPC020_VCAP_6H:BRD-K10016611-003-02-2:10,CPC020_VCAP_24H:BRD-K10016611-003-02-2:10
5720,0.710161328316,-0.546200037003,-0.150615751743,-0.0215499997139,0.507827401161,-0.0872749909759,0.235230699182,0.0249115973711,-0.458079278469,-0.452864646912,-0.732536613941
466,0.53948867321,-0.680499970913,-0.0265494585037,-0.282400012016,0.692794978619,0.640574991703,0.0133121460676,0.381563007832,0.346356123686,-0.122137628496,0.0674200206995
6009,0.172127366066,-0.412599980831,0.198513329029,0.552349984646,0.472217619419,0.0331749841571,-0.194015994668,-0.0678720325232,-0.344070971012,-0.689901649952,-1.24397587776
2309,0.398073971272,-0.802600026131,-0.0452248305082,0.144050002098,0.500825762749,-0.438775002956,-1.27083611488,0.0347463563085,-0.271155238152,0.798915863037,-0.652403533459
387,0.395794481039,-0.506999969482,-0.394302904606,0.872349977493,0.794923424721,0.12962500751,0.0471380911767,0.345198899508,-0.224186092615,0.866386175156,-0.568877458572
3553,-0.600826501846,1.54455006123,-0.402661085129,0.952300012112,-0.89848446846,0.300624996424,0.122745066881,-0.6332218647,-0.0860059410334,0.225957676768,1.18514049053
427,0.180629134178,0.0371999964118,-0.787109434605,-1.23274993896,0.205673992634,0.415699958801,0.168831199408,0.649919867516,0.270941019058,-0.832048296928,0.142116874456
5898,-0.0079399952665,-0.743399977684,0.294416248798,0.24770000577,0.176825344563,-0.703125,0.105936832726,-0.690874814987,0.525599241257,-0.333764255047,0.4201785326
23365,-0.0704036802053,0.0626000016928,0.27381581068,0.0329499989748,0.699535787106,-0.518574953079,-0.337729632854,-0.203057378531,1.51829242706,-0.0337730869651,0.127158820629
6657,-0.329907894135,0.70769995451,-0.526801884174,0.155949994922,-0.595554947853,-0.0960749909282,0.668299555779,-0.278125375509,0.406304359436,0.842444777489,0.655782520771
5054,0.0713737085462,-0.74304997921,0.163959905505,-0.822399973869,0.417979806662,-0.149100005627,-0.0677880197763,-0.0173392780125,0.0820939689875,1.90861856937,0.114690721035
3108,1.00868868828,0.820999979973,0.287468850613,0.74874997139,0.45528408885,-0.202525004745,-0.374256014824,-0.191014364362,2.57165145874,-1.30722606182,-0.410911768675
1950,-0.295188337564,1.48815000057,0.264127075672,-0.459549993277,-1.20104074478,0.0681250095367,1.04434394836,-0.233770951629,-0.631312310696,0.0559810400009,0.320425212383
351,-1.00745308399,0.144500002265,-0.0633128285408,-0.56124997139,-0.264104872942,-2.3734998703,0.149716436863,-0.175445735455,1.14733994007,-0.56164753437,2.02195930481
4846,-1.1051441431,0.365049988031,-0.289393275976,-0.336950004101,0.400641381741,-0.0806249976158,-0.614302277565,0.179779440165,-0.172976315022,0.332071602345,-0.258695870638
1452,-0.0194211155176,-1.73379993439,-1.3753592968,0.538850009441,-0.0878766179085,0.113800004125,-0.417128920555,-0.416526198387,-1.06294798851,0.80721282959,-1.52352261543
4776,-0.585362911224,1.0121999979,-0.237029448152,-0.0586500167847,-1.09461188316,-0.108000002801,0.114497818053,-0.0801542550325,3.3181245327,0.398409843445,0.680958926678
6908,0.482966661453,-0.881400048733,-0.28680101037,0.0886000022292,0.584043622017,0.625224947929,-0.812101662159,0.178852766752,-0.469981819391,-0.293210178614,-0.454292863607
672,1.61613857746,-1.55244994164,0.00627863407135,-1.28519999981,0.674580276012,0.172124996781,0.0351635403931,-0.42890176177,-0.195252478123,0.507871031761,0.190520226955
5710,0.486989974976,-1.29454994202,-0.372658580542,0.654550015926,0.726536989212,0.0760000050068,-0.472835540771,0.412322103977,-1.43713593483,1.22402048111,-3.72039890289
2115,0.713381290436,0.373250007629,0.139221817255,-0.676299989223,-0.583068847656,-0.499449968338,0.60496032238,-0.155449926853,0.583011567593,-0.30181145668,0.084134273231
7015,-0.923718690872,1.0665500164,-0.708738088608,0.163999974728,-0.646200239658,2.97574996948,0.250095516443,-0.354983896017,0.106401212513,0.114675119519,0.966818809509
8726,0.196000576019,-0.254249989986,0.467384666204,0.00180000066757,0.904373288155,0.632924973965,0.322767883539,0.477480977774,0.17563007772,-1.12715661526,0.372121423483
2185,-0.761052131653,1.44669997692,-0.779755055904,-0.00744998455048,-1.04252409935,0.125750005245,0.565055906773,-0.0489767044783,0.452797859907,-0.0784359574318,0.323138415813
3315,0.363172024488,-0.902999997139,-0.560344696045,0.226400002837,0.832008779049,0.052924990654,-1.2021381855,0.607970416546,-1.12269353867,-1.1653200388,-1.24516320229
5289,-0.0519636645913,0.300650000572,-0.501060247421,-0.522399961948,-1.20856392384,-0.516624987125,1.20384526253,0.0385720729828,0.440467953682,-0.0842154622078,0.425485998392
868,-0.783245444298,0.797250032425,0.271170169115,0.526650011539,-0.857127308846,1.94047498703,-0.503746151924,-0.0451981127262,-0.746239840984,-0.0285358242691,1.12780952454
1677,-0.899499535561,1.1385999918,-0.204871475697,-0.141499996185,-0.317850321531,0.633249998093,0.0182656794786,-0.87160885334,0.881961584091,0.575173258781,0.868130028248
7043,-0.715259313583,0.831750035286,0.171641618013,2.38240003586,-0.404799520969,0.43502497673,-0.416068762541,-0.748544633389,-0.323299825191,1.26633882523,0.39547303319
5613,-1.19786608219,0.374850004911,-0.322909593582,-0.731200039387,-0.549297869205,0.263475030661,0.348789930344,-0.546664834023,-0.0464188456535,1.09734523296,0.954553186893
595,0.950526237488,-0.923649966717,0.449614733458,0.876399993896,1.60796380043,0.363649964333,-0.658521413803,-0.265948832035,0.251733601093,0.32558298111,0.311873346567
4793,0.402305483818,-0.386899977922,-0.321361541748,0.561800003052,1.08790373802,-0.764924943447,0.146973907948,-0.0203694701195,-0.549261689186,-0.836864769459,0.118119373918
2736,-0.585751235485,1.26600003242,0.55753237009,-0.228700011969,-0.879241704941,-0.178700000048,0.073070295155,-0.289199054241,-0.047136053443,0.629444539547,3.9836909771
5290,-0.331420004368,1.49700009823,-0.0495983809233,0.270000010729,-1.07097828388,0.209175005555,0.172575876117,-0.0562373884022,-0.0134482383728,-0.730527997017,0.370051056147
6194,0.774730682373,-0.0010000000475,-0.000258809537627,0.0,0.477388203144,0.54515004158,0.543150067329,0.261896252632,-0.267175376415,0.193467646837,-0.433234483004
1676,-0.657866895199,1.01545000076,0.215698376298,0.592000007629,-0.794483006001,0.369624972343,0.332235097885,-0.233784362674,0.289210766554,0.604799389839,0.878062725067
23512,0.466249316931,-1.74325013161,-0.624491035938,-4.08305025101,1.23703503609,-0.250874996185,-0.179421126842,0.340005129576,0.23037584126,-0.012646432966,0.378345012665
148022,-0.531646847725,0.674100041389,0.030467659235,0.242850005627,0.0545492656529,0.30554997921,0.14073087275,0.025870680809,-0.531429111958,0.866210460663,-1.00349962711
1906,-0.6723523736,0.578850030899,0.326305538416,-0.319849967957,-0.868976593018,-0.133799999952,0.0935924053192,-0.606188774109,-0.694231450558,0.295964896679,0.660062968731
8878,0.599000692368,-1.02094995975,-0.428745150566,1.54345011711,0.55260270834,-0.521175026894,-0.782970666885,0.0256588459015,-0.583580613136,0.348163753748,-1.50986623764
3091,0.232918247581,-0.203200012445,0.17981095612,-0.560599982738,-0.099515222013,-0.868000030518,0.618712723255,-1.40900635719,0.878982424736,1.23174214363,1.07718157768
5743,-0.451013863087,0.242049992085,-0.522982418537,0.967350006104,0.704939603806,2.96227502823,-0.212952256203,-0.129732698202,-0.482743889093,3.92825102806,0.397161066532
5321,-1.00098085403,0.909700036049,0.191635727882,-0.52889996767,-1.37470781803,0.243925005198,0.381133615971,-0.181168720126,-0.0400732569396,0.0492356307805,0.861807703972
4144,0.338909476995,-0.803900003433,-0.671181082726,-0.175799995661,0.220134079456,0.704975008965,-0.412339478731,-0.146746039391,-0.0243553072214,0.42656904459,0.465210288763
1981,0.21329075098,0.598399996758,-0.208040639758,0.336650013924,0.010405421257,0.527150034904,-0.728449702263,-0.338973790407,-0.00403465330601,-0.268983304501,-0.224063560367
695,0.998744010925,0.262250006199,-1.07123613358,-0.15189999342,0.345472425222,0.641525030136,-0.668747842312,-0.390781074762,-0.547207355499,0.933606207371,0.0180344302207
10398,-0.521431088448,0.666999995708,0.667332231998,0.098050005734,-0.638713359833,0.182774990797,1.20205426216,0.516825914383,-0.122110158205,0.572594642639,0.69383841753
5708,-0.888224124908,-0.113650009036,0.57134360075,-1.76795005798,-0.422865509987,-0.624424934387,0.367403566837,1.13089883327,-0.3555521667,0.242378339171,-0.425560384989
1213,0.72304558754,-1.0584499836,-0.160379499197,-0.182950004935,0.626029849052,-0.216100007296,-0.616382181644,0.542460441589,0.109647065401,-0.946166872978,0.353427946568
226,1.12135744095,-2.05935001373,-0.679839909077,-0.154599994421,0.856656372547,-1.80677509308,-0.392938733101,0.2635397017,-0.257450699806,0.150217846036,-1.73864924908
6777,0.458610117435,0.677850008011,0.615949749947,-0.189050003886,-0.0377660691738,-0.275774985552,0.313467442989,-0.57942199707,0.788350522518,-0.221547886729,-0.544175326824
2113,-0.310982465744,0.0616999864578,-0.82864522934,-0.0468999966979,-0.997517704964,-0.454524993896,1.02301812172,-0.304463595152,0.252288609743,0.743436276913,0.991895914078
3329,0.41475301981,-1.02954995632,0.641214251518,-0.104850009084,0.831025719643,0.44580000639,0.0502106025815,0.185189694166,-0.0522446632385,-0.277395665646,-0.252482533455
1050,0.448961734772,-0.177650034428,0.14868979156,-0.337249994278,0.427246391773,-0.0916000008583,-0.450050294399,0.836857318878,-0.847936093807,-0.0301900785416,-0.786261260509
9491,-1.17684233189,1.30824995041,-0.736813604832,-0.619949996471,-1.01630079746,0.351650029421,-0.199251428246,-0.116441398859,0.511902868748,0.256827116013,0.529664754868
22926,0.322096168995,1.13234996796,0.379538744688,0.599250018597,0.285926371813,0.220899999142,-0.855986893177,0.130480319262,-1.44269990921,-0.538332998753,0.0952650904655
5899,0.906606674194,-0.14904999733,-0.969961464405,0.745999991894,-0.67484998703,-0.0533249974251,0.296779513359,-0.0241378098726,-0.61783105135,-0.138714551926,-0.00831682328135
5467,-0.451228141785,0.41060000658,0.29426664114,1.19945001602,-0.624284625053,-0.123149991035,-0.0445985794067,-0.652750015259,-0.750082135201,0.366639554501,0.212387651205
6774,0.368494749069,1.29939997196,0.30790451169,0.688199996948,-0.264853537083,2.34172487259,-1.02166056633,-0.300182342529,-0.180251032114,0.890614748001,0.552681803703
1788,-0.710375607014,1.16919994354,-0.658863842487,0.429900020361,-1.44281148911,0.747550010681,0.199936956167,-0.191729605198,0.412963628769,0.762380003929,0.995902061462
5921,0.247977077961,-0.955150008202,0.030748270452,2.96035003662,0.495188832283,-0.775950014591,-1.19830524921,0.123709343374,-0.521112978458,-0.708293199539,0.181766867638
5721,0.742347836494,-0.0808499976993,-0.1814442873,0.376399993896,0.592620372772,-0.107000008225,0.725787401199,0.2064537853,0.135704919696,0.513197302818,-0.772020995617
2263,-0.833709001541,1.51740002632,-0.640023469925,-0.0142499804497,-1.24501419067,0.196150004864,0.233265459538,-0.123170167208,-0.000522121787071,0.32913801074,0.659902989864
808,-0.194702208042,1.31754994392,0.0282391309738,-0.149200022221,-0.980553627014,0.402774989605,-0.0267154276371,0.613610327244,0.396692037582,-0.221084088087,0.752029299736
30001,0.628466725349,-0.535650014877,0.0866583138704,0.24944999814,0.923514664173,0.285175025463,0.366847395897,0.028038546443,0.490055084229,-0.173006117344,-0.632866978645
348,-0.803034543991,0.101599991322,-1.96058559418,-0.0257000029087,0.682980537415,-0.305824995041,1.39667677879,0.564882874489,0.907737612724,0.38358092308,0.204237297177
