rid,CPC004_A375_6H:BRD-A91008255-003-16-4:10,CPC004_HA1E_6H:BRD-A91008255-003-16-4:10,CPC004_HA1E_24H:BRD-A91008255-003-16-4:10,CPC004_HCC515_6H:BRD-A91008255-003-16-4:10,CPC004_HCC515_24H:BRD-A91008255-003-16-4:10,CPC004_HEPG2_6H:BRD-A91008255-003-16-4:10,CPC004_HT29_6H:BRD-A91008255-003-16-4:10,CPC004_MCF7_6H:BRD-A91008255-003-16-4:10,CPC004_PC3_6H:BRD-A91008255-003-16-4:10,CPC004_PC3_24H:BRD-A91008255-003-16-4:10,CPC004_VCAP_6H:BRD-A91008255-003-16-4:10,CPC004_VCAP_24H:BRD-A91008255-003-16-4:10,CPC016_A375_6H:BRD-A91008255-003-16-4:10,CPC016_A549_6H:BRD-A91008255-003-16-4:10,CPC016_A549_24H:BRD-A91008255-003-16-4:10,CPC016_ASC_24H:BRD-A91008255-003-16-4:10,CPC016_HEPG2_6H:BRD-A91008255-003-16-4:10,CPC016_HT29_6H:BRD-A91008255-003-16-4:10,CPC016_MCF7_6H:BRD-A91008255-003-16-4:10,CPC016_MCF7_24H:BRD-A91008255-003-16-4:10,CPC016_NEU_24H:BRD-A91008255-003-16-4:10,CPC016_NPC_24H:BRD-A91008255-003-16-4:10,CPC016_SKB_24H:BRD-A91008255-003-16-4:10,CPD001_MCF7_6H:BRD-A91008255-003-20-6:10,CPD001_MCF7_24H:BRD-A91008255-003-20-6:10,CPD001_PC3_24H:BRD-A91008255-003-20-6:10
5720,0.0936505869031,0.913309812546,0.0869982987642,0.129733785987,-1.87375962734,-0.0215512812138,0.373424649239,0.0523204058409,0.0203153081238,0.313900709152,0.710332870483,0.172869220376,-1.20211029053,0.726599991322,0.356503725052,-0.215133339167,-0.641015827656,-0.781487047672,-0.491600006819,0.886357426643,0.617811799049,-0.600542843342,-0.976174235344,-0.0680857598782,0.818620502949,0.456523567438
466,-0.932849228382,0.665157020092,0.358276486397,0.310963690281,1.327080369,-1.23970448971,-0.892139196396,-0.131828635931,-0.0896341875196,-0.312297016382,0.529853701591,-0.0691261440516,-0.943589806557,0.983799993992,0.380372285843,-0.645766735077,-1.90946733952,0.348136126995,-0.535449981689,0.877259790897,-0.188075721264,-0.966257572174,-1.13844668865,-3.43383526802,0.116055399179,0.189964622259
6009,-1.05180823803,-0.166774272919,0.400456666946,0.546397149563,1.52023971081,-0.295101284981,0.247813656926,-0.227735579014,-0.321542531252,0.360130131245,0.493763297796,-0.571239590645,1.28154170513,0.6521499753,0.707368850708,0.790666699409,-0.589653611183,1.1015021801,2.06224989891,1.21099412441,0.418767780066,0.941466450691,-0.553165137768,0.432388395071,1.07367992401,1.31819629669
2309,-0.330619573593,-0.28705239296,-0.694961905479,-0.321602880955,-0.626032888889,-0.76203674078,0.44703245163,0.707349658012,0.100490957499,0.0202905833721,1.14530849457,0.295860439539,-0.399917006493,0.971750020981,0.125471740961,-0.0912999808788,-0.0331876128912,0.154151558876,0.749850034714,-0.425174057484,0.880641400814,0.0610020086169,-0.117598332465,2.72882342339,-0.15276274085,-0.77352398634
387,-0.580601096153,-0.219932615757,-0.302542686462,-1.2768021822,0.382026016712,-1.40737736225,-0.414070934057,0.835065364838,-0.191505029798,-0.721017003059,-1.0411478281,0.652261137962,1.75790345669,0.433249980211,-0.0800568684936,0.923400104046,-0.0363919883966,0.324514240026,0.335700035095,1.3895059824,-0.00219662301242,-0.801058411598,-0.606193184853,0.630183577538,-0.416736125946,-0.361268222332
3553,0.0228715986013,0.208189755678,0.505006432533,-0.509580492973,0.202032968402,0.282318294048,0.678673684597,-1.00012874603,-0.0344652608037,0.0423054248095,-0.4860932827,-0.120568111539,-0.774226248264,-0.670750021935,-0.579621255398,0.294900000095,-0.0408862829208,0.806087255478,0.00645000021905,-0.25091034174,-0.347756892443,-0.173513740301,0.96154075861,1.3504434824,0.232032120228,1.45700144768
427,-0.287164598703,-0.0143634974957,0.113516479731,0.347710818052,-0.882594406605,0.480091333389,-0.340437233448,0.292963534594,0.860919475555,0.0218366980553,0.351798951626,1.12846755981,-0.424510329962,0.0676499903202,0.4511526227,-0.715333342552,-1.18260598183,-0.610752403736,-1.01485002041,0.131715714931,0.463098227978,0.105107203126,-1.16393065453,-0.460254281759,0.917634308338,1.11277580261
5898,1.08170926571,0.728534817696,-0.117086946964,-0.0554523430765,1.11773681641,-0.697449684143,-0.355418711901,0.415353506804,-1.06634914875,-0.933343589306,-1.3731020689,0.218147039413,-0.51372730732,0.251599997282,0.104871466756,-0.0205666422844,-1.26299321651,0.213372081518,0.484849989414,0.0709829628468,-1.7881667614,-1.33601737022,-1.64363443851,-2.40490078926,-1.24698734283,-0.315549522638
23365,-0.550551831722,0.329193681479,-0.382694929838,-0.653617024422,-0.445000499487,0.879523873329,-0.339980483055,0.750300049782,1.16448318958,-0.659451961517,-1.30165576935,0.368636161089,-0.233217507601,0.45064997673,-0.189180567861,-0.541233420372,0.260863184929,-0.137342095375,0.853500008583,1.03184592724,-1.00655305386,0.15558706224,-0.224912136793,1.08925116062,-0.79593527317,-0.550221145153
6657,-1.5149307251,-0.383893340826,-1.04713714123,0.485108584166,-1.05943322182,0.488795995712,0.228137239814,-1.28857183456,-0.219728365541,0.151448085904,-0.663929224014,0.22793084383,-0.244639217854,-0.431999981403,0.112293072045,-0.437300026417,-0.130941092968,-0.400277227163,0.414900004864,-0.328215092421,0.748403966427,1.09803247452,1.14078640938,2.10497903824,0.46148994565,0.299492180347
5054,0.265053629875,-0.658156037331,-0.572780847549,0.19779792428,-0.911394000053,1.07109236717,1.47158455849,-0.216626226902,0.0291844345629,-0.00839504413307,-1.28546369076,0.402765870094,-0.875153839588,-0.144950002432,0.339352011681,0.415866672993,-1.27432644367,2.35064983368,-0.766700029373,-0.442813009024,0.0190840885043,-3.19977831841,-1.04034686089,0.39150595665,1.03699624538,-0.547042071819
3108,-0.856880426407,-0.533236145973,0.1226426512,-1.0002822876,-1.59023535252,-1.05913627148,0.12327349931,-0.203030943871,-0.753407597542,-0.282970011234,-0.399493575096,-0.655945777893,1.30349993706,1.28785002232,0.487166404724,0.433733344078,1.91067290306,3.38767457008,2.31725001335,-0.0191908627748,0.170289739966,2.5710401535,-0.387518942356,0.526606798172,0.715458929539,-0.427771776915
1950,-0.625774085522,-1.37024760246,0.840697646141,0.477907687426,0.257603257895,0.191672489047,-0.746490716934,-0.322443068027,-0.293305695057,0.609469592571,0.249777168036,1.21405434608,-0.267473906279,-0.774199962616,0.649464607239,-0.174966678023,-0.271814316511,-0.587889075279,-0.165649995208,0.00229171011597,0.696518003941,1.07019329071,1.70378446579,1.08926653862,1.36478149891,2.32201242447
351,0.300340771675,-0.275586247444,-0.466187477112,0.0762007832527,0.0639470592141,0.542406797409,-0.179952040315,0.319534122944,0.374869525433,0.1399936378,1.08225369453,0.0708503499627,0.115250870585,-1.48954999447,-0.554804205894,-0.546866595745,-0.924375534058,0.765512168407,-0.80419999361,0.122500143945,6.3674262492e-05,0.273700386286,0.220221236348,0.512052416801,0.826694369316,-0.345557272434
4846,-0.00549174845219,-0.193023830652,-0.247454226017,-0.254568904638,2.25438332558,-0.0993314087391,-0.219951435924,-0.730770528316,0.111866526306,0.253490447998,2.68152761459,-0.214481785893,-0.346319079399,-0.176400005817,0.495463043451,-0.394433349371,-0.222104161978,3.82813930511,-0.596400022507,-0.82226639986,0.418175041676,1.28674077988,-0.900012373924,-1.29202139378,-1.10438621044,-1.94962573051
1452,0.121721535921,1.30104351044,-0.489214122295,0.0139353238046,1.25913119316,-0.196383073926,-0.276982873678,-0.324819505215,0.377679109573,-0.881435930729,-2.72395682335,0.168922781944,0.279638946056,0.497600018978,0.257786870003,-1.046200037,-1.25105702877,-0.967581450939,-1.27900004387,-0.86140871048,-0.468320816755,0.0462926365435,0.132326811552,-0.135421529412,-0.410979449749,-2.68963932991
4776,-0.149827390909,0.374878317118,0.844417452812,0.140742540359,0.327080279589,0.0162272304296,0.0773165822029,-0.949207305908,-0.0944081172347,0.347883433104,-1.29083812237,0.283981084824,-1.18930149078,-0.759999990463,0.0327287092805,-0.822133302689,-0.278797209263,-0.647704124451,-0.153150007129,-0.407875835896,-0.559153497219,1.71752262115,1.85403621197,0.790006935596,0.146047696471,-0.342409908772
6908,-0.882776796818,-0.0195279121399,-1.01505899429,-0.437089145184,-0.786990344524,-0.43294698,-0.199848800898,-0.647965610027,-0.196369126439,1.0336971283,-0.118171066046,0.474710941315,-0.0310848206282,1.27425003052,-0.664013385773,0.694466710091,3.78158760071,-2.36322140694,-0.0140499994159,0.279597550631,0.454758584499,0.572186112404,-1.55840587616,0.462765336037,1.10641777515,0.094797283411
672,-0.524695396423,0.979014515877,-0.342195868492,-0.128644198179,0.515751481056,0.166065275669,-0.532037973404,-1.21317541599,-0.135797649622,0.373994857073,0.757594764233,0.70034134388,-0.542825222015,1.37514996529,0.183083042502,-0.157766699791,0.628337144852,-0.351060390472,-1.47485005856,-0.209745556116,-0.726749539375,-0.977777957916,0.742095947266,-0.368804514408,-0.245272070169,-0.586889266968
5710,0.352733016014,0.324433773756,-0.583503425121,-0.179086595774,0.515118837357,-0.158516764641,0.492473453283,0.522882938385,0.78157299757,-0.963169455528,-0.0101041346788,0.568625092506,0.642993927002,-0.0258999988437,0.238657161593,-0.43736666441,-0.801507115364,-1.3713593483,0.641600012779,-0.975261569023,0.406847447157,-0.00805478543043,-0.946829676628,0.430768013,-1.03693020344,-1.3648583889
2115,-0.231919839978,0.56248575449,0.00257048010826,-0.497122585773,1.16281950474,0.0660586729646,0.395358145237,-0.260085135698,0.0383844003081,0.0450212061405,-0.402488589287,0.318614035845,0.0356390923262,0.410499989986,0.851557850838,0.762766718864,2.38836574554,0.822121739388,0.152550011873,0.431859493256,-0.960202991962,-0.744421422482,-0.356501758099,1.53254830837,-0.118733808398,-0.351528525352
7015,0.0981919020414,0.0921542048454,0.0844692513347,0.728327810764,0.717730402946,-0.847262144089,-0.555315673351,-1.14523279667,-0.875825226307,0.456289201975,-0.675449073315,0.0768607333302,-1.03261780739,-1.01195001602,1.10524940491,-0.831533312798,0.65348726511,-1.18163657188,-0.352999985218,-0.333986520767,0.251851916313,0.447714090347,0.721341848373,0.564608931541,0.113970242441,-0.0775406658649
8726,-0.884058475494,0.934575200081,-0.313701868057,0.653289675713,-0.356683164835,-0.364506483078,-0.579195380211,-0.131632134318,-1.20222187042,-0.117385558784,-0.883943557739,-0.516996145248,0.850569725037,0.649049937725,-0.24638363719,0.793166637421,-0.259282141924,-0.273196846247,1.15594995022,0.724028229713,0.0669725984335,-1.26648819447,-0.78139936924,-3.60594749451,-0.881013512611,-0.730143666267
2185,-0.772059321404,-0.268584430218,0.467653334141,-0.0650544166565,-0.202753379941,-0.0267275907099,0.143631398678,-1.35344719887,-0.78893584013,0.802660167217,-0.882315993309,0.344996184111,-0.0138816535473,-0.752900004387,-0.187617957592,-0.102066665888,0.266497313976,0.893025398254,0.508399963379,0.357809811831,-0.530231297016,-0.120241694152,1.37562906742,1.50378966331,0.500346243382,-0.0550526231527
3315,0.847510814667,-0.592496275902,-0.285632908344,-1.66000199318,0.180941522121,-0.581957519054,0.113969236612,-0.209798559546,-0.838383853436,-0.0531842932105,-0.101264439523,0.569406688213,0.731508553028,0.218500003219,1.39832437038,0.350199997425,-0.303963750601,0.683789670467,0.757550001144,0.138277471066,-0.318355202675,-0.225678741932,-0.773633480072,0.308318853378,-0.990503430367,-0.665777027607
5289,-0.290985882282,1.01598393917,-0.187516331673,0.127515912056,0.855078577995,0.799921870232,-0.433812260628,-0.0221480131149,-0.655030548573,0.156082719564,-0.505256414413,0.139817714691,-0.0416424833238,0.103900007904,1.35059821606,-0.00273333489895,-1.55771994591,1.05227375031,0.492349982262,-0.894274055958,-0.107328400016,0.849924623966,-0.297331571579,1.21302068233,0.323994725943,-0.597180485725
868,-0.467574059963,0.547811746597,0.0588147342205,1.12134790421,0.0252349898219,-0.59504288435,0.289107382298,0.0176747143269,1.35968708992,-0.302335232496,-0.321135133505,-0.237854450941,0.021671153605,-0.355350017548,-0.665042102337,0.305999994278,-0.601700603962,0.0211235545576,0.626450002193,1.87118911743,-0.425912886858,1.16429233551,-0.402343332767,-1.60831809044,-0.965279817581,-0.2320843786
