rid,CPC020_A375_6H:BRD-K36862742-001-21-5:10,CPC020_A549_6H:BRD-K36862742-001-21-5:10,CPC020_HA1E_6H:BRD-K36862742-001-21-5:10,CPC020_HCC515_6H:BRD-K36862742-001-21-5:10,CPC020_HT29_6H:BRD-K36862742-001-21-5:10,CPD001_MCF7_6H:BRD-K36862742-001-19-9:10,CPC020_MCF7_6H:BRD-K36862742-001-21-5:10,CPD001_MCF7_24H:BRD-K36862742-001-19-9:10,CPC020_MCF7_24H:BRD-K36862742-001-21-5:10,CPC020_PC3_6H:BRD-K36862742-001-21-5:10,CPD001_PC3_24H:BRD-K36862742-001-19-9:10,CPC020_PC3_24H:BRD-K36862742-001-21-5:10,CPC020_VCAP_6H:BRD-K36862742-001-21-5:10,CPC020_VCAP_24H:BRD-K36862742-001-21-5:10,BRAF001_A375_24H:BRD-K36862742-001-19-9:10,BRAF001_A375_24H:BRD-K36862742-001-19-9:2.5,BRAF001_A375_24H:BRD-K36862742-001-19-9:0.625,BRAF001_A375_24H:BRD-K36862742-001-19-9:0.15625,BRAF001_A375_6H:BRD-K36862742-001-19-9:10,BRAF001_A375_6H:BRD-K36862742-001-19-9:2.5,BRAF001_A375_6H:BRD-K36862742-001-19-9:0.625,BRAF001_A375_6H:BRD-K36862742-001-19-9:0.15625,BRAF001_HEK293T_24H:BRD-K36862742-001-19-9:10,BRAF001_HEK293T_24H:BRD-K36862742-001-19-9:2.5,BRAF001_HEK293T_24H:BRD-K36862742-001-19-9:0.625,BRAF001_HEK293T_24H:BRD-K36862742-001-19-9:0.15625,BRAF001_HEK293T_6H:BRD-K36862742-001-19-9:10,BRAF001_HEK293T_6H:BRD-K36862742-001-19-9:2.5,BRAF001_HEK293T_6H:BRD-K36862742-001-19-9:0.625,BRAF001_HEK293T_6H:BRD-K36862742-001-19-9:0.15625
5720,0.902900695801,1.27449989319,0.294869333506,1.33695006371,0.443670809269,-1.1279822588,0.00330752134323,-0.62104177475,-0.0306456387043,1.34973847866,-0.537969052792,-1.34775912762,-2.07997608185,-0.0600957907736,-0.491924226284,-0.355136752129,-0.553409636021,0.127274245024,-2.18761610985,-2.13507556915,0.394491672516,-0.038680061698,-1.56494128704,-1.77562749386,-0.490363508463,0.282456994057,-0.858145713806,-0.213065624237,-1.27455151081,-0.134691774845
466,0.574038684368,-0.121649980545,0.940713882446,1.10920000076,-1.6366455555,-0.172112554312,1.80019688606,-0.732865214348,1.76470243931,-0.721793651581,-0.47651052475,1.48665511608,-0.0164676308632,0.11248472333,-0.121086247265,-0.0958450064063,-0.630806148052,-0.0748172327876,-1.29871690273,-0.575397372246,-0.0486291013658,0.236324742436,-0.103456653655,-0.599276900291,-0.821718275547,0.0544634982944,0.231379747391,-0.115041404963,-1.76733577251,-0.504063904285
6009,0.185571536422,1.34755003452,0.643977284431,1.61965000629,0.930619597435,-0.961009323597,0.347248226404,-0.544694185257,1.66105461121,-0.550628244877,0.336957722902,0.12111312151,0.371360480785,0.460747599602,0.0238013342023,-0.385939359665,0.302974194288,0.264627963305,1.4606770277,0.529453992844,-0.285434067249,0.108126737177,1.08377671242,0.884339988232,-0.198617100716,-0.0318299680948,0.489925175905,0.0203527063131,-0.419773966074,0.305592238903
2309,-0.0768748372793,-1.41260004044,0.158718317747,-1.76530003548,0.650942027569,-0.291433423758,-0.236832618713,-0.23654922843,-1.79498827457,-0.155488952994,-0.630432844162,-0.505205392838,-0.0718687772751,0.00563076138496,-0.225655645132,-0.202514693141,1.09347212315,-0.358575135469,0.118270739913,0.50416880846,-1.0471739769,-0.205280393362,0.461788147688,0.0731548219919,-1.05945658684,-0.410572469234,-0.0580415688455,-0.291660308838,-1.77280449867,0.423719406128
387,0.768669128418,4.63044977188,1.24076211452,2.03105020523,1.34634768963,-0.469207346439,1.29038977623,-0.276808410883,-0.519072771072,4.07926559448,-1.26923155785,-0.452386796474,-0.259341657162,0.540746927261,-0.047682762146,0.192115336657,-0.736978709698,0.0748989954591,1.61315476894,1.62149953842,-0.634242653847,0.0619454011321,0.879346132278,1.08884441853,-1.08251106739,-0.715969920158,0.236961349845,0.470164000988,-1.22787535191,-0.239383816719
3553,-0.455033957958,-0.899200022221,-0.681149184704,-0.862399995327,-1.14898610115,0.315878480673,-0.108540415764,-0.352677345276,-0.389404207468,-0.161277279258,0.153476804495,-0.234193131328,1.47774410248,0.081456169486,-0.0343184620142,0.333802640438,-0.341125279665,-0.0831620171666,0.337487876415,0.529864013195,-0.159691497684,0.243424683809,0.29705953598,0.293517231941,1.95296871662,0.4279114604,0.189563393593,-0.233345717192,0.109274223447,0.121890589595
427,-0.60503166914,-0.124900043011,-1.06280934811,1.96090006828,-0.90124052763,0.669439017773,0.300251722336,-0.23453181982,2.07722687721,0.222259655595,0.935434103012,2.89521169662,0.430050820112,0.559579908848,0.0533031448722,0.0609292238951,-0.265140324831,-0.141050934792,1.45739901066,-0.915468394756,0.0630597770214,-0.0762672200799,0.487770199776,-0.291610479355,-0.0353364944458,0.0541794672608,-0.676781535149,-0.527625858784,-2.20798873901,0.0419173054397
5898,-0.110082559288,-2.42164993286,-1.07871437073,0.312949985266,-1.77691578865,-3.86706566811,-0.344744443893,-0.222958236933,0.428459197283,0.303505629301,1.50045776367,-1.65869522095,-1.13206005096,-3.09464788437,0.620445489883,0.521439194679,-0.182767212391,0.128941506147,0.722519695759,0.24961361289,-0.355141550303,0.428760409355,0.588148474693,0.336066961288,-1.81577384472,0.16386666894,0.0169839300215,-0.134838715196,-4.14425992966,0.241515487432
23365,-0.527823269367,2.79134988785,-0.535688281059,1.60380005836,-0.859283447266,-0.213421285152,-1.88160610199,-0.0567119717598,0.210349917412,-0.191965118051,-0.254405081272,1.77629494667,-0.117073088884,-1.1755771637,0.749347150326,0.719581723213,-0.0563929304481,0.56877219677,0.311435341835,1.30133223534,-0.0970854908228,0.227888718247,0.566257834435,0.195751473308,-0.0580710843205,-0.690975666046,0.21508038044,0.145986527205,-0.308968514204,-0.99965596199
6657,0.0402487553656,-1.32815003395,0.302058815956,-0.833950042725,-0.855431497097,0.0451006889343,0.583538889885,0.14591960609,-0.63829934597,-0.158558443189,1.76469659805,-1.61414158344,2.97432184219,0.396061509848,1.11567914486,0.16833640635,-0.374233514071,-0.160118877888,-0.685662031174,-0.754849612713,-0.194986850023,0.165553301573,-0.334504276514,-0.32496419549,-0.871685445309,0.522584557533,-0.433582812548,-0.0903356671333,-0.387607634068,0.594648003578
5054,-0.301651209593,0.933299958706,-0.318699061871,0.0226500034332,-0.884295463562,3.80659842491,0.486709117889,-0.234469890594,-0.885530948639,-0.831638336182,-0.543352544308,-0.37744691968,1.27435481548,-1.13278698921,0.304426193237,0.14562921226,0.913077831268,0.495913624763,-0.410048544407,0.0762112736702,-0.190456241369,-0.219332933426,0.592130124569,-0.378044724464,1.21451151371,1.02420568466,-0.0401874557137,1.04121398926,1.2473937273,0.463322758675
3108,0.800338923931,2.38350009918,1.75347363949,0.868099987507,2.61419296265,0.762624502182,0.43252158165,0.453610628843,0.905007064342,0.218424022198,0.17190939188,2.40560054779,1.18578755856,5.33283138275,-0.215042114258,0.0820413082838,-1.15869498253,0.0125064477324,1.21962428093,1.56320476532,-0.975474596024,0.113479882479,0.600824832916,0.113534927368,1.14041650295,0.0225719511509,0.30840715766,0.747098505497,0.343785971403,-0.0754037648439
1950,0.508891940117,-0.110650017858,0.558012008667,-0.908699989319,-0.409652262926,1.33521389961,1.59094202518,-0.392123371363,-0.306004732847,4.5247926712,0.649334311485,-0.399926543236,1.36640965939,1.21224081516,-0.28056794405,-0.354207783937,0.199119180441,-0.29544827342,-0.591315627098,-1.20627605915,0.0611395686865,1.65190136433,-0.436719596386,0.261591821909,-0.00650414824486,-0.229706645012,-0.019881516695,0.0109335556626,0.874881625175,0.170168325305
351,-0.452828407288,0.449449986219,-1.33132302761,-1.12880003452,0.333469301462,1.1733789444,0.939011454582,-0.498962432146,-0.180724471807,-0.580218374729,-0.0060582831502,-2.16589188576,0.956311523914,0.709681153297,-0.269371658564,-0.143110945821,0.074104309082,-0.266702890396,0.845534026623,0.321968734264,-0.0351082980633,-0.778851926327,-0.0577140375972,0.0446687489748,0.842011392117,0.165763169527,0.109421566129,-0.0271285008639,-1.3302077055,0.0281234513968
4846,-0.0140176713467,-2.48090004921,0.913339078426,-0.589299976826,-1.46589517593,0.672010660172,-0.951155185699,0.745044231415,-0.780018985271,-0.209537550807,-1.38139629364,0.183372586966,0.0998001396656,0.435744673014,0.470955193043,-0.494258075953,0.711654663086,0.00575826503336,1.23637068272,-0.815179407597,-0.510538578033,-0.4556029737,-0.53828561306,-0.176202684641,-0.738627612591,0.262600600719,0.112388193607,0.330494701862,1.91926074028,0.949347496033
1452,-0.654368400574,-0.269950002432,-2.19630670547,-1.01274991035,-0.337923884392,0.349004983902,0.14600789547,0.426560223103,-0.979930460453,-0.663451850414,-3.55623626709,-0.178552359343,-0.479903519154,-0.596015274525,0.0114730522037,0.00757024437189,-1.12193870544,0.0105549227446,-0.174728929996,0.431462436914,-0.697217047215,-0.0209582522511,1.13097631931,1.21811699867,-0.972882032394,-0.429379343987,-0.319599688053,0.286202728748,-2.38620042801,-0.765789628029
4776,0.0167736336589,-0.899199962616,-0.249273538589,-0.24770000577,-0.912951827049,-0.210851103067,0.236579030752,-0.0975304171443,-0.633239030838,0.747275650501,1.26861894131,-0.997448205948,2.58878993988,-0.502948641777,-0.0472856983542,0.0231756493449,-0.234995812178,-0.381227701902,-0.713735103607,-1.02078163624,-0.706973552704,-0.247046709061,0.0581863075495,0.33202368021,0.18903785944,-0.597201406956,0.504638850689,-0.140708118677,-0.586087107658,-0.111714959145
6908,0.127172231674,1.40499997139,0.0130235105753,3.11040019989,0.810916900635,-1.51936531067,0.113952040672,-0.136784881353,0.206713706255,-0.262885034084,-0.337738245726,2.25066995621,-0.726185262203,0.951204001904,1.33078718185,0.0427900776267,-0.428190141916,0.189749613404,-0.814084172249,-1.11768984795,0.177181020379,0.847608268261,-0.792671442032,-0.778527021408,-0.171719118953,0.231869339943,-0.557080745697,0.0982637107372,1.78626453876,-0.108589097857
672,0.324684798717,-0.529150009155,-0.214426279068,0.389499992132,-0.777502417564,-0.41411614418,2.16676998138,0.455431878567,0.0823532268405,-1.22469651699,-0.235559076071,-0.212037324905,-1.72324705124,-1.07575786114,0.274177789688,0.699978888035,0.566467165947,0.391052007675,-1.97809720039,-2.2053732872,0.106846868992,0.0726137682796,-1.24433839321,-1.58472883701,-0.808298826218,0.273408651352,0.288341075182,-0.231190264225,-1.43695366383,0.717934846878
5710,-2.3510222435,-0.567200005054,-1.24736559391,-1.23514997959,0.366196721792,-1.67132461071,-0.712044119835,-0.275216251612,-0.736082732677,-3.23056387901,-1.95349860191,0.932020783424,-1.25037074089,-1.85619068146,0.817107796669,0.250207304955,-0.0343541800976,0.666341543198,-0.354888319969,-0.0586998052895,0.304158180952,0.529774844646,-0.000541433691978,-0.443676561117,-0.27375459671,-0.451963305473,-0.0352137610316,0.319082677364,-0.69062525034,-0.373400688171
2115,-0.0751424878836,0.388500005007,-0.283250451088,0.677999973297,-1.27286672592,-0.967508673668,0.141698390245,-0.709026694298,0.0975219756365,-0.200978785753,-0.673770308495,0.617062330246,1.61245322227,2.58225989342,-0.0961553230882,0.646217703819,-0.190229162574,0.530556082726,-0.640755712986,-0.372818648815,-0.531519114971,0.244082137942,-0.109773233533,-0.460412979126,0.713152945042,0.0443053469062,-0.16243045032,-0.334360361099,0.322610199451,-0.35755237937
7015,-0.1198361516,-0.669099986553,-0.0679270252585,-0.824100017548,0.0225630700588,-1.52986693382,0.747238755226,-0.284961760044,-0.70639950037,-0.638788044453,1.13044810295,-1.27794146538,1.25915837288,0.220185399055,0.229883790016,0.310115695,0.356446713209,0.0447799488902,-0.275224924088,-0.310362547636,-0.298347771168,0.0133915692568,-0.522949814796,-0.251533955336,-0.806174278259,0.328602284193,-0.400051087141,0.40808686614,-2.62248826027,0.594640910625
8726,-0.284675478935,0.80814999342,-0.877382516861,1.40000009537,-0.0051751434803,3.64654135704,-0.474124312401,0.481679052114,0.932026445866,0.730833292007,-0.384335488081,2.21655058861,-1.68145430088,-1.83903741837,0.702331602573,0.316409409046,-1.19736003876,-0.0250715240836,1.22417783737,1.12873208523,-0.103315584362,0.123632594943,1.7766418457,1.52321255207,-0.213063880801,0.169223874807,0.614055275917,-0.0489074215293,-1.17174053192,-0.731299519539
