rid,CPC019_A375_6H:BRD-K60558220-001-01-1:10,CPC019_A549_6H:BRD-K60558220-001-01-1:10,CPC019_A549_24H:BRD-K60558220-001-01-1:10,CPC019_HA1E_6H:BRD-K60558220-001-01-1:10,CPC019_HCC515_6H:BRD-K60558220-001-01-1:10,CPC019_HEPG2_6H:BRD-K60558220-001-01-1:10,CPC019_HT29_6H:BRD-K60558220-001-01-1:10,CPC019_MCF7_6H:BRD-K60558220-001-01-1:10,CPC019_MCF7_24H:BRD-K60558220-001-01-1:10,CPC019_PC3_6H:BRD-K60558220-001-01-1:10,CPC019_PC3_24H:BRD-K60558220-001-01-1:10,CPC019_VCAP_6H:BRD-K60558220-001-01-1:10,CPC019_VCAP_24H:BRD-K60558220-001-01-1:10,MUC.CP004_MCF7_6H:BRD-K60558220-001-01-1:10.0219,MUC.CP004_MCF7_6H:BRD-K60558220-001-01-1:3.3406,MUC.CP004_MCF7_6H:BRD-K60558220-001-01-1:1.1135,MUC.CP004_MCF7_6H:BRD-K60558220-001-01-1:0.3712,MUC.CP004_MCF7_24H:BRD-K60558220-001-01-1:10.0219,MUC.CP004_MCF7_24H:BRD-K60558220-001-01-1:3.3406,MUC.CP004_MCF7_24H:BRD-K60558220-001-01-1:1.1135,MUC.CP004_MCF7_24H:BRD-K60558220-001-01-1:0.3712
5720,-0.484440147877,0.0491500049829,-0.18940281868,-0.722203850746,-0.190608084202,-0.665722072124,-0.297179967165,-0.797278881073,-0.948698878288,-0.874303281307,0.200421527028,-0.460304111242,-0.614534199238,0.977989792824,0.345293164253,0.640364825726,1.31277263165,1.36334991455,-0.781456232071,0.962259054184,1.02506899834
466,-0.0161030516028,-1.28044998646,-0.764092385769,-0.624086737633,-0.200571388006,-1.44936108589,-1.52898001671,-0.88137948513,0.413875460625,-0.115831598639,0.948091030121,-1.18592989445,-0.992393136024,-0.808805167675,-0.971289634705,-0.446054279804,0.15346750617,0.586499989033,-0.325742900372,-0.634649455547,-1.0651242733
6009,0.189754843712,0.231999993324,1.42943394184,0.0863509178162,-0.275902599096,0.325757622719,-0.403439998627,0.45470303297,-1.08436846733,0.277881324291,0.45503616333,0.729692280293,0.838073134422,-1.30939090252,-0.539942145348,0.622606098652,0.600127279758,-0.375900000334,-3.70793938637,-2.03349399567,-0.996933102608
2309,0.747541725636,0.936399996281,0.0968390256166,0.742646574974,0.117681622505,-0.877865076065,0.0637999922037,0.177280411124,-0.425990492105,0.272909343243,0.292092502117,0.0705537199974,0.0770568996668,0.847329854965,-0.0250542163849,0.826374471188,-0.0839728116989,2.44085001945,1.32653999329,1.0767570734,1.11879682541
387,0.967878341675,0.190199971199,1.09392809868,0.540608644485,0.246542811394,0.747118413448,0.447120040655,0.732117772102,0.071931488812,-0.0657613277435,1.02018165588,1.48324251175,2.79593420029,-1.42977011204,-1.04947781563,0.448763012886,0.0331658571959,-0.496250003576,-0.608426809311,0.332843720913,0.629904091358
3553,0.12118589133,-0.119449995458,0.10723349452,0.440944999456,0.668563187122,2.54158949852,0.94036012888,0.893379330635,-0.331493794918,0.0875549316406,-0.440106898546,0.489899128675,-0.346300959587,1.65615844727,0.931699573994,-0.60420268774,-0.718865215778,-0.902300000191,0.820744752884,0.786695301533,0.198608458042
427,-0.998026132584,-0.493499994278,-0.10240714252,-0.278181970119,-1.07436347008,-0.153464078903,-1.35370004177,-1.99755764008,0.276136875153,0.142223879695,-0.790140330791,-1.31428539753,-0.808195233345,0.575928449631,4.40918970108,-0.163373947144,0.00357455015182,0.89409995079,0.0475130677223,0.0384934097528,0.470168679953
5898,0.000356424599886,-1.64160001278,-1.1283904314,-0.218691885471,-0.295081853867,0.22587838769,-0.85056000948,-0.439150571823,-0.0586705990136,-0.345805436373,-0.136056289077,-0.639786303043,-1.46126663685,0.168397575617,-0.0953386723995,-0.244421094656,0.420527458191,0.151549994946,-0.358476966619,-0.816631317139,-0.667074143887
23365,-0.812136530876,-1.18019998074,0.773880004883,0.293641507626,-0.276314437389,-0.657258152962,-1.19091999531,3.33536052704,0.0150882229209,0.188520461321,-0.949552834034,0.0909730792046,-0.942508220673,0.335053265095,-0.27393245697,2.21971893311,1.85781097412,-0.99304997921,-1.26673996449,0.942323386669,0.493451237679
6657,1.25763118267,-0.78869998455,1.27090120316,-0.902685523033,0.420909464359,1.91825520992,0.512939989567,-0.423854351044,-0.326925069094,0.262457638979,-0.806219637394,-0.243187710643,-0.792283833027,1.7755355835,1.29352843761,-0.435726225376,-0.0351515486836,-0.222999989986,1.62155878544,0.714135289192,0.544826626778
