rid,CPC006_A375_6H:BRD-K08478539-001-02-1:10,CPC006_A375_24H:BRD-K08478539-001-02-1:10,CPC006_A549_6H:BRD-K08478539-001-02-1:10,CPC006_A549_24H:BRD-K08478539-001-02-1:10,CPC006_A673_6H:BRD-K08478539-001-02-1:10,CPC006_AGS_6H:BRD-K08478539-001-02-1:10,CPC006_CL34_6H:BRD-K08478539-001-02-1:10,CPC006_CORL23_6H:BRD-K08478539-001-02-1:10,CPC006_COV644_6H:BRD-K08478539-001-02-1:10,CPC006_DV90_6H:BRD-K08478539-001-02-1:10,CPC006_EFO27_6H:BRD-K08478539-001-02-1:10,CPC006_HA1E_6H:BRD-K08478539-001-02-1:10,CPC006_HA1E_24H:BRD-K08478539-001-02-1:10,CPC006_HCC15_6H:BRD-K08478539-001-02-1:10,CPC006_HCC515_6H:BRD-K08478539-001-02-1:10,CPC006_HCC515_24H:BRD-K08478539-001-02-1:10,CPC006_HCT116_6H:BRD-K08478539-001-02-1:10,CPC006_HEC108_6H:BRD-K08478539-001-02-1:10,CPC006_HEPG2_6H:BRD-K08478539-001-02-1:10,CPC006_HT115_6H:BRD-K08478539-001-02-1:10,CPC006_HT29_6H:BRD-K08478539-001-02-1:10,CPC006_HT29_24H:BRD-K08478539-001-02-1:10,CPC006_JHUEM2_6H:BRD-K08478539-001-02-1:10,CPC006_LOVO_6H:BRD-K08478539-001-02-1:10,CPC006_MCF7_6H:BRD-K08478539-001-02-1:10,CPC006_MCF7_24H:BRD-K08478539-001-02-1:10,CPC006_MDST8_6H:BRD-K08478539-001-02-1:10,CPC006_NCIH1694_6H:BRD-K08478539-001-02-1:10,CPC006_NCIH1836_6H:BRD-K08478539-001-02-1:10,CPC006_NCIH2073_6H:BRD-K08478539-001-02-1:10,CPC006_NCIH508_6H:BRD-K08478539-001-02-1:10,CPC006_NCIH596_6H:BRD-K08478539-001-02-1:10,CPC006_NOMO1_6H:BRD-K08478539-001-02-1:10,CPC006_OV7_6H:BRD-K08478539-001-02-1:10,CPC006_PC3_6H:BRD-K08478539-001-02-1:10,CPC006_PC3_24H:BRD-K08478539-001-02-1:10,CPC006_PL21_6H:BRD-K08478539-001-02-1:10,CPC006_RMGI_6H:BRD-K08478539-001-02-1:10,CPC006_RMUGS_6H:BRD-K08478539-001-02-1:10,CPC006_SKLU1_6H:BRD-K08478539-001-02-1:10,CPC006_SKM1_6H:BRD-K08478539-001-02-1:10,CPC006_SKMEL1_6H:BRD-K08478539-001-02-1:10,CPC006_SKMEL28_6H:BRD-K08478539-001-02-1:10,CPC006_SNGM_6H:BRD-K08478539-001-02-1:10,CPC006_SNU1040_6H:BRD-K08478539-001-02-1:10,CPC006_SNUC4_6H:BRD-K08478539-001-02-1:10,CPC006_SNUC5_6H:BRD-K08478539-001-02-1:10,CPC006_SW480_6H:BRD-K08478539-001-02-1:10,CPC006_SW620_6H:BRD-K08478539-001-02-1:10,CPC006_SW948_6H:BRD-K08478539-001-02-1:10,CPC006_T3M10_6H:BRD-K08478539-001-02-1:10,CPC006_THP1_6H:BRD-K08478539-001-02-1:10,CPC006_TYKNU_6H:BRD-K08478539-001-02-1:10,CPC006_U937_6H:BRD-K08478539-001-02-1:10,CPC006_VCAP_6H:BRD-K08478539-001-02-1:10,CPC006_VCAP_24H:BRD-K08478539-001-02-1:10,CPC006_WSUDLCL2_6H:BRD-K08478539-001-02-1:10,NMH002_FIBRNPC_24H:BRD-K08478539-001-09-6:10,NMH002_FIBRNPC_6H:BRD-K08478539-001-09-6:10,NMH002_NEU_6H:BRD-K08478539-001-09-6:10,NMH002_NEU_24H:BRD-K08478539-001-09-6:10,NMH002_NPC_6H:BRD-K08478539-001-09-6:10,NMH002_NPC_24H:BRD-K08478539-001-09-6:10,CPC006_H1299_6H:BRD-K08478539-001-02-1:10,CPC006_RKO_6H:BRD-K08478539-001-02-1:10
5720,0.0903958976269,0.784960150719,1.12296760082,0.983506083488,0.058250002563,-0.750149965286,0.0311999991536,0.46044999361,0.0379000008106,-0.156350016594,-0.363700002432,0.209271520376,0.642885327339,1.03011143208,-0.200917616487,0.219840779901,1.34599995613,-0.292667210102,-0.516396462917,-0.790400028229,0.204392448068,0.63045156002,-0.661249995232,0.729749977589,-0.043307416141,0.906341910362,0.612600028515,0.711050033569,-0.187449991703,0.651749968529,0.0262999534607,-0.264349997044,-0.901350021362,0.197099998593,-0.142074137926,0.703828036785,0.575250029564,0.0276500005275,0.723621606827,0.73584997654,-0.0886999964714,0.559900045395,0.199199989438,0.0935000032187,-1.70009994507,-0.579249978065,0.0650499761105,-0.208250015974,0.189718902111,0.240628615022,-0.409150004387,0.281731784344,-0.0830500051379,0.933550000191,0.345740556717,-0.0660192221403,0.0106499940157,-0.307757616043,0.659569859505,0.97409594059,0.159900486469,0.594711959362,0.330400019884,0.507550001144,0.306400001049
466,-0.0464531928301,-0.0773280858994,-0.247678250074,0.155454069376,-1.4021499157,0.141999989748,0.0866999924183,-0.213100001216,0.262299984694,0.190400004387,-0.289849996567,0.581744194031,-1.08652603626,2.13769292831,0.187622487545,0.162368059158,0.59969997406,1.49867880344,-0.556750297546,-0.136950016022,-0.43921816349,0.647346258163,-0.136800006032,0.189050003886,-0.547397613525,-0.0471462756395,-0.314500004053,-0.138400003314,-0.700350046158,0.189300000668,-1.26655006409,-0.582549989223,-1.0529999733,-0.217799991369,-0.566087424755,-0.426017194986,0.0606999993324,0.166999995708,-0.653235435486,-0.288100004196,-0.164449989796,-0.572600007057,0.291449993849,0.214599996805,-0.236100003123,-0.709750056267,-0.540950000286,0.270399987698,0.735255777836,-0.334255814552,-1.04120004177,0.173365041614,0.321350008249,-0.150900006294,-0.00339749455452,0.882227182388,-0.220899999142,0.258508145809,0.736736655235,-0.373616605997,-0.738217413425,0.724846065044,-0.44376668334,0.25569999218,0.234400004148
6009,-0.414418280125,-0.989456534386,-1.01582622528,0.594454646111,-0.412899971008,-0.321000009775,-0.729099988937,0.0175999999046,0.177100002766,-1.83405005932,-1.07169997692,-0.519407331944,0.853082597256,0.254453539848,-0.909471750259,0.0503873825073,0.422749966383,-0.829199969769,-0.244866833091,-0.814700007439,-0.469456166029,-0.049870043993,-0.34090000391,-0.0309500098228,0.0174116194248,0.473158687353,0.335950016975,0.285050034523,0.163249999285,0.593850016594,-1.36309993267,-1.70624995232,-0.617500007153,-0.0333499982953,-0.432298660278,0.0863215178251,0.401750028133,0.297850012779,-0.757994532585,-0.244099989533,0.343349993229,-0.665050029755,0.157100006938,0.0693000033498,0.25364997983,-0.67634999752,0.606399953365,0.0573000013828,-0.412995398045,-0.622626841068,-0.289400011301,-0.00767761468887,-0.180600002408,-0.138199999928,0.234959349036,-0.127771839499,-1.19884991646,-1.49088096619,-0.519963562489,0.680848658085,-0.432014733553,0.0955229848623,-0.0645666718483,-0.0571499988437,-0.527899980545
2309,0.365904986858,0.56882494688,-0.190709650517,0.452931106091,-0.390100002289,0.318050026894,0.0596999973059,0.00689999759197,-0.170249998569,0.330699980259,0.502499997616,0.358414232731,1.33637547493,1.32660484314,1.03782606125,0.0491646677256,0.544200003147,-0.353264212608,-0.824999570847,2.4483499527,0.589120209217,-0.0822437852621,-0.0601500011981,-0.420949995518,0.33327832818,0.171120509505,0.320349991322,0.714950025082,0.113049998879,-0.640949964523,-1.86054992676,0.409949988127,-0.562550008297,-0.427650004625,0.621650934219,0.118919879198,0.183500006795,-0.231299996376,0.280524551868,-0.762600064278,-0.317050039768,0.244649991393,-0.436250001192,-0.365000009537,1.00919997692,-1.06175005436,0.6888499856,0.269349992275,0.223273456097,-0.828567266464,0.347299993038,-0.512338578701,-0.929400026798,0.0679500102997,-0.300853341818,-0.593208372593,-0.00495001673698,-0.440456390381,1.3322609663,0.754657387733,0.802368462086,0.554041028023,0.894700050354,-0.51164996624,2.1126999855
387,-0.304321318865,-0.128110587597,-0.352821975946,0.106572732329,-0.44880002737,-1.14170002937,-1.32940006256,-0.695600032806,0.0565499961376,-0.752749979496,-0.089300006628,-0.790579199791,0.403783321381,-7.47528600693,-0.59198141098,-0.607133746147,-1.78700006008,-0.593185305595,-0.0440009012818,-1.12720000744,-0.981354057789,0.257076948881,-0.217499986291,-0.187999993563,0.503618657589,-0.395571827888,0.82365000248,-0.346700012684,-0.570450007915,0.0955500006676,-1.47114992142,-1.21529996395,-1.08789992332,-0.137999981642,0.234582036734,-0.0275411605835,-0.518649995327,-0.460700005293,0.0409749597311,-0.694599986076,-0.0627999976277,-0.413800001144,0.109899997711,-0.597149968147,-0.627799987793,-0.49200001359,-0.657900035381,-1.26539993286,0.00296212732792,-0.51162570715,-0.722649991512,-0.0522919222713,0.667000055313,-0.549449980259,-0.183533370495,-0.247345849872,-0.312050014734,-0.321259707212,0.206328183413,0.128784552217,0.453373730183,0.0403132066131,0.926666676998,-0.870800018311,0.272650003433
3553,0.0495535209775,0.303402900696,-0.02356139943,0.312031596899,0.84090000391,0.782700002193,-0.316500008106,-0.409799993038,0.215850010514,0.196900010109,0.570749998093,-0.0508395880461,-0.675872385502,3.60005497932,0.396045714617,-0.512965083122,0.097800001502,0.493925154209,0.0802938193083,-1.20569992065,0.723354101181,-0.682684838772,0.376800000668,0.00644999742508,-0.114325538278,1.10446298122,0.608449995518,-0.182000011206,0.987400054932,0.924300014973,-0.271300017834,0.992699980736,0.159900009632,0.619699954987,0.216061338782,0.599454045296,-0.32490003109,0.340550005436,-0.00598932057619,0.191900014877,0.436549991369,0.0232499986887,0.682150006294,-0.091899998486,4.94710016251,-0.236400008202,1.36580002308,0.30134999752,-0.339572072029,0.750704169273,1.15400004387,-0.586070358753,0.131899997592,0.778250038624,0.659081399441,0.582391321659,0.340700000525,-0.0545237213373,-0.250797092915,-0.935498416424,-0.545950829983,-0.947686135769,-0.449200034142,-0.301249980927,-0.0810500010848
427,0.415613591671,-0.0108822286129,-0.142575740814,0.273935765028,-2.94509983063,-0.204849988222,-0.229999989271,-1.18254995346,0.622449994087,-0.219650000334,-0.952199995518,0.399688482285,-0.767408549786,2.26310062408,-0.928683757782,-0.195249855518,-0.171299993992,1.11821508408,0.466605275869,1.4362000227,-0.0636937692761,0.38902848959,-0.778050005436,-0.180750012398,0.495123118162,0.00118304602802,0.317650020123,-0.650449991226,-0.260399997234,-0.54834997654,-1.01110005379,0.417249977589,-0.264550000429,-0.19034999609,-0.0577594935894,0.163687944412,0.449000000954,0.238449990749,-0.338273882866,-0.0694000124931,-0.548849999905,1.18420004845,0.660899996758,-0.515799999237,-0.685899972916,-0.659500002861,-1.20179998875,-0.112250000238,0.25904545188,0.282078266144,-1.11945009232,0.560728371143,-1.08980000019,0.146500006318,-0.116402693093,0.906448721886,0.529150009155,-0.793354511261,0.219827160239,-1.08494269848,-0.642774879932,-0.174968957901,-0.42336666584,-0.2363999933,-0.0243000090122
5898,0.230364024639,-0.118468694389,0.0892069190741,0.132105186582,-0.238649994135,0.624799966812,-1.01294994354,0.0842999964952,-0.125250041485,0.0563999712467,-0.13814997673,-0.198816239834,-0.454221904278,0.855864465237,-0.459613472223,0.329311460257,0.318549990654,0.437196999788,-0.126557022333,-0.854149997234,-0.665201961994,-0.465414553881,-0.00230000005104,0.593050003052,-0.923218548298,0.208361715078,0.415699988604,-0.548200011253,-0.479449987411,0.106849998236,-1.21085000038,0.0603999942541,-0.545850038528,0.358950018883,-0.726686120033,-0.601473450661,0.135899990797,-1.07975006104,0.492950975895,-0.90860003233,0.0688000023365,0.282050013542,-0.155799999833,0.543849945068,-1.358700037,-0.0114499926567,-0.532649993896,-0.412250012159,-0.213155478239,-0.527890264988,0.0364499986172,0.0892958343029,0.240350008011,0.106499969959,-0.372316598892,0.140107542276,-2.21000003815,-0.559963047504,1.33355760574,-0.881886661053,-0.696863889694,-0.263861060143,-0.460166692734,-0.0112999677658,-0.0841999948025
23365,-0.0794544219971,-0.66550308466,3.02692508698,-1.09156751633,0.0045500099659,0.18805000186,-0.533050000668,0.0103999972343,-0.303900003433,-0.745350003242,-0.176099985838,-0.308955997229,-1.52564823627,0.540432751179,0.880394160748,-0.030637010932,-0.590499997139,-0.514109790325,0.163307994604,0.677100002766,0.148689031601,-1.03801977634,0.334000021219,-0.518899977207,0.252205401659,-0.292797237635,2.65009999275,-0.708199977875,-0.560549974442,0.825699985027,0.427550017834,0.0968999862671,0.757550001144,0.622200012207,-0.167321056128,-0.0889053791761,-0.873950004578,-0.018700003624,-0.223149597645,0.6507999897,-0.135450005531,-0.320899993181,-0.0874999985099,-0.403850018978,-0.946650028229,-1.61304998398,-0.140949994326,-0.102600008249,-0.0216858386993,-0.434002220631,-0.619799971581,0.374023497105,-0.155599996448,-0.667299985886,0.436967015266,0.650576293468,0.111749976873,-2.14055323601,-1.09797370434,-0.208066523075,-0.347004622221,-0.343040525913,-0.46703338623,0.0792500078678,0.390249997377
6657,0.652039647102,-0.104822769761,0.869815647602,0.326422601938,0.295450001955,0.707849979401,0.341650009155,0.0130499899387,-0.277050018311,1.31674993038,-0.516350030899,-0.0253145098686,-0.195967942476,1.69542610645,-0.676703691483,-0.0894022583961,0.505649983883,0.349898815155,0.820897936821,-0.346549987793,0.978599667549,-0.00142139196396,-0.010349996388,-0.66194999218,-0.111395210028,0.119171768427,0.415449976921,0.221100002527,0.486099988222,-0.227300003171,-0.0207500010729,0.700099945068,1.16505002975,-0.449999958277,-0.490902006626,0.0357968658209,0.0864000022411,0.180849999189,0.46895378828,-0.773450016975,0.386350005865,0.453850001097,-0.205349996686,0.319149971008,-0.254599988461,0.851599991322,0.364100009203,0.414849996567,-0.620711565018,0.128329947591,-0.0903999954462,-0.447964429855,-0.123399995267,-0.046250000596,0.333060443401,0.713784337044,1.60975003242,0.56953728199,-0.74971216917,1.389767766,0.102883301675,0.641610622406,0.446766674519,0.30064997077,-0.172849997878
