rid,CVD001_HEPG2_6H:BRD-K66383562-001-01-4:9.9816,CVD001_HEPG2_6H:BRD-K66383562-001-01-4:2.4954,CVD001_HEPG2_24H:BRD-K66383562-001-01-4:9.9816,CVD001_HEPG2_24H:BRD-K66383562-001-01-4:2.4954,CVD001_HUH7_6H:BRD-K66383562-001-01-4:9.9816,CVD001_HUH7_6H:BRD-K66383562-001-01-4:2.4954,CVD001_HUH7_24H:BRD-K66383562-001-01-4:9.9816,CVD001_HUH7_24H:BRD-K66383562-001-01-4:2.4954,CVD001_PHH_6H:BRD-K66383562-001-01-4:9.9816,CVD001_PHH_6H:BRD-K66383562-001-01-4:2.4954,CVD001_PHH_24H:BRD-K66383562-001-01-4:9.9816,CVD001_PHH_24H:BRD-K66383562-001-01-4:2.4954,DOS024_VCAP_6H:BRD-K66383562-001-01-4:4.99,DOS024_VCAP_24H:BRD-K66383562-001-01-4:4.99,DOS053_A375_24H:BRD-K66383562-001-01-4:4.99,DOS053_A549_24H:BRD-K66383562-001-01-4:4.99,DOS053_MCF7_24H:BRD-K66383562-001-01-4:4.99,DOS053_PC3_24H:BRD-K66383562-001-01-4:4.99
5720,-0.633933782578,0.710294485092,-1.17010760307,-0.176760196686,-0.19971549511,-0.810409426689,-0.115975499153,0.500872015953,0.636563777924,-0.121613889933,-0.465712994337,0.572266697884,-0.183850005269,0.113568410277,0.305949985981,-0.00520000001416,0.824949979782,0.897849977016
466,0.868705749512,1.42035830021,1.52397203445,0.894920706749,0.872878015041,0.165489390492,0.311090290546,-0.186249315739,0.334578067064,-0.862273395061,-0.457783937454,-0.908566713333,0.793150007725,0.648937702179,-2.75464987755,0.514999985695,-0.690099954605,1.43575000763
6009,0.994000434875,0.49540194869,1.03292155266,0.688838243484,0.479807198048,0.418504744768,0.335459649563,0.132787853479,0.747440516949,0.0662815719843,1.65746307373,0.0848666727543,-0.174149990082,0.106941252947,-0.256000012159,0.713999986649,0.289200007915,0.896049976349
2309,1.71754455566,0.933570623398,1.47866010666,0.429260730743,-0.299717187881,-0.318320691586,0.540210068226,0.010104611516,1.65115845203,0.372082829475,0.406826496124,-0.586600005627,0.199699997902,-0.0451601147652,-0.0266000032425,-1.98539996147,0.847649991512,0.486000001431
387,0.0867449939251,0.394425868988,-0.0563460215926,-0.512289583683,-0.390926361084,-0.631513357162,-1.61000609398,-0.813042283058,0.294082760811,0.217800706625,0.317833304405,0.0922999978065,-0.860499978065,-0.157564237714,-0.0391999781132,0.300199985504,-0.339150011539,-1.4810500145
3553,0.598484694958,0.612531900406,0.227431684732,0.388781487942,0.00267919152975,-0.17182135582,0.3288667202,-0.152263998985,-0.375691086054,-0.150834679604,-1.03792631626,-0.321200013161,0.550500035286,-0.61872792244,0.257599979639,0.0680999979377,1.4075499773,1.61870002747
427,0.882415533066,0.314550995827,-0.0617530867457,1.08089232445,0.799439251423,1.02251124382,0.421214163303,0.898449361324,0.71201223135,0.0239700637758,0.056363850832,-0.00849999859929,0.906350016594,0.35562556982,-0.806849956512,1.05669999123,-0.576099991798,0.173500001431
5898,0.654670357704,1.19046330452,2.44687461853,1.25319290161,0.48706099391,0.682737290859,1.17328262329,0.113425582647,0.998217940331,0.560610413551,1.10670530796,-0.493600040674,-0.0644499957561,-0.171975016594,-0.307249993086,-0.854799985886,-0.719999969006,0.697399973869
23365,0.0793165564537,0.267542481422,0.0464888513088,0.109300725162,-0.207047969103,0.663729727268,-0.210912793875,-0.575678288937,0.271771907806,0.867259323597,0.186117187142,0.819366693497,-0.794250011444,0.0551014132798,-0.0357500314713,-0.505999982357,-0.289650022984,0.72595000267
6657,0.128939628601,0.21865542233,-0.396223962307,0.114714466035,0.46292424202,-0.0860224068165,0.498950213194,0.58399939537,-0.779583215714,0.0989591404796,-0.122366249561,-0.247666656971,-0.120800003409,-0.0271952152252,0.908349990845,-1.62059998512,0.41369998455,-0.231999993324
5054,0.866245985031,0.844745993614,0.308019608259,0.623869895935,0.904470801353,0.626718103886,1.72482705116,-0.0468949750066,2.21148991585,1.58318841457,2.50989818573,0.414900034666,0.498250007629,0.211533069611,0.139949992299,1.78680002689,1.29850006104,0.768000006676
3108,-0.157880589366,0.545078575611,0.138225406408,-0.665968775749,-0.24815286696,-0.304615020752,-0.416935294867,-0.15218102932,-0.594808101654,0.0559521913528,0.694998621941,-0.308700054884,-0.28360003233,-0.295443415642,0.77144998312,-0.265300005674,0.427350014448,-0.128150016069
1950,-0.736234068871,0.704134225845,0.792739808559,0.726299643517,-0.0999673679471,0.103323929012,0.520161807537,1.37497472763,0.246879726648,0.0398001968861,-1.00967216492,-0.223233342171,0.174349993467,1.27186727524,0.318350017071,0.458900004625,0.13220000267,-0.605250000954
351,0.846230447292,0.333437383175,-0.0295877158642,0.758977234364,1.32042896748,0.413892447948,0.0356481075287,-1.81010961533,0.140879377723,-0.0328198820353,-0.68709397316,0.14863333106,0.00270000100136,-4.17806148529,-0.0466500073671,0.497000008821,0.587350010872,0.544550001621
4846,1.85192775726,0.557278513908,2.38109540939,1.28089892864,0.696188032627,0.143412649632,0.139758840203,0.489807367325,-0.469509184361,-0.132814913988,0.437078595161,0.0117666646838,-0.58704996109,3.97900342941,3.88194990158,-0.601700007915,0.548750042915,-0.611500024796
1452,0.812773048878,0.629204690456,1.15424108505,0.533854663372,2.45042824745,0.624684929848,1.34201002121,-0.188654512167,-0.492177546024,0.226349502802,-0.0597322620451,0.64509999752,-0.0982500016689,-1.27954542637,-0.425000011921,-2.7162001133,0.0321500003338,0.0816999971867
4776,0.219550192356,0.408687263727,0.135062664747,-0.0210638158023,0.810684561729,0.0572927184403,0.892458736897,0.348365753889,-0.202170446515,0.411619365215,-0.13963060081,0.648466646671,-0.137300014496,0.432893306017,1.30900001526,-1.5909999609,0.821500003338,-0.701099991798
