rid,CPC001_HA1E_6H:BRD-K15935639-001-02-0:10,CPC001_HCC515_6H:BRD-K15935639-001-02-0:10,CPC001_HCC515_24H:BRD-K15935639-001-02-0:10,CPC001_PC3_6H:BRD-K15935639-001-02-0:10,CPC001_PC3_24H:BRD-K15935639-001-02-0:10,CPC001_VCAP_6H:BRD-K15935639-001-02-0:10,CPC001_VCAP_24H:BRD-K15935639-001-02-0:10
5720,-1.67679524422,-5.25040006638,1.38453519344,0.341168761253,-3.87615156174,-1.67837369442,-4.07951116562
466,-0.172759726644,-1.36019992828,-5.26314353943,-2.61535453796,-2.75780153275,-0.892097830772,-1.22402381897
6009,1.06123375893,0.702200055122,2.70920181274,1.11471045017,1.47370421886,1.38752472401,1.11938643456
2309,3.29740142822,-0.106999993324,3.81896352768,2.17088508606,2.62746095657,1.04953753948,-0.48382627964
387,-0.307998985052,-0.186400011182,-1.83698964119,0.716719031334,-1.50361084938,-0.582257509232,0.289909183979
3553,0.513453602791,1.20490002632,1.70270192623,0.0977185964584,-1.06339108944,0.668806493282,2.2990796566
427,-0.419518232346,-0.648750007153,-1.20998930931,-1.09901189804,-0.499497830868,-0.181056469679,-0.687731921673
5898,2.26173400879,0.424500018358,6.19115066528,-1.15042328835,4.86435890198,0.308885037899,0.575647771358
23365,-0.15986263752,-0.162400007248,2.84585475922,0.640506744385,0.678606033325,0.344240933657,0.482745975256
6657,-0.280435889959,-2.17845010757,-2.88604521751,0.670602023602,1.96000230312,1.04067397118,1.47909605503
5054,2.47368144989,-0.0885999947786,-0.7317237854,-0.769230782986,-1.69416666031,-0.55722206831,0.83404058218
3108,-0.49834138155,0.154249995947,-3.53139638901,0.788400053978,1.7101136446,-1.2327722311,-0.572062015533
1950,-0.779946327209,-0.379249989986,1.63850867748,2.95673942566,2.50573086739,1.26749908924,2.9104347229
351,-1.46567904949,-1.36424994469,-0.995781183243,-0.961321115494,0.619520366192,0.123037427664,-0.292790055275
4846,0.230012387037,-0.120049998164,3.43205404282,0.59334051609,3.68914651871,0.0273924767971,2.30415916443
1452,3.68416571617,1.13404989243,3.59277963638,2.32268500328,2.10750341415,2.49703717232,0.461042106152
4776,0.404816806316,0.744600057602,1.82574152946,0.573456227779,3.27080488205,0.873121976852,2.81897711754
6908,2.30743765831,2.15659999847,2.95391654968,2.06617259979,-0.0726677179337,0.369754880667,-1.91594409943
672,-1.99976468086,-1.45889997482,-5.67889499664,-1.00461935997,-2.60735726357,-1.08267521858,-0.745421111584
5710,-0.631431460381,-0.895650029182,2.85798358917,1.44797205925,0.479181349277,1.81406593323,0.767817616463
2115,-1.22178399563,-0.575999975204,-4.048828125,-0.754616141319,-4.73572683334,1.21568620205,1.81443691254
7015,0.38035428524,0.755299985409,1.6391313076,0.221503183246,2.47184228897,0.363398969173,1.17858314514
8726,0.333826512098,-0.0788499712944,-6.11080312729,-0.733415007591,0.748504400253,-1.26011610031,-0.658363759518
2185,1.19223606586,-0.402200013399,-0.821548044682,0.537263453007,2.98791193962,0.0782573074102,2.46242594719
3315,3.69373703003,4.26449966431,8.97408866882,6.76865053177,7.21513175964,2.59265041351,7.68090295792
5289,1.50809037685,0.600800037384,4.87681245804,2.68692350388,4.42495393753,-0.729848861694,1.77233219147
868,0.550193607807,-0.658749997616,2.70599842072,-0.432488501072,5.50815439224,0.590393304825,2.68357849121
1677,0.722585499287,0.999300003052,2.35893893242,-2.03691530228,0.31939715147,-0.219917073846,1.30017375946
7043,0.154571890831,-1.80765008926,-2.34859418869,0.166746139526,3.11721658707,1.17921161652,1.53558731079
