rid,DOS025_VCAP_6H:BRD-K97595524-001-01-3:4.99,DOS025_VCAP_24H:BRD-K97595524-001-01-3:4.99,DOS047_A375_24H:BRD-K97595524-001-01-3:4.99,DOS047_A549_24H:BRD-K97595524-001-01-3:4.99,DOS047_HT29_24H:BRD-K97595524-001-01-3:4.99,DOS047_MCF7_24H:BRD-K97595524-001-01-3:4.99,DOS047_PC3_24H:BRD-K97595524-001-01-3:4.99
5720,-0.174491927028,-2.00641131401,1.04728865623,0.588230967522,-0.237491369247,0.519500017166,0.352553158998
466,0.414561808109,0.484802097082,1.06380367279,0.187956348062,-0.286003649235,-0.660266637802,-0.441237896681
6009,-0.422522068024,0.810180068016,-0.0138073861599,-0.0236618593335,-0.287970423698,-0.219800010324,0.156421065331
2309,-0.630103707314,0.593918442726,-0.538642764091,0.04442788288,-0.279048919678,-0.530233323574,-0.203822255135
387,0.241618156433,-0.996980965137,0.0539724975824,0.158272489905,0.442275941372,-0.256999999285,-0.298446893692
3553,0.137312278152,-0.0506575107574,-0.767543077469,-0.269596070051,0.275807052851,0.196200013161,-0.210436716676
427,1.46045005322,0.245448440313,0.39074537158,-0.890880584717,0.541220605373,0.226133346558,-1.51900339127
5898,-0.39878898859,-2.55142211914,-0.0149613730609,0.825252711773,-0.203189328313,0.441333353519,0.414182782173
23365,0.398635715246,0.643604099751,0.13159045577,1.85970067978,0.862162411213,-0.234166651964,-0.620312929153
6657,0.147306472063,-0.644187867641,-0.569750785828,0.069205313921,-0.380223274231,-0.454100012779,0.768490195274
5054,0.583279430866,0.785458922386,0.322056055069,0.955063700676,-0.83542573452,0.760866701603,0.660194098949
3108,-0.477903485298,0.458203315735,-0.442480057478,-0.448193669319,0.719980657101,-0.340000033379,1.16403865814
1950,0.168248608708,0.405370920897,0.797552347183,-1.14055562019,-0.0234006643295,0.0180999934673,-0.376562893391
351,0.879992604256,0.0675846785307,-1.08282780647,-0.500219762325,0.0597089827061,0.0873666703701,-0.300282418728
4846,-0.609157979488,1.38898062706,0.191940635443,-0.318686425686,0.412795424461,-2.69326686859,0.359293699265
1452,-0.30777156353,-0.850516200066,0.0601494908333,-0.325205117464,1.02608847618,-0.594066679478,0.043443351984
4776,0.0765222460032,1.12886106968,0.0315873473883,-0.686755418777,-0.376955717802,0.111933335662,0.190468788147
6908,-0.0734221786261,1.12487053871,-0.412041276693,-0.153996735811,0.0794053524733,-0.122200012207,-0.872171878815
672,0.376865595579,0.60984903574,0.0904177576303,-0.00361810624599,0.140386268497,-0.357800006866,-0.338654696941
5710,0.350699484348,0.660289287567,0.39382737875,0.888170719147,0.97100764513,-0.300766676664,-0.475812107325
2115,1.30218875408,-0.890934944153,-0.369510829449,0.826091885567,0.11859703064,-0.157433331013,0.261948049068
7015,-0.381378978491,-0.195875763893,0.0420762039721,0.0516068935394,-0.985058367252,0.245600014925,-0.600427389145
8726,-0.394360423088,1.18642055988,-0.181560277939,1.17036557198,-0.212989285588,0.155200019479,1.45620310307
