rid,CPC004_A375_6H:BRD-K25224017-001-15-1:10,CPC004_HA1E_6H:BRD-K25224017-001-15-1:10,CPC004_HA1E_24H:BRD-K25224017-001-15-1:10,CPC004_HCC515_6H:BRD-K25224017-001-15-1:10,CPC004_HCC515_24H:BRD-K25224017-001-15-1:10,CPC004_HEPG2_6H:BRD-K25224017-001-15-1:10,CPC004_HT29_6H:BRD-K25224017-001-15-1:10,CPC004_MCF7_6H:BRD-K25224017-001-15-1:10,CPC004_PC3_6H:BRD-K25224017-001-15-1:10,CPC004_PC3_24H:BRD-K25224017-001-15-1:10,CPC004_VCAP_6H:BRD-K25224017-001-15-1:10,CPC004_VCAP_24H:BRD-K25224017-001-15-1:10,CPC011_A375_6H:BRD-K25224017-001-21-9:10,CPC011_A549_6H:BRD-K25224017-001-21-9:10,CPC011_A549_24H:BRD-K25224017-001-21-9:10,CPC011_HA1E_6H:BRD-K25224017-001-21-9:10,CPC011_HT29_6H:BRD-K25224017-001-21-9:10,CPC011_MCF7_6H:BRD-K25224017-001-21-9:10,CPC011_MCF7_24H:BRD-K25224017-001-21-9:10,CPC011_PC3_6H:BRD-K25224017-001-21-9:10,CPC011_PC3_24H:BRD-K25224017-001-21-9:10,CPC011_VCAP_6H:BRD-K25224017-001-21-9:10,CPC011_VCAP_24H:BRD-K25224017-001-21-9:10,CPC015_A375_6H:BRD-K25224017-001-15-1:10,CPC015_A549_6H:BRD-K25224017-001-15-1:10,CPC015_A549_24H:BRD-K25224017-001-15-1:10,CPC015_ASC_24H:BRD-K25224017-001-15-1:10,CPC015_HEPG2_6H:BRD-K25224017-001-15-1:10,CPC015_HT29_6H:BRD-K25224017-001-15-1:10,CPC015_MCF7_6H:BRD-K25224017-001-15-1:10,CPC015_MCF7_24H:BRD-K25224017-001-15-1:10,CPC015_NPC_24H:BRD-K25224017-001-15-1:10,CPC015_PHH_24H:BRD-K25224017-001-15-1:10,CPC015_SKB_24H:BRD-K25224017-001-15-1:10,CPD002_MCF7_24H:BRD-K25224017-001-19-3:10,CPD002_MCF7_6H:BRD-K25224017-001-19-3:10,CPD002_PC3_6H:BRD-K25224017-001-19-3:10,CPD002_PC3_24H:BRD-K25224017-001-19-3:10
5720,0.0572486259043,-0.508523106575,0.733147382736,1.07589840889,1.18746936321,-0.181199967861,0.131330162287,1.41085624695,-1.55563664436,-3.31334042549,-0.089055031538,-0.66356998682,-1.36512970924,0.760870873928,0.602786898613,-0.921900033951,-4.97845029831,0.870849967003,-1.08895003796,0.637051463127,0.435448914766,-0.254642665386,1.11700356007,1.22436416149,-0.0270000100136,-0.745085954666,-0.0952082127333,1.44784998894,-0.394463330507,-1.21846175194,-0.210376426578,-0.686549901962,0.290699988604,-0.0617000162601,0.147289782763,0.447791576385,0.277119666338,1.11778914928
466,-0.693618655205,-0.0473019406199,-0.0231843590736,0.527899026871,-0.50097733736,-0.487466692924,0.645284056664,0.404925316572,0.623971998692,0.22777068615,-0.276680886745,-0.353425174952,-1.04997372627,0.497717320919,0.683546960354,0.0967999994755,1.26307022572,0.804350018501,0.260650038719,0.708398401737,0.929216504097,-0.115572378039,1.13073801994,0.713483989239,-0.0653499960899,0.314802676439,0.274266272783,-0.769749999046,0.910453140736,-0.104942314327,-0.0677777528763,1.117821455,0.964500010014,-0.11060000211,1.00508105755,0.0318045541644,-1.14967405796,-1.04920339584
6009,-0.113795787096,0.506425797939,0.836420595646,1.15219020844,-0.252013206482,-0.989799976349,0.0577543824911,1.43544864655,-0.127721935511,-2.83189535141,0.197567537427,-0.930451512337,0.4752407372,0.053580224514,-0.319558858871,0.00409999862313,-0.787563979626,-0.233099997044,0.3396499753,0.116080760956,-0.148991003633,0.622590780258,0.994906365871,-0.425066649914,-0.642750024796,-0.763213515282,-0.453321039677,-1.06235003471,0.373026520014,-0.282253146172,-0.577966749668,0.391887784004,-0.157100006938,0.352499991655,0.0868655145168,-0.126876473427,0.653832137585,0.313962876797
2309,-0.895170688629,-0.044126033783,0.449704498053,-0.375692546368,-0.235114574432,-0.401399999857,0.59804803133,-0.408165186644,0.61711037159,0.0135692432523,-0.525503098965,-0.795771837234,1.70101165771,-0.264920532703,1.49025702477,-0.353149980307,1.12763631344,0.336100012064,-0.516900002956,0.875382006168,2.38013720512,0.104801371694,0.0203028619289,-0.304587483406,0.373800009489,-0.293156981468,-1.51041996479,0.315200001001,0.405596852303,-0.20374494791,0.498405963182,-0.671326041222,0.726700007915,-0.556699991226,0.17948397994,0.721532762051,0.617402434349,1.20435595512
387,-0.138436317444,-0.219496682286,0.264642477036,-0.0309995096177,0.476249694824,-0.392200022936,-0.063123613596,0.249028220773,0.396381616592,-1.8473880291,0.208356112242,-0.177911967039,0.129652798176,0.373919665813,-0.00617939606309,0.271299988031,0.941204845905,0.399699985981,-0.264549970627,0.571001887321,0.239163249731,0.0458217523992,-0.237562656403,-0.552285075188,-0.00755000114441,-0.783652484417,-0.80249530077,0.0582499988377,0.654402196407,-0.823537826538,0.740485608578,0.181169196963,0.0562000013888,0.802600026131,-0.118805229664,-1.16015088558,0.0996794179082,0.467133909464
3553,0.741222023964,1.42113566399,-0.131499573588,-0.156933650374,-1.22933864594,0.296966671944,1.45936572552,0.364659160376,0.686701536179,0.129875361919,0.460347801447,0.742347121239,0.237701922655,-1.14151322842,-0.726118326187,-0.298249989748,0.292285978794,0.4958999753,2.08060002327,0.884638845921,1.35303807259,-0.390660762787,-0.427975803614,1.34632670879,-0.510349988937,0.492649793625,0.368321478367,0.0341500043869,1.07757556438,0.61584353447,-0.53254365921,-0.0997540950775,0.877200007439,-0.289350003004,-0.852413952351,0.138179779053,-0.440483212471,0.665880739689
427,-0.406772971153,0.328263103962,-1.70859193802,0.0586886703968,0.180576831102,-0.0623333416879,-0.0526779741049,-0.918633639812,0.586763620377,0.763082742691,1.37530350685,0.344863981009,1.20279109478,2.11801362038,1.33579993248,-0.800650000572,0.886305570602,0.422399997711,-0.24754999578,1.07752990723,1.2394990921,0.549263238907,-0.0277437474579,0.284698069096,-0.564449965954,-0.679479122162,-0.23067958653,-0.936349987984,1.72250449657,1.0771241188,-0.288538515568,0.140061289072,0.593599975109,0.114600002766,0.354902327061,0.693417370319,0.0594123154879,-0.241473376751
5898,-0.300580024719,-0.317517608404,-0.369821876287,-0.0124197527766,-0.496199846268,-0.0977333262563,-0.408176422119,0.655603408813,0.736752927303,-1.02941191196,-0.292717725039,0.776417195797,1.42047798634,-0.076307348907,-0.282725960016,-0.183100000024,-2.11323428154,0.266450017691,-0.287099987268,0.604728221893,0.607368469238,0.269574701786,0.0979553982615,0.757946908474,0.0746999979019,-0.425474286079,0.114772967994,1.88415002823,0.627841174603,0.947340130806,-0.492039144039,1.0143777132,-1.33399999142,-0.471949994564,-0.10667668283,-0.661754190922,0.499438494444,-1.46087956429
23365,-0.383480250835,-0.0684630572796,0.406717300415,-0.659168243408,0.794665336609,0.0856666564941,-0.192695945501,-0.0412934720516,0.099279910326,0.777432441711,-0.550880432129,0.378774762154,1.84266364574,-0.576523602009,-1.0480672121,-0.0943499952555,0.541569054127,0.206000000238,0.115449994802,0.903251409531,-0.400981456041,-1.16610312462,-0.730624854565,0.51059961319,-0.302749991417,-0.370602756739,0.601784229279,-0.173649966717,0.493956238031,0.678687572479,0.474457383156,-0.119696557522,-0.217500001192,-0.157150000334,0.69790148735,-0.240955889225,0.757468819618,-0.67672097683
6657,0.575833559036,1.52181434631,0.0545310005546,0.516606390476,0.116946056485,0.546366691589,0.757338941097,0.0366195142269,-0.300717175007,0.977229356766,0.069161593914,0.11323928833,-0.365756332874,-0.757071137428,-1.48973155022,-0.24169999361,-0.238678023219,1.01999998093,0.753250002861,-0.185747846961,0.970984101295,-0.433825880289,-0.775982260704,0.404906898737,0.0127499997616,0.362433165312,0.160391569138,-0.396899998188,0.700117349625,0.465237885714,-0.450419425964,0.648844480515,1.09800004959,-0.112000003457,-0.138346999884,1.97382593155,-0.544568240643,0.220809459686
