rid,DOS022_VCAP_6H:BRD-K30563708-001-01-9:4.82,DOS022_VCAP_24H:BRD-K30563708-001-01-9:4.82,DOS045_A549_24H:BRD-K30563708-001-01-9:4.82,DOS045_HT29_24H:BRD-K30563708-001-01-9:4.82,DOSBIO002_A375_24H:BRD-K30563708:9.63964,DOSBIO002_A549_24H:BRD-K30563708:9.63964,DOSBIO002_HT29_24H:BRD-K30563708:9.63964,DOSBIO002_PC3_24H:BRD-K30563708:9.63964,DOSBIO002_MCF7_24H:BRD-K30563708:9.63964,DOSBIO002_NEU_24H:BRD-K30563708:9.63964,DOSBIO002_NPC_24H:BRD-K30563708:9.63964
5720,-0.537454426289,-0.910452485085,0.220768004656,0.428700000048,0.450733333826,-0.266470015049,-0.0724904462695,-0.293193936348,0.749898195267,0.785050034523,-0.0711568593979
466,-0.973898530006,0.296459317207,-0.95698517561,1.86080002785,-2.12750005722,0.209268510342,0.172678872943,-0.270071983337,0.597276329994,0.394649982452,0.103915542364
6009,1.02265930176,0.16085767746,-0.680186867714,-0.0891000032425,0.32460001111,0.127611458302,0.26083612442,-0.331094264984,-0.596482872963,-1.42210006714,0.566519618034
2309,0.628617882729,0.294393062592,-1.27318668365,-0.106499999762,0.187733352184,-0.611472785473,1.03263449669,0.217749834061,1.12964737415,-0.255249977112,0.344844341278
387,1.56379568577,0.307527542114,-0.757426679134,1.21019995213,0.499000042677,-0.672134637833,0.376390755177,-0.635472416878,-0.589422225952,-1.59069991112,-1.07036483288
3553,1.42270410061,-0.399475693703,-0.263983488083,-0.723299980164,0.930400013924,0.441006958485,-0.840156018734,1.66875076294,-0.593179345131,0.534250020981,-0.0360792726278
427,-0.724048554897,1.62103796005,0.0973358750343,0.25260001421,0.523466706276,1.13244402409,0.685662090778,0.0534914731979,1.16274344921,0.446500003338,-0.143268853426
5898,-0.299895942211,-0.962009847164,-0.541648685932,-0.370599985123,-2.97266674042,0.237727105618,-0.827039957047,-0.014030508697,-0.15277980268,1.11430001259,-0.289451867342
23365,-0.912959516048,-0.759361028671,2.22981619835,-1.01129996777,0.355233371258,1.19399011135,0.345257014036,-0.275430768728,-1.20877730846,-1.06064999104,-0.29335001111
6657,0.434215724468,0.342974185944,0.127770543098,-0.115800000727,0.251933336258,0.258377552032,-1.07829415798,0.49291241169,-1.23958587646,-0.129100009799,0.208662241697
5054,0.41936519742,-0.221450895071,0.700773715973,0.945699989796,-0.248233348131,0.299357771873,-0.104273408651,0.0720597505569,0.101671054959,-0.639999985695,-0.351364701986
3108,0.957479596138,-0.81491702795,0.694650113583,0.449099987745,0.20300000906,-0.492340624332,0.957847654819,-1.63997673988,-0.208547070622,0.963450014591,0.469820380211
1950,1.27478075027,0.997984051704,0.280649542809,1.40369999409,-0.106899984181,1.82826030254,-0.521305799484,0.968030810356,-0.232777565718,-0.672150015831,0.75439453125
351,-0.120838195086,0.386212766171,-0.219877049327,-2.58750009537,-0.694800019264,1.16139626503,-0.993198513985,0.00964919477701,-0.271399438381,0.459300011396,0.100005090237
4846,2.13280963898,-0.601722598076,-0.433432877064,0.172600001097,0.13829998672,-0.175581783056,-0.135861992836,-0.0567556619644,-0.315767198801,1.5436000824,0.394755661488
1452,-0.704370737076,-1.49401736259,-0.936665058136,1.23730003834,0.418366670609,-0.0141466408968,0.637907266617,-1.56659758091,-1.32380378246,-0.472199976444,-0.124781221151
4776,0.709386825562,-0.0611384809017,1.70992565155,0.0372000001371,0.573633313179,2.1650390625,-0.905888020992,0.611297130585,-1.02685236931,-0.30419999361,0.333735108376
6908,-0.15322726965,0.165719002485,-0.654078125954,1.28020000458,1.63856673241,-1.45387840271,1.12449574471,-0.0153321176767,0.825365185738,-1.17630004883,-0.0406748726964
672,-0.346633374691,0.367595434189,-0.766042709351,3.78550004959,-0.983233392239,-0.594829380512,1.05661010742,-0.0509855076671,0.48918941617,-1.86890006065,0.738309204578
5710,-0.834064245224,-0.565621852875,0.303238213062,-1.83860003948,0.344633340836,-0.499397426844,0.135897815228,-0.954952001572,-0.576786518097,-0.825850009918,0.350675433874
2115,0.159274712205,0.460857570171,0.538921117783,-0.12160000205,-0.814900040627,0.686559855938,1.40606188774,-0.401612460613,-1.15228784084,0.150700002909,0.409288138151
7015,0.845731377602,0.175164952874,0.928178787231,1.68029999733,0.711499989033,-0.649083614349,-0.0631245821714,-0.275344133377,-1.04977488518,1.48895001411,0.212569639087
8726,0.352988690138,-0.27201423049,-0.411804109812,-0.407099992037,-1.22413337231,-0.0774782821536,-0.1252938658,0.454451799393,-0.333692938089,-1.25709998608,-0.117469318211
2185,0.77370852232,0.364881038666,0.584435105324,-0.122900001705,0.778166651726,1.11406540871,-0.88732033968,-0.246297210455,-1.32485496998,1.32379996777,-0.108260825276
3315,0.230317518115,1.11768496037,-1.35120475292,0.302199989557,0.284600049257,-0.308757811785,0.886876761913,-0.82042747736,0.58425784111,-0.157450005412,0.0457127094269
5289,0.231236845255,-0.420445680618,0.850607395172,0.233199998736,1.09016668797,-0.120221659541,-0.30328732729,0.54969394207,-0.433675944805,1.27114999294,-0.944002330303
868,-1.87694978714,0.900675773621,1.18874847889,-0.522899985313,1.1196334362,0.675941705704,-0.425130575895,0.604987800121,0.131832033396,-1.00900006294,-0.717004537582
1677,0.209170728922,-0.45109295845,0.737246632576,1.41649997234,0.120200008154,1.05600500107,-0.970298171043,0.212150767446,-0.638250172138,1.42409992218,0.124235928059
