rid,DOS057_A375_24H:BRD-K25828886-001-01-7:5,DOS057_A549_24H:BRD-K25828886-001-01-7:5,DOS057_HT29_24H:BRD-K25828886-001-01-7:5,DOS057_MCF7_24H:BRD-K25828886-001-01-7:5,DOS057_PC3_24H:BRD-K25828886-001-01-7:5,DOSBIO002_A375_24H:BRD-K25828886:9.88105,DOSBIO002_A549_24H:BRD-K25828886:9.88105,DOSBIO002_HT29_24H:BRD-K25828886:9.88105,DOSBIO002_PC3_24H:BRD-K25828886:9.88105,DOSBIO002_MCF7_24H:BRD-K25828886:9.88105,DOSBIO002_NEU_24H:BRD-K25828886:9.88105,DOSBIO002_NPC_24H:BRD-K25828886:9.88105
5720,-0.827799975872,0.591300010681,-0.175982087851,0.421337604523,0.970499992371,-0.128899991512,0.613297522068,0.0151495486498,0.012967042625,0.00102886557579,1.31679999828,0.78404468298
466,-1.00339996815,0.33860000968,-0.609272956848,0.541439294815,0.774999976158,-1.78890013695,-0.107516415417,0.687422990799,-0.460143178701,1.42686247826,-0.547999978065,-0.177620500326
6009,-2.43580007553,1.3370000124,1.44792819023,1.56162154675,1.40144991875,-0.05476667732,-0.63700979948,-0.159505814314,-0.211101666093,-0.0796640664339,-1.88159990311,-0.799966394901
2309,-1.23489999771,1.13580000401,0.351333975792,-0.917338073254,0.501550018787,0.381299972534,-0.122897550464,-1.17194867134,-0.558805942535,0.356403827667,-0.344649970531,-0.16803689301
387,0.674499988556,0.671150028706,2.25084686279,1.45451438427,-0.0131500065327,0.672233343124,0.141133964062,0.436979115009,0.405048489571,0.276191800833,-1.01819992065,-0.516173362732
3553,-0.0147000001743,-1.1983499527,-0.565974771976,-1.72535836697,-0.510249972343,0.826866745949,0.959510922432,0.375343561172,0.312701195478,-0.329643547535,1.2879999876,-0.330096244812
427,-1.17200005054,-2.44184994698,-0.0671700537205,0.893244504929,-1.82685005665,-0.274533361197,-0.353482335806,0.628138899803,0.0408104360104,-0.795004725456,2.07190012932,-0.692063629627
5898,-1.40729999542,-0.605750024319,-0.995897769928,-1.27287769318,-4.07969999313,-2.94813346863,-0.335184782743,1.00543403625,-0.499774158001,0.166928544641,-1.29470002651,-0.981591463089
23365,0.412000000477,1.39909994602,0.41828301549,-0.197030216455,-1.42140007019,0.220233336091,0.380744546652,0.713999271393,3.06993079185,0.193195581436,-1.1711499691,0.439943224192
6657,-1.43809998035,-0.725299954414,-0.81608915329,-1.11702466011,-1.46210002899,-0.106199994683,-0.166766569018,-0.348575890064,-0.416532605886,0.16292488575,-1.9443500042,-0.233830064535
5054,-0.910399973392,-0.723800003529,0.397754251957,1.40575039387,-0.960749983788,0.797800004482,0.272825270891,-0.400464683771,-0.39096942544,-0.582732915878,-0.691499948502,-0.860256135464
3108,-0.691100001335,4.98060035706,2.43582820892,2.65939879417,2.82765007019,1.09583342075,-1.42416095734,-0.0940136015415,0.974437475204,-0.433017551899,1.36360001564,-0.70620405674
1950,0.435000002384,-0.890450000763,-0.673862814903,-0.732160270214,-1.32045006752,-0.261266648769,0.635887861252,-0.497708201408,0.268105924129,0.0375245213509,0.316500008106,0.0177460238338
351,-0.898299992085,-0.206849992275,-0.106120973825,-0.590778052807,-0.410499989986,-0.360499978065,-0.409548223019,0.22566768527,0.241798058152,-0.793323159218,0.926050007343,0.119573444128
4846,0.358999997377,0.487149983644,-0.247411876917,-0.0544089078903,-0.307899981737,6.7531671524,-0.486314862967,-0.530227720737,0.245211154222,-0.127532139421,0.239199995995,0.0447508245707
1452,-0.442000001669,0.655399978161,0.147638723254,-0.482495546341,0.0905500054359,-0.464933335781,-0.263892650604,-0.504186749458,0.303450167179,0.169362068176,-0.408050000668,-1.79795706272
4776,-0.598599970341,-0.496150016785,-1.13549780846,-0.920087277889,-1.41949999332,0.419833362103,-0.168195098639,0.948696672916,0.699229001999,0.485159635544,-1.14489996433,1.03898584843
