rid,CPC009_A375_6H:BRD-K27721098-001-07-3:10,CPC009_A549_6H:BRD-K27721098-001-07-3:10,CPC009_A549_24H:BRD-K27721098-001-07-3:10,CPC009_HA1E_6H:BRD-K27721098-001-07-3:10,CPC009_HCC515_6H:BRD-K27721098-001-07-3:10,CPC009_HEPG2_6H:BRD-K27721098-001-07-3:10,CPC009_HT29_6H:BRD-K27721098-001-07-3:10,CPC009_MCF7_6H:BRD-K27721098-001-07-3:10,CPC009_MCF7_24H:BRD-K27721098-001-07-3:10,CPC009_PC3_6H:BRD-K27721098-001-07-3:10,CPC009_PC3_24H:BRD-K27721098-001-07-3:10,CPC009_VCAP_6H:BRD-K27721098-001-07-3:10,CPC009_VCAP_24H:BRD-K27721098-001-07-3:10,NMH001_FIBRNPC_6H:BRD-A93269281-001-01-4:10,NMH001_FIBRNPC_24H:BRD-A93269281-001-01-4:10,NMH001_NEU_6H:BRD-A93269281-001-01-4:10,NMH001_NEU_24H:BRD-A93269281-001-01-4:10,NMH001_NPC_6H:BRD-A93269281-001-01-4:10,NMH001_NPC_24H:BRD-A93269281-001-01-4:10
5720,-1.11659431458,-2.15124988556,-0.20609998703,-0.846149981022,-0.132240563631,-0.0762524902821,0.00914999842644,0.265190124512,-1.36529994011,-0.193825483322,0.189367845654,1.26592874527,-0.24570953846,0.762700021267,0.423150002956,0.259656697512,0.823416888714,0.52694863081,0.269328951836
466,-0.955868244171,1.65374994278,0.875200033188,0.67669993639,1.05601644516,1.14262354374,-0.14374999702,1.02381801605,-3.16039991379,-0.438991755247,-1.3025816679,2.12413430214,-0.0033086836338,-4.17924976349,0.163350000978,-0.299263954163,0.479612678289,0.451679706573,0.905835747719
6009,-1.18332386017,-1.10030007362,-2.10095000267,-1.76885008812,-0.56514441967,-0.22509624064,-1.25604999065,-0.0937437862158,0.816400051117,0.196161553264,-0.119950473309,0.115108773112,-2.13716769218,0.218250006437,0.29414999485,0.676219165325,0.0226692277938,0.841120839119,-0.917656540871
2309,-1.04207599163,1.4578499794,-0.0516499876976,-3.31820011139,-0.816981554031,-1.11502575874,-0.288049995899,-1.33801007271,0.936450004578,-0.523261129856,-0.48027664423,-1.62681996822,-0.623206496239,-1.38940000534,0.275349974632,0.733558654785,0.167975485325,0.508093714714,-0.127226918936
387,-0.947417378426,-2.1357998848,2.7990000248,-2.20484995842,-0.440788805485,-1.20783817768,-1.25590002537,0.101805508137,-0.410299986601,-0.4199616611,-0.121849775314,3.16188192368,-0.985589385033,0.985249996185,-0.098999992013,-0.187075346708,-0.312609255314,0.474021434784,-0.136751294136
3553,0.367634475231,0.853600025177,0.135500013828,1.31309998035,0.0772297233343,0.595515727997,-0.654299974442,1.80858612061,-0.527199983597,-0.237340241671,-0.601283550262,-1.71517133713,-0.746137857437,0.0637500137091,-0.63330000639,-0.187994614244,-0.168581798673,-0.281409233809,-0.308618336916
427,0.712264418602,1.82959997654,0.907699942589,1.98609995842,0.642638206482,0.493834018707,-0.642750024796,0.0938028395176,-2.06284999847,0.254144519567,-0.291374385357,2.57831954956,0.512385547161,-0.795650005341,-0.247800022364,-0.839617490768,1.317912817,-0.0158439576626,-0.0926163494587
5898,-1.34887301922,-2.35224986076,-1.10564994812,-2.18985009193,-0.127232074738,0.276617079973,-1.05570006371,-0.359878480434,-1.84275007248,-1.23602902889,-1.23589944839,-0.881756067276,-1.39166867733,-0.904850006104,-0.616850018501,-0.478192180395,0.28674659133,0.324967473745,0.419390261173
23365,-1.18965291977,0.214650005102,-0.699899971485,-1.01979994774,0.75096821785,-0.832366168499,-2.88864994049,-1.66025626659,-0.621850013733,0.293721526861,0.0619848519564,0.407273590565,-1.16452372074,-0.00754999741912,0.838250041008,-0.236079007387,-0.685342669487,0.343595802784,0.844726085663
6657,0.261706888676,0.677449941635,0.358200013638,0.886950016022,1.22142410278,0.825773954391,0.0484000146389,4.437084198,0.565150022507,0.794990956783,-0.694776296616,-0.0816084444523,-0.116844117641,0.183749988675,-0.674899995327,-0.777641475201,0.394759237766,-1.43095898628,0.543601453304
5054,0.456634759903,-2.74364995956,-0.806050002575,-5.43270015717,-0.549164295197,-1.16996097565,1.39234995842,-0.25240367651,-0.769849956036,-1.50655007362,-1.38714671135,-0.111885882914,-0.0777346342802,-2.0054500103,0.982599973679,-0.738345384598,-0.608515620232,-0.360689282417,1.09888792038
3108,-0.912190377712,0.794999957085,5.36040019989,0.0420500002801,-0.651121735573,1.80537712574,-0.611599981785,1.0314822197,1.04914999008,0.0401571393013,0.149814561009,1.30698680878,1.09111881256,0.10000000149,-0.155499994755,-0.805262029171,-0.0121977925301,0.180731326342,-0.586148917675
1950,1.82593238354,1.40925002098,0.282000005245,2.2186498642,1.47819602489,2.19505238533,1.67000007629,1.59113681316,0.648149967194,0.604285001755,1.65004849434,-0.215844467282,0.0569932758808,-0.00959999859333,-1.1196000576,-0.745616674423,-0.588321685791,-0.443037688732,2.9726524353
351,0.996064066887,2.18705010414,0.015950024128,0.78125,-0.180637270212,0.903158903122,0.563800036907,1.60128390789,-0.172100007534,1.10733807087,-1.0738350153,0.522749185562,0.950823903084,-0.688950061798,0.514549970627,0.00153559085447,0.00113895256072,0.15988111496,-0.335433363914
4846,1.61907315254,1.91895008087,2.95604991913,0.942399978638,1.35924744606,-1.61731719971,-0.194000005722,0.47862881422,-0.575349986553,1.00378024578,-0.366634875536,0.143614351749,2.15231108665,-1.25900006294,0.48995000124,0.557662069798,-0.377906471491,0.338455975056,-0.298383116722
1452,-1.18881201744,-0.799399971962,-2.36980009079,-2.13115000725,-1.08060872555,-1.81801104546,-1.35029995441,-0.0421282872558,0.507099986076,-2.36431527138,-2.38924622536,-2.23454594612,-1.65361607075,-0.391000002623,0.398900002241,1.00847601891,-1.23928356171,0.360820263624,0.404831588268
4776,0.881349682808,2.97095012665,-0.760450005531,1.90030002594,1.35958051682,1.18756353855,0.042199999094,1.46161150932,0.127350002527,1.15401661396,-0.556543588638,-0.200584381819,-0.557172715664,0.125450000167,0.86084997654,-0.183567672968,-0.571359574795,0.0572175532579,-0.677456319332
6908,-1.48494708538,0.41345000267,-0.803799986839,0.340099990368,0.0696877837181,-0.434779554605,-0.890550017357,0.204706802964,1.30994999409,-0.662576556206,0.754012227058,0.964750647545,-0.880054831505,0.557300031185,0.113850012422,0.765755712986,0.240277767181,0.393541038036,-0.445022433996
672,-0.421465754509,-0.0521999970078,-1.41690003872,0.394950032234,0.356130838394,-0.965757131577,-0.966899991035,-0.747260689735,0.442600011826,-0.556353330612,0.476647526026,-1.11959075928,-1.14939892292,-0.995900034904,0.245399996638,-0.227709695697,0.612459778786,0.0111634265631,0.608425617218
5710,-1.72903680801,-1.38160002232,-2.37709999084,-4.50124979019,-2.21336650848,-2.15511584282,-3.976749897,-0.217483013868,0.722199976444,-0.665745794773,-0.564373075962,-3.29564189911,-0.531773865223,0.497850000858,-0.217499986291,0.0558715611696,0.567335546017,0.0980652719736,0.775031328201
2115,-0.81184232235,-1.29980003834,5.30789995193,-0.668499946594,2.01980781555,0.499738156796,-1.34820008278,-0.447669744492,-0.16669999063,-0.834939301014,-1.70657873154,0.457604914904,-0.202942609787,1.15824997425,0.0381500124931,-0.873073577881,-0.105206936598,1.49918961525,1.12177348137
7015,0.772771716118,0.666949987411,-0.292250007391,5.22615003586,2.08830237389,1.04681348801,0.399800002575,0.514681696892,0.472400009632,0.656389355659,-0.289449602365,0.627980113029,-0.292532324791,0.0890999957919,-0.275600016117,-0.158111125231,-0.218099489808,1.8645362854,-0.0640878081322
8726,-0.503115713596,-0.259749978781,-0.130499988794,-0.782549977303,0.1617397964,0.368531525135,-1.03949999809,-2.88494539261,-0.382600009441,-0.343478798866,-0.89900970459,0.652382254601,-1.12850475311,-0.592100024223,0.0756499990821,0.417488753796,-0.881545543671,0.161553651094,0.378489166498
2185,1.31446909904,1.87860012054,0.629150032997,2.26614999771,1.78336977959,1.43071377277,0.06004999578,1.91120064259,0.356750011444,0.830035507679,-0.373218774796,-0.905548930168,-0.048197388649,-0.497249990702,-0.670199990273,-0.476108878851,-0.754140079021,-0.0528818294406,-0.681978344917
3315,-1.45777893066,-2.58540010452,1.17830002308,-5.96720027924,-2.76510572433,-1.71221065521,-0.508350014687,-0.149947226048,0.485150009394,-0.458910644054,-0.855153083801,0.182077527046,-1.45195114613,0.846300005913,-0.529449999332,-0.19493816793,-0.188007429242,0.71736240387,0.978885173798
5289,0.328552037477,0.848749995232,-1.46210002899,-1.1984000206,0.931154310703,1.28876495361,0.0797000229359,1.65061712265,1.31305003166,-0.537681341171,0.058063134551,0.262930810452,-0.991101801395,0.980100035667,0.718950033188,-0.483106464148,0.602294743061,-0.573434114456,-0.077284693718
