rid,CPC005_A375_6H:BRD-K79905821-004-02-8:10,CPC005_A375_24H:BRD-K79905821-004-02-8:10,CPC005_A549_6H:BRD-K79905821-004-02-8:10,CPC005_A549_24H:BRD-K79905821-004-02-8:10,CPC002_HA1E_6H:BRD-K93280214-004-02-3:10,CPC005_HA1E_6H:BRD-K79905821-004-02-8:10,CPC002_HA1E_24H:BRD-K93280214-004-02-3:10,CPC005_HA1E_24H:BRD-K79905821-004-02-8:10,CPC002_HCC515_6H:BRD-K93280214-004-02-3:10,CPC005_HCC515_6H:BRD-K79905821-004-02-8:10,CPC002_HCC515_24H:BRD-K93280214-004-02-3:10,CPC005_HT29_6H:BRD-K79905821-004-02-8:10,CPC005_HT29_24H:BRD-K79905821-004-02-8:10,CPC005_MCF7_24H:BRD-K79905821-004-02-8:10,CPC002_PC3_6H:BRD-K93280214-004-02-3:10,CPC002_PC3_24H:BRD-K93280214-004-02-3:10,CPC002_VCAP_6H:BRD-K93280214-004-02-3:10,CPC002_VCAP_24H:BRD-K93280214-004-02-3:10,CPC005_MCF7_6H:BRD-K79905821-004-02-8:10,CPC005_PC3_6H:BRD-K79905821-004-02-8:10,CPC005_PC3_24H:BRD-K79905821-004-02-8:10,CPC005_VCAP_6H:BRD-K79905821-004-02-8:10,CPC005_VCAP_24H:BRD-K79905821-004-02-8:10,CPC016_A375_6H:BRD-K93280214-004-02-3:10,CPC016_A549_6H:BRD-K93280214-004-02-3:10,CPC016_A549_24H:BRD-K93280214-004-02-3:10,CPC016_ASC_24H:BRD-K93280214-004-02-3:10,CPC016_HEPG2_6H:BRD-K93280214-004-02-3:10,CPC016_HT29_6H:BRD-K93280214-004-02-3:10,CPC016_MCF7_6H:BRD-K93280214-004-02-3:10,CPC016_MCF7_24H:BRD-K93280214-004-02-3:10,CPC016_NEU_24H:BRD-K93280214-004-02-3:10,CPC016_NPC_24H:BRD-K93280214-004-02-3:10,CPC016_SKB_24H:BRD-K93280214-004-02-3:10,CPD002_MCF7_24H:BRD-K93280214-004-07-2:10,CPD002_MCF7_6H:BRD-K93280214-004-07-2:10,CPD002_PC3_6H:BRD-K93280214-004-07-2:10,CPD002_PC3_24H:BRD-K93280214-004-07-2:10
5720,1.09563064575,-0.168086379766,0.127050593495,-3.6332719326,0.953552365303,0.0209499970078,0.477177739143,1.35686814785,-0.157433331013,1.48385000229,0.135656237602,-1.15858864784,-0.513466596603,-1.20151495934,0.878320097923,0.0179060213268,0.304120033979,-0.291652679443,0.106005437672,-0.627436280251,-0.140090823174,0.591504454613,0.157359063625,-0.367928177118,-0.458900004625,0.754008293152,-0.843899965286,0.012600004673,0.435832738876,0.585766673088,-0.0436891019344,-0.547633349895,0.563430547714,0.0819008350372,0.7207685709,1.40135967731,0.195847660303,0.613533377647
466,0.367181777954,0.337735176086,0.395185440779,0.0334150195122,0.56382894516,0.655700027943,1.20974850655,0.764055967331,0.981066703796,-0.773549973965,-0.862371742725,0.512180626392,0.254166662693,-0.971299529076,0.888666450977,-0.0732781291008,0.0458467304707,-0.0976597070694,-0.234219327569,0.792803704739,0.15982824564,0.111650757492,0.301187932491,-0.617889344692,-0.0212000012398,0.904954850674,-0.337533354759,-0.162850022316,0.335431724787,-2.58836650848,-0.0742157846689,0.511799991131,0.660843670368,0.222292155027,0.176023796201,0.680007278919,-0.622599363327,-0.497733324766
6009,0.977858483791,0.226070865989,-0.383161783218,-0.187134608626,0.483729660511,0.299999982119,-0.126470789313,0.530680477619,-0.292466700077,-0.0806000232697,0.0972025170922,-0.211811304092,1.07266664505,0.0559887439013,1.18457043171,0.227184772491,0.219433218241,-1.44985938072,-0.362161099911,-0.0878913402557,-0.0172177124768,-0.0101994499564,-0.0201536864042,0.32714766264,0.692149996758,0.297021508217,-0.515766680241,0.52009999752,0.293340831995,-1.51666688919,0.16894313693,-0.482933312654,0.196696653962,-0.237049475312,0.126703202724,-0.165523886681,1.45864331722,0.498566657305
2309,-0.180885970592,-0.26332616806,-0.272120267153,-0.213604062796,0.204107612371,0.494149982929,0.383922606707,0.391680121422,0.0602333582938,-0.229949995875,-0.550262928009,-0.599516570568,0.017266690731,0.736289560795,0.160918146372,-0.178577765822,-0.739560246468,-0.0599437057972,-0.451197236776,1.02263844013,-0.132765084505,-0.719218075275,-1.09993314743,0.70251584053,-0.571449995041,0.507701635361,0.442966669798,-0.0703499913216,0.370279788971,-2.22310018539,0.581442892551,0.0199666619301,-0.107819467783,0.511619448662,0.285850822926,0.440680503845,0.644005000591,-0.915966689587
387,1.40419137478,0.727840960026,0.739735662937,1.11504161358,0.247337341309,0.900150060654,0.0443089827895,0.621866464615,0.144800007343,0.759299993515,-0.248829007149,1.47918450832,0.342833340168,0.0423805676401,0.620762050152,-0.241256147623,-0.8527302742,-0.701233863831,-0.910066843033,0.189971417189,-0.129544496536,0.679285407066,0.0437074825168,0.667489647865,-0.373049974442,0.754094898701,-0.216800004244,-0.648949980736,0.0844922363758,2.87226676941,0.309564650059,0.627833366394,0.394130885601,0.642075538635,0.817119479179,0.930847167969,0.876710116863,0.387166708708
3553,-0.380605280399,-0.330850541592,-0.51703029871,-0.712459921837,-0.530278563499,-1.11189997196,-0.376545965672,-1.04101967812,1.11950004101,-0.70140004158,0.240475714207,-0.256025224924,0.0740333199501,0.885983347893,-0.242804288864,-0.128040745854,-0.312572270632,-0.150524005294,-0.539213120937,0.195959955454,-0.369128853083,0.600918769836,0.727498292923,-0.452249497175,0.165499985218,-0.687605321407,0.0511999800801,0.0266000032425,-0.827377021313,2.24526667595,-0.791088342667,0.836199998856,-0.549630463123,0.746434211731,-0.598741054535,-0.0656192302704,0.0958165004849,1.45266664028
427,-0.268513441086,0.412096917629,-0.702225923538,0.941518902779,-0.239665746689,0.418600022793,-0.267634779215,0.719943284988,-0.293200045824,-0.100400000811,-0.800525724888,0.342930644751,0.18806669116,-0.260199308395,0.225034594536,0.211992830038,-0.312818795443,0.0661025643349,0.578105330467,0.0579841397703,-0.0981798619032,-0.172110676765,-0.272789537907,-0.788216710091,-0.1412999928,-0.196129783988,0.166333332658,-0.564700007439,-0.268789321184,2.040766716,-0.199630796909,0.643033385277,-1.08695149422,0.43498980999,-0.0591905638576,2.55283713341,-0.635195493698,0.770933389664
5898,0.672757923603,0.242173686624,0.695287823677,-0.129085734487,0.0267513953149,0.727999985218,0.471548110247,0.0295305848122,0.822266697884,-0.485650002956,0.788733780384,-0.301435887814,0.737800002098,-0.314986526966,0.713936984539,0.219080790877,-0.552794396877,-2.69139361382,0.427832573652,-0.238418847322,-0.210834801197,0.843439817429,0.0431771576405,-0.43219769001,-0.982249975204,-1.45615506172,-0.664133369923,-2.50970005989,-0.0825803130865,3.27980017662,-0.210248067975,0.657466650009,-0.0447457283735,0.63524967432,0.398218482733,0.345483750105,0.381061136723,0.324100017548
23365,-0.362419605255,-0.641920983791,-0.0828643888235,-0.0656937509775,-0.327544361353,0.260399997234,0.114865928888,-0.677674293518,0.140633329749,1.10360002518,-0.511207282543,-0.82666516304,-0.283166706562,0.699837803841,-0.142977565527,-0.754703342915,-0.13603284955,-0.276359438896,-0.744549274445,-0.99988001585,-0.824235141277,0.298657268286,0.138704761863,-0.812552571297,-1.05830001831,-0.57536137104,-0.210099995136,-1.00459992886,0.105118058622,-0.194300025702,-0.0413993597031,-0.692233324051,0.434779793024,-1.08940589428,0.681473612785,-0.11038672179,-0.318737238646,0.49610003829
6657,-0.651138484478,-0.42821469903,0.0223018229008,0.29235959053,0.281280994415,0.0715000033379,0.514543354511,0.279615104198,0.891233384609,0.214650005102,0.256119906902,0.44345587492,0.20759999752,0.143574774265,-0.612271130085,-0.244320690632,1.49964547157,0.193845629692,-0.104162335396,-0.117324672639,-0.407911121845,0.212802693248,-0.28920340538,-0.135750219226,1.38639998436,-0.688111722469,-0.433100014925,0.520200014114,-1.13940632343,0.514033317566,-0.780488371849,0.072999984026,0.249297678471,0.755223691463,-0.921491026878,-0.578405678272,-0.498854875565,0.61943334341
