rid,CPC002_HA1E_6H:BRD-A20126139-001-03-4:10,CPC002_HA1E_6H:BRD-K56515112-001-03-4:10,CPC002_HA1E_24H:BRD-A20126139-001-03-4:10,CPC002_HA1E_24H:BRD-K56515112-001-03-4:10,CPC002_HCC515_6H:BRD-A20126139-001-03-4:10,CPC002_HCC515_6H:BRD-K56515112-001-03-4:10,CPC002_HCC515_24H:BRD-A20126139-001-03-4:10,CPC002_HCC515_24H:BRD-K56515112-001-03-4:10,CPC002_PC3_6H:BRD-A20126139-001-03-4:10,CPC002_PC3_6H:BRD-K56515112-001-03-4:10,CPC002_PC3_24H:BRD-A20126139-001-03-4:10,CPC002_PC3_24H:BRD-K56515112-001-03-4:10,CPC002_VCAP_6H:BRD-A20126139-001-03-4:10,CPC002_VCAP_6H:BRD-K56515112-001-03-4:10,CPC002_VCAP_24H:BRD-A20126139-001-03-4:10,CPC002_VCAP_24H:BRD-K56515112-001-03-4:10,CPC018_A375_6H:BRD-A20126139-001-03-4:10,CPC017_A375_6H:BRD-K56515112-001-03-4:10,CPC020_A375_6H:BRD-K56515112-001-18-2:10,CPC018_A549_6H:BRD-A20126139-001-03-4:10,CPC017_A549_6H:BRD-K56515112-001-03-4:10,CPC020_A549_6H:BRD-K56515112-001-18-2:10,CPC018_A549_24H:BRD-A20126139-001-03-4:10,CPC017_A549_24H:BRD-K56515112-001-03-4:10,CPC018_ASC_24H:BRD-A20126139-001-03-4:10,CPC017_ASC_24H:BRD-K56515112-001-03-4:10,CPC020_HA1E_6H:BRD-K56515112-001-18-2:10,CPC020_HCC515_6H:BRD-K56515112-001-18-2:10,CPC018_HEPG2_6H:BRD-A20126139-001-03-4:10,CPC017_HEPG2_6H:BRD-K56515112-001-03-4:10,CPC018_HT29_6H:BRD-A20126139-001-03-4:10,CPC017_HT29_6H:BRD-K56515112-001-03-4:10,CPC020_HT29_6H:BRD-K56515112-001-18-2:10,CPC018_MCF7_6H:BRD-A20126139-001-03-4:10,CPC017_MCF7_6H:BRD-K56515112-001-03-4:10,CPC020_MCF7_6H:BRD-K56515112-001-18-2:10,CPC018_MCF7_24H:BRD-A20126139-001-03-4:10,CPC017_MCF7_24H:BRD-K56515112-001-03-4:10,CPC020_MCF7_24H:BRD-K56515112-001-18-2:10,CPD002_MCF7_24H:BRD-K13688115-001-01-2:10,CPC018_NPC_24H:BRD-A20126139-001-03-4:10,CPC017_NPC_24H:BRD-K56515112-001-03-4:10,CPC020_PC3_6H:BRD-K56515112-001-18-2:10,CPC020_PC3_24H:BRD-K56515112-001-18-2:10,CPC018_PHH_24H:BRD-A20126139-001-03-4:10,CPC017_PHH_24H:BRD-K56515112-001-03-4:10,CPC018_SKB_24H:BRD-A20126139-001-03-4:10,CPC017_SKB_24H:BRD-K56515112-001-03-4:10,CPC020_VCAP_6H:BRD-K56515112-001-18-2:10,CPC020_VCAP_24H:BRD-K56515112-001-18-2:10,CPD002_MCF7_6H:BRD-K13688115-001-01-2:10,CPD002_PC3_6H:BRD-K13688115-001-01-2:10,CPD002_PC3_24H:BRD-K13688115-001-01-2:10
5720,-5.32031297684,-0.792704164982,-2.15764141083,1.23826169968,-0.481078803539,-5.48350000381,0.371458500624,1.04974222183,-4.13373756409,0.145364046097,-0.00769945979118,-0.410084456205,-0.205764815211,-0.0392768681049,-0.781535029411,-0.389046490192,-0.66359937191,0.212158411741,0.0886089429259,-0.200435042381,-1.51250362396,0.156099975109,-0.189500004053,-0.424428641796,-0.826960682869,0.3426900208,-0.26049181819,0.0454000011086,0.539641916752,-0.68341499567,-1.05820965767,-0.0494197942317,0.569888472557,0.261511713266,-0.586929619312,0.495822161436,-0.383854091167,-0.81271892786,0.373423933983,-0.968974947929,-0.82887083292,-0.214351251721,0.399230957031,1.8004963398,-0.883750021458,-0.679506838322,0.433153539896,0.73995000124,-1.08090341091,0.0483802035451,0.0691334307194,0.508868455887,-0.719966650009
466,-0.859568178654,-1.86402392387,-2.54319095612,0.598374187946,-0.710471987724,-3.11840009689,-0.716031074524,0.661492228508,-1.73828220367,-0.993842482567,1.36847913265,-0.343858510256,-1.97273099422,-0.163644984365,-0.607856988907,-0.365102976561,-0.736127912998,-0.628065884113,0.317442089319,-0.423379004002,-1.16268622875,1.08805000782,0.712000012398,0.390596210957,0.580104768276,-0.281352847815,1.29996693134,-0.0869000032544,-0.252618432045,-1.74289917946,0.0478534959257,0.251083642244,0.197310298681,0.603150606155,-0.246406197548,0.218747958541,-0.0742430388927,-0.987339198589,-0.144215911627,-0.214550852776,-0.27965387702,0.240847691894,0.397476315498,-0.972073674202,0.0553999841213,0.500003457069,-0.591038882732,-1.23230004311,-0.899269998074,0.804773628712,-0.496195912361,-0.453888714314,-1.74266672134
6009,1.09157860279,0.0956875383854,-0.221177026629,-0.152269095182,-0.0444092452526,-5.76154994965,0.0858701467514,-0.405181914568,1.81528556347,-0.289359271526,-0.287035793066,-0.254128813744,0.777286887169,-0.401042103767,-0.367968380451,-0.426752090454,-0.0518238246441,-0.210577100515,-0.548911213875,-0.30696028471,-0.0276632755995,0.724399983883,0.825349986553,-0.387463450432,-0.335003972054,-0.0993806794286,1.89744985104,-0.00299999862909,0.180590748787,4.09579896927,-0.949077606201,-0.460649818182,-0.345910727978,0.453322291374,-1.16131603718,0.288172632456,0.303309381008,-0.538982987404,-0.236743688583,-0.798919022083,-0.539198338985,-0.217667356133,1.24202883244,0.806652486324,0.111299991608,0.528897702694,-1.40367341042,-1.62984991074,-0.230076089501,0.0117566008121,0.379132628441,0.0290873833001,0.0715333521366
2309,0.821206748486,-0.98850941658,0.852522909641,0.0769256949425,0.562551319599,3.56075000763,0.467534929514,0.281625151634,0.888693988323,0.73147547245,1.62782633305,0.0286861024797,2.43840765953,1.98221707344,1.27938199043,0.997035801411,-0.0349618494511,0.179608404636,-0.556846737862,2.0430431366,2.82495713234,2.95499992371,1.72969996929,2.20785951614,-0.809158921242,-0.47628107667,-2.42948031425,1.16649997234,-0.275139451027,-0.75757676363,-0.325177550316,1.36300861835,-0.319529056549,0.0404720380902,0.0349933207035,-0.374538898468,-0.273545503616,-1.00777733326,0.87642800808,0.677760481834,-0.270265161991,-0.831229090691,-1.89719319344,1.557690382,0.57414996624,0.921567201614,-1.09934020042,-1.20195007324,4.1444234848,-0.0314029753208,0.98165500164,0.510590314865,0.334066689014
387,2.78261756897,-0.632182896137,-0.193590193987,0.264801353216,0.158613368869,-2.52425003052,-0.169016465545,0.3687684834,1.84218192101,-0.488607943058,1.4815158844,0.111259385943,1.25349807739,-0.393027037382,0.0741618946195,-0.648921728134,-0.613753199577,-0.282462239265,0.499063760042,-0.00639156810939,-0.159220561385,0.0425000041723,-0.421599984169,0.0190498232841,-1.04102861881,-0.864943563938,-0.920709609985,0.00819998979568,-0.294183015823,0.406121611595,-0.252430081367,0.277757704258,-0.784424483776,0.0314674675465,0.126153662801,0.80726313591,0.337129563093,-0.731328606606,0.640963315964,1.3264529705,-0.597528219223,-1.82674121857,0.0757820755243,1.54712796211,-0.71724998951,0.205969780684,-1.02610898018,-2.10384988785,0.907339096069,-0.392558664083,0.307609379292,-0.900014042854,0.121933341026
3553,-0.15716971457,-0.85921818018,3.45696139336,-0.335541605949,-0.391658246517,1.29939997196,-0.361904799938,0.132462099195,-1.13905727863,-1.33678841591,-2.12516617775,-2.3413207531,1.1275318861,-0.276919931173,0.218075454235,-0.00226585566998,0.724238455296,0.365280538797,-0.839118480682,0.810350477695,2.00608062744,-0.182199984789,-0.122850000858,0.716206014156,0.15973046422,0.691384017467,0.0108524858952,-0.585899949074,0.153762891889,0.190719112754,1.23017501831,1.23212277889,-0.573500871658,-0.528328061104,-1.33067178726,-0.815257370472,0.186301738024,1.16696882248,0.670268654823,-0.896957397461,-0.148941904306,-0.283366650343,-1.58283305168,-1.32784414291,0.464850008488,0.16487853229,0.998990118504,1.38889992237,0.0136756449938,-0.358740836382,-1.47761940956,-1.40627408028,-2.66280007362
427,-1.07509720325,0.779703617096,0.031908378005,0.566276907921,-0.210940018296,2.2486000061,1.35850584507,1.4832265377,-0.48099642992,-0.52410453558,1.51132166386,0.424063265324,-0.0966357290745,0.418061494827,2.29982209206,2.53633022308,-0.211034953594,2.33479166031,1.19386744499,-1.69931995869,0.19768601656,-1.8995000124,0.772149980068,0.575594365597,0.250484883785,-0.639553725719,1.1459389925,0.357250005007,0.484530210495,-0.671074032784,-0.0366161242127,-0.4683547616,-1.09297037125,0.634388685226,0.685995101929,1.27999734879,0.37396645546,-0.301650553942,1.03872084618,-0.0345618873835,-0.0692613571882,0.18579916656,0.99676400423,-0.075008623302,-0.0111499987543,0.0711642056704,0.461275875568,-0.493050009012,0.300849556923,0.737453222275,-1.14371490479,-0.127886071801,-0.567566633224
5898,0.170827001333,0.23362788558,-0.544925391674,-0.510438919067,-1.55719816685,1.5897500515,-0.290057897568,0.428048968315,-0.315193682909,-0.163833141327,0.243089139462,-0.0469126477838,-0.866574704647,-0.40223968029,0.0128661729395,-1.10502147675,-0.109327152371,-0.0196112245321,-0.167627215385,0.238353103399,-1.17686402798,-0.0860999971628,0.742650032043,-0.638690233231,0.389496564865,-1.06678700447,0.590555787086,0.0943000018597,-0.0084231775254,-0.615779876709,0.373451501131,-0.192275166512,0.106189645827,1.32894718647,-1.2974241972,0.496767580509,0.488312214613,-0.758599340916,-0.833614945412,-0.766383707523,0.681206405163,0.0901754200459,0.0704136192799,-2.78461551666,0.13369999826,-0.795733094215,-0.00650970637798,0.438650012016,-0.582286298275,-0.0124234296381,-0.189089238644,-1.57207560539,-0.86706674099
23365,1.47729384899,0.0911322534084,-0.4216324687,-0.471937656403,0.217212185264,2.07649993896,0.216420888901,0.594470381737,2.88937163353,-0.651265799999,1.33499240875,-1.07242655754,-0.336447358131,-0.421863257885,0.54677438736,-0.637940943241,-0.235780149698,0.723027646542,0.573125839233,0.293165177107,-0.40781083703,-0.0644999966025,0.503399968147,-0.378673523664,-0.591918468475,-0.0755460485816,-0.77440059185,-0.327300012112,-0.466456353664,-0.51382625103,0.36598405242,0.249667793512,0.0056307464838,-0.167854055762,-0.0948793590069,0.888740003109,0.220519006252,-0.0687144994736,-0.586309075356,3.05494999886,-0.0249993167818,-0.385540038347,0.800281584263,1.14721989632,-0.277499973774,-1.12016963959,-1.13975143433,-1.13470005989,0.283904135227,0.220772698522,-0.381809294224,0.975368261337,0.24990002811
6657,-0.811886489391,-0.353673636913,2.09231162071,0.981414198875,-1.93452322483,1.17540001869,-1.10544288158,-1.8807477951,-0.297797083855,0.635227501392,-0.288043737411,0.143281161785,0.825135350227,0.598197519779,-0.215671300888,0.151829555631,0.710907578468,0.909813046455,0.0399651490152,-0.230677247047,0.989272296429,-0.829349994659,-1.51850008965,-1.48271310329,-0.286965787411,0.588769078255,1.8398681879,-3.27509999275,-0.508277773857,0.165246352553,0.875181317329,0.385025948286,-0.119628027081,-0.36564797163,-0.536725759506,-0.890049874783,-0.083156093955,1.32839822769,0.767485618591,-0.492201656103,0.00121116638184,0.272223383188,-0.177670866251,0.0877788066864,-0.491299986839,-0.979279756546,0.51434803009,0.400349974632,-0.0796698778868,-0.508294224739,-1.25463974476,0.262053668499,0.79043340683
