rid,CPC002_HA1E_6H:BRD-K98769987-001-09-6:10,CPC002_HA1E_24H:BRD-K98769987-001-09-6:10,CPC002_HCC515_6H:BRD-K98769987-001-09-6:10,CPC002_HCC515_24H:BRD-K98769987-001-09-6:10,CPC002_PC3_6H:BRD-K98769987-001-09-6:10,CPC002_PC3_24H:BRD-K98769987-001-09-6:10,CPC002_VCAP_6H:BRD-K98769987-001-09-6:10,CPC002_VCAP_24H:BRD-K98769987-001-09-6:10,CPC011_A375_6H:BRD-K98769987-001-17-9:10,CPC011_A549_6H:BRD-K98769987-001-17-9:10,CPC011_A549_24H:BRD-K98769987-001-17-9:10,CPC011_HA1E_6H:BRD-K98769987-001-17-9:10,CPC011_HT29_6H:BRD-K98769987-001-17-9:10,CPC011_MCF7_6H:BRD-K98769987-001-17-9:10,CPC011_MCF7_24H:BRD-K98769987-001-17-9:10,CPC011_PC3_6H:BRD-K98769987-001-17-9:10,CPC011_PC3_24H:BRD-K98769987-001-17-9:10,CPC011_VCAP_6H:BRD-K98769987-001-17-9:10,CPC011_VCAP_24H:BRD-K98769987-001-17-9:10,CPC017_A375_6H:BRD-K98769987-001-09-6:10,CPC017_A549_6H:BRD-K98769987-001-09-6:10,CPC017_A549_24H:BRD-K98769987-001-09-6:10,CPC017_ASC_24H:BRD-K98769987-001-09-6:10,CPC017_HEPG2_6H:BRD-K98769987-001-09-6:10,CPC017_HT29_6H:BRD-K98769987-001-09-6:10,CPC017_MCF7_6H:BRD-K98769987-001-09-6:10,CPC017_MCF7_24H:BRD-K98769987-001-09-6:10,CPC017_NPC_24H:BRD-K98769987-001-09-6:10,CPC017_PHH_24H:BRD-K98769987-001-09-6:10,CPC017_SKB_24H:BRD-K98769987-001-09-6:10
5720,0.185600593686,0.176027789712,0.339862108231,1.07570004463,0.761947274208,0.456887871027,-0.00229509733617,-0.444601207972,-0.218066081405,-0.234852358699,0.0376602113247,1.31684994698,0.0926083475351,0.602349996567,0.84114998579,0.98695743084,-1.24519431591,0.768980622292,1.01609516144,-0.838746905327,0.2906486094,0.593422889709,-1.09171020985,0.0639164298773,-0.508838355541,-0.357272028923,0.745155870914,1.32016563416,0.178533345461,-0.320150017738
466,-0.11093634367,0.753795266151,1.25796866417,0.370633363724,0.888707220554,0.330089002848,-0.363912820816,0.601279616356,0.496135383844,-2.23928785324,0.0923300981522,1.06805002689,0.118872106075,-0.511600017548,0.516299962997,1.30014038086,-1.13710486889,0.493821263313,1.43794107437,-0.0175434872508,0.656682133675,0.770180821419,-0.958643615246,0.704805254936,-1.42815852165,-0.488715022802,0.307914704084,-0.801811158657,0.414366662502,-1.18330001831
6009,-0.537856042385,-0.359234392643,1.36286449432,-0.746033370495,0.654938519001,0.522982895374,-0.375389099121,-0.109535455704,4.75907707214,0.342707157135,-0.761387467384,0.0663499981165,0.073713555932,-0.0630500018597,0.0391999930143,0.240143746138,0.103155985475,0.305133759975,-0.0763849914074,0.130934432149,-0.747138381004,0.162390589714,-1.32376098633,0.119740575552,-0.434516429901,-0.155974820256,0.784303307533,0.77205234766,-0.203633338213,-1.34469997883
2309,0.01459332183,1.04804956913,0.221281826496,-1.27526664734,-0.265664368868,0.05243088305,-0.0504951924086,-0.262390047312,-0.5368257761,0.37118512392,0.445315778255,0.756749987602,-0.676183998585,-0.700200021267,0.226100027561,0.103394277394,-0.38176509738,1.33510446548,0.151009663939,-0.54936414957,-0.237111419439,-0.316780030727,-1.23415029049,0.623239457607,-0.0132162980735,0.148498147726,-0.124736912549,-0.139637380838,-0.240533336997,-0.373049974442
387,1.7468611002,0.869999110699,1.04541063309,-0.293033361435,0.66544085741,0.38987839222,-0.126639902592,-0.414666980505,-0.733573973179,0.355316251516,0.303815692663,0.0705500096083,-0.639761030674,-0.679049968719,-0.396699994802,0.316836893559,-0.1254773736,0.519649803638,0.562514066696,-0.0629116892815,0.710163235664,0.16762021184,-0.924087762833,0.401599019766,-0.851303696632,0.772651970387,0.406063467264,0.278120964766,0.0932666659355,-1.0896500349
3553,-0.0513600707054,-1.01970911026,0.0367532595992,0.171833351254,0.923541724682,-0.430019557476,-0.104147560894,0.116955459118,-1.28352427483,-0.651138484478,-0.466462343931,-0.557449996471,-0.177749425173,-0.315849989653,1.02399992943,-0.281848967075,-0.710811495781,-1.23659479618,-1.91095304489,0.05892765522,-0.789239645004,-0.830431222916,1.78245615959,-0.0987519398332,0.665360093117,-0.621249973774,-0.381494402885,0.948702216148,0.33916670084,0.150099992752
427,-1.68303704262,-0.505353808403,0.937803149223,-0.875233352184,1.46895682812,-0.401886075735,-0.665044486523,1.38296592236,-0.587620675564,-0.148108154535,-0.978135049343,0.471100002527,0.345384269953,-0.567650020123,0.385749995708,0.0179782062769,-0.473251283169,-0.590763151646,0.710785210133,0.409719586372,0.514698088169,0.279476046562,-1.05949449539,0.316885590553,-0.482168346643,-0.471545696259,-0.127678021789,-0.516095995903,0.275066673756,-0.709800004959
5898,0.626571297646,1.24199092388,0.115226104856,-0.233866676688,0.204347014427,-0.00459238141775,-0.727965891361,0.502881467342,1.0387557745,-0.468699932098,0.575013279915,1.03979992867,0.0598270893097,-0.432999998331,0.641200006008,0.0600568950176,-1.66630125046,-1.30905902386,-0.151882842183,0.239139482379,0.503889620304,0.75745421648,-1.21923315525,-0.0524772703648,0.0777247026563,0.237906128168,0.519802153111,0.00932896137238,0.550000011921,0.622349977493
23365,1.07982158661,0.545722782612,-0.293910890818,-0.798033356667,0.65256935358,-0.11008785665,0.234131038189,-0.192050948739,-0.599917650223,-0.231886416674,0.508163392544,0.763300001621,-0.535538256168,-0.510100007057,0.0164500176907,0.00688095390797,-0.161454617977,-0.659596383572,-0.0233494341373,0.880271196365,0.152557998896,-0.382439941168,-0.178793027997,0.320569932461,0.0752216055989,1.06050038338,0.0652272105217,0.882685422897,0.293500006199,-0.13520000875
6657,-0.707326829433,-0.589489936829,0.0788292214274,0.513433337212,-1.0477758646,0.0338883548975,-0.361587673426,-0.54586738348,0.480101048946,-1.00826025009,-0.290102124214,-1.87805008888,-0.593506813049,0.0991500020027,0.0349500179291,-1.76856541634,0.447116017342,-1.21788084507,-2.05184602737,0.862024366856,0.246114134789,0.026185169816,1.80886554718,-0.66681265831,0.452457398176,-0.549363017082,-0.388125061989,-0.737792313099,-0.503266692162,0.211050003767
5054,-0.0238242633641,0.556146025658,0.220834299922,-0.370233356953,-0.0723132789135,0.490823298693,0.109874978662,-0.127931073308,0.167661681771,0.361269384623,0.438913881779,0.790300011635,0.131611824036,0.291149973869,1.78935003281,1.10462450981,0.0224996507168,0.0112934932113,-0.808380484581,-0.602364778519,0.833597481251,0.785514175892,-0.523641884327,-0.214349418879,0.122986167669,0.42480006814,-0.14481779933,0.336437851191,0.0253666490316,-0.197149991989
3108,-0.571345686913,-0.629061043262,0.607563495636,-0.371066689491,-0.0333551391959,-0.642964780331,-0.112740859389,1.34748744965,-0.196787685156,0.340636193752,-0.13401530683,-0.563150048256,-0.410631597042,-0.594449996948,2.06710004807,0.737860620022,-0.161206752062,-0.69089114666,0.466158986092,-0.217852801085,0.906817793846,-0.213291615248,3.20988512039,0.753086209297,-0.706644296646,-0.567019224167,-0.219214677811,2.97453522682,-0.882666707039,-0.717750012875
1950,0.231973901391,0.115841284394,-0.794329285622,-0.463133335114,-1.27716982365,-0.683178842068,0.0269511193037,-0.135774672031,0.412751495838,-1.02941417694,-0.723905682564,-1.19585001469,-0.622231781483,0.257499992847,1.97605013847,-0.129456669092,0.216568619013,-0.338831961155,-0.500179052353,-1.05390131474,-0.990289330482,-1.21191251278,1.10131633282,-0.552461206913,-0.354225248098,-0.446516215801,-0.0789624080062,0.25074505806,0.179200008512,2.10890007019
351,-0.867420554161,-0.979140996933,0.80732935667,-0.424200057983,-0.635708987713,-0.417945832014,0.414768755436,-0.037892267108,-0.311610996723,0.611625373363,-0.568521916866,-0.639450013638,-0.640798151493,0.110849998891,-3.45519995689,-0.766353189945,0.18715710938,-0.187855228782,-0.552509248257,-0.0268784537911,-0.918877959251,-0.703265786171,1.46850323677,-0.807284832001,0.193615332246,-0.75103521347,-0.321332395077,-0.434510827065,-0.677866637707,0.608299970627
4846,-0.67587018013,0.0429229661822,-0.59178596735,-0.331000030041,-1.02212810516,0.154906392097,0.49683251977,0.124113216996,0.758637726307,-0.466064274311,0.390618771315,0.364300012589,-0.348064959049,-0.314850002527,2.2500500679,0.224501043558,-0.897747039795,-0.731575071812,0.821527719498,-0.690303325653,0.322087883949,0.315937191248,-0.0856696516275,0.586334943771,-0.556403875351,0.124146655202,0.0135312154889,-1.17659962177,0.12146666646,0.546499967575
1452,-4.53853654861,1.10666871071,1.13794541359,-0.469899982214,0.764761209488,0.649574875832,0.012105025351,0.304077386856,0.811765611172,-0.602293074131,-0.400047957897,0.557200014591,0.249212384224,-0.537999987602,-1.18569993973,0.932110965252,-0.0773346722126,0.748813509941,-0.192453727126,-0.0292234942317,0.207625389099,-0.00236707925797,-0.257738113403,0.186502605677,0.181756183505,-0.471018731594,0.556762397289,-1.38442885876,0.15856666863,-0.296849995852
4776,-0.796528697014,-0.489279747009,-0.765333771706,-0.556000053883,-0.628010571003,-0.374900728464,-0.344509422779,-0.730769634247,0.231725424528,0.882435917854,-0.757462322712,-0.938050031662,-0.299552887678,0.469399988651,1.39164996147,-1.92165601254,1.39473176003,-0.971459627151,-1.78031909466,-0.167943626642,-0.770469069481,-0.704986035824,1.96800100803,-0.573147892952,0.334614098072,-1.21223962307,-0.493406176567,2.81669092178,0.0825333297253,0.182549998164
6908,-0.0511308312416,0.384010136127,1.8303347826,0.423866689205,1.45948123932,0.242390364408,0.0230472199619,-0.0249122679234,0.133743166924,0.894509315491,0.230279564857,0.834200024605,-0.0879452824593,-0.447099983692,-0.621450006962,2.00478863716,0.227652877569,1.1407327652,1.44470345974,-0.229411959648,0.652612090111,1.10663425922,-1.15119814873,0.353246510029,-0.539728701115,-0.704408288002,0.498531758785,-0.349543273449,0.136766672134,-1.78334999084
672,-0.959445118904,-0.233600944281,0.45265352726,0.270133316517,0.331688344479,0.934114217758,0.478357791901,0.253522068262,0.62621563673,0.108291223645,1.32793521881,0.758449971676,0.141259670258,-0.248750001192,-1.01510000229,1.18865418434,0.0694839060307,0.749085426331,1.22645306587,2.32710838318,0.553494691849,0.959572911263,0.333398938179,0.682615220547,1.24418902397,-1.20114850998,0.430477827787,-0.985399246216,0.257566660643,1.1493999958
5710,0.364717453718,0.305889636278,0.26663723588,-0.043166667223,0.819632649422,0.891194403172,-0.323578029871,-0.0130864363164,-0.617679178715,1.14276325703,0.903338074684,0.768400013447,0.113063730299,0.279349982738,1.16744995117,0.353201806545,0.615145921707,0.931541085243,0.614771723747,-0.0850450992584,0.913861870766,0.593696117401,-1.40681111813,0.452872723341,0.506418824196,-0.418343126774,0.705760300159,-0.260556340218,-0.0897666811943,-2.06680011749
2115,-0.990975379944,-0.807577967644,1.20287597179,0.359899997711,0.947119474411,0.8800303936,-0.655056297779,0.441064089537,0.880059599876,0.124915361404,-0.338714063168,0.118100002408,0.00300603359938,-0.333200007677,4.39254999161,-0.085434615612,-0.98249489069,-1.66938507557,-0.795531868935,-1.07400774956,0.826657176018,-0.208441585302,-1.12162208557,-0.564643263817,0.201510831714,-0.160157829523,-0.0643579885364,-0.422331154346,-0.823033392429,-0.659150004387
