rid,DOS029_VCAP_24H:BRD-K95616928-001-01-1:4.99,DOS033_A375_24H:BRD-K95616928-001-01-1:4.99,DOS033_A549_24H:BRD-K95616928-001-01-1:4.99,DOS033_HT29_24H:BRD-K95616928-001-01-1:4.99,DOS033_MCF7_24H:BRD-K95616928-001-01-1:4.99,DOS033_PC3_24H:BRD-K95616928-001-01-1:4.99,MUC.CP006_MCF7_6H:BRD-K95616928-001-01-1:9.9767,MUC.CP006_MCF7_6H:BRD-K95616928-001-01-1:3.3256,MUC.CP006_MCF7_6H:BRD-K95616928-001-01-1:1.1085,MUC.CP006_MCF7_6H:BRD-K95616928-001-01-1:0.3695,MUC.CP006_MCF7_24H:BRD-K95616928-001-01-1:9.9767,MUC.CP006_MCF7_24H:BRD-K95616928-001-01-1:3.3256,MUC.CP006_MCF7_24H:BRD-K95616928-001-01-1:1.1085,MUC.CP006_MCF7_24H:BRD-K95616928-001-01-1:0.3695
5720,0.603982925415,-0.427310138941,0.30548325181,-0.00756940245628,0.923665761948,0.2592908144,-0.642171740532,0.187718629837,0.110841035843,1.05578410625,-0.0149089992046,1.21937501431,0.502199947834,3.08331561089
466,0.13065379858,-1.25008571148,0.257967948914,0.321274340153,-0.763203859329,-0.729208052158,0.286007881165,0.373250573874,0.767444491386,1.10022199154,0.503291428089,-0.468227505684,0.294433355331,-0.0350265428424
6009,-0.989199101925,-0.72772538662,-0.592733681202,-0.470988690853,-1.90523147583,-0.121053636074,-0.214257180691,0.363539785147,-0.417301297188,0.396533846855,1.55948245525,-1.75381338596,0.145533338189,-1.02893877029
2309,-0.204343795776,0.264540314674,-0.146339565516,0.174851790071,1.20526647568,-0.753088474274,-0.443933427334,-0.681947410107,-0.373835742474,-0.444492399693,0.392892539501,-0.0703122168779,-0.275133341551,-0.657381653786
387,0.165722474456,-0.701038360596,-0.237325876951,0.499002069235,-0.238236784935,-0.628986001015,-1.01456594467,0.122321709991,-0.337184429169,0.475829601288,0.109458953142,-1.4099868536,0.344933331013,-0.244484826922
3553,-0.956188797951,0.498361110687,0.238268867135,-0.558949589729,-1.20657074451,-0.789012134075,0.11183642596,0.426108002663,0.522180855274,0.250957518816,-0.498395204544,0.449495971203,-0.372366636992,1.32029604912
427,0.213938429952,0.711996257305,0.644112586975,0.84626942873,0.10359454155,2.26693272591,1.36057400703,0.446012735367,1.90466034412,0.936819195747,-0.251336395741,0.0699654594064,0.866666674614,-0.023971747607
5898,0.28078392148,-0.0998857617378,-0.206639036536,0.516138494015,-0.110753953457,-0.595731079578,-0.315413624048,0.368067800999,-0.0869587808847,0.525404036045,0.583973705769,-1.76655328274,-0.713866591454,-0.883908927441
23365,-0.166133627295,-0.542912721634,1.00095152855,-0.505139291286,0.343619048595,-0.213971138,-0.939547419548,-0.235155776143,0.529693245888,0.259184360504,0.714283943176,-0.74426060915,-0.499333351851,-0.272465407848
6657,-0.922391414642,0.88942527771,0.133641928434,-0.968964576721,-0.763712346554,0.370896816254,0.17440007627,0.111850574613,-0.0733759999275,0.560443878174,-0.560363352299,-0.170192778111,-0.198300018907,1.72819066048
5054,0.260694473982,0.378239005804,0.320903360844,-1.72359120846,-1.94575881958,0.310282826424,0.321557700634,0.797903776169,1.43144917488,0.0840034782887,-0.14631922543,0.427386760712,0.59623336792,1.15605795383
3108,1.18567371368,-0.54864180088,-0.711516976357,-0.684188723564,0.457810223103,0.0152845978737,-0.886057138443,-0.244493320584,-0.0311480537057,0.51405197382,0.711990237236,-0.457670032978,-0.783900022507,0.0872084647417
