rid,DOS025_VCAP_6H:BRD-K23050218-001-01-9:5.07,DOS025_VCAP_24H:BRD-K23050218-001-01-9:5.07,DOS047_A375_24H:BRD-K23050218-001-01-9:5.07,DOS047_A549_24H:BRD-K23050218-001-01-9:5.07,DOS047_HT29_24H:BRD-K23050218-001-01-9:5.07,DOS047_MCF7_24H:BRD-K23050218-001-01-9:5.07,DOS047_PC3_24H:BRD-K23050218-001-01-9:5.07,DOSBIO002_A375_24H:BRD-K23050218:10.1328,DOSBIO002_A549_24H:BRD-K23050218:10.1328,DOSBIO002_HT29_24H:BRD-K23050218:10.1328,DOSBIO002_PC3_24H:BRD-K23050218:10.1328,DOSBIO002_MCF7_24H:BRD-K23050218:10.1328,DOSBIO002_NEU_24H:BRD-K23050218:10.1328,DOSBIO002_NPC_24H:BRD-K23050218:10.1328
5720,-1.96520900726,-5.03905010223,0.15357708931,-1.05353808403,0.579933047295,-0.164775878191,-1.38102698326,0.21303319931,0.630482375622,-0.843001008034,0.629048407078,-0.0063017308712,1.30480003357,2.21608781815
466,-2.67619657516,0.309550017118,-0.570009708405,-1.69105279446,-1.66273200512,-0.276183664799,-0.259988605976,-0.237831652164,0.674048542976,-0.240236788988,0.0786801427603,0.81505972147,-0.379750013351,-0.405326068401
6009,-0.014700582251,1.56809997559,0.220381259918,-0.279131054878,0.0592541694641,-0.325993567705,-0.258179277182,0.689172148705,-0.977685689926,1.2263777256,0.233484566212,0.793504953384,-0.295099973679,-0.0914727374911
2309,-1.74987375736,-0.328700006008,0.220339328051,-1.5936204195,-0.114416986704,-0.451623558998,0.355364024639,-0.427943319082,-0.275334209204,-0.910715758801,-1.02409088612,-0.726097106934,0.248450011015,0.344386160374
387,-0.249710083008,0.567299962044,0.315678209066,-0.113815456629,-0.364730775356,-0.458893328905,-2.182097435,0.501435816288,-0.0185246951878,1.03188407421,-1.00937700272,0.990187287331,-0.162299990654,0.187144502997
3553,1.88708531857,0.833199977875,1.58119034767,-0.48892852664,1.63340687752,-0.593687832355,-0.730859518051,-0.224671840668,-0.762834846973,0.406482338905,0.307802021503,-0.258358120918,0.322099983692,-0.100049570203
427,0.624799728394,1.72794997692,0.360035300255,0.32234787941,-2.85524749756,-1.06472015381,0.144891574979,0.78286242485,-0.00400061905384,3.82235050201,0.600359916687,3.02807807922,0.444499999285,-0.374474614859
5898,0.122467279434,-0.554600000381,-0.440093249083,-0.722526907921,-1.08403134346,-0.525951981544,-2.12460517883,-0.874929010868,-0.306005299091,0.953851699829,-0.0118400342762,-0.373299628496,-0.633399963379,0.0432100817561
23365,0.502767086029,0.060849994421,1.09024631977,0.450993657112,-0.322806298733,-0.258023381233,-0.752995550632,0.979301810265,0.747479259968,-0.0792312771082,0.297405421734,0.423336833715,0.551949977875,-0.0941914245486
6657,2.27304458618,0.0327999964356,1.26443219185,0.0231960266829,1.09061217308,-0.691008627415,0.791056990623,1.80385041237,-0.44252088666,0.729747891426,0.530995965004,-0.519476473331,-1.79145002365,0.53393882513
5054,1.03035235405,-0.574599981308,-0.226378947496,-0.558526277542,-0.272936165333,0.198661625385,-0.753468155861,1.21717643738,0.725215911865,-0.165807127953,0.194508135319,-0.862793385983,0.0946500003338,-0.0307147577405
3108,0.143647402525,-0.739750027657,0.724081516266,-0.0696005672216,-0.322184890509,-0.463676422834,1.13858151436,-0.730374336243,-1.3730905056,0.233472257853,-0.570996046066,-0.562180459499,0.46645000577,0.664635181427
1950,3.7871658802,0.229600012302,0.772222161293,1.95099127293,0.878418445587,-0.0719221308827,2.9914829731,-0.174698829651,-0.959475159645,-1.05186331272,0.230287134647,-0.182400763035,-0.269300013781,-0.263494879007
351,0.892275512218,0.52095001936,0.0854952707887,1.48744034767,-0.516103863716,-0.322359532118,2.0107922554,-1.02636623383,-0.408723205328,-0.555618703365,-0.0729544311762,-0.24025413394,0.976649999619,0.259368360043
4846,0.098773419857,0.30759999156,0.876745343208,0.182871431112,0.842145621777,-0.0176596790552,1.88758778572,-0.267400562763,0.264242529869,-0.228061035275,0.156913354993,-0.100746482611,-0.0759999901056,0.591129601002
1452,-1.33576893806,-0.565050005913,-0.155078530312,-0.298291385174,-0.00326498388313,0.335475116968,-0.537585556507,-0.03790409863,-0.180827647448,0.332026153803,-0.28605234623,-0.0310500189662,0.0191000103951,-0.0219145417213
4776,2.51794266701,0.1725499928,1.48088216782,-0.034789994359,1.10448825359,-0.582218766212,1.17817771435,0.854776859283,-0.520859777927,0.5993309021,0.792113184929,0.574678421021,-1.0298500061,0.0709696412086
6908,-2.07785463333,-0.565999984741,-0.278997123241,-0.37528181076,-0.213282942772,0.00200934708118,-0.0240272749215,0.666624307632,0.25429302454,-0.978284955025,0.823883831501,0.371770679951,0.927850008011,-0.230766028166
672,-2.99099969864,-0.624350011349,-1.66589987278,0.227031096816,-0.934740066528,0.537008047104,0.0924298167229,-0.550882935524,0.658849716187,-0.183168694377,0.202811092138,-0.069565013051,-1.19885003567,-0.242191120982
5710,-1.68848788738,-0.0436000078917,-0.551970720291,-1.51957440376,-0.663779914379,-1.33915817738,0.118606254458,0.550782203674,0.944207966328,0.203211396933,0.214065670967,0.455308318138,-0.424049973488,-0.160995841026
2115,2.0237827301,0.0523500144482,-0.0477999448776,0.680148184299,0.82832467556,0.567018032074,-1.2324141264,-1.3473225832,-0.363906890154,0.513933718204,-0.471711903811,-0.510257840157,0.209499999881,0.569601893425
7015,1.10230898857,0.612450003624,2.37989163399,0.069647140801,0.442368239164,-0.683628857136,1.29597890377,0.266316384077,-0.169835761189,-0.488004922867,0.937874436378,-0.42520776391,0.29984998703,0.122583962977
8726,-1.92678070068,-0.19865000248,-1.79320204258,0.0408833436668,-1.35948610306,-0.264757066965,1.57618927956,0.491530835629,-0.376704484224,1.05892729759,0.863656938076,0.597690224648,1.1168500185,-0.204147085547
2185,3.40476346016,0.761099994183,1.15317749977,0.0170452482998,0.801983118057,-0.377904653549,4.13317632675,0.538378834724,-0.827121019363,0.651979446411,1.00740122795,-0.0329177081585,-0.0333499908447,-0.278385579586
3315,0.189592152834,-0.187700003386,-0.125013530254,0.553045451641,-1.23201203346,-0.610832750797,0.403588473797,0.154698312283,-0.666397571564,0.572950303555,-1.08728539944,-0.195234656334,0.0560499988496,-0.499387234449
5289,1.1357395649,0.206300020218,0.671881496906,-0.434167027473,-1.3053330183,-0.794591546059,1.53793609142,0.778995573521,-1.09795308113,-0.658268690109,0.826082527637,-0.238824903965,0.195349991322,0.182094559073
868,0.00451208278537,0.287000000477,-0.389901518822,0.668578386307,-0.0309586562216,-0.312697470188,-0.0117359124124,-0.0954155921936,-0.677609324455,1.09351956844,0.317199796438,-0.027177542448,1.21774995327,-0.38602784276
1677,1.92150461674,-0.378899991512,-1.34988546371,0.617663502693,0.827114999294,-0.207671090961,0.96118158102,-0.4341365695,0.111065626144,-0.527316689491,0.862457692623,0.3977894485,-0.086249999702,0.14377489686
7043,2.24498438835,0.600999951363,0.31373411417,-0.29412484169,0.908840656281,-0.900966048241,0.0484496206045,0.329990297556,0.107352547348,0.88568675518,-0.403626829386,0.106148906052,-0.0220999978483,0.252365678549
5613,2.90122890472,-0.633800029755,0.687312722206,0.713910937309,0.250468164682,0.352609395981,1.17290425301,-1.12320637703,-0.333932578564,-0.165476068854,0.582827031612,-0.344140201807,-0.75444996357,0.531951189041
595,-1.51485097408,0.43314999342,0.320729494095,-0.74002379179,-0.890521407127,-0.841828584671,-1.36550378799,0.475556284189,1.29326200485,-0.251429021358,-1.04511117935,0.222138047218,-0.881999969482,0.225747257471
4793,0.155253186822,-1.02679991722,-0.0386507213116,-0.383679121733,-0.265765428543,-0.107904337347,-0.481527864933,1.28921711445,0.0305604636669,0.219959229231,-1.25752353668,0.774717569351,-0.0758999884129,-0.833203971386
2736,2.57023572922,0.0229499936104,1.23748040199,-0.222182244062,2.22363615036,-0.328653842211,0.892470836639,0.0804954767227,-0.66977918148,1.48138153553,-0.146732926369,-0.383384943008,0.449599981308,0.319575071335
5290,1.18306529522,-0.0403500050306,-0.117541491985,0.984705150127,0.923566758633,-0.441225022078,0.742580115795,-1.11376810074,-0.955150067806,0.464676260948,0.323431581259,-0.0680385529995,0.554600000381,-0.11413231492
6194,-5.29730606079,-0.798950016499,0.365946412086,0.617778897285,0.248398885131,-0.513004422188,0.542963445187,-0.66639393568,0.342383593321,0.821476519108,0.04433144629,0.185215830803,-1.50074994564,-0.0984219834208
1676,2.27064204216,0.691900014877,-1.77502250671,-0.802869319916,0.280028760433,-0.42762568593,0.142000690103,0.544489741325,0.626254320145,0.662254929543,0.254187971354,0.39040222764,-0.0608999989927,0.370213925838
23512,-1.37568426132,0.136949986219,-0.837420761585,-0.0265613496304,-0.557878851891,0.463625431061,0.0645285323262,-0.374514907598,-0.233778238297,-0.774374842644,0.341063588858,-0.0257635116577,0.0670500099659,0.0401358082891
148022,-0.407525837421,-0.742900013924,-0.218712061644,-0.772984862328,-0.303793489933,-0.148909017444,-0.756249070168,0.170344144106,0.0810658559203,-0.331586629152,-1.34605455399,-0.721916675568,0.28434997797,0.155551284552
1906,1.34380221367,0.645500004292,1.22264361382,-0.0189385414124,0.562229335308,-0.556094646454,0.55804926157,-0.714333534241,0.516258537769,-0.356760442257,0.806494534016,0.0367920100689,0.401750028133,-0.00807417184114
8878,-2.0354475975,0.0526499971747,0.683243870735,-0.0323847681284,0.0307018458843,-0.759416460991,-0.253524065018,0.205807715654,0.549451947212,-0.640151083469,0.300393939018,-0.0982654690742,-0.410800009966,-0.180206015706
3091,0.296254903078,-1.48199999332,-0.322569847107,0.379544973373,-0.632915616035,-0.775329589844,0.2937079072,0.222804874182,0.484304994345,-1.734405756,0.867700517178,-0.165928453207,-0.124949999154,0.753141283989
5743,2.17390799522,0.136199995875,-0.22688794136,-0.257099121809,-0.240694656968,-0.497253477573,-0.0628978982568,-0.544605791569,0.916217088699,-0.971725106239,0.690286278725,-0.129976481199,-0.289999991655,-0.519848823547
5321,0.282749950886,0.214550003409,0.089716359973,-0.0994326248765,0.299803584814,0.126566171646,-1.21993076801,1.3288640976,-1.97488069534,0.0945115089417,0.146814495325,0.362841874361,0.11764998734,0.285208165646
4144,1.71520555019,-0.380499988794,1.18838524818,-0.380313575268,1.92529523373,-0.03488484025,0.353131473064,-0.0381298661232,0.272900283337,-0.642874419689,-0.0406440719962,0.0223511606455,-0.524500012398,0.192813247442
1981,1.88953983784,0.265249967575,-0.975076854229,0.494214653969,-1.17173314095,-2.00227379799,-0.0557631328702,-0.0883644521236,-0.304098844528,-0.414803743362,-0.815170407295,-0.0102212205529,-0.930349946022,0.460013359785
695,0.903068959713,-0.0290000140667,0.432000368834,-0.0505685098469,0.367562234402,0.469427525997,1.56452929974,-0.683151841164,0.18492898345,-0.0493824854493,-0.268659800291,0.54404258728,-0.365999996662,-0.513502955437
10398,2.33872652054,1.22579991817,0.245729237795,0.11150662601,1.2183765173,-0.782709360123,-0.288779973984,-0.454335063696,-0.626024842262,0.957519471645,-0.221041828394,-0.403237968683,-1.30594992638,-0.172734096646
5708,0.244232654572,0.476649999619,-1.3621134758,-0.132273852825,-0.608929753304,-0.780300736427,-0.0966965407133,-0.384356915951,-0.323759675026,-0.909880697727,0.878204703331,0.534607768059,0.737500011921,0.463771522045
1213,-1.89921820164,0.425899982452,0.218193501234,-0.00960429757833,-0.142559871078,0.271384268999,-1.0356014967,0.668855845928,0.64337015152,-0.451154947281,0.543131411076,-0.258770674467,0.291249990463,-0.310081124306
226,0.556282401085,-1.84409999847,0.857348501682,-0.655440986156,0.310534149408,0.267999768257,-1.29185843468,0.459752440453,1.32278704643,-0.125162184238,-0.750263631344,0.310544341803,-0.643450021744,0.108006544411
