rid,DOS021_VCAP_24H:BRD-K31589685-001-01-0:5.01,DOS044_A375_24H:BRD-K31589685-001-01-0:5.01
5720,-0.529299974442,0.167799979448
466,0.747500002384,0.401549994946
6009,0.373849987984,0.427150011063
2309,-0.160300001502,-0.420000016689
387,0.462300002575,-0.327300012112
3553,-1.60210001469,-0.934450030327
427,0.615000009537,0.00620000064373
5898,1.12630009651,-1.96494996548
23365,0.048299998045,-1.3952999115
6657,-0.260450005531,-1.10210001469
5054,1.17065000534,-2.45989990234
3108,-0.0964500010014,0.32674998045
1950,-1.40249991417,0.648649990559
351,1.05380010605,0.30039998889
4846,-0.228650003672,0.424000024796
1452,-0.323249995708,0.0390999913216
4776,0.217150002718,-0.272300004959
6908,-0.34604999423,0.645150005817
672,0.456900000572,-0.246700003743
5710,0.645399987698,-0.043850004673
2115,-0.795549988747,-1.02690005302
7015,-0.0981499999762,-0.427450031042
8726,-0.237000003457,-0.397249996662
2185,-0.875200033188,-0.878700017929
3315,0.0349999964237,0.326649993658
5289,-0.374849975109,-0.797500014305
868,2.86959981918,-0.53409999609
1677,-0.612550020218,0.405399978161
7043,0.212499991059,-0.37600004673
5613,-0.927900016308,-0.205599993467
595,0.645949959755,-0.15324999392
4793,0.151399999857,0.165899991989
2736,-0.529449999332,-0.540199995041
5290,-0.887199997902,-0.118000000715
6194,-0.693050026894,0.00034999998752
1676,-3.96105003357,-0.443350017071
23512,-4.42035007477,0.137749999762
148022,1.46780002117,-1.3886500597
1906,-0.965250015259,1.12255001068
8878,0.4170999825,0.195149987936
3091,0.452550023794,-0.142250001431
5743,-0.537550032139,-0.0198999643326
5321,-0.191599994898,-3.82489991188
4144,-1.12985002995,-3.98429989815
1981,0.838750004768,0.0286000017077
695,-1.13100004196,-1.23460006714
10398,-0.397500008345,-0.692149996758
5708,-1.02524995804,0.238999992609
1213,-4.94304990768,-0.375649988651
226,0.504400014877,-0.561600029469
6777,-0.445050001144,-0.953850030899
2113,0.288700014353,-0.761000037193
3329,0.78225004673,0.12594999373
1050,1.54540002346,-0.118550002575
9491,-0.164549991488,-0.912899971008
22926,0.90750002861,-3.39499998093
5899,-0.422750025988,0.553449988365
5467,0.188950002193,-0.611649990082
6774,0.990100026131,0.648100018501
1788,-0.987949967384,-0.774000048637
5921,1.97259998322,-0.449200034142
5721,0.474949985743,-0.986150026321
2263,-0.328049987555,-0.230200022459
808,-0.40600001812,-0.097850009799
30001,0.218150004745,-0.60119998455
348,-1.32420003414,0.282450020313
30849,0.622200012207,-0.665399968624
1454,-0.211800009012,1.06815004349
6500,-0.350199997425,-0.715250015259
5627,0.315699994564,0.507250010967
5715,-0.00124999880791,-0.659500062466
4791,-0.386999994516,-0.427749991417
56924,0.781350016594,0.79984998703
2690,0.216299980879,0.655449986458
1019,1.48134994507,0.743149995804
51422,-0.781450033188,-0.417899996042
5788,-0.0799499899149,-1.4579501152
6709,-0.0673999786377,-0.427500009537
1277,-0.244100004435,-1.76305007935
993,1.47229993343,0.173149988055
7157,0.127149999142,-0.875899970531
1958,-1.03984999657,-0.835000038147
4582,0.565050005913,-0.845299959183
9212,0.426050007343,-1.33224999905
8440,0.589550018311,0.674450039864
6790,0.224499985576,-0.143649995327
8851,0.564449965954,0.742900013924
2534,1.67250001431,-0.0481999516487
4893,-0.166950002313,-1.41184997559
665,-0.106849998236,0.601850032806
4313,-0.753899991512,-0.967200040817
