rid,CPC001_HA1E_6H:BRD-K15842202-001-02-5:10,CPC001_HA1E_24H:BRD-K15842202-001-02-5:10,CPC001_HCC515_6H:BRD-K15842202-001-02-5:10,CPC001_HCC515_24H:BRD-K15842202-001-02-5:10,CPC001_PC3_6H:BRD-K15842202-001-02-5:10,CPC001_PC3_24H:BRD-K15842202-001-02-5:10,CPC001_VCAP_6H:BRD-K15842202-001-02-5:10,CPC001_VCAP_24H:BRD-K15842202-001-02-5:10
5720,-1.32523334026,0.825975418091,-0.100850015879,-1.0271345377,-0.757894933224,0.109834216535,-0.489356100559,-0.745038807392
466,-0.350466668606,0.12083530426,0.593450009823,0.321694552898,-0.0161514990032,-0.363333046436,-0.52549803257,-0.714307367802
6009,0.237866640091,-0.00351895391941,0.516950011253,1.29092371464,-0.721276760101,-0.264273226261,-0.485925555229,-0.292759597301
2309,0.303233355284,0.306716501713,0.220350027084,-0.356895297766,-0.165635421872,0.186637252569,-0.512356817722,-0.815230250359
387,-0.0962000489235,-0.240491420031,0.952449977398,-0.541516304016,-0.910210728645,0.147075980902,-0.113632783294,-0.731496393681
3553,0.0128999985754,0.951491653919,-0.690999984741,-0.375743031502,-0.50425106287,0.281269699335,0.170912533998,0.995118021965
427,0.954233407974,-0.127978280187,0.895299971104,-0.0347755774856,-1.12989532948,-0.951805770397,-0.366367161274,0.250982820988
5898,0.505800008774,0.336068272591,1.32815003395,-1.03056788445,-0.200312912464,-0.552132725716,-0.646820187569,-0.0544212162495
23365,1.15433335304,-0.055985763669,1.19515001774,-0.969088673592,-0.959810972214,0.503587782383,-0.520141720772,-0.46110278368
6657,-0.00976666808128,0.362469255924,0.717049956322,-0.16938585043,-0.367828726768,-0.31400001049,0.803036689758,0.975400686264
5054,-1.00559997559,-0.226306021214,0.661300003529,1.17074167728,-0.532825112343,-0.116681553423,0.154681742191,0.154485717416
3108,-0.798666775227,-0.432374119759,0.650849997997,-0.894954144955,0.052767559886,-0.875304400921,-0.347621023655,-0.35837033391
1950,1.13840007782,0.352316975594,-0.953350007534,1.01320981979,0.37589982152,-0.194939419627,0.528867721558,1.25413811207
351,0.35763335228,0.372032612562,-0.664700031281,0.372864097357,-0.819694876671,-0.274969398975,-0.0720026493073,-0.0135388206691
4846,-0.831833362579,0.822526752949,0.113150000572,-0.152939707041,-0.153435185552,0.0779137909412,-0.267936348915,0.390743762255
1452,-0.412933319807,-0.178747117519,1.43905007839,0.0818822532892,0.7751314044,-0.0685339048505,-0.569901525974,0.179244160652
4776,0.244466677308,0.278667598963,-0.189350008965,0.348031044006,-0.0128384754062,-0.0826939940453,0.697603404522,1.08593797684
6908,-0.322066694498,-0.534682095051,0.792750000954,0.104513674974,0.175126001239,-0.155608654022,-0.673578202724,-1.01315450668
672,0.513999998569,-0.571676492691,0.147600024939,-0.22907410562,-0.818092405796,-0.308456003666,0.0864466354251,0.0417676568031
5710,-0.427166700363,-0.370411247015,1.014950037,-0.773313701153,0.102916963398,0.100174285471,-0.276227980852,-0.454122632742
2115,0.353966683149,0.20161511004,1.43124997616,-0.857236921787,-0.111673854291,-0.364130020142,0.806072413921,0.88069832325
7015,0.737800061703,-0.556427955627,0.188100039959,0.916886568069,0.927868485451,-0.285124123096,0.469902038574,0.764418959618
8726,0.0558000206947,-0.34160220623,0.140550002456,-0.361627429724,0.0733800977468,-0.0307339467108,-0.569201350212,-0.565951347351
2185,0.864366650581,0.469269096851,0.260800004005,0.210699319839,0.585898935795,0.0921909064054,0.513277351856,1.3261859417
3315,-0.769000053406,0.0889525339007,-0.792299985886,-1.74442696571,-0.610777378082,0.249561935663,0.0975606441498,-0.391779333353
5289,0.562766671181,0.715144276619,0.930700004101,-0.330487877131,-0.00291211158037,-0.0615867823362,-0.195542246103,0.532228946686
868,0.210933357477,0.102903604507,1.13744997978,-0.485969215631,-0.369823992252,-0.964017689228,0.120576813817,0.239017486572
1677,0.143533334136,-0.169672369957,0.94109994173,1.30322504044,0.632956504822,-0.161864921451,0.529475331306,0.898681342602
7043,0.658133327961,1.26501727104,0.926400005817,-0.301873505116,1.05133140087,-0.144436240196,0.540284335613,0.72718423605
5613,1.64673352242,1.24236345291,0.82959997654,4.1188583374,1.34103190899,2.27360463142,0.577529370785,0.672993957996
595,-0.077399969101,0.198408216238,0.836049973965,-0.964941561222,0.541250288486,-0.1865439713,-0.146142348647,-1.8237285614
4793,-0.0307333469391,-0.197505921125,-0.284399986267,-0.467540681362,-1.01378846169,0.264178872108,-0.182259649038,0.135051161051
2736,1.3805000782,0.771258473396,0.716899991035,1.1926189661,0.35335791111,0.0920309796929,0.0288700014353,1.0732177496
5290,0.604766726494,0.0761624276638,0.538850009441,0.28381305933,0.602352619171,0.440695852041,-0.154005244374,0.475867807865
6194,-0.229733347893,-0.000287557020783,-0.530799984932,-0.0446313805878,-0.216856211424,-0.336779028177,-0.185165137053,0.263198673725
1676,1.01283335686,0.183505266905,0.992449998856,0.150247588754,1.04700517654,-0.232523471117,0.833750963211,1.08565700054
23512,0.583000004292,-0.166040688753,-3.1547498703,-0.66022503376,0.766747355461,0.299664437771,-0.297217547894,-0.551919877529
148022,0.366466641426,0.512727320194,0.347600013018,-1.0055809021,0.204016655684,-0.598405897617,-0.60923409462,-0.505670130253
1906,0.619199991226,1.09628283978,0.776250004768,0.598201394081,0.804202079773,-0.875586867332,0.25430187583,1.22213482857
8878,-2.65350008011,-1.31777787209,-0.337249994278,-0.859493136406,-0.301576435566,-0.674771547318,0.271026194096,-0.328532040119
3091,0.45573335886,0.0,0.306549996138,0.64046472311,-0.177218109369,-0.116189450026,0.674627244473,0.131490051746
5743,-0.108633324504,-0.235896587372,0.513799965382,0.0579360276461,0.33211606741,0.103500381112,0.612331211567,0.763287782669
5321,0.9525000453,0.134737059474,0.694800019264,0.56048476696,0.294529348612,-0.198732346296,0.656302571297,0.374579906464
4144,-0.100933328271,-0.377768546343,-0.29335001111,0.63867944479,0.461715549231,-0.52038025856,0.0803014934063,1.27143359184
1981,0.24033331871,2.79443979263,1.27220010757,-0.113294899464,0.831421136856,-0.102761797607,0.0816598385572,0.0326726436615
695,0.437800019979,0.931525468826,-0.127399995923,-0.661240875721,0.158713817596,0.0399718508124,0.241144552827,-0.0429526865482
10398,-0.197899997234,0.606065034866,1.33984994888,0.0312572866678,0.743125915527,0.397276610136,0.230095803738,1.04928994179
5708,-0.305666655302,0.172478199005,0.475450009108,0.714848220348,0.0323640294373,0.0193838849664,-0.571435332298,0.819912970066
1213,0.00413332879543,0.107965618372,1.0638500452,-0.650410056114,0.0479347407818,0.477128386497,-0.438559710979,-1.49969863892
226,-1.11120009422,-0.366959512234,1.21904993057,-0.962396264076,0.210882931948,-0.118790797889,-0.691449701786,0.278723657131
6777,0.275066673756,0.802883684635,0.303749978542,-1.43284511566,-1.75761699677,0.415534496307,0.437790691853,-0.321074485779
2113,-0.283733338118,0.283774107695,1.35374999046,1.97614645958,1.01783442497,0.142426714301,0.671416223049,0.708119452
3329,-0.0338000059128,0.30001732707,0.459749996662,-0.638266921043,0.501007795334,-0.0130403153598,-0.474625825882,-1.0929363966
1050,0.235100001097,-0.326362848282,0.301050007343,-0.801557660103,-0.707719504833,0.73290336132,-0.418787121773,-0.638639569283
9491,0.384300023317,0.275439918041,0.259149998426,1.29862117767,0.836553931236,0.365442097187,-0.177817985415,0.327065467834
22926,-0.302666664124,0.157589271665,1.54719996452,-0.186543613672,0.67727792263,0.566077649593,-0.219207301736,1.0395026207
5899,-0.0511000454426,-0.52405589819,1.06140005589,0.177809268236,0.163443252444,-0.403946757317,-0.266965687275,-0.47326284647
5467,1.44083333015,0.0449997186661,0.109599977732,0.90345209837,0.640732824802,0.0843530595303,0.315536916256,1.45820784569
6774,0.193999990821,0.578977584839,0.0949500203133,-0.51549834013,-0.370536208153,0.707132339478,0.293436825275,-0.797150731087
1788,1.36073338985,0.232727482915,0.247650012374,1.20930600166,0.471617013216,-0.0378939062357,0.629037857056,0.571821808815
5921,0.577833354473,-0.365381985903,-0.428499996662,2.25962758064,-0.208609521389,0.412782847881,-0.391363739967,-0.421097397804
5721,-0.129566669464,0.0259259641171,0.587599992752,-0.275069087744,0.0828591138124,0.100143380463,-0.424065768719,-0.51137804985
2263,0.177633345127,-0.0528734922409,-0.0194500088692,1.28124904633,0.473406463861,-0.291500151157,0.163200348616,0.622050344944
