rid,CPC018_A375_6H:BRD-K45437867-005-02-5:10,CPC018_A549_6H:BRD-K45437867-005-02-5:10,CPC018_A549_24H:BRD-K45437867-005-02-5:10,CPC018_ASC_24H:BRD-K45437867-005-02-5:10,CPC018_HEPG2_6H:BRD-K45437867-005-02-5:10,CPC018_HT29_6H:BRD-K45437867-005-02-5:10,CPC018_MCF7_6H:BRD-K45437867-005-02-5:10,CPC018_MCF7_24H:BRD-K45437867-005-02-5:10,CPC018_NPC_24H:BRD-K45437867-005-02-5:10,CPC018_PHH_24H:BRD-K45437867-005-02-5:10,CPC018_SKB_24H:BRD-K45437867-005-02-5:10
5720,0.544048607349,0.275177776814,0.315499991179,-0.0498333573341,0.247842922807,-0.673399150372,-0.590590417385,-1.91385340691,1.22440075874,-0.667054474354,0.105512171984
466,0.519732415676,-0.61021399498,-1.10615003109,1.04863333702,-1.83115029335,-0.615868151188,-0.360434919596,-0.684693217278,1.09627139568,0.783824503422,0.186645150185
6009,0.414934754372,1.04370582104,0.258900016546,-0.318599998951,1.63440871239,1.05192935467,0.0564573705196,1.15413463116,1.11465120316,0.891151666641,1.05619883537
2309,-0.250935524702,1.51499605179,2.68814992905,-0.0559000074863,1.34820127487,-0.189222857356,-0.666707634926,-0.542726755142,0.643215179443,0.0895501226187,0.0638229846954
387,0.424966752529,1.41838049889,1.03764998913,0.135399997234,3.3899064064,1.20682752132,1.07559585571,2.85358858109,1.03074479103,-0.0772342681885,0.183394193649
3553,-0.0198849942535,-0.521230041981,-0.746700048447,-1.13870000839,-1.02088296413,-0.0361201241612,-0.0805044993758,0.749377369881,-0.890026569366,-1.55559778214,0.19782653451
427,0.491769731045,-1.18124961853,0.455399990082,0.46863335371,0.183337554336,-1.75575077534,0.13282135129,-0.726144373417,3.80539298058,0.55732601881,0.884819507599
5898,0.0818821042776,-1.47289133072,-0.632400035858,0.147466719151,1.36589729786,-1.52906084061,-0.457024276257,-1.04983568192,-0.0496772229671,0.388158887625,0.864268302917
23365,0.316635191441,0.132649645209,0.685249984264,-0.0355666950345,1.21891987324,-0.0369540452957,0.407263755798,0.467788338661,0.349525392056,-0.411015331745,0.00415939092636
6657,-0.220887213945,-0.256509929895,-0.529250025749,-0.243233323097,-2.50871992111,0.628031373024,-0.622219622135,-0.613008737564,1.00608372688,-1.3579928875,-0.50072479248
5054,-0.502835392952,0.0479424372315,-0.978549957275,0.642933368683,-0.458440721035,-0.672833144665,-0.783314228058,3.14680194855,0.300297498703,1.70717573166,0.801891088486
3108,0.311295837164,0.709726691246,-0.758499979973,0.411900043488,3.35565423965,0.0398135222495,0.293941229582,0.595396399498,6.49029636383,-0.895153582096,0.283626198769
1950,-0.14485873282,-0.847182869911,-0.822049975395,0.418500006199,-1.21407568455,-0.643383979797,-0.215936601162,2.99447917938,-0.267498165369,-0.00327979028225,0.0681407898664
351,0.731491446495,-0.160233601928,-1.11919999123,-0.155100017786,-1.88652932644,-0.816072642803,-0.919680058956,-0.63779938221,-0.234807342291,0.109741553664,-0.791635036469
4846,0.787143051624,0.042394682765,0.759250044823,1.497433424,1.16643381119,0.128011539578,-0.166461065412,-0.184014305472,0.484548807144,-0.306939184666,-0.591296136379
1452,0.702049612999,-0.525623738766,0.82515001297,0.882266640663,1.30049335957,1.05849146843,0.909292459488,0.20668913424,0.668036699295,0.186639130116,0.390539109707
4776,0.283676505089,-0.556225478649,-0.917349934578,-0.428866654634,-1.76196813583,0.0159419924021,-0.0813938826323,0.080051921308,-0.858337521553,-1.51481068134,-0.375493764877
6908,-0.0837055295706,-0.161617234349,0.357699990273,0.0970333367586,1.60965764523,-1.09214794636,0.940502166748,-0.754982352257,1.36151850224,0.369258224964,-0.123867407441
672,0.374284744263,0.204814523458,-0.478850007057,0.811966657639,-0.286491900682,-0.757694661617,-0.124769024551,-1.86059951782,-0.161847561598,-0.953764200211,-0.370114773512
5710,0.261096209288,0.950990319252,0.893200039864,-3.11916685104,1.15001833439,-0.242077231407,0.302262663841,0.150303572416,0.65758562088,1.12185323238,0.831215322018
2115,-0.1249230057,0.514790713787,0.0221999883652,-0.0544666796923,-0.89626455307,0.537370383739,0.475367128849,-0.141703411937,0.384873688221,-0.674644529819,-0.186576843262
7015,-0.447126358747,-0.200682461262,-0.189349979162,-0.294533342123,-1.00643849373,0.408602207899,-0.456101566553,-1.29218268394,0.612674832344,-1.40172970295,-1.31524538994
8726,0.280574798584,0.309744507074,-0.328599989414,0.631000041962,2.20716142654,1.10722160339,-0.142843067646,-1.60177004337,-0.580535769463,0.329182684422,0.392716854811
