rid,DOS006_VCAP_6H:BRD-K07381195-001-02-3:5.03,DOS006_VCAP_24H:BRD-K07381195-001-02-3:5.03,DOS036_A549_24H:BRD-K07381195-001-02-3:5.03,DOSBIO001_A375_24H:BRD-K07381195:10.0578,DOSBIO001_A549_24H:BRD-K07381195:10.0578,DOSBIO001_HT29_24H:BRD-K07381195:10.0578,DOSBIO001_MCF7_24H:BRD-K07381195:10.0578,DOSBIO001_PC3_24H:BRD-K07381195:10.0578,DOSBIO001_NEU_24H:BRD-K07381195:10.0578,DOSBIO001_NPC_24H:BRD-K07381195:10.0578
5720,-4.66275024414,0.474943190813,-0.827149987221,-0.493719011545,0.68029999733,0.506071686745,0.178951203823,-0.369663894176,1.7283500433,2.46891093254
466,2.04820013046,-0.350236624479,0.226150006056,-2.17828536034,0.539200007915,0.582403540611,-0.374349623919,-0.543816685677,0.478899985552,0.641085088253
6009,0.561450004578,-0.59914791584,-0.115199990571,0.675822377205,-0.942499995232,-0.154139876366,-0.255364775658,0.377391934395,0.320300042629,-0.219191372395
2309,1.32854998112,-1.27051305771,1.38549995422,0.0937882661819,0.638399958611,-1.31964969635,1.2901661396,-1.03843307495,0.129050001502,-0.486878484488
387,1.6263500452,0.179051667452,-0.0154500007629,0.412770450115,0.279399991035,0.346070885658,-0.798658430576,-0.510512173176,-0.503800034523,-0.597276091576
3553,1.39915001392,0.287442475557,-1.40160000324,-0.263805508614,1.1589499712,0.874597907066,1.16893863678,0.372147113085,-0.0674499869347,0.321698963642
427,-2.17269992828,-0.3800137043,-0.798799991608,-1.07428717613,1.10979998112,-0.251685410738,-0.0833856090903,-0.338716447353,0.326600015163,-0.428016602993
5898,1.2881000042,-0.369215339422,-0.522300004959,-1.01328754425,-0.902999997139,0.0505379512906,-0.452936261892,0.959396958351,-0.892149984837,-0.077917277813
23365,1.72385001183,-0.0161468163133,-0.731500029564,0.324890434742,0.794350028038,0.0841668099165,-0.464957326651,0.12999022007,0.444350004196,0.593956649303
6657,1.45985007286,0.721079468727,-0.296950012445,0.769252419472,0.473250001669,0.335144251585,0.287179946899,0.72788643837,0.298350006342,-0.749807059765
5054,2.14590001106,-0.124261774123,0.11930000782,-0.381408452988,-0.432449996471,0.280321091413,0.312607944012,0.634049415588,-0.333550006151,1.28181922436
3108,3.42225003242,-0.169083490968,-0.0466999933124,-0.243539720774,-0.764850020409,-0.118577979505,0.0360344350338,0.89773029089,-0.0821499973536,0.365823358297
1950,3.12629985809,5.36514949799,-0.635550022125,-0.264440953732,1.60800004005,0.107826702297,1.18730580807,1.14819979668,-0.0877499878407,0.173252210021
351,0.0,-1.02321946621,-1.01974999905,-1.26457035542,-0.00979998707771,-1.17061650753,0.528475940228,-0.0873553901911,0.0397999994457,0.418348550797
4846,-0.771950006485,1.3589682579,-0.957299947739,-0.30999982357,-0.234099984169,0.329829454422,0.137701094151,0.514126121998,-1.08910000324,-0.459618955851
1452,0.172800004482,-1.14038848877,0.80110001564,0.951701283455,-0.075650036335,0.598428726196,-0.672270178795,-0.558798074722,0.0310000032187,-0.68716108799
4776,1.90415000916,0.948656022549,-1.82679998875,0.696460723877,0.878899991512,1.21440553665,0.763081848621,1.44241142273,0.553499996662,-0.387956917286
6908,2.44760012627,-0.15099799633,0.719550013542,1.18273043633,0.965550005436,0.380842924118,0.110819607973,-0.109072998166,-0.162200003862,0.20295445621
672,1.17154991627,-0.621762633324,0.75594997406,0.407618463039,-0.522599995136,-0.564367949963,0.437175571918,0.722791492939,-0.283299982548,0.764882445335
5710,0.520699977875,-1.76354253292,-0.705399990082,0.305734485388,0.337799996138,0.446513950825,-0.811825633049,-0.704935312271,0.310000002384,0.829321742058
2115,1.33550000191,0.25808057189,-0.992600023746,-1.68983221054,-0.00295001268387,0.688448190689,0.279106080532,0.911798894405,0.15925000608,-0.935333669186
7015,1.68989992142,0.548001110554,-0.0780000090599,0.150616243482,1.32440006733,1.1056163311,0.706264019012,0.175403520465,1.00119996071,-0.120803415775
8726,1.84060001373,0.290992647409,0.841199994087,0.233277961612,-0.357349961996,0.0216326713562,-0.335984647274,-0.429631769657,0.397300004959,0.76474070549
2185,1.18285000324,0.382037222385,-0.861400008202,-0.180117383599,0.458799988031,1.1818202734,0.53815639019,0.788850545883,1.14380002022,0.455053001642
3315,0.662200033665,3.68843722343,-0.514299988747,0.156280323863,0.26574999094,-1.75328707695,-1.01361203194,-0.354690253735,-0.690250039101,-0.101727157831
5289,0.726550042629,0.558440029621,-0.268549978733,-0.404441088438,-0.48495003581,0.429892659187,0.651278734207,-0.00678524374962,1.55200004578,0.315520405769
868,1.67744994164,0.929834187031,-1.73125004768,-0.54410982132,1.15590000153,0.744756162167,0.79119759798,0.166152119637,-0.478749990463,0.230980709195
1677,2.66729998589,-0.407275557518,-0.401250004768,0.0532553382218,1.10805010796,1.03553974628,0.552884757519,-0.00717955827713,0.305099993944,-0.751104056835
7043,0.591449975967,-0.483381569386,-1.45409989357,0.183157742023,0.632349967957,0.872816443443,0.308565080166,-0.10091855377,-0.549049973488,0.80587297678
5613,0.442650020123,-0.415679574013,-1.07945001125,0.597897827625,1.09160006046,-0.777759790421,0.766103625298,0.640453279018,0.914350032806,-0.307810842991
595,0.71590000391,-1.31348216534,1.44510006905,0.5040320158,0.43955001235,-0.271695911884,-1.12216758728,-0.10734000802,-0.00409999489784,-0.81177264452
4793,3.58370018005,0.469134181738,1.85369992256,1.66036438942,0.404249995947,0.488729029894,0.735279619694,-0.378662437201,0.374950021505,1.05691218376
2736,1.18129992485,0.434698015451,0.529700040817,0.0497513860464,0.84500002861,-0.543666779995,0.315502762794,0.835748195648,-0.27300003171,-0.833528220654
5290,0.675350010395,-1.3050185442,0.559000015259,-0.339168339968,0.0135500133038,0.0129765868187,-0.31978738308,0.573049426079,-0.0623000115156,-0.646097481251
6194,-0.00034999998752,0.697429716587,-0.00065000000177,-0.0515307337046,-0.591050028801,-0.153759539127,-0.392624050379,0.809033572674,-0.0397999994457,-0.099088512361
1676,1.01324999332,0.557236015797,-1.52605009079,0.506985366344,2.41144990921,0.765395820141,-0.129788100719,0.236567184329,-0.16400000453,-0.566409289837
23512,1.10395002365,-0.189671874046,0.294349998236,0.22671765089,-0.143299996853,0.0572414845228,-0.208223998547,-1.22358775139,0.538250029087,0.90849417448
148022,1.5556999445,-0.205992817879,-2.18624997139,1.02156424522,0.507149994373,1.24001455307,0.390340477228,-0.110836341977,0.558400034904,0.373078137636
1906,0.985000014305,0.461637943983,-1.12565004826,-0.189562439919,-0.587350010872,-0.169211238623,0.589762568474,-0.0120997428894,0.10869999975,-0.0541502684355
8878,0.824400007725,-0.339992761612,-1.31505000591,-0.0916481167078,0.353049993515,-0.39519572258,-0.251074492931,-0.206655979156,-0.401950001717,-0.380712002516
