rid,CPC012_A375_6H:BRD-K35483542-001-03-1:10,CPC012_A549_6H:BRD-K35483542-001-03-1:10,CPC012_A549_24H:BRD-K35483542-001-03-1:10,CPC012_ASC_24H:BRD-K35483542-001-03-1:10,CPC012_HA1E_6H:BRD-K35483542-001-03-1:10,CPC012_HCC515_6H:BRD-K35483542-001-03-1:10,CPC012_HT29_6H:BRD-K35483542-001-03-1:10,CPC012_MCF7_6H:BRD-K35483542-001-03-1:10,CPC012_MCF7_24H:BRD-K35483542-001-03-1:10,CPC012_NEU_24H:BRD-K35483542-001-03-1:10,CPC012_NPC_24H:BRD-K35483542-001-03-1:10,CPC012_PC3_6H:BRD-K35483542-001-03-1:10,CPC012_PC3_24H:BRD-K35483542-001-03-1:10,CPC012_PHH_24H:BRD-K35483542-001-03-1:10,CPC012_SKB_24H:BRD-K35483542-001-03-1:10,CPC012_VCAP_6H:BRD-K35483542-001-03-1:10,CPC012_VCAP_24H:BRD-K35483542-001-03-1:10,CPC014_A375_6H:BRD-K35483542-001-04-9:10,CPC014_A549_6H:BRD-K35483542-001-04-9:10,CPC014_A549_24H:BRD-K35483542-001-04-9:10,CPC014_ASC_24H:BRD-K35483542-001-04-9:10,CPC014_HA1E_6H:BRD-K35483542-001-04-9:10,CPC014_HCC515_6H:BRD-K35483542-001-04-9:10,CPC014_HEPG2_6H:BRD-K35483542-001-04-9:10,CPC014_HT29_6H:BRD-K35483542-001-04-9:10,CPC014_MCF7_6H:BRD-K35483542-001-04-9:10,CPC014_MCF7_24H:BRD-K35483542-001-04-9:10,CPC014_NEU_24H:BRD-K35483542-001-04-9:10,CPC014_NPC_24H:BRD-K35483542-001-04-9:10,CPC014_PC3_6H:BRD-K35483542-001-04-9:10,CPC014_PC3_24H:BRD-K35483542-001-04-9:10,CPC014_PHH_24H:BRD-K35483542-001-04-9:10,CPC014_SKB_24H:BRD-K35483542-001-04-9:10,CPC014_VCAP_6H:BRD-K35483542-001-04-9:10,CPC014_VCAP_24H:BRD-K35483542-001-04-9:10,NMH002_FIBRNPC_24H:BRD-K35483542-001-05-6:10,NMH002_FIBRNPC_6H:BRD-K35483542-001-05-6:10,NMH002_NEU_6H:BRD-K35483542-001-05-6:10,NMH002_NEU_24H:BRD-K35483542-001-05-6:10,NMH002_NPC_6H:BRD-K35483542-001-05-6:10,NMH002_NPC_24H:BRD-K35483542-001-05-6:10
5720,0.0424748063087,0.201444000006,-0.804649949074,-0.203381031752,-1.51122200489,-1.9940558672,0.022995300591,-1.00187194347,2.2246735096,0.0465405732393,-0.229854270816,-0.801927924156,-2.33556580544,1.22549915314,-0.588751196861,-0.194257706404,0.724355340004,-0.67838293314,0.21595326066,-0.837701916695,-0.453651100397,0.0931801348925,-0.406865417957,-0.1711191535,0.702961444855,0.658746540546,2.75481319427,-0.253049999475,0.326218485832,0.0467114001513,-0.397760331631,-0.657213449478,-0.704551815987,0.911727488041,1.78996551037,1.85251033306,0.963068664074,0.00531546771526,-0.0661507025361,-0.0384558066726,-0.958278477192
466,0.36285290122,-0.321344703436,-0.32254999876,0.176373243332,-2.30009579659,-2.66572117805,-0.414210021496,0.196657523513,-0.289070039988,0.367571979761,0.565630197525,0.0244814455509,-0.274774551392,0.0743004083633,-0.272271513939,0.0190465822816,0.250811994076,0.241723805666,-0.383377343416,0.325220435858,0.103151887655,-0.409707516432,-1.27317941189,-0.310155421495,0.00376073271036,-0.289472013712,0.226384758949,0.103600025177,0.53371745348,0.409696877003,-0.0953835770488,0.686116397381,-0.08506359905,-0.698671996593,0.46663236618,-0.513226628304,0.7965914011,-0.00376646220684,-0.949433088303,0.460370659828,0.267499029636
6009,0.0221127588302,0.261441558599,0.183499991894,-0.220592290163,1.13147270679,0.594247043133,0.247805610299,-1.21608245373,-0.342036992311,-0.158820331097,1.3568956852,0.590202391148,-0.27882656455,0.383905947208,-0.763449311256,0.212850287557,-0.434538006783,-0.170243829489,-0.49684804678,-0.436181694269,-0.673301815987,-0.0499559789896,-0.706675231457,-0.828244864941,-0.395300775766,0.194058805704,-0.118378371,-0.16740000248,-1.61864244938,0.195423707366,0.594314217567,-0.188333824277,0.236080154777,-0.121753782034,0.234056994319,0.0870790779591,0.925783336163,0.405539780855,-0.0647502094507,0.724925994873,1.91111302376
2309,1.33804297447,-0.227583110332,-0.673900008202,-1.16175329685,1.18413543701,0.690599441528,-0.257569819689,1.62996792793,1.42761325836,-0.40914106369,-1.48053991795,-0.405882507563,-0.914021492004,0.0577808022499,-2.14626026154,-2.29933714867,-1.5734796524,-0.0116238035262,0.212808609009,-0.0605207458138,0.436764478683,0.0348160117865,-0.278129696846,-0.123427972198,-0.829545974731,2.31931495667,1.74967122078,-1.00705003738,-0.711197733879,0.18047440052,-0.390555083752,-0.971029043198,-1.4385061264,-0.410987973213,-0.215953841805,-0.0544737949967,-0.551425874233,-0.600962400436,-0.287558466196,-0.729028880596,-0.462106317282
387,-0.268933415413,-1.1228351593,-0.893950045109,-1.65324497223,2.78148984909,1.51034212112,0.0382322147489,0.559428572655,0.81095123291,0.886616528034,0.362115740776,0.0166925787926,-0.69693428278,-0.579624354839,-1.14295637608,0.410368025303,0.479307413101,0.147337004542,-1.09655988216,-1.60537064075,-1.67385840416,-0.504650294781,-0.481586694717,-0.717381119728,-1.35401248932,-0.22181609273,0.0541886799037,0.454149991274,0.448003798723,-0.498056143522,-0.383995771408,-0.569386422634,-0.992354989052,-0.395096212626,-0.89914304018,-0.865433096886,0.841490030289,0.466370433569,0.411408513784,0.525652229786,0.492878466845
3553,1.87549471855,1.25439190865,0.138899996877,1.31622493267,2.0784304142,1.6665365696,1.01766979694,1.28870272636,0.570585429668,0.0360563844442,-0.51414513588,2.52583289146,1.59908032417,-0.398851543665,0.576718866825,-0.179344117641,1.17701077461,1.18104219437,0.591834723949,0.271875947714,0.762475073338,1.92806947231,0.92155277729,0.452679932117,0.791940331459,-0.0141582675278,-0.699788153172,-0.588199973106,-0.345174342394,3.56354045868,0.351890265942,0.665731310844,0.502061486244,1.05940151215,0.0178772322834,-0.516409397125,-0.335520088673,0.509848237038,-0.24943497777,-0.76880222559,0.265140980482
427,-0.226469680667,0.27068439126,0.201800003648,-0.270390868187,0.233929097652,-0.727360129356,-0.335154503584,0.509553253651,-0.47974768281,0.721285521984,-0.957021534443,-0.142024055123,-0.0969886183739,0.400067776442,-0.754809617996,0.926771044731,0.919775724411,0.406605839729,0.461240649223,-0.2102227211,-0.0402583479881,-0.699430704117,-1.72829079628,-0.217948198318,0.406487464905,0.0524777621031,2.21603822708,-0.496050000191,0.316962987185,2.89854931831,-0.35770636797,1.12123310566,0.519025504589,0.812150120735,0.950714707375,0.277903556824,0.766494095325,-0.354636698961,-0.649264097214,0.519751787186,0.211976960301
5898,0.590520977974,0.489763647318,0.148699998856,-1.0505604744,-0.296778649092,-0.84888958931,-0.900286018848,0.512672960758,-0.290173947811,0.881463766098,-0.553865790367,0.43425321579,0.211681336164,-0.60991024971,-0.887409031391,-0.607845127583,0.923483967781,0.485067397356,-0.225734114647,0.446988582611,-1.61525595188,-1.36818218231,-1.86652672291,-0.771919667721,-0.524058818817,0.148368477821,0.759542346001,-0.0950999855995,-0.14123404026,0.228714570403,-0.158991038799,0.862559378147,-0.0881907194853,0.139794200659,-0.954226613045,-1.44686031342,-0.626967072487,0.0187361463904,-0.288619428873,-0.34130769968,0.318086147308
23365,0.0217483229935,-1.19638109207,2.3966999054,-0.655709207058,-0.962174057961,-0.625133693218,-0.722428262234,0.0548160076141,-0.175748795271,0.0523091740906,0.345131874084,0.0414305180311,0.0309939496219,0.71625649929,-0.559504985809,-0.478057533503,0.63210016489,1.26963531971,-1.02858698368,-0.473959058523,0.68326228857,-0.487149387598,-0.748512387276,-0.585411787033,-0.691678702831,-0.699006795883,-0.985617280006,-1.01289999485,0.0698291957378,-0.657275855541,0.125018313527,0.609651327133,-0.0767373740673,-0.528834402561,-0.0608838796616,-0.0916668325663,0.0418297052383,0.903554677963,0.0675111413002,-0.566320180893,0.512570738792
6657,1.33922290802,0.900014996529,0.771250069141,1.01910233498,-0.243010342121,-2.10097837448,0.604615032673,0.674840033054,0.0743434280157,-1.12392783165,-1.89178872108,0.439338177443,1.60762453079,-0.22894102335,0.934224128723,-0.489246875048,0.608484566212,0.550010144711,0.589839100838,-0.0467594563961,0.629622817039,0.776417672634,-0.446387410164,0.140473753214,2.19670844078,-0.37118986249,-1.17062067986,-0.25490000844,-0.548244833946,0.0344533212483,-0.392302721739,-0.124633334577,0.338317036629,0.453902989626,-0.166484504938,-0.732529163361,-0.8176664114,-0.331160515547,-0.734054863453,0.336157351732,-2.08361196518
