rid,CPC019_A375_6H:BRD-K34974324-001-01-8:10,CPC019_A549_6H:BRD-K34974324-001-01-8:10,CPC019_A549_24H:BRD-K34974324-001-01-8:10,CPC019_HA1E_6H:BRD-K34974324-001-01-8:10,CPC019_HCC515_6H:BRD-K34974324-001-01-8:10,CPC019_HEPG2_6H:BRD-K34974324-001-01-8:10,CPC019_HT29_6H:BRD-K34974324-001-01-8:10,CPC019_MCF7_6H:BRD-K34974324-001-01-8:10,CPC019_MCF7_24H:BRD-K34974324-001-01-8:10,CPC019_PC3_6H:BRD-K34974324-001-01-8:10,CPC019_PC3_24H:BRD-K34974324-001-01-8:10,CPC019_VCAP_6H:BRD-K34974324-001-01-8:10,CPC019_VCAP_24H:BRD-K34974324-001-01-8:10,DOS001_VCAP_6H:BRD-K34974324-001-01-8:4.99,DOS001_VCAP_24H:BRD-K34974324-001-01-8:4.99,DOS031_MCF7_24H:BRD-K34974324-001-01-8:4.99,DOS031_PC3_24H:BRD-K34974324-001-01-8:4.99,ERG011_VCAP_6H:BRD-K34974324-001-01-8:9.971,ERG011_VCAP_24H:BRD-K34974324-001-01-8:9.971
5720,0.429717987776,0.201999992132,0.247614175081,-0.21041059494,-0.688226759434,-0.205267727375,0.517672240734,1.28273224831,0.570952534676,0.801945209503,0.41253015399,-0.0683681070805,0.866678476334,0.703946471214,-0.422578334808,0.193599998951,1.43265008926,1.48084998131,0.807100057602
466,0.645226359367,0.926050007343,0.509247422218,-0.841483175755,0.632123529911,0.385905206203,1.22511970997,0.851612567902,-0.515825688839,0.407135486603,1.09541630745,1.44775223732,0.273314356804,0.260769069195,0.446477353573,0.579050004482,-0.459150016308,-0.708449959755,0.455500006676
6009,0.519718527794,0.725900053978,0.2153031528,0.184772014618,0.00142195820808,0.00986881554127,0.804235160351,1.68966913223,0.782124519348,0.42928725481,0.21787956357,1.34653532505,1.70712649822,1.40618658066,-0.966646015644,-0.153450012207,0.446099996567,1.21344995499,1.05250000954
2309,0.143961936235,0.995549976826,0.535738825798,-0.235358506441,-0.771441757679,0.024331882596,1.29993391037,-0.108800932765,1.8449434042,0.218473449349,0.45170161128,-2.29695796967,0.155100941658,-0.178552284837,-0.692610800266,0.939750015736,0.206300005317,0.474349975586,-0.863650023937
387,0.667972326279,0.707800030708,0.158943921328,-1.29779648781,-0.769990026951,-0.351127624512,0.770756423473,-0.501906335354,-0.0976057872176,0.186263531446,0.242657005787,0.628549098969,1.02749109268,0.950641930103,-1.55309331417,-1.46879994869,-1.01110005379,2.10650014877,0.318300008774
3553,-0.157643258572,-0.500349998474,-0.0153260827065,0.495050311089,0.322645068169,-0.607956767082,-0.377321720123,-0.681467294693,-0.343871295452,-0.406172692776,-0.382986158133,0.0767704993486,-1.0841782093,-0.625197708607,1.60343790054,0.592750012875,0.68440002203,-0.688799977303,-0.356449991465
427,1.25353825092,0.698199987411,1.33611893654,1.10777497292,0.537509858608,0.868270218372,0.839994549751,0.999685168266,0.186046779156,0.606410443783,0.973644137383,0.981342554092,0.194610387087,-0.11969859153,0.100295633078,1.34739995003,0.481449991465,-0.163999974728,0.794099986553
5898,0.629967749119,-0.167900010943,-0.16907954216,0.076307438314,0.305064320564,0.166855797172,0.217864111066,0.0465760603547,-0.726184427738,-0.0359755307436,0.0138349980116,0.98304516077,-0.682081222534,-0.602848470211,-0.143361657858,0.187200009823,0.161799967289,-2.06025004387,0.281150013208
23365,0.251096367836,0.900499939919,0.223390966654,-1.24917602539,-0.434269160032,0.67162501812,0.334252655506,0.400634765625,0.0173656493425,-0.505245447159,-0.494906097651,0.575590252876,-0.535757422447,0.411038398743,-0.261732637882,-0.597000002861,-0.511199951172,-0.619099974632,-0.78569996357
6657,0.0666919946671,-0.087199985981,1.54721188545,1.1978623867,0.311761319637,1.94729733467,-1.20711231232,-0.234606668353,0.417760848999,-0.465943038464,-0.756577670574,-0.070499882102,-0.930019438267,-0.321212232113,3.2370800972,0.973899960518,0.00550000369549,-0.530550003052,0.922699987888
5054,-1.53136396408,-0.0630999952555,-1.12953078747,-0.252673387527,-0.282733619213,-6.22891616821,-0.197527378798,4.98712921143,2.75212717056,-0.71225386858,0.422221422195,0.449321657419,-0.248918026686,0.936990499496,-0.790129065514,0.160149991512,-0.150400012732,-1.25629997253,-0.539600014687
3108,0.598494708538,-0.80780005455,0.339375168085,1.31155860424,-1.61035633087,-0.429439365864,1.08516228199,-0.444689363241,-0.513693332672,-0.599803268909,0.560995042324,-0.698398649693,-0.000614866614342,-0.0681486725807,-0.461963027716,0.228349998593,0.38069999218,3.35970020294,1.35500001907
1950,0.0153725277632,-0.32365000248,3.14284038544,0.15437938273,1.09631049633,1.78053641319,0.041307926178,0.251875728369,1.44752252102,2.37042093277,0.644515752792,0.265253216028,-0.465155124664,-0.370541334152,1.27305984497,0.597750008106,-0.229899987578,-0.224299997091,4.30649995804
351,0.627240896225,0.0010000000475,1.90636253357,0.163911759853,0.0836587175727,1.08883118629,0.124802038074,-0.18313267827,0.526616752148,-0.68740862608,0.0854113772511,0.140377566218,-0.281902223825,0.0,0.284311383963,0.597450017929,-1.02515006065,0.0586999952793,1.02534997463
4846,3.10407614708,0.267849981785,0.222172871232,1.6535282135,-0.517196238041,-0.105163410306,-0.0722320526838,0.445317775011,3.49702572823,0.0793250873685,0.0991697609425,-0.0971521511674,0.34060883522,-0.413140147924,0.245695218444,2.08554983139,0.688650012016,3.35979986191,-0.243249997497
1452,-0.176546216011,-0.0965499952435,0.394019722939,-1.73825597763,-0.0665743649006,-1.51586520672,0.420076519251,0.819088637829,0.675498366356,-0.072084069252,-0.127266123891,-0.103521600366,0.466570287943,0.484312623739,-0.205251067877,-0.378450006247,0.378500014544,-1.14434993267,-1.75199997425
4776,-0.479374974966,-0.147850006819,0.325142115355,-0.809358239174,0.0947771072388,0.634101867676,-0.843154907227,-0.395649403334,0.0377375409007,-0.655852615833,-0.51070356369,0.621743738651,-0.641825854778,-0.538584887981,1.1867043972,0.54699999094,-0.904399991035,-0.763700008392,-0.956300020218
6908,0.407170951366,5.06634998322,-0.118876993656,-0.0266285538673,-0.490543097258,-0.222917810082,1.05869936943,0.793200731277,1.02865803242,1.38101601601,0.0791268795729,0.183018356562,1.10769712925,0.318454653025,1.03103113174,-0.199400007725,1.21975004673,-0.708599984646,-0.715649962425
672,-0.20568716526,0.0577000081539,-1.60457456112,-0.471153616905,0.189024746418,-1.00476610661,-0.0242337584496,1.48521304131,-0.517976224422,0.742014467716,-0.207661241293,0.1002779603,-0.893904209137,0.0812319815159,0.269332051277,0.400599986315,-0.690649986267,-0.494150042534,0.493850052357
5710,0.61263102293,-0.375649988651,-0.803457140923,-0.510005414486,-1.35842430592,-0.369719356298,-1.47700357437,0.287702143192,-1.08319234848,-0.744176566601,0.152640938759,-0.0249796956778,0.687735676765,-0.902849674225,0.0648443698883,-1.84409999847,-0.135800004005,-6.21164989471,-1.8546500206
2115,1.21262466908,0.523899972439,0.451909780502,1.57848370075,-0.343828856945,1.64609670639,0.237939715385,-0.503864109516,-0.216584444046,-0.255252182484,-0.822918534279,0.0565133802593,-0.959546267986,-0.341589719057,0.354867100716,2.18665003777,0.473949998617,3.26055002213,0.982150018215
7015,-0.83182311058,-0.113499999046,0.741925954819,1.37622284889,0.85124194622,0.725992560387,-1.12528884411,-0.455528527498,0.641149163246,-0.767389535904,-0.772372841835,-0.0919212400913,-0.56519061327,-0.977638423443,1.40986466408,2.43070006371,-0.348949968815,1.27110004425,0.813199996948
8726,-0.734831511974,-0.349700003862,-1.57238936424,0.169735372066,-0.636228203773,-0.585925996304,0.378151327372,-0.020921766758,-2.17532682419,-0.214263662696,0.0574241429567,0.806748747826,-0.253006786108,-0.124751970172,0.252323180437,0.666350007057,-0.0717000067234,-1.67554998398,0.24984999001
2185,-0.439761996269,-0.413650006056,1.65594553947,0.431588470936,0.153341263533,0.380623817444,-1.14143109322,-0.449861824512,0.0405493043363,-0.94037103653,-0.81210654974,0.0197831913829,-1.07286882401,-0.401588737965,1.3115426302,0.470499992371,0.0796499922872,-0.160050004721,1.17544996738
3315,0.102146238089,0.182749986649,1.70312047005,-0.632766366005,-1.88355231285,-0.0349702984095,0.531711101532,-1.09182143211,-1.68234241009,0.231627881527,0.397398978472,0.121307238936,-0.121641248465,-0.226051747799,1.0059877634,1.39345002174,1.07465004921,0.589600026608,-0.261500000954
5289,1.0148550272,0.354650020599,-0.494754970074,1.56245923042,1.05327546597,-1.31255197525,-0.914925813675,0.69369238615,0.168045789003,0.167776107788,-0.576818525791,0.0800637081265,-0.614573538303,0.191646188498,0.656407833099,2.81559991837,0.0138000100851,0.393849998713,-1.45995008945
868,0.144383639097,-0.197699993849,1.18328654766,-0.986040949821,0.0959337800741,-0.711639225483,-0.120504647493,-0.4053632617,0.41703286767,-0.472335577011,-1.13966083527,1.24565041065,-0.607710003853,0.0376527309418,0.106957480311,1.40814995766,0.494350016117,0.969550013542,1.52710008621
1677,0.454780995846,-0.256650000811,0.843825817108,0.365106493235,0.9261495471,1.37330722809,0.648479521275,-0.127460941672,1.07940232754,-0.402680724859,-0.326797068119,0.109800301492,-0.323224484921,0.224446862936,0.615717291832,2.47734999657,0.304550021887,-0.448799997568,0.685500025749
7043,-0.826202273369,-0.00669997930527,0.871156394482,-1.27394831181,-1.37432599068,1.45040309429,-1.03953075409,-0.485656291246,-0.668074846268,-1.27755820751,-0.912354588509,-0.866772294044,-1.07322525978,0.43227186799,1.10789787769,-0.645050048828,-0.502049982548,0.409100025892,1.39829993248
5613,0.392651349306,0.00740000000224,1.25578975677,0.638561725616,1.31038022041,1.02361023426,-0.668233692646,0.348411947489,-0.593989372253,-0.100913211703,-0.608473420143,0.741560161114,-0.312015891075,0.0909729301929,0.774891614914,0.365150004625,0.489250004292,-1.22609996796,0.246399968863
595,-0.110745489597,-0.500549972057,-1.25457954407,-1.46438264847,-0.602972924709,-1.16860854626,1.01344418526,0.356679648161,-0.607648134232,-0.0693185478449,0.200086370111,-0.211452960968,0.160811811686,0.336335599422,-0.970123529434,-0.67015004158,0.905799984932,-0.441550016403,-1.62294995785
4793,-0.718421936035,-0.216250002384,0.0325240045786,1.1444221735,0.396932840347,-0.856708645821,0.463615506887,0.118248574436,3.71199393272,-0.807973861694,0.166164219379,0.275926321745,0.160937398672,0.54115831852,0.259732306004,-1.55570006371,0.755100011826,0.00339996814728,-0.963649988174
2736,-0.0133034922183,-0.272850006819,0.172255367041,0.202993139625,0.780268013477,1.32485461235,-0.470560759306,-0.317393034697,1.60310423374,-0.477024078369,-0.566963851452,-0.122335627675,-0.787788033485,-0.397211611271,0.815944135189,-0.845450043678,-0.495599985123,-1.11870002747,1.35780000687
5290,-0.243602663279,0.146549999714,1.28667736053,0.178386613727,0.453386873007,0.518666088581,-0.399743080139,-0.125977218151,0.133225426078,0.208063349128,0.155205488205,0.287727624178,-0.146404713392,0.580138325691,0.177382603288,-0.11534999311,0.0134999975562,-0.0844999998808,1.22455000877
6194,-0.360360860825,0.00034999998752,0.466279536486,0.186706066132,-0.000269354553893,0.0640152320266,-0.168058022857,0.0,-1.25226259232,-0.466500788927,-0.100590117276,-0.275683194399,-1.22162854671,0.0,0.287161588669,0.00374999642372,0.688300013542,-0.498100012541,-1.24644994736
1676,-0.246589481831,0.0335499979556,0.0486743450165,-1.10557949543,-0.111027099192,1.03478848934,-1.31723129749,0.0148394703865,-0.639164924622,-1.06937110424,-0.962494134903,-0.34701281786,-0.715858459473,-0.47407874465,1.03521645069,-0.0223000049591,-0.808650016785,-1.44639992714,1.33879995346
23512,0.516452729702,0.848250031471,-0.47443112731,-0.258651375771,-0.239320367575,0.820648193359,0.800041258335,0.415506601334,1.32862389088,0.214429736137,-0.471523731947,0.232031568885,0.0736259222031,-4.40742254257,0.216458246112,0.244000017643,-0.260300010443,-0.893000006676,-0.0250000059605
148022,-0.333387553692,0.176150023937,0.300009429455,0.104931667447,-0.376501321793,-1.60731506348,0.357140123844,0.153953388333,1.13040876389,-0.406003087759,0.127660036087,0.674514889717,0.521400690079,0.160945594311,-0.979724764824,-0.272749990225,-0.479550004005,-1.17489993572,-1.08864998817
1906,-0.383414149284,0.186450004578,0.147229254246,-0.515726327896,0.228257134557,2.61037635803,-0.887721776962,0.526719868183,1.28287601471,-0.848561346531,0.152228295803,0.163879960775,-2.39783525467,-0.868376255035,0.340185493231,0.329299986362,-0.559000015259,-0.373950004578,0.429099977016
8878,0.710487902164,0.000300000014249,0.412193894386,-0.16220086813,-2.18741035461,-0.128753900528,0.0730761066079,-0.0252930372953,0.480656087399,-0.0107637569308,0.312313854694,-0.760111808777,0.931609630585,-2.23223662376,-0.198949724436,0.360749989748,0.634750008583,-0.135399997234,-0.787649989128
3091,-1.22521269321,-0.622200012207,0.0362581908703,-0.669007778168,-2.4676322937e-05,0.980266690254,-0.071529045701,-0.10167016089,1.58125805855,-1.12758004665,-0.277518242598,-0.305659651756,-0.0180639363825,-0.249708801508,0.381039649248,0.256949990988,0.383350014687,-0.843150019646,0.415899991989
5743,0.0367089733481,0.101999998093,2.0578057766,-0.0101412907243,-0.101864635944,-1.99758720398,-0.1957218647,-0.901170134544,0.391462206841,0.0560972802341,0.0163259152323,-0.110166244209,1.01758956909,0.0851523578167,0.770668208599,-0.845649957657,1.03764998913,2.28935003281,1.71355009079
5321,-0.480016708374,0.211850017309,1.22739386559,0.530812680721,1.40081608295,1.06289029121,-1.27641046047,-1.04083704948,0.775303542614,-0.0126559659839,-0.28999119997,0.140087157488,-0.564801990986,0.154112368822,-0.327539712191,0.558600008488,0.0671000033617,-1.83165001869,1.31284999847
4144,-0.31216776371,-0.246799990535,1.60980844498,-1.337413311,-0.177665263414,0.262121737003,-0.686514914036,0.0345161408186,0.172587364912,-0.273919135332,0.466989398003,-0.482104480267,0.221357792616,-0.783636331558,0.151097357273,-0.275150001049,0.191949993372,-3.59124994278,-0.275049984455
1981,0.066274061799,-0.142599999905,0.353049725294,-1.33848488331,0.81722843647,-1.50265789032,-0.391407459974,-0.863551855087,0.415207177401,-0.508313059807,1.18291521072,0.740663051605,0.331083983183,0.356434345245,-1.32483506203,0.503149986267,-0.29469999671,-0.379649996758,0.505400002003
695,0.596430897713,-0.759400010109,0.294772148132,0.306524634361,1.28197431564,0.245719447732,0.869625508785,-0.0827300176024,0.956670641899,2.51328611374,-0.42429074645,0.624484956264,0.0589623525739,1.03365063667,5.0077457428,-0.383499979973,-0.202150002122,-1.2146999836,1.01374995708
10398,-0.636078178883,0.342900007963,1.45203137398,-1.11346697807,-1.12428295612,0.294378519058,-1.25888383389,-0.254691898823,0.130297005177,-1.13996136189,-1.04642343521,-0.394927680492,-0.518882811069,-0.130873650312,2.63922786713,0.604700028896,-0.00479996204376,0.881399989128,0.889199972153
5708,-0.159288406372,-3.49510002136,-0.137415006757,-0.0340855717659,0.056325905025,-0.476945519447,-0.288317620754,0.289524555206,0.522403657436,-1.27802813053,0.0341567546129,-0.889784276485,-0.0203612595797,-0.321704208851,-0.733796715736,0.27864998579,5.13024997711,-3.82310009003,-0.344399988651
