rid,CPC004_A375_6H:BRD-K68867920-001-05-2:10,CPC004_HA1E_6H:BRD-K68867920-001-05-2:10,CPC004_HA1E_24H:BRD-K68867920-001-05-2:10,CPC004_HCC515_6H:BRD-K68867920-001-05-2:10,CPC004_HCC515_24H:BRD-K68867920-001-05-2:10,CPC004_HEPG2_6H:BRD-K68867920-001-05-2:10,CPC004_HT29_6H:BRD-K68867920-001-05-2:10,CPC004_MCF7_6H:BRD-K68867920-001-05-2:10,CPC004_PC3_6H:BRD-K68867920-001-05-2:10,CPC004_PC3_24H:BRD-K68867920-001-05-2:10,CPC004_VCAP_6H:BRD-K68867920-001-05-2:10,CPC004_VCAP_24H:BRD-K68867920-001-05-2:10,CPC011_A375_6H:BRD-K68867920-051-08-1:10,CPC011_A549_6H:BRD-K68867920-051-08-1:10,CPC011_A549_24H:BRD-K68867920-051-08-1:10,CPC011_HA1E_6H:BRD-K68867920-051-08-1:10,CPC011_HT29_6H:BRD-K68867920-051-08-1:10,CPC011_MCF7_6H:BRD-K68867920-051-08-1:10,CPC011_MCF7_24H:BRD-K68867920-051-08-1:10,CPC011_PC3_6H:BRD-K68867920-051-08-1:10,CPC011_PC3_24H:BRD-K68867920-051-08-1:10,CPC011_VCAP_6H:BRD-K68867920-051-08-1:10,CPC011_VCAP_24H:BRD-K68867920-051-08-1:10,CPC015_A375_6H:BRD-K68867920-001-05-2:10,CPC015_A549_6H:BRD-K68867920-001-05-2:10,CPC015_A549_24H:BRD-K68867920-001-05-2:10,CPC015_ASC_24H:BRD-K68867920-001-05-2:10,CPC015_HEPG2_6H:BRD-K68867920-001-05-2:10,CPC015_HT29_6H:BRD-K68867920-001-05-2:10,CPC015_MCF7_6H:BRD-K68867920-001-05-2:10,CPC015_MCF7_24H:BRD-K68867920-001-05-2:10,CPC015_NPC_24H:BRD-K68867920-001-05-2:10,CPC015_PHH_24H:BRD-K68867920-001-05-2:10,CPC015_SKB_24H:BRD-K68867920-001-05-2:10
5720,-4.14444446564,-1.97814583778,-0.498194515705,-1.2653157711,-0.252359241247,0.402546316385,0.387435495853,-1.23380637169,1.18192982674,-0.213259264827,-0.686614394188,0.754995644093,-1.58316671848,-1.17575144768,1.28007805347,-0.235049962997,0.137524843216,-6.74845027924,0.207400009036,-0.580342650414,-0.308918267488,0.200214654207,-0.165805906057,-0.60699814558,-1.04585003853,-0.187069803476,1.48837566376,-3.15365004539,0.606041669846,0.933035552502,0.286935567856,1.04668343067,0.325850009918,0.642399966717
466,0.674201726913,0.368252277374,0.0254250019789,-0.682397961617,-0.496786385775,0.927540004253,1.40563726425,0.0220022797585,0.602446317673,-0.376245886087,-0.578626036644,-0.0394903644919,-0.448799997568,0.538155078888,-1.46144986153,0.149699985981,-0.562821745872,1.11610007286,0.16629999876,-0.781587481499,-1.06710076332,0.941122770309,-2.82883024216,-0.82205414772,0.0367000102997,-1.33846485615,-0.45267534256,-0.76415002346,-0.184453427792,0.360291928053,0.378485113382,-1.21230709553,0.457450002432,1.18505001068
6009,-0.0108315180987,0.584743022919,-0.330320686102,1.18999373913,-1.13767194748,0.0664562806487,0.168883621693,0.789895772934,0.587863981724,0.601934492588,0.465464353561,0.291789114475,0.637133359909,2.11064076424,1.18846273422,0.834949970245,2.00765109062,2.25,0.184149995446,0.591044723988,1.18387699127,0.706734061241,0.265172839165,2.01305556297,0.520749986172,1.37121546268,1.10899937153,1.77584993839,1.27007424831,-0.194829776883,-0.257515013218,0.433827757835,0.889549970627,-0.585749983788
2309,-0.278840005398,0.892179727554,0.195284157991,0.786745846272,-0.0540351569653,-0.364358067513,-0.628595411777,0.096157759428,-0.406800270081,-1.29064750671,-0.0730794966221,-0.242361426353,-0.0850666463375,0.0333407968283,0.126750618219,-0.858749985695,0.339403510094,0.538399994373,-0.0282000005245,0.0302340835333,0.320236444473,-1.01737940311,0.241879403591,-0.693816125393,0.437900036573,1.46173167229,0.0363052040339,-0.535650014877,-0.331246852875,0.360381364822,-0.344569265842,0.125694170594,-0.330599993467,0.0541999936104
387,0.54807382822,1.50965440273,1.7234364748,1.44294047356,-0.338971704245,1.34306001663,-0.450227439404,0.867157101631,1.11302363873,-0.621281087399,-0.285432219505,0.0808898955584,0.402866661549,3.04609417915,1.46982169151,0.333299994469,0.970701158047,2.09855008125,1.014950037,0.424059867859,0.0399660021067,0.987087666988,1.6921069622,1.84854757786,1.29610002041,1.06441092491,0.813697218895,2.29524993896,2.32900714874,-0.883805990219,-0.528405308723,0.912132263184,1.09340000153,-1.37529993057
3553,-0.304408460855,-1.14130663872,-0.678099274635,0.918676614761,0.210350751877,-0.464006006718,-0.476961553097,0.139451503754,-1.4125854969,-0.987447738647,0.449668169022,-0.797148287296,0.548833370209,-1.09976267815,-1.25894320011,-0.129449993372,-0.524232208729,4.6279001236,-0.61234998703,-0.31650736928,-0.0652295351028,-0.792835712433,0.0698642581701,-1.4687911272,0.335199981928,-0.510143399239,-0.859209060669,0.679349958897,-1.29628372192,-0.0245946031064,0.871574521065,-0.203670099378,0.156000003219,0.39359998703
427,-0.276806116104,1.3461163044,0.479874700308,-0.100069582462,1.18379306793,0.517709195614,-0.15128326416,-0.277373492718,0.102489769459,-0.700579583645,0.39649528265,-0.922530710697,-0.353100001812,1.26468074322,-1.21604132652,-0.792450010777,-0.950003564358,1.78734993935,0.372099995613,-0.248004883528,0.622849106789,-0.0560559332371,-0.897865533829,-0.34284517169,-0.195849984884,-1.01453459263,0.177312850952,-1.59025001526,-0.19278486073,-0.979767262936,0.237372264266,2.13034772873,1.07710003853,0.921200037003
5898,-0.146156877279,0.514493048191,-0.315181910992,0.417967140675,0.0687409043312,-0.846193671227,0.747442483902,0.291615784168,-0.11476688087,-0.20403829217,-0.0212649777532,-1.14356338978,-0.395466685295,1.14135527611,-2.7170176506,-0.7486500144,-0.494689881802,0.867200016975,-0.466250002384,-1.4393736124,-1.28932762146,-0.957906603813,-0.512124836445,-0.191595867276,0.752000033855,-1.12502884865,-1.84426605701,-1.27655005455,-0.947251915932,-1.24673676491,0.202767014503,-0.561302065849,0.282299995422,0.369750022888
23365,0.890426039696,-0.200272932649,0.55818772316,1.43119716644,-0.471181690693,0.169223055243,-0.272876083851,0.256999492645,-1.20369386673,-0.424585193396,-0.798131227493,-0.294377684593,-0.918300032616,2.76364398003,-1.29970264435,-1.10899996758,-0.370759606361,2.77279996872,0.151750013232,-0.372896075249,0.111705459654,0.253230392933,0.401721775532,-0.552654266357,1.8368999958,0.67319726944,-0.838781833649,1.46284997463,0.956696033478,-1.1215569973,-1.09690666199,-0.113274037838,0.761449992657,0.478149980307
6657,-0.735343754292,-0.852149248123,-0.437211513519,-0.777502715588,-1.48571038246,-1.18807065487,-0.398514389992,0.513152956963,-0.696611762047,1.01738142967,0.795648634434,-1.85711598396,-0.418033331633,-1.45609164238,-0.371620118618,-0.3478500247,-0.480655938387,3.97475004196,-0.43029999733,0.743541002274,0.350048810244,-0.738668143749,0.119593314826,-0.156447187066,-0.692149996758,-0.816323280334,0.097954377532,1.45700001717,-1.32104480267,0.862886726856,2.4358420372,-1.19214451313,0.5978500247,-0.36779999733
