rid,CPC007_A375_6H:BRD-K43149758-001-13-6:10,CPC007_A375_24H:BRD-K43149758-001-13-6:10,CPC007_A549_6H:BRD-K43149758-001-13-6:10,CPC007_A549_24H:BRD-K43149758-001-13-6:10,CPC007_HA1E_6H:BRD-K43149758-001-13-6:10,CPC007_HA1E_24H:BRD-K43149758-001-13-6:10,CPC007_HCC515_6H:BRD-K43149758-001-13-6:10,CPC007_HT29_6H:BRD-K43149758-001-13-6:10,CPC007_HT29_24H:BRD-K43149758-001-13-6:10,CPC007_MCF7_6H:BRD-K43149758-001-13-6:10,CPC007_MCF7_24H:BRD-K43149758-001-13-6:10,CPC007_PC3_6H:BRD-K43149758-001-13-6:10,CPC007_PC3_24H:BRD-K43149758-001-13-6:10,CPC007_VCAP_6H:BRD-K43149758-001-13-6:10,CPC007_VCAP_24H:BRD-K43149758-001-13-6:10,DEB001_MCF7_6H:BRD-K43149758-001-14-4:25,DEB001_MCF7_6H:BRD-K43149758-001-14-4:10,DEB001_MCF7_6H:BRD-K43149758-001-14-4:5,DEB001_MCF7_6H:BRD-K43149758-001-14-4:1,DEB001_MCF7_6H:BRD-K43149758-001-14-4:0.2,DEB001_MCF7_24H:BRD-K43149758-001-14-4:25,DEB001_MCF7_24H:BRD-K43149758-001-14-4:10,DEB001_MCF7_24H:BRD-K43149758-001-14-4:5,DEB001_MCF7_24H:BRD-K43149758-001-14-4:1,DEB001_MCF7_24H:BRD-K43149758-001-14-4:0.2,DEB001_PC3_6H:BRD-K43149758-001-14-4:25,DEB001_PC3_6H:BRD-K43149758-001-14-4:10,DEB001_PC3_6H:BRD-K43149758-001-14-4:5,DEB001_PC3_6H:BRD-K43149758-001-14-4:1,DEB001_PC3_6H:BRD-K43149758-001-14-4:0.2,DEB001_PC3_24H:BRD-K43149758-001-14-4:25,DEB001_PC3_24H:BRD-K43149758-001-14-4:10,DEB001_PC3_24H:BRD-K43149758-001-14-4:5,DEB001_PC3_24H:BRD-K43149758-001-14-4:1,DEB001_PC3_24H:BRD-K43149758-001-14-4:0.2
5720,0.289829283953,0.668500602245,-0.0511064231396,0.868527889252,-0.729570150375,0.734983682632,0.341850012541,0.359132885933,0.568119823933,-0.315929532051,1.96189033985,0.03864139691,-0.633158862591,-0.204908639193,0.844600439072,0.554126024246,-0.0985728576779,-0.204468682408,-0.710932672024,0.0338007509708,0.113073639572,-0.0216555222869,-0.211757361889,0.0672766715288,-0.635081887245,-0.368840396404,-0.378987401724,0.396608412266,-0.193284705281,-0.158090859652,-0.193894192576,-0.447397351265,-0.292242765427,-1.1927447319,-0.290952473879
466,0.503576517105,0.498453855515,0.380270957947,0.849550068378,0.308612972498,-1.0686968565,1.51569998264,0.600780248642,-0.719589173794,-0.322160243988,1.53631925583,0.542450368404,0.100124150515,-0.561371266842,0.947308599949,1.05202102661,0.00934943463653,0.365592777729,-0.260365337133,0.680426597595,0.77410954237,-0.304114103317,0.449973076582,0.117245927453,0.0335926264524,-0.501347124577,-0.0278975367546,0.594408273697,0.45620033145,-0.383365750313,0.117575086653,0.526182830334,0.447216123343,0.127671971917,0.463640123606
6009,-0.274472534657,-0.0522790551186,-0.0589255727828,0.0232826173306,-0.424650579691,-0.406504124403,0.18559999764,0.0407323800027,0.268469065428,-0.647810637951,0.453355759382,-0.249436363578,0.638113856316,-0.314190208912,0.386609584093,0.569360673428,-0.995880663395,-0.615245759487,-0.358586728573,-0.251314878464,0.519304871559,-0.184325695038,-0.524096369743,0.00190910696983,-0.71809899807,-0.446613490582,-0.218663483858,-0.120406791568,-0.606157958508,0.187926962972,-0.678383588791,-0.274715453386,-0.215798467398,-0.321691989899,-0.489749193192
2309,0.909627974033,0.632663846016,-0.101798430085,-0.274690121412,-0.363066196442,0.447472631931,0.373949974775,-0.439302921295,-0.811988949776,0.0307359807193,0.887380957603,-1.19025707245,-0.88130313158,-0.695474624634,0.152552187443,-0.602629184723,-0.145011931658,-0.502334356308,-0.703534722328,-0.282245367765,-1.73011314869,-0.703136086464,-1.10916900635,-0.60814845562,-0.720396697521,-0.470168441534,-0.523208260536,-0.191094756126,-0.97802567482,-0.132968693972,0.125470235944,-0.597451746464,-1.1256377697,-0.528234124184,-0.553725361824
387,0.620769381523,0.621865153313,0.386627227068,1.0406961441,0.264146149158,0.180168002844,0.471900016069,0.710664629936,1.24237942696,-0.530685663223,1.55280566216,0.0230008475482,-0.149961322546,-0.138765320182,-0.60467505455,0.074052169919,-0.440085440874,-0.0467463433743,-0.895439505577,0.0526026114821,0.444302558899,-0.180242553353,-1.45198178291,-0.247209042311,-0.11307105422,-0.000833421945572,-0.303817301989,-0.203943416476,-1.38486623764,0.311091393232,0.580992043018,-0.646956920624,-0.274662017822,0.326546788216,-0.0918431058526
3553,-0.271648228168,0.160763666034,0.487252563238,-1.00615310669,0.0344434082508,0.421114265919,-0.484049975872,-0.386407077312,-0.072185665369,-0.0587321221828,-0.147416114807,-1.05357444286,-0.533883810043,0.680392503738,-0.667830765247,-0.584529399872,0.621995985508,1.04196596146,1.28014731407,0.201113045216,0.55160844326,1.2592356205,0.681260824203,0.37755766511,0.671358883381,-0.579335212708,-0.771886944771,-1.21215939522,-0.0699439197779,-1.00031399727,0.419574022293,-1.01398611069,-0.723414063454,-0.988531470299,-1.11001086235
427,-0.44368031621,-0.91313034296,-1.98788237572,0.678514361382,0.429578572512,0.239071980119,0.631399989128,0.0314509868622,-0.151682808995,0.0957273542881,-0.494086712599,0.325833112001,0.213331699371,0.13213403523,0.462041556835,-0.0364849418402,-0.486799836159,-0.592954337597,0.0831458717585,0.00859214365482,0.216645300388,-0.162218347192,0.299490272999,-0.223246455193,0.141795426607,-0.109928533435,0.34332460165,0.737035155296,0.630784094334,-0.180644273758,-0.043346490711,0.33727273345,0.733570873737,0.154540807009,0.50126928091
5898,0.243625029922,-0.896129369736,0.751816153526,0.0138985188678,0.0650894343853,-0.863688051701,0.570999979973,0.398029237986,0.297565460205,0.144637972116,0.399749100208,0.796608448029,-1.20037484169,-0.075466632843,-0.428523361683,0.205687761307,0.604355573654,-0.200684413314,0.0309664830565,0.284762352705,-1.68635928631,-0.369381129742,0.525530397892,-0.162003785372,-0.184449926019,-0.345635265112,0.107105337083,0.358377307653,-0.414978832006,0.165782883763,0.447087287903,0.44282668829,0.168314114213,0.278451651335,0.144090339541
23365,-0.705357909203,-0.0340153500438,-0.52663397789,-0.0488114953041,-0.794575214386,-0.909789502621,-0.393800020218,-0.348016321659,-0.323736399412,0.79067325592,-0.0685707479715,-0.420790433884,1.43550384045,-0.0184177048504,-1.21867859364,0.0115374699235,-0.0401993580163,0.246986031532,0.405843526125,0.30276632309,0.0819761455059,0.735072731972,-0.146685510874,-0.117201954126,-0.118660733104,0.153953105211,0.228537037969,-0.121157303452,0.376261591911,-0.13972017169,0.638442933559,-0.338188111782,-0.22027656436,0.0683662891388,-0.564019262791
6657,-0.0149001795799,-0.0960316061974,-0.453643023968,-0.895578026772,0.15780082345,1.96187222004,1.29595005512,-0.439316123724,6.65746831894,0.116345316172,-0.56657487154,-0.0101719163358,0.639981210232,0.794808626175,-1.12544608116,-0.638166427612,-0.407207965851,0.156118735671,0.639233827591,-0.322732925415,-0.322242558002,0.359358876944,0.250566452742,-0.00578103214502,0.380281984806,0.417330622673,0.49274200201,-0.421440184116,0.419385641813,-0.239065229893,-0.771462380886,0.173283308744,0.844706177711,0.322595953941,0.952764689922
5054,-0.15945276618,-0.987302362919,-1.06615304947,0.434951752424,0.594340324402,0.125501796603,1.06459999084,-1.06905996799,0.444676458836,-0.740882873535,-1.08975613117,0.573924660683,0.689419865608,0.218978747725,-0.243217945099,-0.587419450283,-1.95156848431,1.53481960297e-05,-0.0245300084352,0.0939594358206,0.063188970089,0.638264894485,-0.349372267723,-0.148179128766,-0.351550936699,-0.825448274612,-0.453156262636,0.0785839036107,-0.0345024578273,-0.10451810807,0.170834928751,0.337312757969,-0.240045279264,0.0864286273718,0.293666571379
3108,-1.02821469307,0.245606541634,-1.36699008942,0.069674089551,0.0684738978744,0.254203796387,-0.352100014687,-0.561298251152,-0.837023198605,0.345307826996,-0.0634215772152,-0.205195501447,1.26679956913,-0.871364414692,0.0192807689309,-2.07743740082,-0.461837232113,-4.2296295166,0.731491804123,-0.770624577999,-0.929751455784,-0.10151296854,-0.0811013951898,0.0582153201103,-0.435232460499,-0.15674033761,-0.0484344959259,0.297366261482,0.401500284672,-0.572068035603,-0.517214119434,-0.442624241114,0.0400931611657,-0.304130345583,0.183583885431
1950,0.157868683338,-0.686201870441,-1.70334613323,-1.08813691139,1.13098418713,0.382464766502,-0.0209500193596,-0.0406728573143,-0.838730454445,-0.100517690182,-0.574757814407,-0.828753232956,-1.02879357338,-0.437531024218,-0.133944541216,0.168453767896,-0.0107075432315,-0.129855811596,0.75887542963,-0.101737365127,-0.519604384899,0.202397406101,0.333343207836,0.174895644188,0.0811908766627,0.0578487366438,0.054692722857,0.116854637861,0.588071942329,0.0406267233193,-0.327803850174,0.508817374706,-0.388062477112,0.0355825424194,0.29764175415
351,-0.025063265115,-0.603337407112,0.335218012333,-1.04375350475,0.0160225331783,0.130415886641,-0.638300001621,-0.104661151767,-0.599125623703,-0.583389937878,-0.465314775705,-0.022922322154,0.00703389942646,0.930305361748,0.466119766235,-0.384492099285,0.0758538395166,0.137307614088,0.670929074287,0.355598926544,-0.510053575039,0.429193854332,0.533109068871,0.00959318503737,0.253135621548,0.488335192204,0.985003292561,0.787591457367,0.775150835514,-0.00949444808066,-0.322769016027,0.55513125658,0.658778488636,0.74743360281,0.12869310379
4846,0.354506313801,0.0766383334994,-0.766340315342,0.352673500776,0.655321717262,-0.130286440253,-0.07515001297,-0.0600964203477,-0.515954256058,-0.335662543774,-0.0290514770895,-0.591743767262,0.505005717278,-0.492475926876,0.173784703016,-0.329158395529,-0.428760200739,-0.265601605177,0.161545872688,0.0472638607025,0.363657057285,0.202451050282,-0.893013477325,0.0598148927093,0.124882951379,-0.494174003601,-0.283606827259,-0.280986070633,-2.01739239693,-1.01623106003,0.17192274332,0.186437696218,0.289250433445,-0.011053070426,-0.593687653542
1452,0.266574203968,-0.989541172981,0.738362550735,-0.258259803057,0.244542017579,-0.894182145596,0.259550005198,0.00175686180592,-0.630310535431,-0.357059150934,-0.368609130383,-0.474440574646,-0.907690167427,-0.908033847809,0.553569734097,-0.186641648412,0.534379482269,-1.138250947,-0.439509958029,-0.184126108885,-0.546575307846,-0.492012530565,-1.57047188282,-0.0228242445737,-0.456033617258,-0.656228542328,-1.23849999905,-0.576463341713,-0.762323081493,0.159290999174,0.957952976227,-0.175549715757,-0.869305431843,-0.87808573246,-0.399732261896
