rid,DOS023_VCAP_6H:BRD-K53808186-001-01-1:5.16,DOS023_VCAP_24H:BRD-K53808186-001-01-1:5.16,DOS052_A375_24H:BRD-K53808186-001-01-1:5.16,DOS052_A549_24H:BRD-K53808186-001-01-1:5.16,DOS052_HT29_24H:BRD-K53808186-001-01-1:5.16,DOS052_MCF7_24H:BRD-K53808186-001-01-1:5.16,DOSBIO001_A375_24H:BRD-K53808186:10.3279,DOSBIO001_A549_24H:BRD-K53808186:10.3279,DOSBIO001_HT29_24H:BRD-K53808186:10.3279,DOSBIO001_MCF7_24H:BRD-K53808186:10.3279,DOSBIO001_PC3_24H:BRD-K53808186:10.3279,DOSBIO001_NEU_24H:BRD-K53808186:10.3279,DOSBIO001_NPC_24H:BRD-K53808186:10.3279
4144,-0.423483937979,-2.52664995193,-0.0571500062943,-1.59640002251,0.970299959183,-0.125149995089,-0.245646342635,0.862975716591,-0.809899687767,-0.580304682255,-0.469793826342,-0.253450006247,0.259825527668
1981,1.16227865219,0.933500051498,0.862500011921,-0.169600009918,-3.13135004044,1.06910002232,-0.683619499207,-1.19618320465,-0.441921472549,-0.268188178539,-0.908133625984,-0.395150005817,0.598039805889
695,-0.247830793262,4.77505016327,5.30035018921,1.91674995422,5.8329000473,-0.56099998951,0.32287722826,-0.0875320658088,0.381025195122,0.274181991816,0.147235035896,-0.498099982738,0.386461317539
10398,-0.291072070599,4.14295005798,-0.637449979782,1.23985004425,-0.360400021076,0.80134999752,-0.113642558455,0.0317846238613,-0.869044661522,-0.52723801136,-1.64817357063,-0.228600025177,0.527182817459
5708,-0.951034784317,0.705500006676,-0.349599987268,-0.310849964619,0.0280499756336,-0.566299974918,-0.872865080833,-0.567559719086,-1.0655683279,-0.865576863289,-1.28536128998,-1.22794997692,-0.486386537552
1213,-0.785129964352,1.27904999256,0.989950060844,-0.0165999997407,-0.571250021458,-0.833850026131,0.364180445671,-0.138567015529,-3.50264430046,-0.546780288219,-0.766254782677,-0.0252999961376,-0.318924486637
226,-0.0478771775961,-4.2595500946,-2.91079998016,0.0038999915123,-0.142849996686,-0.000450000166893,0.527484178543,0.273852705956,1.04481697083,0.860158920288,0.468260884285,0.0714499950409,-0.354191690683
6777,-0.181165128946,4.4032998085,0.70199996233,3.12739992142,-0.0814999938011,1.1657999754,0.169016256928,-0.120653055608,-0.558842897415,-0.507372438908,-0.505693614483,0.0493499934673,0.515185177326
2113,-0.271134078503,-0.0477500036359,-0.458950012922,1.52744996548,-1.04844999313,0.746200025082,-0.012002967298,0.0157542265952,-0.389153242111,-0.381791442633,0.402313500643,-0.18029999733,0.511438250542
3329,0.63023930788,-5.92234992981,-5.42175006866,-0.906049966812,-0.144250005484,-0.843100011349,0.788799881935,0.617688179016,0.588121056557,1.05439126492,0.212879389524,-0.0926500037313,0.279593765736
1050,0.29636156559,0.930800020695,0.679149985313,-1.83980000019,-0.129849970341,-1.79299998283,-0.770117998123,0.203838825226,-0.886789798737,-0.343367248774,0.715705931187,-0.234249994159,0.519293487072
9491,0.655121862888,0.22910001874,0.368900001049,1.83605003357,-0.937349975109,-0.106300011277,-0.181636586785,-0.725469052792,-1.09444010258,-1.1728566885,-0.495213329792,-1.18844997883,-0.0446178987622
22926,0.0858874022961,-0.0812499821186,0.55579996109,0.645200014114,0.0908499956131,1.63170003891,0.518154978752,0.36376196146,-0.225620150566,0.222559571266,-0.696476042271,0.451800018549,0.341828644276
5899,1.24818778038,5.30805015564,1.10930001736,0.987149953842,-0.952700018883,-0.308400005102,0.546450078487,-0.961473822594,0.881638765335,0.0307902228087,-0.168132796884,-0.34224998951,-0.498785674572
5467,-1.17856264114,5.51135015488,3.03070020676,3.33214998245,1.34435009956,1.96555006504,0.217190340161,-0.636857271194,0.672516524792,0.107345938683,0.068696051836,-0.817649960518,-0.33004629612
6774,-0.549260616302,2.85120010376,5.50670003891,0.756300091743,-0.46020001173,2.50620007515,1.63109493256,0.354963779449,0.0822486281395,-0.374090194702,0.409958034754,-0.0107000023127,0.0274218320847
1788,-0.256895244122,4.76450014114,0.541400015354,0.806649982929,-0.462149977684,-0.0327999889851,-0.280458062887,-0.309070885181,-0.515347421169,-0.456066966057,0.300740092993,-0.863649964333,0.587520837784
5921,-0.657850205898,0.446400016546,-0.637700021267,1.64004993439,-0.47104999423,-0.595649957657,0.344369739294,-0.68909496069,0.813607931137,0.574389576912,1.7916687727,3.20449995995,-0.132917881012
5721,0.566385567188,-0.485549986362,-0.956499993801,-0.0172000080347,-1.18869996071,-3.93494987488,-0.434708952904,0.14375218749,-1.3694652319,-0.338966161013,0.331043958664,0.282749980688,0.0411830022931
2263,1.4400036335,2.41425013542,3.36214995384,0.350799977779,-0.0911500006914,0.928799986839,0.25898167491,-0.220514625311,-0.361004292965,-0.692388176918,-0.558938443661,0.196050018072,0.496161311865
808,0.520991027355,-0.717000007629,-0.272599995136,-3.72375011444,0.114049971104,-3.15149974823,-0.604991912842,-0.69575303793,0.416673839092,-0.397173017263,-0.648277878761,-0.694100022316,0.181560486555
30001,1.40765452385,4.81349992752,-1.10370004177,0.505800008774,-0.348949998617,0.0433999896049,0.612253546715,-0.579525053501,0.0976033210754,0.420186519623,-0.229339197278,0.553900003433,0.0798848196864
348,0.642255306244,1.59049999714,-3.20959997177,1.25770008564,-0.982249975204,0.130199998617,-0.751636147499,-0.0288686156273,-0.818368554115,-0.135347768664,-0.22119358182,0.32539999485,-0.119008600712
30849,0.539992034435,-0.986100018024,-0.619899988174,1.610049963,-0.371699988842,0.190700009465,0.45127427578,0.0857675075531,0.604506254196,-0.177083179355,0.170473515987,-0.755050003529,0.150553017855
1454,-0.665557742119,0.0331500023603,-0.896800041199,-0.917999982834,0.92979991436,0.337000012398,-0.32553756237,-0.74848896265,-1.00844311714,-0.415027737617,0.0677312910557,-0.0769500136375,-0.404413074255
6500,-1.50531387329,1.60829997063,-0.860399961472,3.03299999237,-0.484549999237,-1.30325007439,0.722120702267,0.879654765129,0.636636257172,1.0490885973,0.910417377949,0.0165500044823,0.0167841762304
5627,0.131112411618,-1.00479996204,-1.66230010986,-0.126499980688,-1.01294994354,-0.841700017452,-1.15937423706,0.222685575485,-0.453721672297,1.08606338501,0.40061289072,1.18974995613,2.33488512039
5715,-0.143305599689,1.56159996986,-2.9537498951,0.353100001812,-0.688399970531,0.330800026655,-0.124203845859,0.287107497454,1.04235744476,0.600866317749,0.396853357553,0.15854999423,0.292502164841
4791,-0.238797962666,4.56944990158,0.53125,1.93449997902,-0.0650500059128,-0.793250024319,-0.318779677153,-0.393876701593,0.579588472843,0.550036132336,-0.154010042548,-0.193700000644,0.547644793987
56924,-0.653472304344,6.09000015259,-0.0505499988794,2.94169998169,2.23035001755,-0.109200000763,0.448181539774,0.198389902711,-0.44095441699,0.143596962094,-0.502187490463,0.861750006676,-0.669389307499
2690,-0.89932513237,-0.454450011253,-0.753849983215,1.78075003624,1.55540001392,-2.3954000473,0.419592291117,-0.319916069508,-0.307698786259,-0.296722769737,-0.443219006062,0.49874997139,-0.733904123306
1019,-1.97895157337,-5.14429998398,0.31044998765,-3.07439994812,0.179499983788,1.45090007782,0.487108141184,0.133658081293,0.56243622303,-0.591958999634,-0.271834760904,0.276500016451,0.477553367615
51422,0.80852741003,-0.23995000124,0.419099986553,0.964249968529,0.663800001144,0.762099981308,0.208873212337,0.235499337316,0.0376210808754,0.834438681602,-0.813432097435,-0.473550021648,0.440571844578
5788,1.38569712639,0.630200028419,0.987200021744,1.67509996891,-1.07139992714,0.429499983788,0.15582960844,-0.317230731249,-0.857674598694,-0.600921273232,0.633825063705,-0.315699994564,-0.458685457706
6709,-0.337770760059,-2.63835000992,-0.892949998379,1.20760011673,0.192149996758,-0.47080001235,-0.0882225185633,0.123635530472,0.0229247063398,-0.0149170793593,-0.519344806671,0.356499969959,-0.0577028803527
1277,-0.612463653088,4.83539962769,6.8625497818,3.32600021362,3.66205000877,4.42089986801,0.782488644123,0.139742866158,0.660423099995,-1.40562224388,-1.8134149313,-0.404549986124,0.427358984947
993,0.182255908847,-0.918249964714,-0.233850002289,0.568149983883,-0.423699975014,-0.651450037956,-0.475835680962,0.875538647175,0.216983452439,0.13589450717,-0.264827549458,0.239600002766,0.384728878736
7157,-0.234822064638,-0.179899990559,0.313699990511,-0.341949999332,-2.12080001831,-0.0236000046134,0.117800295353,-0.33432534337,-0.24404078722,0.854475200176,-0.866178631783,0.314450025558,0.589801847935
1958,-0.154855132103,-2.78885006905,-0.8478500247,0.650650024414,-0.289950013161,0.664200007915,0.0753259807825,-1.00328099728,1.89041352272,0.642487347126,-0.508429765701,0.467899978161,-0.24875870347
4582,-1.42138576508,1.20370006561,0.205599993467,-0.571900010109,0.390650033951,-0.919349968433,-0.960363507271,0.814494013786,0.420254409313,0.647093355656,-0.248952656984,-0.207800000906,0.331445515156
9212,-0.0447402447462,0.192600011826,-0.971550047398,1.34584999084,0.14319999516,1.29629993439,0.0253575071692,-0.242098137736,0.257997721434,-1.03841531277,-1.25146687031,0.144749999046,0.382210642099
8440,-0.157801687717,-3.66304993629,-0.447899997234,-2.47739982605,0.371450006962,-1.33314990997,0.0923661962152,-0.095930993557,-0.412491977215,1.15452468395,-0.304348379374,0.515649974346,0.531013190746
6790,0.0347245931625,-1.5095499754,-1.06865000725,0.897749960423,-0.456599980593,-0.0415999889374,0.790817499161,0.000385776162148,0.717109680176,-0.225251883268,0.310969114304,-0.576300024986,-0.695093393326
8851,0.133649215102,0.70585000515,0.10300001502,1.29755008221,-0.642850041389,-0.761999964714,-0.667223095894,-0.222860381007,0.25372761488,0.351798474789,-0.0299094319344,0.514900028706,-0.248599216342
2534,-0.517634868622,-1.117000103,-0.0177499949932,-2.52624988556,1.42019999027,0.45269998908,0.103137284517,0.652278423309,-0.409774541855,0.758622348309,-1.19123899937,0.508750021458,-0.0714987516403
4893,2.39134764671,-0.0186000168324,-0.86084997654,-4.36774969101,3.88314986229,-1.14499998093,0.725085556507,-0.0877524614334,0.542359650135,1.46112859249,-0.802518308163,-1.21860003471,0.231555700302
665,1.0938065052,3.14155006409,-0.379149973392,-0.708800017834,-0.313000023365,-1.50864994526,0.10934150219,0.0419354736805,-0.710546791553,0.157658338547,0.963418722153,0.125199973583,0.293814331293
4313,0.954884588718,-0.376949995756,0.260149985552,2.74740004539,0.228199988604,1.49720001221,-0.544200122356,-0.322206497192,-0.490988433361,-1.66778659821,-0.455891937017,-0.543850004673,-0.237420648336
1022,0.421546399593,0.883450031281,1.62005007267,-4.8939499855,-0.535250008106,-0.0277000069618,-0.141652658582,0.00447335839272,-0.428273648024,0.291348934174,0.327478885651,-0.440050005913,0.463071107864
5880,1.35303914547,4.61425018311,-0.22104999423,0.220200002193,0.322950005531,1.40659999847,-0.488355278969,-0.648125290871,0.0520496368408,0.455209553242,-0.66608941555,0.919799983501,0.240482971072
3162,0.897890686989,-1.25999999046,0.110149994493,-3.33520007133,0.933600008488,-2.06414985657,-0.219495460391,0.49152225256,-0.649562954903,0.861665606499,-0.302570015192,0.593649983406,0.0758505761623
1282,0.0902984142303,-0.409049987793,1.73210000992,-5.36964988708,-0.0855000019073,1.69230008125,-0.335344135761,-0.644156575203,-0.335190653801,-0.320140838623,-0.471653878689,0.0234500020742,-0.427638471127
3383,-0.409592866898,-0.160449981689,2.25329995155,-0.469900012016,-0.287100017071,-0.0791999995708,-0.601978421211,-1.18219327927,-1.27830147743,-0.631738960743,-1.21397948265,-0.294850021601,-0.351461857557
727,-0.404502630234,2.31844997406,0.285000026226,-1.03174996376,-0.400999993086,0.368950009346,-0.373162299395,0.071985244751,-0.43147289753,-1.0857629776,-0.399342358112,-0.226249992847,-0.437419503927
4792,-0.187713414431,-4.55420017242,-1.47994995117,1.77285003662,0.371349930763,0.717000007629,-0.304187238216,0.184020757675,0.358714461327,0.234578981996,-0.123135864735,-0.270349979401,-0.335909068584
4794,0.0610342361033,1.72484993935,-0.317600011826,1.69079995155,1.50394999981,0.776950001717,-0.87541270256,-0.14504006505,-0.375135064125,-0.415831297636,0.053728312254,-0.716250002384,-0.0621640235186
902,0.199292808771,-0.488199949265,-3.49795007706,0.561600029469,-1.67124998569,-0.335199981928,1.17522406578,0.344064921141,0.866051495075,0.390825331211,0.752961695194,-1.03095006943,0.140771836042
8091,1.18680810928,-1.91110002995,-1.66934990883,-0.0559999980032,-0.807449996471,0.130450040102,0.106412149966,0.473973035812,0.605745792389,0.895642399788,-0.0496634095907,0.656300008297,0.370095551014
3486,0.457529604435,1.83115005493,0.0131999999285,-1.88684999943,1.08050000668,1.60069990158,0.00211058557034,-0.00341603159904,-1.47782897949,-0.148504346609,-0.390592545271,0.419049978256,-0.568930983543
10818,-0.453113079071,0.383049994707,1.35304999352,2.61724996567,0.340049982071,1.24615001678,0.00167883187532,0.514206290245,-0.243657231331,-0.139458268881,-1.28640472889,-0.168500006199,0.135189861059
3454,0.667540609837,1.51184999943,3.14094996452,1.68595004082,-0.0826999992132,1.15474998951,-0.791616380215,-1.02083933353,-0.698617577553,-0.690574526787,-0.315075218678,-0.480400025845,0.228090062737
4282,-0.0520490705967,-5.0,-1.16954994202,-0.00304999994114,0.00135000003502,-1.64015007019,0.192178994417,-0.645336985588,0.913199067116,0.496164113283,2.49613332748,0.49564999342,0.172319233418
1605,0.534867107868,1.90544998646,0.675350010395,1.31879997253,-0.524949967861,-0.942449986935,0.672176361084,0.290684401989,-0.722513139248,0.733361959457,0.0134725794196,0.404599994421,-0.463238716125
10644,-0.767391979694,4.79260015488,-1.28285002708,-2.87674999237,0.191199988127,3.32645010948,0.146967187524,0.330521762371,-0.265670776367,0.566238999367,0.562742233276,-0.697049975395,-0.418840050697
2065,-1.13854241371,3.06269979477,1.61300003529,3.0297498703,1.49909996986,-0.386400014162,0.054540798068,0.460753411055,-0.229346826673,-0.175116628408,-0.295771539211,-0.0931999981403,-0.411041200161
8321,0.576531708241,-0.175149977207,-1.12580001354,-1.63065004349,-0.818799972534,0.982599973679,-0.62967300415,-0.605279326439,-0.308837682009,-1.00947463512,-0.0766369700432,0.0396499633789,-0.774123072624
8503,0.488953799009,0.431900024414,0.349049985409,3.84689998627,-2.47449994087,0.573349952698,-0.973273158073,0.365601241589,1.39229607582,0.0156881213188,0.237067833543,0.25260001421,-0.0690943002701
7027,0.497798651457,-1.7552999258,-3.01414990425,-5.64895009995,-0.824999988079,-0.444950014353,0.0648599937558,0.431778669357,0.355267643929,0.487440228462,-0.121395260096,-0.183249995112,0.495878458023
6850,1.05703270435,4.42344999313,-0.2200999856,0.596750020981,-1.34274995327,1.24360001087,-1.02282476425,-0.158449470997,-0.274044573307,-0.694591403008,0.117750152946,-0.850499987602,0.263502687216
1978,-2.09351110458,-4.18195009232,-0.577449977398,-0.0659999847412,-0.317549973726,-1.37150001526,0.982350766659,0.24327892065,0.0977587550879,1.28967213631,0.507630169392,0.511500000954,-0.252729296684
896,-0.890529870987,-5.9970498085,0.597699999809,-2.7595000267,-1.11594998837,0.514799952507,0.132472038269,0.356657594442,-0.275987029076,0.375669568777,0.400899648666,0.748899996281,-0.665922999382
5777,0.774972677231,1.88419997692,1.3016500473,1.93219995499,-1.90324997902,2.80320000648,1.90044534206,-0.280861288309,-0.949293255806,-0.362996041775,-0.0138541311026,-0.0500999987125,-0.199476450682
1846,0.27530670166,2.59499979019,-1.49539995193,-0.984249949455,-1.08140003681,1.07860004902,-1.02802252769,0.113908395171,-0.496465682983,1.61506271362,0.0630734562874,0.16194999218,1.02028739452
5925,-1.15593850613,4.22130012512,-1.63950002193,0.733649969101,-0.0331999957561,-0.490550011396,0.00379648432136,-0.249677538872,-1.16790473461,0.187253400683,0.398391544819,-0.147249996662,-0.33131596446
142,0.806967556477,-1.1942499876,0.082000002265,-1.30480003357,-0.80245000124,0.636249959469,-0.181087866426,-0.344664543867,-0.543807566166,-0.0844287723303,-0.58208489418,0.397899985313,-0.144239813089
1021,0.227570518851,-0.810199975967,-0.2799000144,0.63814997673,3.13709998131,3.4264998436,-0.364165246487,0.436367511749,-0.652152061462,0.242451012135,-0.814970314503,0.675999999046,0.270631313324
5699,0.316527694464,-1.20764994621,-0.897250056267,1.30505001545,-0.993300020695,-0.153899997473,-0.00224643945694,0.808902263641,-1.32225728035,-0.18187277019,1.33617675304,-0.802749991417,0.268150627613
8061,0.145578712225,0.528699994087,0.940999984741,1.26399993896,1.11584997177,-0.335500001907,-1.37139630318,0.18254044652,0.0179731249809,-1.86014914513,0.0248094797134,-0.200049996376,0.494238674641
1870,2.22174620628,-0.687399983406,2.04629993439,0.980799973011,0.288599997759,3.21495008469,2.64300990105,-0.550184607506,-0.548941016197,0.226107552648,0.128622874618,-0.562350034714,0.140434831381
