rid,NMH001_FIBRNPC_6H:BRD-M15189060-001-01-2:10,NMH001_FIBRNPC_24H:BRD-M15189060-001-01-2:10,NMH001_NEU_6H:BRD-M15189060-001-01-2:10,NMH001_NEU_24H:BRD-M15189060-001-01-2:10,NMH001_NPC_6H:BRD-M15189060-001-01-2:10,NMH001_NPC_24H:BRD-M15189060-001-01-2:10
5720,-0.769149959087,-1.11144995689,-0.285790890455,0.225208729506,1.02794551849,0.879799306393
466,0.298699975014,-4.96099996567,-0.443136334419,0.223439216614,0.0717630237341,-0.202838107944
6009,-0.305499970913,-0.0433000326157,0.316184878349,-1.37180006504,-0.219663918018,0.488274544477
2309,-0.957949995995,1.07120001316,0.658773779869,0.27822008729,0.492368280888,0.426404058933
387,-0.324100017548,-1.37454998493,0.393328279257,-0.0199537351727,0.0719135254622,0.151140883565
3553,1.30005002022,0.968050003052,0.15297216177,-0.218257695436,0.585107147694,-0.194946214557
427,-0.496899992228,0.694049954414,-0.62647819519,-0.391248762608,0.310464382172,-0.485598385334
5898,-0.88195002079,-0.238100007176,-0.362764716148,0.216936782002,0.290331214666,-0.51160633564
23365,-0.296599984169,-0.402500003576,-0.556025981903,0.215290442109,-0.147815421224,-0.130662739277
6657,0.775750041008,0.00919999182224,-0.0224148631096,-0.0697077810764,-0.494721800089,0.220068186522
5054,0.0607999972999,-0.356600016356,0.351527869701,0.333832323551,-1.00074291229,-0.447928607464
3108,0.204199969769,-0.793699979782,-0.302740484476,0.583662331104,-0.509896278381,0.278573065996
1950,0.508849978447,0.686999976635,-0.455538451672,0.520239531994,0.181221291423,-1.11629283428
351,1.29879999161,1.49249994755,0.00165672332514,0.000572499760892,0.550814151764,-0.28572794795
4846,-0.252350002527,-1.41785001755,0.0426455512643,-0.206594824791,-0.163724124432,0.172897860408
1452,0.438250005245,-0.523750007153,0.206283226609,0.0447272062302,0.129269421101,-0.44615894556
4776,1.46720004082,0.722200036049,0.0178934633732,-0.310378611088,-0.338643670082,-0.711155831814
6908,-0.786350011826,0.0491500012577,0.101299867034,0.555549502373,-0.281582146883,0.25762373209
672,0.837499976158,1.87840008736,0.872883319855,1.38298344612,0.529328465462,0.12002825737
5710,-0.335249990225,0.254500001669,0.488467752934,0.125769674778,-0.12806789577,-0.709248483181
2115,1.86600005627,0.141300007701,0.572929859161,0.265920221806,0.238511562347,-0.146646663547
7015,1.38265001774,0.571300029755,-0.246532693505,0.697343468666,-0.831482470036,-0.793362617493
8726,1.21665000916,0.04564999789,-0.498204499483,-0.133845090866,0.000485479831696,-0.183986827731
2185,1.10804998875,0.707650005817,-0.580276489258,-0.377268880606,-0.0618785358965,-1.31400251389
3315,-1.16964995861,0.583999991417,-0.568613409996,0.367516428232,-0.662347078323,-0.295580804348
5289,-0.150999963284,-0.788349986076,-0.76776432991,-0.57344442606,-0.63508361578,-0.604640543461
868,0.620450019836,0.905699968338,0.436949849129,0.395893007517,-0.294681042433,0.239238128066
1677,0.929100036621,-0.120250016451,-0.908322453499,0.269411712885,1.1746776104,-0.597423970699
7043,0.980350017548,0.55529999733,0.12951824069,-0.572526276112,0.118781365454,-0.45127594471
5613,0.58085000515,0.422650009394,2.25757598877,0.246541500092,0.23980230093,-0.390303403139
595,-0.543699979782,0.59325003624,-0.121211767197,-0.196249783039,0.517492771149,-0.0214133523405
4793,0.167199999094,0.364600002766,-0.276382982731,-0.248486116529,0.351489067078,0.163182079792
2736,1.48994994164,0.888750016689,0.287058949471,0.781699359417,-0.330682218075,-0.0161578059196
5290,0.890200018883,0.472100019455,-0.739013195038,-0.307825744152,-0.798365175724,-0.6037530303
6194,0.221250012517,-0.0641000047326,0.00102009170223,-0.000641625316348,0.247296050191,0.731009244919
1676,1.02095007896,1.26250004768,-0.0385545119643,0.03084320575,0.0984209030867,-0.467114835978
23512,1.41514992714,-0.557250022888,0.264715492725,0.459424197674,0.198010951281,0.477778971195
148022,2.80594992638,0.139250010252,0.0571890026331,-0.52700817585,0.585713863373,-1.00673830509
1906,0.614099979401,0.297399997711,-0.00556554272771,-0.386419445276,-0.452207148075,-0.319088995457
8878,0.148900002241,0.00534999370575,0.531570017338,-0.351526021957,0.478521227837,-0.25718331337
3091,0.551800012589,-1.5177500248,0.00231473264284,0.0935253351927,0.456504285336,-0.508693754673
5743,0.535199999809,1.1642999649,-0.374675482512,0.391659319401,-0.630001306534,-1.05332505703
5321,-0.167499989271,0.662150025368,0.0500434525311,-0.125196889043,-0.0479162335396,-0.227235794067
4144,0.530449986458,1.00185000896,0.448817372322,0.319074094296,-0.182200476527,0.211576908827
1981,-0.47159999609,0.702000021935,0.0144968554378,1.14529156685,-0.116919949651,0.420956283808
695,0.484050005674,3.94159984589,1.04469001293,0.0314445495605,0.234794735909,-0.457191437483
10398,-0.753949999809,0.479099988937,0.481138855219,0.00223731063306,0.693881750107,0.502444028854
5708,0.194649994373,0.310299992561,-0.439967572689,-0.0988643318415,-0.217672437429,0.150139138103
1213,-1.28859996796,-0.290700018406,0.327714383602,-0.167635515332,0.335912108421,0.0630232542753
226,-0.327199995518,-4.54269981384,0.498438745737,-0.449181854725,0.35061493516,0.0493327118456
6777,-1.97950005531,-0.0814999938011,-0.203048810363,-0.011806871742,-0.168972969055,0.380455374718
2113,0.866850018501,0.198750004172,0.0281518101692,0.268251240253,0.623188376427,-0.248179718852
3329,-0.441550016403,-0.305450022221,-0.0444247424603,-0.510753810406,0.709775269032,0.582149028778
1050,2.88604998589,-0.178149998188,-0.298733532429,-0.477614879608,-0.276171505451,-0.810255587101
9491,0.947350025177,0.331999987364,-0.609756827354,-0.432358562946,-0.460727214813,-0.60124206543
22926,0.586349964142,0.603649973869,0.89269053936,0.465447127819,-0.775874376297,-0.0903590470552
5899,-0.914399981499,-0.334349989891,0.306786417961,-0.774066209793,-0.426582455635,0.632886171341
5467,0.446250021458,-0.0236000046134,0.105056658387,-0.838967144489,-0.483999878168,-0.683679878712
6774,0.144749999046,0.514500021935,0.537604987621,-0.283407479525,0.748890519142,0.29033178091
1788,0.405050009489,0.674049973488,-0.531874477863,-0.107735723257,-0.0314310640097,-0.746594667435
5921,0.184499979019,-0.510850012302,0.742114186287,0.208509355783,0.319694429636,0.55709028244
5721,-1.67875003815,-2.16390013695,-0.759311378002,-0.707345366478,-0.195939779282,1.22021245956
2263,1.19130003452,0.227149993181,-0.106701947749,-0.113762244582,-0.382009983063,-1.09062111378
808,0.865549981594,1.32035005093,-1.04035377502,-0.104235127568,0.111176878214,-0.614311158657
30001,-0.741150021553,-0.037249982357,-0.349580675364,-0.579456210136,0.417594820261,-0.88889670372
348,-0.300000011921,0.982699990273,-0.521716296673,0.0206427052617,-0.446665674448,-0.474141269922
30849,-1.46915006638,0.723150014877,0.426583260298,0.268620789051,-0.0239163562655,-0.757308363914
1454,-0.0844999998808,0.295249998569,0.227592900395,-0.479217737913,0.383671611547,0.446757555008
6500,-0.196850001812,-0.588249981403,0.432763934135,-0.391256779432,0.637354016304,-0.236716479063
5627,-0.607400000095,-0.622699975967,0.568985342979,0.0670070275664,0.0977514386177,0.00704881921411
5715,-1.15205001831,-0.571850001812,-0.416336357594,0.233757555485,0.403348445892,-0.144514575601
4791,0.456200003624,0.779850006104,-0.193833321333,0.0525490269065,-0.444076091051,-0.0595354773104
56924,-0.478400021791,-0.557349979877,-0.466957688332,-0.68410217762,2.26820254326,-0.124788589776
