rid,NMH001_FIBRNPC_6H:BRD-M15189060-001-01-2:10,NMH001_FIBRNPC_24H:BRD-M15189060-001-01-2:10,NMH001_NEU_6H:BRD-M15189060-001-01-2:10,NMH001_NEU_24H:BRD-M15189060-001-01-2:10,NMH001_NPC_6H:BRD-M15189060-001-01-2:10,NMH001_NPC_24H:BRD-M15189060-001-01-2:10
2690,-0.13489998877,-0.452899992466,-0.410376429558,-0.487245202065,-0.916491210461,-1.47140359879
1019,-0.039249997586,-0.861199975014,0.626616597176,0.618975758553,0.350036084652,0.481677800417
51422,1.45254993439,-0.0179499983788,-0.825323224068,0.642817020416,0.535739421844,-0.20769494772
5788,0.689700007439,0.151950001717,0.302610009909,-1.44665265083,-0.649611771107,-0.156982526183
6709,-1.37744998932,0.858250021935,0.495312273502,0.424722105265,0.205173775554,0.775315463543
1277,-0.286749988794,0.809599995613,-0.560267388821,0.047079063952,-0.616175293922,-0.919002532959
993,-0.257299989462,-0.516349971294,0.425638258457,0.104837931693,0.653504550457,0.369038403034
7157,-1.55229997635,0.913349986076,0.0714210122824,0.265568763018,-0.240627706051,-0.443020224571
1958,-0.0328500270844,0.171499967575,1.12994062901,0.213516175747,-0.060020968318,-0.099464610219
4582,0.364449977875,-0.0417999923229,1.47339832783,0.976577460766,1.07658731937,-0.535154044628
9212,1.31350004673,-0.0905999839306,0.277499198914,0.249652937055,0.37042093277,0.223154574633
8440,0.145600005984,-0.0572500228882,0.608417510986,0.340366989374,0.36832395196,0.130479231477
6790,-0.203400015831,0.273050010204,1.04993152618,0.637158691883,-0.0684135109186,0.753338932991
8851,0.681499958038,-0.470050007105,0.28665292263,0.0641166269779,0.350672155619,-0.0541672483087
2534,-1.82300007343,-0.213349997997,0.444755882025,-0.0147367864847,0.0404896736145,0.720398426056
4893,0.359699994326,0.0226000100374,-0.49602997303,0.822536051273,-1.68116271496,-1.14274024963
665,-0.462399989367,0.205249994993,0.537247538567,0.114832662046,-0.102034665644,-0.884702682495
4313,-1.9618999958,0.846800029278,-0.344608873129,-0.256042569876,0.22019122541,-0.273047566414
1022,0.000499993562698,-2.17435002327,-0.114610731602,-0.460878282785,0.0954059734941,0.0977839976549
5880,-0.998399972916,-0.0248500034213,-0.0773804634809,-0.266589850187,-0.290698587894,1.01539134979
3162,-2.50724983215,-1.72860002518,-1.14128565788,-0.266966253519,-0.348614245653,-0.836558997631
1282,-1.84590005875,0.645850002766,0.433767080307,-0.561659634113,0.751800537109,0.218218415976
3383,0.0232499986887,1.31095004082,-0.43218305707,-0.145775958896,-0.409008324146,-0.80657440424
727,0.552349984646,2.9224998951,-0.39015775919,-0.149638682604,-0.61105132103,-1.45294845104
4792,-1.25985002518,-0.51164996624,0.415723115206,0.0171313881874,-0.291021853685,0.119879536331
4794,1.13424992561,0.331200003624,-0.200083613396,-0.347415238619,-0.370766788721,-0.158773690462
902,1.0746999979,0.819000005722,-0.861590981483,-0.362473845482,-0.476525753736,-1.16605341434
8091,0.157349988818,-0.0146999955177,0.690080404282,1.2155162096,-0.037842810154,0.139183059335
3486,-0.116700001061,0.862450003624,-0.444231927395,-1.03404211998,-0.847552418709,0.285559207201
10818,2.77050018311,0.617399990559,0.151164263487,-0.907208025455,0.313389718533,-0.681406915188
3454,0.784199953079,0.664449989796,-0.128327399492,0.0521117895842,0.044512629509,-0.639781653881
4282,0.991899967194,-0.865000009537,0.554569005966,-0.627889633179,0.350877404213,0.242228895426
1605,-0.3600499928,0.136600002646,-0.223410606384,-0.676653325558,-0.164091408253,-0.350529253483
10644,1.69519996643,0.248899996281,0.657302737236,-0.329418599606,-0.223361670971,-0.0234506204724
2065,1.18819999695,0.398999989033,-0.459984391928,-0.348476588726,-0.153243333101,-1.36676287651
8321,0.393950015306,-0.0930999964476,-0.281971871853,1.36370885372,0.267398387194,-0.823151886463
8503,-0.031300008297,1.05484998226,0.291075885296,0.107931964099,0.192496567965,0.438100337982
7027,0.384649991989,-0.872350037098,-0.691952109337,0.350125223398,0.0244310647249,0.749869406223
6850,1.71720004082,0.97444999218,-1.17196977139,-0.270814239979,-0.67829823494,-0.91455411911
1978,-0.255549997091,-0.445700019598,0.379133015871,-0.372384428978,0.495975017548,0.640651524067
896,-0.169650003314,0.213399991393,-0.17686073482,0.115775048733,0.430485934019,0.81584995985
5777,-0.48425000906,0.633450031281,-0.593156099319,-0.588974118233,0.00752438604832,-0.341564834118
1846,-1.72514998913,-0.468950003386,-0.141864657402,0.0158622339368,0.233311444521,0.636957943439
5925,1.2771499157,0.522099971771,-0.122650749981,-0.603715717793,-0.0563177168369,-0.46188133955
142,0.398900002241,1.29735004902,1.05096948147,-0.256929457188,0.930078268051,0.501386523247
1021,-0.714599967003,0.605700016022,0.196279674768,0.291240930557,0.287008434534,0.655520319939
5699,1.45305001736,-0.413350015879,0.418189167976,0.90983825922,-0.297648966312,-0.772068619728
8061,-1.12660002708,-0.760949969292,-0.45770406723,-1.04422318935,-0.399795472622,0.135634690523
1870,0.752699971199,4.57235002518,0.147208750248,1.20149111748,0.253345489502,0.462573289871
1398,-0.442449986935,0.174750000238,0.906096935272,0.761181890965,-0.0472737252712,0.537282645702
3312,-1.54649996758,-0.608349978924,0.276706039906,0.186058476567,0.523882508278,-1.22545444965
891,0.373950004578,-4.65850019455,-0.255461126566,0.224013224244,-0.5144110322,-0.890201747417
4775,0.58630001545,-0.614449977875,-0.0938861593604,-0.225464373827,0.467872023582,0.972579061985
5111,-0.395550012589,-0.51960003376,0.108061239123,-3.82915854454,-0.296110600233,0.156340166926
5696,-2.06284999847,-0.133399993181,-0.563907921314,0.0940699800849,-0.883786439896,0.734477162361
5588,0.785950005054,0.541800022125,0.433474987745,-0.0600513666868,-0.218357563019,1.70599520206
6839,-1.16705000401,10.0,0.223821640015,0.294276863337,0.40611410141,1.45772564411
329,-0.926500022411,-0.690649986267,1.35467815399,2.03661322594,0.543154776096,0.413799613714
5058,-4.48970031738,4.44400024414,-0.573385477066,-1.03607392311,-0.277182459831,1.57317745686
998,-0.592800021172,0.191249996424,0.371801525354,0.180375128984,-0.343734413385,2.61321139336
9134,1.04530000687,0.701849997044,-0.455224066973,0.591630458832,0.329180300236,-0.282265216112
6616,0.288300037384,0.3736500144,0.203586637974,0.117308869958,4.38619947433,-0.149652630091
5223,-0.404650002718,-5.39454984665,-0.268742233515,-0.191040948033,-0.191747397184,-3.40951752663
4690,-3.52695012093,0.24224999547,0.0503424666822,0.293557107449,-0.528166651726,1.50328099728
958,0.175850003958,0.989899992943,0.203310966492,0.350749850273,-0.502638161182,-1.25509703159
1616,1.56819999218,-0.609849989414,1.16943824291,0.699729382992,-0.280777782202,0.558621644974
991,-0.326800018549,0.349700033665,0.715057849884,-0.147715568542,-0.116694316268,0.261199176311
6347,-0.331149995327,1.65145003796,-0.112774692476,-0.516218543053,-0.790895223618,-1.09225201607
6714,-1.19234991074,1.21009993553,-0.153194591403,-0.459604799747,0.286345750093,1.3860874176
652,0.196450009942,-0.107900001109,-0.304669737816,-0.2942532897,-0.262301027775,-0.765598297119
4331,1.18509995937,-1.03244996071,0.775751054287,-0.560245215893,0.652452647686,0.557256400585
7099,1.09934997559,-0.103699997067,-0.475555419922,0.629250466824,0.307794362307,-1.12613761425
10320,0.643649995327,0.198300004005,-0.533725142479,-0.0985701456666,-0.155986726284,-0.307654440403
2042,-0.371050000191,3.7702498436,0.285623550415,0.17821970582,0.168782114983,0.199425548315
843,0.582000017166,1.81369996071,-0.79695224762,0.0587744750082,-0.384673565626,-0.605274498463
840,1.17515003681,-0.236349999905,0.545511722565,-0.0285648852587,0.264964878559,0.423849999905
7048,-0.120300002396,0.197300001979,0.315281450748,-0.808530509472,0.829072237015,0.838665723801
4851,0.360500007868,0.112149998546,0.289128601551,-0.24549973011,0.850836038589,-0.128253728151
6464,-0.146349996328,0.0608000159264,-1.58557856083,0.679227769375,-0.900832414627,-1.9170166254
23410,0.884249985218,-0.220750004053,0.290995329618,-0.129635050893,0.250665932894,0.499071806669
54205,0.972149968147,-2.5908498764,-0.0170708596706,0.378780633211,-0.3808131814,-0.355110257864
2770,0.652899980545,-0.19034999609,0.545580804348,-0.269682079554,0.297653287649,0.266111433506
80204,-0.615700006485,0.039450019598,0.597805500031,0.588132739067,-0.112150207162,0.0253622941673
4208,-0.0599499978125,-0.639199972153,-0.254395782948,-0.337120980024,-0.23311881721,-0.0346998721361
1845,-0.877250015736,-0.773500025272,-0.21473172307,-0.545105934143,0.129095852375,-0.238527059555
23368,0.530200004578,0.705049991608,0.204893022776,-1.96128571033,0.272275149822,0.254522949457
5583,0.552999973297,-1.02094995975,-0.325917422771,-0.253236323595,-0.72659265995,-0.442808240652
8900,0.493399977684,-0.624300003052,0.0646112188697,-1.48451912403,-0.157260686159,0.137678593397
581,0.401500046253,-0.134849995375,0.198363393545,-0.0811334103346,-0.325241059065,-0.132226735353
6193,-0.346000015736,0.335599988699,1.0144534111,4.22013521194,0.799760818481,-0.0459422841668
6622,-0.00550001114607,-0.296350002289,0.238049149513,-0.141765609384,-0.383861988783,-0.0997987762094
11261,-0.273900002241,3.57105016708,0.0412377715111,-0.193530589342,0.334185183048,0.861270308495
6696,0.0481500029564,-1.48570001125,0.883873522282,0.594551682472,-0.0577263832092,0.60491424799
8312,-0.335950016975,-0.285849988461,1.5096321106,0.29323798418,0.316323041916,0.551493644714
835,-0.658150017262,-0.195349991322,0.50008893013,1.44642663002,0.317030876875,1.33992063999
8324,-0.684199988842,-0.329299986362,0.208636194468,0.746562361717,2.3018860817,0.874847352505
1848,-1.01080000401,4.40560007095,-0.0910420268774,0.479995191097,-0.0307873338461,0.677200734615
154,0.0196000039577,-0.0445999950171,-1.03294157982,0.260321438313,-0.101331651211,-0.0291396118701
4312,-0.788800001144,-0.95845001936,-0.862844467163,-0.2847019732,-0.881626188755,-0.504023790359
994,-1.5501999855,-10.0,0.299569129944,0.409816026688,0.0246535595506,0.0732177495956
2048,-0.515349984169,-0.140650004148,0.0883131846786,0.141660004854,0.149959146976,-0.0465241223574
1111,1.1779999733,0.451000005007,0.105830326676,0.700732111931,0.117588974535,-2.33879375458
5154,0.426999986172,-0.313050031662,0.034286223352,-0.983573555946,0.0695747584105,-0.57585555315
2920,0.896899998188,-0.193299978971,-0.299695342779,-0.0893276333809,0.248642921448,-0.0986464992166
3122,-0.475749999285,1.56605005264,0.184504806995,-0.0801989883184,-0.180641263723,-0.441355586052
2769,1.14409995079,0.235349997878,-0.531489014626,-0.289079338312,-0.367147684097,-0.0975119322538
5900,0.319999992847,-1.22224998474,-0.0742602348328,0.49198025465,0.0526537001133,0.898080945015
6304,-1.00979995728,-0.34399998188,0.425551563501,0.448570996523,-0.0312571525574,1.85603547096
5211,0.445699989796,0.0587499961257,0.369742184877,-0.579398751259,0.742209196091,-0.0703390389681
2886,1.04224991798,0.061350017786,-1.87957239151,-0.0791843831539,-0.506196916103,-0.587081670761
9261,-1.4618999958,0.385100007057,-0.341817975044,0.653849601746,-0.624804198742,0.817457377911
8569,0.420699983835,1.17650008202,-0.386041462421,-0.347389727831,-0.698697209358,-0.798650205135
3303,-0.39335000515,-0.119500003755,-0.637013435364,-0.790593922138,0.118005156517,0.775297820568
5331,-0.477849990129,-0.493800014257,0.174189016223,0.0793563649058,0.25532656908,-0.199833407998
5347,-0.76105004549,0.92435002327,-0.0211360566318,-0.626570403576,0.269989013672,-1.34944868088
4638,0.146349996328,0.578350007534,0.347556442022,0.431979447603,0.924406468868,0.732100307941
2264,0.976849913597,-0.92460000515,1.53354930878,0.106401488185,0.5477668643,-0.0367624498904
1029,-0.915199995041,0.487450003624,-0.39339607954,-0.712174534798,-0.0172409713268,-0.505905866623
1027,0.355350017548,-0.935600042343,0.00981382653117,-1.674654603,-0.511982619762,0.0223953388631
2597,-0.120750002563,0.0,-0.000839305226691,0.000456687615952,0.0,-0.000235015759245
55847,0.974000036716,0.0298999994993,-0.293144673109,0.101731598377,0.0396768450737,-0.249439373612
25803,0.724349975586,0.760199964046,-0.540532469749,-0.443788349628,-0.0917228981853,-0.753282368183
3480,0.280099987984,-0.107299998403,0.638198912144,0.143754422665,-0.520822405815,0.356258571148
2946,0.506750047207,0.904500007629,-0.423986792564,-0.125072017312,0.299626946449,-0.229390889406
9517,-0.681650042534,-0.411950021982,0.0824271142483,0.714583754539,0.160430118442,-0.59301251173
25987,-0.589849948883,0.0217500329018,0.385555803776,-0.343484520912,0.447653323412,0.12019469589
23670,0.413349986076,1.0665999651,0.218143939972,-0.138502642512,0.733231186867,0.263945788145
11182,0.51115000248,-0.421399980783,0.298423141241,-1.33635544777,0.00823733210564,-0.0476417578757
2146,-1.00255000591,-1.02114999294,0.109069921076,2.21530294418,-0.123156450689,0.952740371227
3385,0.20134998858,-0.125699996948,0.499334901571,-0.131859511137,2.35603785515,-0.438969671726
5261,1.25590002537,1.13405001163,0.0315587744117,0.473956286907,-0.021410420537,-0.528989553452
10765,-1.04030001163,0.771950006485,-0.0958500355482,0.133135527372,-0.160847172141,-1.00159597397
25839,-0.685299992561,-0.693099975586,0.122537337244,0.513594985008,0.307578504086,-0.259352505207
4172,0.000649996101856,1.0285500288,0.764229655266,-0.0503236204386,0.363205820322,0.281577795744
23161,1.84095001221,0.310750007629,-0.0940576866269,-0.068041600287,-0.729457557201,-0.468772500753
10298,1.27539992332,0.0772999972105,0.0840034782887,0.388397574425,0.178373292089,0.852480590343
1802,-0.208000034094,-0.418099999428,0.0837719589472,-0.918523132801,0.494107574224,0.724393188953
58533,0.104600012302,-0.632500052452,-0.0931465029716,-0.742691218853,-0.122053921223,0.624600350857
147179,-1.46005010605,-0.286049991846,-0.572967410088,0.547689318657,-0.432148337364,0.824542164803
29937,0.0296000093222,-0.459649980068,0.138260409236,-1.03349709511,-0.31678044796,0.831132769585
6184,0.355700016022,0.46819999814,0.561810255051,-0.240771785378,-0.256137639284,0.0557613410056
9854,0.973850011826,-0.375750005245,-0.182527273893,-0.166908800602,0.327557206154,-0.626316666603
2553,-0.333099991083,-0.459450006485,-0.0878958553076,-0.67864626646,-0.469731867313,0.568328976631
5440,0.278799980879,-0.0612499713898,-0.476405739784,0.0908233970404,-0.55571782589,-0.964638769627
54623,1.27210009098,0.776849985123,0.498399287462,0.0861159339547,0.533809006214,0.213678240776
9533,0.363100022078,0.792999982834,-0.254565745592,0.257143825293,-0.417135059834,-0.39784052968
8607,0.700050055981,-0.661549985409,-0.451096534729,-0.511659741402,0.0454222857952,-1.11587738991
207,-0.681999981403,0.337300002575,0.335329353809,0.601457297802,0.209116101265,-0.417898923159
26054,-0.239549994469,-0.406049966812,0.0778879150748,-1.36298465729,-0.40364164114,0.0112924315035
10682,-0.588499963284,0.219950020313,0.742671370506,0.194435238838,0.473181992769,-0.00716505199671
8573,-1.64219999313,0.220749989152,0.224755391479,0.465311735868,0.84444463253,1.28316736221
23378,-0.32539999485,0.473500013351,-0.554646849632,-0.781398117542,0.253719776869,0.202566027641
8553,-0.398049980402,-0.911300063133,1.20591843128,-0.318589866161,0.149109989405,-0.106541462243
622,-0.0371500253677,0.355049997568,0.705411851406,-1.26780366898,0.0124976113439,0.936041355133
9467,0.151799991727,0.788700044155,-0.872443377972,0.640974462032,-0.190179586411,-1.24545907974
5525,-1.11860001087,-0.12539999187,-0.824896812439,-0.0359249860048,-1.07589304447,-3.75125360489
256364,1.75864994526,-0.553599953651,-1.0295124054,-0.47316801548,-0.673622727394,-0.177533835173
332,0.259849995375,-0.287550002337,0.596723079681,0.615724980831,-0.321128457785,0.598939955235
2058,-1.12964999676,0.199399992824,-0.524776756763,0.653505921364,1.37576794624,0.575136005878
7849,-0.483449995518,0.767350018024,-0.891865372658,-0.0629631578922,2.10081601143,-0.702559351921
23244,-0.327349990606,-0.11075001955,-0.4418823421,0.970387518406,0.366819709539,0.107284516096
7494,-0.726850032806,-0.352850019932,-0.756390810013,0.201801806688,-0.106791377068,-0.855616748333
4836,1.03785002232,0.471700012684,-0.588906288147,-0.416754513979,-0.273214071989,-0.434469759464
23647,-0.994250059128,-0.462049990892,0.232799723744,-0.666838407516,-0.235758140683,0.560789644718
10617,-0.691649973392,-0.30134999752,0.226190239191,0.0342602729797,0.140051454306,1.4604074955
2184,0.0348500162363,-2.0654001236,0.754541099072,-0.370090663433,-0.115693002939,0.253065496683
5355,-1.49580001831,-0.456650018692,0.0225646495819,-0.37456575036,-1.24520456791,-1.94603025913
6659,0.125950008631,0.0544000007212,0.322531223297,-0.000700000033248,-0.0456994771957,0.26060423255
7016,-0.41139999032,1.04955005646,-0.487676382065,0.702915906906,-1.6907273531,-0.716477632523
90861,-0.693549990654,0.351799994707,0.754690289497,0.694546461105,-0.111602596939,0.779151141644
10670,-1.01970005035,-1.12185001373,-0.633848309517,0.155821189284,-0.622369885445,0.0708945989609
79071,0.590149998665,-0.195399999619,-0.362529605627,0.837768852711,0.960621476173,0.860654890537
64746,-1.33189988136,-0.207349985838,-0.191762551665,0.249793559313,-0.263996362686,-0.193375617266
5366,1.35860002041,0.653050065041,-0.669865071774,0.312763303518,-0.54900509119,-0.0788014903665
11344,-0.793049991131,-0.520650029182,-0.57959073782,-0.271743386984,-0.212899178267,-0.684717237949
10013,-0.32049998641,0.135100007057,0.117670670152,0.136474773288,-0.72131228447,0.710496425629
5829,0.444749981165,0.172749996185,0.000724856276065,-0.000727500359062,-0.0826686024666,-0.774424612522
5257,-0.322250008583,1.01160001755,-0.350227236748,0.0643977969885,-0.768736362457,0.44617074728
22794,-1.27514994144,-0.683449983597,-0.384042292833,0.606985330582,-0.0932560414076,0.550985097885
9761,-0.103050023317,-4.34730005264,-0.773928523064,-0.450596213341,0.35545244813,0.280808478594
23326,-0.41194999218,0.674099981785,0.00291638029739,-0.00271300040185,-0.100796505809,0.0222307872027
10972,-0.843850016594,-1.14845001698,0.455819010735,0.835644841194,-0.192287683487,-0.0358905345201
10523,-0.847249984741,-1.24629998207,0.316348284483,-0.420950978994,0.36215120554,-0.0251589585096
79090,2.90044999123,0.778349995613,0.0133918635547,0.082968249917,-0.879200577736,0.0275596193969
27032,0.098700016737,-1.01709997654,-0.376176118851,0.687773108482,0.187457770109,-0.542272508144
9097,0.461049973965,-0.352600008249,-0.057226896286,-0.649905979633,0.0446453094482,-0.072816491127
10513,0.505950033665,-0.06635004282,-0.148230180144,-0.463207840919,-0.379791021347,-0.137768536806
1891,1.19050002098,1.17830002308,-0.565088033676,-0.503790795803,-0.0107531398535,-0.4439920187
3066,0.640399992466,-1.45450007915,0.127450972795,-0.285045266151,-0.564641535282,0.837111830711
9801,-0.605499982834,-0.0741499960423,0.471146196127,0.495802521706,0.411990880966,0.0306051410735
1459,-0.326200008392,0.850649952888,-1.31217980385,1.31765592098,-0.512727975845,-0.340627133846
9703,-0.922849953175,0.212750002742,0.211429432034,-1.12522470951,0.536681830883,0.0132882669568
10606,-0.147499993443,-1.04970002174,0.806065380573,0.0230896249413,0.32322114706,-0.849255919456
1017,1.19690001011,1.11790001392,-0.86488866806,0.47082221508,0.206456512213,-0.387313038111
9813,1.39564990997,0.325199991465,0.966050386429,0.745187819004,0.0530873611569,-0.0664444565773
7485,-0.129349976778,-1.3016500473,-0.549683690071,0.184627309442,-0.44571685791,-1.00657844543
2109,-0.651950001717,0.290450006723,0.778797864914,-0.0395891182125,-0.50443649292,-0.461347073317
23271,0.721000015736,-1.0245000124,0.0857439190149,0.0182783678174,-0.392962068319,-0.476910412312
9915,0.564300000668,0.634299993515,0.000883464759681,-0.00124143797439,-0.39258480072,-0.640361905098
9552,-0.602750003338,0.0738499984145,0.650574445724,-0.213117644191,1.13349020481,0.488021492958
93487,-0.861149966717,0.0445999987423,0.331122159958,-0.307028502226,0.715620875359,0.748163163662
2956,0.995849967003,-0.920500040054,-0.406758308411,0.275507420301,0.618780434132,0.931125283241
11065,-0.566599965096,0.456650018692,1.15062665939,-0.00695219635963,0.822775363922,-0.518712520599
9653,-0.00169998407364,-0.673949956894,-0.391586393118,0.580515444279,-0.273158699274,-0.904928743839
200081,-0.979550004005,0.536049962044,0.768384456635,0.183066248894,0.907790660858,0.43499982357
3337,-0.44319999218,-0.960150003433,0.892461597919,-0.34491276741,0.386193782091,0.1068033427
11073,-0.196750000119,0.00629997253418,0.332514286041,-0.549909949303,-0.932075560093,-0.326683580875
