rid,CPC001_HA1E_6H:BRD-K62310379-001-03-0:10,CPC001_HA1E_24H:BRD-K62310379-001-03-0:10,CPC001_HCC515_6H:BRD-K62310379-001-03-0:10,CPC001_HCC515_24H:BRD-K62310379-001-03-0:10,CPC001_PC3_6H:BRD-K62310379-001-03-0:10,CPC001_PC3_24H:BRD-K62310379-001-03-0:10,CPC001_VCAP_6H:BRD-K62310379-001-03-0:10,CPC001_VCAP_24H:BRD-K62310379-001-03-0:10,CPC011_A375_6H:BRD-K62310379-001-08-9:10,CPC011_A549_6H:BRD-K62310379-001-08-9:10,CPC011_A549_24H:BRD-K62310379-001-08-9:10,CPC011_HA1E_6H:BRD-K62310379-001-08-9:10,CPC011_HT29_6H:BRD-K62310379-001-08-9:10,CPC011_MCF7_6H:BRD-K62310379-001-08-9:10,CPC011_MCF7_24H:BRD-K62310379-001-08-9:10,CPC011_PC3_6H:BRD-K62310379-001-08-9:10,CPC011_PC3_24H:BRD-K62310379-001-08-9:10,CPC011_VCAP_6H:BRD-K62310379-001-08-9:10,CPC011_VCAP_24H:BRD-K62310379-001-08-9:10,CPC017_A375_6H:BRD-K62310379-001-03-0:10,CPC017_A549_6H:BRD-K62310379-001-03-0:10,CPC017_A549_24H:BRD-K62310379-001-03-0:10,CPC017_ASC_24H:BRD-K62310379-001-03-0:10,CPC017_HEPG2_6H:BRD-K62310379-001-03-0:10,CPC017_HT29_6H:BRD-K62310379-001-03-0:10,CPC017_MCF7_6H:BRD-K62310379-001-03-0:10,CPC017_MCF7_24H:BRD-K62310379-001-03-0:10,CPC017_NPC_24H:BRD-K62310379-001-03-0:10,CPC017_PHH_24H:BRD-K62310379-001-03-0:10,CPC017_SKB_24H:BRD-K62310379-001-03-0:10
5720,-0.150637418032,1.63152050972,0.180799990892,1.22439694405,0.541033983231,-0.551386594772,0.156776115298,0.193742513657,-1.31766951084,-1.08727371693,-1.4679517746,-1.00880002975,0.296723544598,-0.336250007153,-1.83869993687,-0.797275900841,-0.890296220779,0.289019435644,-0.219698563218,0.502489089966,0.00695084035397,-0.238389670849,0.0143210645765,-0.700153231621,0.601698875427,0.38750231266,-0.394497066736,-0.254609763622,0.755295038223,0.918550014496
466,-0.628483057022,-0.588291466236,-1.76379990578,-0.0266109332442,0.778741121292,0.515648007393,-0.288814634085,0.0481597185135,-0.977316617966,-2.65559697151,-0.318513453007,0.0561500191689,-0.0617218464613,-0.804849982262,-2.13875007629,-1.28782463074,0.325510233641,-0.213774770498,0.109528757632,-0.329981863499,0.724722802639,0.518939137459,1.30448520184,-1.35961103439,0.256340205669,0.59178507328,-0.757469654083,-0.55159085989,0.516932189465,0.00280000269413
6009,0.552637755871,1.16306841373,-1.23320007324,-1.27689027786,0.718828082085,0.129179924726,-0.880747199059,0.739690899849,-1.31237363815,1.58373582363,-0.570409297943,2.1482000351,0.125095069408,-1.80379998684,-3.05100011826,0.0638810545206,0.445725917816,-0.109885275364,1.54051315784,1.03317427635,0.717940807343,0.440830230713,0.670385420322,-0.325430363417,0.29599738121,0.106405228376,-0.137600809336,0.00199376791716,0.798610746861,-1.29264998436
2309,0.0854060053825,-0.0790971517563,1.73489999771,2.29018306732,-0.833543717861,-1.06045508385,0.623811483383,-0.0782642364502,0.954684019089,1.76469755173,2.88827705383,1.06560003757,-0.487930625677,-0.267650008202,0.123599998653,0.562368273735,-0.794662177563,-0.133860319853,1.18293499947,1.07388651371,5.6232047081,5.17150211334,0.0220515616238,0.667402982712,-0.130631893873,-1.03855991364,-0.959366381168,-0.532042980194,0.888173282146,-0.356249988079
387,-0.138803243637,-0.31793409586,-0.797199964523,0.28578582406,0.387623339891,1.11332309246,0.219756633043,0.730685710907,-0.789093971252,1.42880249023,0.677552819252,2.33045005798,0.191740065813,-0.73474997282,-0.68774998188,0.235432773829,0.394901454449,-0.343274891376,0.95738196373,1.04495120049,0.82337641716,-0.492532908916,0.492810130119,-0.797998428345,0.580677747726,0.231292486191,-0.228486850858,0.652928411961,-0.320451319218,-0.871100068092
3553,-0.333137094975,-0.763791501522,0.0893999934196,-0.127140104771,-3.53436946869,-2.86933231354,0.553993821144,-0.807819604874,-0.5338088274,-0.497407734394,-0.517928004265,-0.509700000286,-0.54364669323,-0.123250000179,0.537249982357,-4.67355442047,-4.36317491531,-0.355701684952,-0.314159244299,-0.613679349422,-1.1682009697,-0.161848783493,-0.23815074563,0.164872944355,-0.253566890955,-0.194315195084,0.452557444572,0.400893002748,-0.27178260684,-0.702449977398
427,-0.333695054054,0.892363250256,-1.29305005074,1.13380336761,0.332950532436,-0.562311351299,-0.125956863165,0.752483308315,-1.21895909309,-0.37136349082,0.642424106598,0.291000008583,-0.573869943619,-0.00644999928772,-1.09124994278,-0.970279574394,-0.619794130325,-1.04476678371,-0.701061367989,-0.750762760639,-0.29013979435,0.272072941065,0.584572434425,0.529935002327,-0.413806259632,0.387526065111,-0.26936852932,-0.525461792946,-0.29181432724,-0.732699990273
5898,-1.50606513023,-0.865210771561,-1.8750500679,-1.02128565311,0.168784111738,0.333399742842,0.0204327441752,-0.077179081738,-1.1186286211,-0.148486882448,-0.838846683502,0.515900015831,-0.000527404248714,-1.23269999027,-0.365649998188,-0.792013764381,0.120266526937,-0.42223033309,-0.353853315115,-0.237267330289,0.253795713186,-0.0511595271528,-1.37447357178,-0.376995265484,-0.52597117424,0.176081448793,-0.273529410362,0.089716643095,0.156238764524,0.252550005913
23365,-0.889921665192,-1.12080991268,-1.60940003395,0.388948529959,-1.10604453087,-0.0984878614545,-1.11186182499,0.347517102957,-0.91238629818,0.0568968951702,-0.454718351364,-0.671499967575,-0.314213365316,0.136350005865,0.658300042152,-0.183278471231,-0.194779649377,-0.0669720098376,-0.310480296612,0.132116675377,0.216569662094,-0.647011518478,0.222946584225,-0.465814232826,-0.353888213634,0.0203641653061,0.0282362177968,-0.561445116997,-0.0612330287695,-0.215249985456
6657,0.135735824704,-0.02775798738,-2.01815009117,-3.86346435547,0.322345912457,0.0612132959068,-0.294602155685,-0.111849628389,0.571161568165,-1.85987508297,-2.44382357597,-0.583799958229,-0.944062590599,-0.972199976444,-0.051550000906,-0.69287276268,-0.820395946503,-0.443962961435,-1.22111845016,-0.0321294255555,-1.72562241554,-1.92714011669,-0.522888481617,0.63686978817,-0.82938170433,-0.202588483691,0.236592635512,0.296724438667,-0.554687321186,0.0561500005424
5054,3.92601394653,3.35043859482,-0.340000003576,-0.511137247086,0.403515577316,-0.295029789209,0.653721570969,-0.82904291153,-0.431982725859,4.57482624054,4.42874240875,3.29480004311,-0.417471408844,-0.148849993944,1.02279996872,-0.166170954704,-1.08916437626,0.064875125885,-0.258913397789,-1.35743093491,6.27562427521,3.12971425056,-0.0114147430286,2.53303575516,-0.900196671486,-0.132823735476,1.01326370239,-0.627262353897,-0.0923558101058,-0.0552000105381
3108,-0.958570122719,-0.113303773105,-1.1726000309,-0.0562602505088,-0.324267327785,-0.210263311863,-0.382048785686,-0.0942529737949,-0.114093706012,-0.373328268528,-0.682693660259,0.738099992275,-0.0652640387416,-0.870599985123,1.24849998951,0.655837595463,1.28334140778,-0.0695872604847,1.08466696739,0.65822160244,-0.0164904594421,-0.819836258888,0.765737831593,0.433739185333,0.377780228853,-0.893379688263,-0.0395856015384,1.69490599632,4.71574926376,-1.45035004616
